tick,type,time,control,value,channel,meta,track,program,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,data,tempo,note,velocity
768,note_on,0,,,0,0,0,,,,,,,,76,100
768,note_on,0,,,1,0,0,,,,,,,,64,43
768,note_on,0,,,2,0,0,,,,,,,,49,100
784,note_off,16,,,0,0,0,,,,,,,,74,64
784,note_off,0,,,0,0,0,,,,,,,,78,64
896,note_off,112,,,0,0,0,,,,,,,,81,64
896,note_off,0,,,0,0,0,,,,,,,,76,64
896,note_off,0,,,1,0,0,,,,,,,,64,27
896,note_off,0,,,2,0,0,,,,,,,,49,64
960,note_on,64,,,0,0,0,,,,,,,,69,100
960,note_on,0,,,0,0,0,,,,,,,,69,100
960,note_on,0,,,1,0,0,,,,,,,,61,43
960,note_on,0,,,2,0,0,,,,,,,,49,100
1088,note_off,128,,,0,0,0,,,,,,,,69,64
1088,note_off,0,,,0,0,0,,,,,,,,69,64
1088,note_off,0,,,1,0,0,,,,,,,,61,27
1088,note_off,0,,,2,0,0,,,,,,,,49,64
1152,note_on,64,,,0,0,0,,,,,,,,69,100
1152,note_on,0,,,0,0,0,,,,,,,,69,100
1152,note_on,0,,,1,0,0,,,,,,,,61,43
1152,note_on,0,,,2,0,0,,,,,,,,49,100
1280,note_off,128,,,0,0,0,,,,,,,,69,64
1280,note_off,0,,,0,0,0,,,,,,,,69,64
1280,note_off,0,,,1,0,0,,,,,,,,61,27
1280,note_off,0,,,2,0,0,,,,,,,,49,64
1344,note_on,64,,,0,0,0,,,,,,,,69,100
1344,note_on,0,,,0,0,0,,,,,,,,69,100
1344,note_on,0,,,1,0,0,,,,,,,,61,43
1344,note_on,0,,,2,0,0,,,,,,,,49,100
1472,note_off,128,,,0,0,0,,,,,,,,69,64
1472,note_off,0,,,0,0,0,,,,,,,,69,64
1472,note_off,0,,,1,0,0,,,,,,,,61,27
1472,note_off,0,,,2,0,0,,,,,,,,49,64
1536,note_on,64,,,0,0,0,,,,,,,,78,100
1536,note_on,0,,,0,0,0,,,,,,,,81,100
1536,note_on,0,,,1,0,0,,,,,,,,69,43
1536,note_on,0,,,2,0,0,,,,,,,,50,100
1584,note_off,48,,,0,0,0,,,,,,,,78,64
1584,note_on,0,,,0,0,0,,,,,,,,76,100
1584,note_off,0,,,0,0,0,,,,,,,,81,64
1584,note_on,0,,,0,0,0,,,,,,,,79,100
1636,note_off,52,,,0,0,0,,,,,,,,76,64
1636,note_on,0,,,0,0,0,,,,,,,,74,100
1636,note_off,0,,,0,0,0,,,,,,,,79,64
1636,note_on,0,,,0,0,0,,,,,,,,78,100
1664,note_off,28,,,2,0,0,,,,,,,,50,64
1728,note_on,64,,,2,0,0,,,,,,,,50,100
1792,note_off,64,,,1,0,0,,,,,,,,69,27
1856,note_off,64,,,2,0,0,,,,,,,,50,64
1920,note_on,64,,,0,0,0,,,,,,,,78,100
1920,note_on,0,,,0,0,0,,,,,,,,81,100
1920,note_on,0,,,1,0,0,,,,,,,,62,43
1920,note_on,0,,,2,0,0,,,,,,,,50,100
1936,note_off,16,,,0,0,0,,,,,,,,74,64
1936,note_off,0,,,0,0,0,,,,,,,,78,64
1968,note_off,32,,,0,0,0,,,,,,,,78,64
1968,note_on,0,,,0,0,0,,,,,,,,76,100
1968,note_off,0,,,0,0,0,,,,,,,,81,64
1968,note_on,0,,,0,0,0,,,,,,,,79,100
2020,note_off,52,,,0,0,0,,,,,,,,76,64
2020,note_on,0,,,0,0,0,,,,,,,,74,100
2020,note_off,0,,,0,0,0,,,,,,,,79,64
2020,note_on,0,,,0,0,0,,,,,,,,78,100
2048,note_off,28,,,2,0,0,,,,,,,,50,64
2112,note_on,64,,,2,0,0,,,,,,,,50,100
2176,note_off,64,,,1,0,0,,,,,,,,62,27
2240,note_off,64,,,2,0,0,,,,,,,,50,64
2304,note_on,64,,,0,0,0,,,,,,,,81,100
2304,note_on,0,,,0,0,0,,,,,,,,76,100
2304,note_on,0,,,1,0,0,,,,,,,,64,43
2304,note_on,0,,,2,0,0,,,,,,,,49,100
2320,note_off,16,,,0,0,0,,,,,,,,74,64
2320,note_off,0,,,0,0,0,,,,,,,,78,64
2432,note_off,112,,,0,0,0,,,,,,,,81,64
2432,note_off,0,,,0,0,0,,,,,,,,76,64
2432,note_off,0,,,1,0,0,,,,,,,,64,27
2432,note_off,0,,,2,0,0,,,,,,,,49,64
2496,note_on,64,,,0,0,0,,,,,,,,69,100
2496,note_on,0,,,0,0,0,,,,,,,,69,100
2496,note_on,0,,,1,0,0,,,,,,,,61,43
2496,note_on,0,,,2,0,0,,,,,,,,49,100
2624,note_off,128,,,0,0,0,,,,,,,,69,64
2624,note_off,0,,,0,0,0,,,,,,,,69,64
2624,note_off,0,,,1,0,0,,,,,,,,61,27
2624,note_off,0,,,2,0,0,,,,,,,,49,64
2688,note_on,64,,,0,0,0,,,,,,,,69,100
2688,note_on,0,,,0,0,0,,,,,,,,69,100
2688,note_on,0,,,1,0,0,,,,,,,,61,43
2688,note_on,0,,,2,0,0,,,,,,,,49,100
2816,note_off,128,,,0,0,0,,,,,,,,69,64
2816,note_off,0,,,0,0,0,,,,,,,,69,64
2816,note_off,0,,,1,0,0,,,,,,,,61,27
2816,note_off,0,,,2,0,0,,,,,,,,49,64
2880,note_on,64,,,0,0,0,,,,,,,,69,100
2880,note_on,0,,,0,0,0,,,,,,,,69,100
2880,note_on,0,,,1,0,0,,,,,,,,61,43
2880,note_on,0,,,2,0,0,,,,,,,,49,100
3008,note_off,128,,,0,0,0,,,,,,,,69,64
3008,note_off,0,,,0,0,0,,,,,,,,69,64
3008,note_off,0,,,1,0,0,,,,,,,,61,27
3008,note_off,0,,,2,0,0,,,,,,,,49,64
3072,note_on,64,,,0,0,0,,,,,,,,81,100
3072,note_on,0,,,0,0,0,,,,,,,,78,100
3072,note_on,0,,,1,0,0,,,,,,,,62,43
3072,note_on,0,,,2,0,0,,,,,,,,50,100
3120,note_off,48,,,0,0,0,,,,,,,,81,64
3120,note_on,0,,,0,0,0,,,,,,,,78,100
3120,note_off,0,,,0,0,0,,,,,,,,78,64
3120,note_on,0,,,0,0,0,,,,,,,,76,100
3172,note_off,52,,,0,0,0,,,,,,,,78,64
3172,note_on,0,,,0,0,0,,,,,,,,78,100
3172,note_off,0,,,0,0,0,,,,,,,,76,64
3172,note_on,0,,,0,0,0,,,,,,,,74,100
3200,note_off,28,,,2,0,0,,,,,,,,50,64
3264,note_on,64,,,2,0,0,,,,,,,,50,100
3328,note_off,64,,,1,0,0,,,,,,,,62,27
3392,note_off,64,,,2,0,0,,,,,,,,50,64
3456,note_on,64,,,0,0,0,,,,,,,,81,100
3456,note_on,0,,,0,0,0,,,,,,,,78,100
3456,note_on,0,,,1,0,0,,,,,,,,66,43
3456,note_on,0,,,2,0,0,,,,,,,,50,100
3472,note_off,16,,,0,0,0,,,,,,,,78,64
3472,note_off,0,,,0,0,0,,,,,,,,74,64
3504,note_off,32,,,0,0,0,,,,,,,,81,64
3504,note_on,0,,,0,0,0,,,,,,,,79,100
3504,note_off,0,,,0,0,0,,,,,,,,78,64
3504,note_on,0,,,0,0,0,,,,,,,,76,100
3520,note_off,16,,,2,0,0,,,,,,,,50,64
3552,note_on,32,,,2,0,0,,,,,,,,52,100
3556,note_off,4,,,0,0,0,,,,,,,,79,64
3556,note_on,0,,,0,0,0,,,,,,,,78,100
3556,note_off,0,,,0,0,0,,,,,,,,76,64
3556,note_on,0,,,0,0,0,,,,,,,,74,100
3616,note_off,60,,,2,0,0,,,,,,,,52,64
3648,note_on,32,,,2,0,0,,,,,,,,54,100
3712,note_off,64,,,1,0,0,,,,,,,,66,27
3712,note_off,0,,,2,0,0,,,,,,,,54,64
3744,note_on,32,,,2,0,0,,,,,,,,55,100
3808,note_off,64,,,2,0,0,,,,,,,,55,64
3840,note_on,32,,,0,0,0,,,,,,,,76,100
3840,note_on,0,,,0,0,0,,,,,,,,73,100
3840,note_on,0,,,1,0,0,,,,,,,,69,43
3840,note_on,0,,,2,0,0,,,,,,,,57,100
3856,note_off,16,,,0,0,0,,,,,,,,78,64
3856,note_off,0,,,0,0,0,,,,,,,,74,64
4096,note_off,240,,,0,0,0,,,,,,,,76,64
4096,note_off,0,,,0,0,0,,,,,,,,73,64
4096,note_off,0,,,1,0,0,,,,,,,,69,27
4096,note_off,0,,,2,0,0,,,,,,,,57,64
4608,note_on,512,,,0,0,0,,,,,,,,81,100
4608,note_on,0,,,0,0,0,,,,,,,,81,100
4608,note_on,0,,,1,0,0,,,,,,,,76,43
4608,note_on,0,,,2,0,0,,,,,,,,54,100
4656,note_off,48,,,0,0,0,,,,,,,,81,64
4656,note_on,0,,,0,0,0,,,,,,,,79,100
4656,note_off,0,,,0,0,0,,,,,,,,81,64
4656,note_on,0,,,0,0,0,,,,,,,,79,100
4708,note_off,52,,,0,0,0,,,,,,,,79,64
4708,note_on,0,,,0,0,0,,,,,,,,78,100
4708,note_off,0,,,0,0,0,,,,,,,,79,64
4708,note_on,0,,,0,0,0,,,,,,,,78,100
4736,note_off,28,,,2,0,0,,,,,,,,54,64
4800,note_on,64,,,2,0,0,,,,,,,,50,100
4864,note_off,64,,,1,0,0,,,,,,,,76,27
4928,note_off,64,,,2,0,0,,,,,,,,50,64
4992,note_on,64,,,0,0,0,,,,,,,,81,100
4992,note_on,0,,,0,0,0,,,,,,,,81,100
4992,note_on,0,,,1,0,0,,,,,,,,76,43
4992,note_on,0,,,2,0,0,,,,,,,,54,100
5008,note_off,16,,,0,0,0,,,,,,,,78,64
5008,note_off,0,,,0,0,0,,,,,,,,78,64
5040,note_off,32,,,0,0,0,,,,,,,,81,64
5040,note_on,0,,,0,0,0,,,,,,,,79,100
5040,note_off,0,,,0,0,0,,,,,,,,81,64
5040,note_on,0,,,0,0,0,,,,,,,,79,100
5092,note_off,52,,,0,0,0,,,,,,,,79,64
5092,note_on,0,,,0,0,0,,,,,,,,78,100
5092,note_off,0,,,0,0,0,,,,,,,,79,64
5092,note_on,0,,,0,0,0,,,,,,,,78,100
5120,note_off,28,,,2,0,0,,,,,,,,54,64
5184,note_on,64,,,2,0,0,,,,,,,,50,100
5248,note_off,64,,,1,0,0,,,,,,,,76,27
5312,note_off,64,,,2,0,0,,,,,,,,50,64
5376,note_on,64,,,0,0,0,,,,,,,,74,100
5376,note_on,0,,,0,0,0,,,,,,,,74,100
5376,note_on,0,,,1,0,0,,,,,,,,73,43
5376,note_on,0,,,2,0,0,,,,,,,,59,100
5392,note_off,16,,,0,0,0,,,,,,,,78,64
5392,note_off,0,,,0,0,0,,,,,,,,78,64
5424,note_off,32,,,0,0,0,,,,,,,,74,64
5424,note_on,0,,,0,0,0,,,,,,,,73,100
5424,note_off,0,,,0,0,0,,,,,,,,74,64
5424,note_on,0,,,0,0,0,,,,,,,,73,100
5476,note_off,52,,,0,0,0,,,,,,,,73,64
5476,note_on,0,,,0,0,0,,,,,,,,71,100
5476,note_off,0,,,0,0,0,,,,,,,,73,64
5476,note_on,0,,,0,0,0,,,,,,,,71,100
5504,note_off,28,,,2,0,0,,,,,,,,59,64
5568,note_on,64,,,2,0,0,,,,,,,,55,100
5632,note_off,64,,,1,0,0,,,,,,,,73,27
5696,note_off,64,,,2,0,0,,,,,,,,55,64
5760,note_on,64,,,0,0,0,,,,,,,,74,100
5760,note_on,0,,,0,0,0,,,,,,,,74,100
5760,note_on,0,,,1,0,0,,,,,,,,71,43
5760,note_on,0,,,2,0,0,,,,,,,,59,100
5776,note_off,16,,,0,0,0,,,,,,,,71,64
5776,note_off,0,,,0,0,0,,,,,,,,71,64
5808,note_off,32,,,0,0,0,,,,,,,,74,64
5808,note_on,0,,,0,0,0,,,,,,,,73,100
5808,note_off,0,,,0,0,0,,,,,,,,74,64
5808,note_on,0,,,0,0,0,,,,,,,,73,100
5860,note_off,52,,,0,0,0,,,,,,,,73,64
5860,note_on,0,,,0,0,0,,,,,,,,71,100
5860,note_off,0,,,0,0,0,,,,,,,,73,64
5860,note_on,0,,,0,0,0,,,,,,,,71,100
5888,note_off,28,,,2,0,0,,,,,,,,59,64
5952,note_on,64,,,2,0,0,,,,,,,,55,100
6016,note_off,64,,,1,0,0,,,,,,,,71,27
6080,note_off,64,,,2,0,0,,,,,,,,55,64
6144,note_on,64,,,0,0,0,,,,,,,,79,100
6144,note_on,0,,,0,0,0,,,,,,,,79,100
6144,note_on,0,,,1,0,0,,,,,,,,73,43
6144,note_on,0,,,2,0,0,,,,,,,,52,100
6160,note_off,16,,,0,0,0,,,,,,,,71,64
6160,note_off,0,,,0,0,0,,,,,,,,71,64
6192,note_off,32,,,0,0,0,,,,,,,,79,64
6192,note_on,0,,,0,0,0,,,,,,,,78,100
6192,note_off,0,,,0,0,0,,,,,,,,79,64
6192,note_on,0,,,0,0,0,,,,,,,,78,100
6244,note_off,52,,,0,0,0,,,,,,,,78,64
6244,note_on,0,,,0,0,0,,,,,,,,76,100
6244,note_off,0,,,0,0,0,,,,,,,,78,64
6244,note_on,0,,,0,0,0,,,,,,,,76,100
6272,note_off,28,,,2,0,0,,,,,,,,52,64
6336,note_on,64,,,2,0,0,,,,,,,,49,100
6400,note_off,64,,,1,0,0,,,,,,,,73,27
6464,note_off,64,,,2,0,0,,,,,,,,49,64
6528,note_on,64,,,0,0,0,,,,,,,,79,100
6528,note_on,0,,,0,0,0,,,,,,,,79,100
6528,note_on,0,,,1,0,0,,,,,,,,69,43
6528,note_on,0,,,2,0,0,,,,,,,,52,100
6544,note_off,16,,,0,0,0,,,,,,,,76,64
6544,note_off,0,,,0,0,0,,,,,,,,76,64
6576,note_off,32,,,0,0,0,,,,,,,,79,64
6576,note_on,0,,,0,0,0,,,,,,,,78,100
6576,note_off,0,,,0,0,0,,,,,,,,79,64
6576,note_on,0,,,0,0,0,,,,,,,,78,100
6628,note_off,52,,,0,0,0,,,,,,,,78,64
6628,note_on,0,,,0,0,0,,,,,,,,76,100
6628,note_off,0,,,0,0,0,,,,,,,,78,64
6628,note_on,0,,,0,0,0,,,,,,,,76,100
6656,note_off,28,,,2,0,0,,,,,,,,52,64
6720,note_on,64,,,2,0,0,,,,,,,,49,100
6784,note_off,64,,,1,0,0,,,,,,,,69,27
6848,note_off,64,,,2,0,0,,,,,,,,49,64
6912,note_on,64,,,0,0,0,,,,,,,,73,100
6912,note_on,0,,,0,0,0,,,,,,,,73,100
6912,note_on,0,,,1,0,0,,,,,,,,67,43
6912,note_on,0,,,2,0,0,,,,,,,,57,100
6928,note_off,16,,,0,0,0,,,,,,,,76,64
6928,note_off,0,,,0,0,0,,,,,,,,76,64
6960,note_off,32,,,0,0,0,,,,,,,,73,64
6960,note_on,0,,,0,0,0,,,,,,,,71,100
6960,note_off,0,,,0,0,0,,,,,,,,73,64
6960,note_on,0,,,0,0,0,,,,,,,,71,100
7012,note_off,52,,,0,0,0,,,,,,,,71,64
7012,note_on,0,,,0,0,0,,,,,,,,69,100
7012,note_off,0,,,0,0,0,,,,,,,,71,64
7012,note_on,0,,,0,0,0,,,,,,,,69,100
7040,note_off,28,,,2,0,0,,,,,,,,57,64
7104,note_on,64,,,2,0,0,,,,,,,,45,100
7168,note_off,64,,,1,0,0,,,,,,,,67,27
7232,note_off,64,,,2,0,0,,,,,,,,45,64
7296,note_on,64,,,0,0,0,,,,,,,,73,100
7296,note_on,0,,,0,0,0,,,,,,,,73,100
7296,note_on,0,,,1,0,0,,,,,,,,64,43
7296,note_on,0,,,2,0,0,,,,,,,,57,100
7312,note_off,16,,,0,0,0,,,,,,,,69,64
7312,note_off,0,,,0,0,0,,,,,,,,69,64
7344,note_off,32,,,0,0,0,,,,,,,,73,64
7344,note_on,0,,,0,0,0,,,,,,,,71,100
7344,note_off,0,,,0,0,0,,,,,,,,73,64
7344,note_on,0,,,0,0,0,,,,,,,,71,100
7396,note_off,52,,,0,0,0,,,,,,,,71,64
7396,note_on,0,,,0,0,0,,,,,,,,69,100
7396,note_off,0,,,0,0,0,,,,,,,,71,64
7396,note_on,0,,,0,0,0,,,,,,,,69,100
7424,note_off,28,,,2,0,0,,,,,,,,57,64
7488,note_on,64,,,2,0,0,,,,,,,,45,100
7552,note_off,64,,,1,0,0,,,,,,,,64,27
7616,note_off,64,,,2,0,0,,,,,,,,45,64
7680,note_on,64,,,0,0,0,,,,,,,,78,100
7680,note_on,0,,,0,0,0,,,,,,,,78,100
7680,note_on,0,,,1,0,0,,,,,,,,69,43
7680,note_on,0,,,2,0,0,,,,,,,,50,100
7696,note_off,16,,,0,0,0,,,,,,,,69,64
7696,note_off,0,,,0,0,0,,,,,,,,69,64
7936,note_off,240,,,0,0,0,,,,,,,,78,64
7936,note_off,0,,,0,0,0,,,,,,,,78,64
7936,note_off,0,,,1,0,0,,,,,,,,69,27
7936,note_off,0,,,2,0,0,,,,,,,,50,64
8256,note_on,320,,,0,0,0,,,,,,,,77,75
8256,note_on,0,,,0,0,0,,,,,,,,77,75
8256,note_on,0,,,1,0,0,,,,,,,,74,32
8256,note_on,0,,,2,0,0,,,,,,,,50,75
8384,note_off,128,,,0,0,0,,,,,,,,77,64
8384,note_off,0,,,0,0,0,,,,,,,,77,64
8384,note_off,0,,,1,0,0,,,,,,,,74,27
8384,note_off,0,,,2,0,0,,,,,,,,50,64
8448,note_on,64,,,0,0,0,,,,,,,,77,75
8448,note_on,0,,,0,0,0,,,,,,,,77,75
8448,note_on,0,,,1,0,0,,,,,,,,74,32
8448,note_on,0,,,2,0,0,,,,,,,,50,75
8576,note_off,128,,,0,0,0,,,,,,,,77,64
8576,note_off,0,,,0,0,0,,,,,,,,77,64
8576,note_off,0,,,1,0,0,,,,,,,,74,27
8576,note_off,0,,,2,0,0,,,,,,,,50,64
8640,note_on,64,,,0,0,0,,,,,,,,76,75
8640,note_on,0,,,0,0,0,,,,,,,,76,75
8640,note_on,0,,,1,0,0,,,,,,,,73,32
8640,note_on,0,,,2,0,0,,,,,,,,45,75
8768,note_off,128,,,0,0,0,,,,,,,,76,64
8768,note_off,0,,,0,0,0,,,,,,,,76,64
8768,note_off,0,,,1,0,0,,,,,,,,73,27
8768,note_off,0,,,2,0,0,,,,,,,,45,64
8832,note_on,64,,,0,0,0,,,,,,,,76,75
8832,note_on,0,,,0,0,0,,,,,,,,76,75
8832,note_on,0,,,1,0,0,,,,,,,,73,32
8832,note_on,0,,,2,0,0,,,,,,,,45,75
8960,note_off,128,,,0,0,0,,,,,,,,76,64
8960,note_off,0,,,0,0,0,,,,,,,,76,64
8960,note_off,0,,,1,0,0,,,,,,,,73,27
8960,note_off,0,,,2,0,0,,,,,,,,45,64
9024,note_on,64,,,0,0,0,,,,,,,,77,75
9024,note_on,0,,,0,0,0,,,,,,,,77,75
9024,note_on,0,,,1,0,0,,,,,,,,76,32
9024,note_on,0,,,2,0,0,,,,,,,,45,75
9116,note_off,92,,,0,0,0,,,,,,,,77,64
9116,note_off,0,,,0,0,0,,,,,,,,77,64
9120,note_on,4,,,0,0,0,,,,,,,,79,75
9120,note_on,0,,,0,0,0,,,,,,,,79,75
9152,note_off,32,,,1,0,0,,,,,,,,76,27
9152,note_off,0,,,2,0,0,,,,,,,,45,64
9212,note_off,60,,,0,0,0,,,,,,,,79,64
9212,note_off,0,,,0,0,0,,,,,,,,79,64
9216,note_on,4,,,0,0,0,,,,,,,,77,75
9216,note_on,0,,,0,0,0,,,,,,,,77,75
9216,note_on,0,,,1,0,0,,,,,,,,74,32
9216,note_on,0,,,2,0,0,,,,,,,,50,75
9344,note_off,128,,,0,0,0,,,,,,,,77,64
9344,note_off,0,,,0,0,0,,,,,,,,77,64
9344,note_off,0,,,1,0,0,,,,,,,,74,27
9344,note_off,0,,,2,0,0,,,,,,,,50,64
9408,note_on,64,,,0,0,0,,,,,,,,74,75
9408,note_on,0,,,0,0,0,,,,,,,,74,75
9408,note_on,0,,,1,0,0,,,,,,,,69,32
9408,note_on,0,,,2,0,0,,,,,,,,50,75
9536,note_off,128,,,0,0,0,,,,,,,,74,64
9536,note_off,0,,,0,0,0,,,,,,,,74,64
9536,note_off,0,,,1,0,0,,,,,,,,69,27
9536,note_off,0,,,2,0,0,,,,,,,,50,64
9600,note_on,64,,,0,0,0,,,,,,,,74,75
9600,note_on,0,,,0,0,0,,,,,,,,74,75
9600,note_on,0,,,1,0,0,,,,,,,,69,32
9600,note_on,0,,,2,0,0,,,,,,,,50,75
9728,note_off,128,,,0,0,0,,,,,,,,74,64
9728,note_off,0,,,0,0,0,,,,,,,,74,64
9728,note_off,0,,,1,0,0,,,,,,,,69,27
9728,note_off,0,,,2,0,0,,,,,,,,50,64
9792,note_on,64,,,0,0,0,,,,,,,,77,75
9792,note_on,0,,,0,0,0,,,,,,,,77,75
9792,note_on,0,,,1,0,0,,,,,,,,74,32
9792,note_on,0,,,2,0,0,,,,,,,,50,75
9920,note_off,128,,,0,0,0,,,,,,,,77,64
9920,note_off,0,,,0,0,0,,,,,,,,77,64
9920,note_off,0,,,1,0,0,,,,,,,,74,27
9920,note_off,0,,,2,0,0,,,,,,,,50,64
9984,note_on,64,,,0,0,0,,,,,,,,77,75
9984,note_on,0,,,0,0,0,,,,,,,,77,75
9984,note_on,0,,,1,0,0,,,,,,,,74,32
9984,note_on,0,,,2,0,0,,,,,,,,50,75
10112,note_off,128,,,0,0,0,,,,,,,,77,64
10112,note_off,0,,,0,0,0,,,,,,,,77,64
10112,note_off,0,,,1,0,0,,,,,,,,74,27
10112,note_off,0,,,2,0,0,,,,,,,,50,64
10176,note_on,64,,,0,0,0,,,,,,,,76,75
10176,note_on,0,,,0,0,0,,,,,,,,76,75
10176,note_on,0,,,1,0,0,,,,,,,,73,32
10176,note_on,0,,,2,0,0,,,,,,,,45,75
10304,note_off,128,,,0,0,0,,,,,,,,76,64
10304,note_off,0,,,0,0,0,,,,,,,,76,64
10304,note_off,0,,,1,0,0,,,,,,,,73,27
10304,note_off,0,,,2,0,0,,,,,,,,45,64
10368,note_on,64,,,0,0,0,,,,,,,,76,75
10368,note_on,0,,,0,0,0,,,,,,,,76,75
10368,note_on,0,,,1,0,0,,,,,,,,73,32
10368,note_on,0,,,2,0,0,,,,,,,,45,75
10496,note_off,128,,,0,0,0,,,,,,,,76,64
10496,note_off,0,,,0,0,0,,,,,,,,76,64
10496,note_off,0,,,1,0,0,,,,,,,,73,27
10496,note_off,0,,,2,0,0,,,,,,,,45,64
10560,note_on,64,,,0,0,0,,,,,,,,77,75
10560,note_on,0,,,0,0,0,,,,,,,,77,75
10560,note_on,0,,,1,0,0,,,,,,,,74,32
10560,note_on,0,,,2,0,0,,,,,,,,45,75
10652,note_off,92,,,0,0,0,,,,,,,,77,64
10652,note_off,0,,,0,0,0,,,,,,,,77,64
10656,note_on,4,,,0,0,0,,,,,,,,79,75
10656,note_on,0,,,0,0,0,,,,,,,,79,75
10688,note_off,32,,,1,0,0,,,,,,,,74,27
10688,note_off,0,,,2,0,0,,,,,,,,45,64
10748,note_off,60,,,0,0,0,,,,,,,,79,64
10748,note_off,0,,,0,0,0,,,,,,,,79,64
10752,note_on,4,,,0,0,0,,,,,,,,77,75
10752,note_on,0,,,0,0,0,,,,,,,,77,75
10752,note_on,0,,,1,0,0,,,,,,,,74,32
10752,note_on,0,,,2,0,0,,,,,,,,50,75
10880,note_off,128,,,0,0,0,,,,,,,,77,64
10880,note_off,0,,,0,0,0,,,,,,,,77,64
10880,note_off,0,,,1,0,0,,,,,,,,74,27
10880,note_off,0,,,2,0,0,,,,,,,,50,64
10944,note_on,64,,,0,0,0,,,,,,,,74,75
10944,note_on,0,,,0,0,0,,,,,,,,74,75
10944,note_on,0,,,1,0,0,,,,,,,,65,32
10944,note_on,0,,,2,0,0,,,,,,,,50,75
11072,note_off,128,,,0,0,0,,,,,,,,74,64
11072,note_off,0,,,0,0,0,,,,,,,,74,64
11072,note_off,0,,,1,0,0,,,,,,,,65,27
11072,note_off,0,,,2,0,0,,,,,,,,50,64
11136,note_on,64,,,0,0,0,,,,,,,,74,75
11136,note_on,0,,,0,0,0,,,,,,,,74,75
11136,note_on,0,,,1,0,0,,,,,,,,65,32
11136,note_on,0,,,2,0,0,,,,,,,,50,75
11264,note_off,128,,,0,0,0,,,,,,,,74,64
11264,note_off,0,,,0,0,0,,,,,,,,74,64
11264,note_off,0,,,1,0,0,,,,,,,,65,27
11264,note_off,0,,,2,0,0,,,,,,,,50,64
11328,note_on,64,,,0,0,0,,,,,,,,74,75
11328,note_on,0,,,0,0,0,,,,,,,,74,75
11328,note_on,0,,,1,0,0,,,,,,,,65,32
11328,note_on,0,,,2,0,0,,,,,,,,50,75
11456,note_off,128,,,0,0,0,,,,,,,,74,64
11456,note_off,0,,,0,0,0,,,,,,,,74,64
11456,note_off,0,,,1,0,0,,,,,,,,65,27
11456,note_off,0,,,2,0,0,,,,,,,,50,64
11520,note_on,64,,,0,0,0,,,,,,,,75,76
11520,note_on,0,,,0,0,0,,,,,,,,75,76
11520,note_on,0,,,1,0,0,,,,,,,,67,32
11520,note_on,0,,,2,0,0,,,,,,,,48,76
11648,note_off,128,,,0,0,0,,,,,,,,75,64
11648,note_off,0,,,0,0,0,,,,,,,,75,64
