tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,data,control,value,channel,program,note,velocity
17760,note_on,120,0,8,,,,,,,,,,6,,46,90
17760,note_on,120,0,11,,,,,,,,,,8,,34,90
17770,note_on,10,0,9,,,,,,,,,,7,,45,0
17770,note_on,10,0,11,,,,,,,,,,8,,33,0
17770,note_on,10,0,8,,,,,,,,,,6,,45,0
17870,note_on,100,0,9,,,,,,,,,,7,,46,0
17870,note_on,100,0,8,,,,,,,,,,6,,46,0
17870,note_on,100,0,11,,,,,,,,,,8,,34,0
17880,note_on,360,0,3,,,,,,,,,,1,,70,0
17880,note_on,360,0,5,,,,,,,,,,3,,58,0
17880,note_on,360,0,4,,,,,,,,,,2,,58,0
17880,note_on,10,0,8,,,,,,,,,,6,,48,90
17880,note_on,360,0,6,,,,,,,,,,4,,53,0
17880,note_on,10,0,11,,,,,,,,,,8,,36,90
17880,note_on,10,0,9,,,,,,,,,,7,,48,90
17880,note_on,360,0,7,,,,,,,,,,5,,53,0
17880,note_on,360,0,14,,,,,,,,,,11,,70,0
17880,note_on,360,0,2,,,,,,,,,,0,,70,0
17970,note_on,90,0,9,,,,,,,,,,7,,48,0
17970,note_on,90,0,8,,,,,,,,,,6,,48,0
17970,note_on,90,0,11,,,,,,,,,,8,,36,0
18000,note_on,30,0,9,,,,,,,,,,7,,50,90
18000,note_on,30,0,8,,,,,,,,,,6,,50,90
18000,note_on,30,0,11,,,,,,,,,,8,,38,90
18120,note_on,120,0,9,,,,,,,,,,7,,50,0
18120,note_on,120,0,11,,,,,,,,,,8,,38,0
18120,note_on,120,0,8,,,,,,,,,,6,,50,0
18240,note_on,120,0,9,,,,,,,,,,7,,48,50
18240,note_on,120,0,8,,,,,,,,,,6,,48,50
18240,note_on,360,0,3,,,,,,,,,,1,,70,50
18240,note_on,360,0,14,,,,,,,,,,11,,70,50
18240,note_on,360,0,2,,,,,,,,,,0,,70,50
18240,note_on,120,0,11,,,,,,,,,,8,,36,50
18360,note_on,120,0,3,,,,,,,,,,1,,70,0
18360,note_on,120,0,14,,,,,,,,,,11,,70,0
18360,note_on,120,0,2,,,,,,,,,,0,,70,0
18420,note_on,180,0,11,,,,,,,,,,8,,36,0
18420,note_on,180,0,9,,,,,,,,,,7,,48,0
18420,note_on,180,0,8,,,,,,,,,,6,,48,0
18480,note_on,60,0,8,,,,,,,,,,6,,46,50
18480,note_on,600,0,5,,,,,,,,,,3,,74,50
18480,note_on,600,0,4,,,,,,,,,,2,,74,50
18480,note_on,600,0,6,,,,,,,,,,4,,70,50
18480,note_on,60,0,9,,,,,,,,,,7,,46,50
18480,note_on,120,0,2,,,,,,,,,,0,,65,50
18480,note_on,120,0,14,,,,,,,,,,11,,65,50
18480,note_on,600,0,7,,,,,,,,,,5,,70,50
18480,note_on,120,0,3,,,,,,,,,,1,,65,50
18480,note_on,60,0,11,,,,,,,,,,8,,34,50
18570,note_on,90,0,5,,,,,,,,,,3,,74,0
18570,note_on,90,0,7,,,,,,,,,,5,,70,0
18570,note_on,90,0,6,,,,,,,,,,4,,70,0
18570,note_on,90,0,4,,,,,,,,,,2,,74,0
18600,note_on,120,0,14,,,,,,,,,,11,,65,0
18600,note_on,120,0,3,,,,,,,,,,1,,65,0
18600,note_on,30,0,5,,,,,,,,,,3,,72,50
18600,note_on,30,0,4,,,,,,,,,,2,,72,50
18600,note_on,120,0,2,,,,,,,,,,0,,65,0
18600,note_on,30,0,6,,,,,,,,,,4,,69,50
18600,note_on,30,0,7,,,,,,,,,,5,,69,50
18720,note_on,120,0,2,,,,,,,,,,0,,70,50
18720,note_on,240,0,8,,,,,,,,,,6,,46,0
18720,note_on,120,0,7,,,,,,,,,,5,,70,50
18720,note_on,120,0,5,,,,,,,,,,3,,74,50
18720,note_on,120,0,6,,,,,,,,,,4,,70,50
18720,note_on,240,0,9,,,,,,,,,,7,,46,0
18720,note_on,240,0,11,,,,,,,,,,8,,34,0
18720,note_on,120,0,4,,,,,,,,,,2,,74,50
18720,note_on,120,0,3,,,,,,,,,,1,,70,50
18720,note_on,120,0,14,,,,,,,,,,11,,70,50
18730,note_on,10,0,7,,,,,,,,,,5,,69,0
18730,note_on,10,0,6,,,,,,,,,,4,,69,0
18730,note_on,10,0,4,,,,,,,,,,2,,72,0
18730,note_on,10,0,5,,,,,,,,,,3,,72,0
18830,note_on,100,0,4,,,,,,,,,,2,,74,0
18830,note_on,100,0,7,,,,,,,,,,5,,70,0
18830,note_on,100,0,5,,,,,,,,,,3,,74,0
18830,note_on,100,0,6,,,,,,,,,,4,,70,0
18840,note_on,10,0,6,,,,,,,,,,4,,72,50
18840,note_on,10,0,5,,,,,,,,,,3,,75,50
18840,note_on,10,0,4,,,,,,,,,,2,,75,50
18840,note_on,10,0,7,,,,,,,,,,5,,72,50
18900,note_on,180,0,14,,,,,,,,,,11,,70,0
18900,note_on,180,0,2,,,,,,,,,,0,,70,0
18900,note_on,180,0,3,,,,,,,,,,1,,70,0
18930,note_on,90,0,6,,,,,,,,,,4,,72,0
18930,note_on,90,0,5,,,,,,,,,,3,,75,0
18930,note_on,90,0,7,,,,,,,,,,5,,72,0
18930,note_on,90,0,4,,,,,,,,,,2,,75,0
18960,note_on,60,0,2,,,,,,,,,,0,,62,50
18960,note_on,60,0,14,,,,,,,,,,11,,62,50
18960,note_on,240,0,9,,,,,,,,,,7,,58,50
18960,note_on,30,0,4,,,,,,,,,,2,,77,50
18960,note_on,240,0,8,,,,,,,,,,6,,58,50
18960,note_on,30,0,7,,,,,,,,,,5,,74,50
18960,note_on,60,0,3,,,,,,,,,,1,,62,50
18960,note_on,30,0,6,,,,,,,,,,4,,74,50
18960,note_on,30,0,5,,,,,,,,,,3,,77,50
18960,note_on,240,0,11,,,,,,,,,,8,,46,50
19080,note_on,120,0,5,,,,,,,,,,3,,77,0
19080,note_on,120,0,2,,,,,,,,,,0,,62,0
19080,note_on,120,0,3,,,,,,,,,,1,,62,0
19080,note_on,120,0,7,,,,,,,,,,5,,74,0
19080,note_on,120,0,6,,,,,,,,,,4,,74,0
19080,note_on,120,0,9,,,,,,,,,,7,,58,0
19080,note_on,120,0,14,,,,,,,,,,11,,62,0
19080,note_on,120,0,8,,,,,,,,,,6,,58,0
19080,note_on,120,0,4,,,,,,,,,,2,,77,0
19080,note_on,120,0,11,,,,,,,,,,8,,46,0
19200,note_on,120,0,14,,,,,,,,,,11,,70,50
19200,note_on,120,0,8,,,,,,,,,,6,,46,50
19200,note_on,120,0,11,,,,,,,,,,8,,34,50
19200,note_on,120,0,4,,,,,,,,,,2,,65,50
19200,note_on,120,0,3,,,,,,,,,,1,,70,50
19200,note_on,120,0,6,,,,,,,,,,4,,62,50
19200,note_on,120,0,9,,,,,,,,,,7,,46,50
19200,note_on,120,0,5,,,,,,,,,,3,,65,50
19200,note_on,120,0,2,,,,,,,,,,0,,70,50
19200,note_on,120,0,7,,,,,,,,,,5,,62,50
19380,note_on,180,0,14,,,,,,,,,,11,,70,0
19380,note_on,180,0,11,,,,,,,,,,8,,34,0
19380,note_on,180,0,2,,,,,,,,,,0,,70,0
19380,note_on,180,0,6,,,,,,,,,,4,,62,0
19380,note_on,180,0,7,,,,,,,,,,5,,62,0
19380,note_on,180,0,4,,,,,,,,,,2,,65,0
19380,note_on,180,0,5,,,,,,,,,,3,,65,0
19380,note_on,180,0,3,,,,,,,,,,1,,70,0
19380,note_on,180,0,9,,,,,,,,,,7,,46,0
19380,note_on,180,0,8,,,,,,,,,,6,,46,0
19440,note_on,60,0,2,,,,,,,,,,0,,80,50
19440,note_on,60,0,4,,,,,,,,,,2,,77,50
19440,note_on,60,0,5,,,,,,,,,,3,,77,50
19440,note_on,60,0,14,,,,,,,,,,11,,80,50
19440,note_on,60,0,3,,,,,,,,,,1,,80,50
19680,note_on,240,0,5,,,,,,,,,,3,,77,0
19680,note_on,240,0,14,,,,,,,,,,11,,80,0
19680,note_on,240,0,3,,,,,,,,,,1,,80,0
19680,note_on,240,0,2,,,,,,,,,,0,,80,0
19680,note_on,240,0,4,,,,,,,,,,2,,77,0
19920,note_on,240,0,3,,,,,,,,,,1,,79,50
19920,note_on,240,0,5,,,,,,,,,,3,,75,50
19920,note_on,540,0,11,,,,,,,,,,8,,46,50
19920,note_on,240,0,14,,,,,,,,,,11,,79,50
19920,note_on,540,0,9,,,,,,,,,,7,,58,50
19920,note_on,540,0,8,,,,,,,,,,6,,58,50
19920,note_on,240,0,4,,,,,,,,,,2,,75,50
19920,note_on,240,0,2,,,,,,,,,,0,,79,50
20040,note_on,120,0,9,,,,,,,,,,7,,58,0
20040,note_on,120,0,11,,,,,,,,,,8,,46,0
20040,note_on,120,0,8,,,,,,,,,,6,,58,0
20100,note_on,180,0,3,,,,,,,,,,1,,79,0
20100,note_on,180,0,14,,,,,,,,,,11,,79,0
20100,note_on,180,0,2,,,,,,,,,,0,,79,0
20160,note_on,120,0,11,,,,,,,,,,8,,34,50
20160,note_on,120,0,9,,,,,,,,,,7,,46,50
20160,note_on,120,0,8,,,,,,,,,,6,,46,50
20160,note_on,60,0,2,,,,,,,,,,0,,70,50
20160,note_on,60,0,3,,,,,,,,,,1,,70,50
20160,note_on,60,0,14,,,,,,,,,,11,,70,50
20280,note_on,360,0,4,,,,,,,,,,2,,75,0
20280,note_on,360,0,5,,,,,,,,,,3,,75,0
20280,note_on,120,0,3,,,,,,,,,,1,,70,0
20280,note_on,120,0,2,,,,,,,,,,0,,70,0
20280,note_on,120,0,14,,,,,,,,,,11,,70,0
20340,note_on,180,0,8,,,,,,,,,,6,,46,0
20340,note_on,180,0,11,,,,,,,,,,8,,34,0
20340,note_on,180,0,9,,,,,,,,,,7,,46,0
20400,note_on,120,0,2,,,,,,,,,,0,,65,50
20400,note_on,120,0,4,,,,,,,,,,2,,74,50
20400,note_on,120,0,3,,,,,,,,,,1,,65,50
20400,note_on,1020,0,6,,,,,,,,,,4,,70,50
20400,note_on,120,0,5,,,,,,,,,,3,,74,50
20400,note_on,1020,0,7,,,,,,,,,,5,,70,50
20400,note_on,120,0,14,,,,,,,,,,11,,65,50
20490,note_on,90,0,4,,,,,,,,,,2,,74,0
20490,note_on,90,0,5,,,,,,,,,,3,,74,0
20490,note_on,90,0,7,,,,,,,,,,5,,70,0
20490,note_on,90,0,6,,,,,,,,,,4,,70,0
20520,note_on,30,0,6,,,,,,,,,,4,,69,50
20520,note_on,120,0,3,,,,,,,,,,1,,65,0
20520,note_on,30,0,7,,,,,,,,,,5,,69,50
20520,note_on,30,0,4,,,,,,,,,,2,,72,50
20520,note_on,30,0,5,,,,,,,,,,3,,72,50
20520,note_on,120,0,2,,,,,,,,,,0,,65,0
20520,note_on,120,0,14,,,,,,,,,,11,,65,0
20640,note_on,120,0,7,,,,,,,,,,5,,70,50
20640,note_on,120,0,5,,,,,,,,,,3,,74,50
20640,note_on,120,0,2,,,,,,,,,,0,,70,50
20640,note_on,120,0,3,,,,,,,,,,1,,70,50
20640,note_on,120,0,6,,,,,,,,,,4,,70,50
20640,note_on,120,0,4,,,,,,,,,,2,,74,50
20640,note_on,120,0,14,,,,,,,,,,11,,70,50
20650,note_on,10,0,5,,,,,,,,,,3,,72,0
20650,note_on,10,0,6,,,,,,,,,,4,,69,0
20650,note_on,10,0,4,,,,,,,,,,2,,72,0
20650,note_on,10,0,7,,,,,,,,,,5,,69,0
20750,note_on,100,0,6,,,,,,,,,,4,,70,0
20750,note_on,100,0,4,,,,,,,,,,2,,74,0
20750,note_on,100,0,7,,,,,,,,,,5,,70,0
20750,note_on,100,0,5,,,,,,,,,,3,,74,0
20760,note_on,10,0,7,,,,,,,,,,5,,72,50
20760,note_on,10,0,6,,,,,,,,,,4,,72,50
20760,note_on,10,0,4,,,,,,,,,,2,,75,50
20760,note_on,10,0,5,,,,,,,,,,3,,75,50
20820,note_on,180,0,14,,,,,,,,,,11,,70,0
20820,note_on,180,0,3,,,,,,,,,,1,,70,0
20820,note_on,180,0,2,,,,,,,,,,0,,70,0
20850,note_on,90,0,7,,,,,,,,,,5,,72,0
20850,note_on,90,0,6,,,,,,,,,,4,,72,0
20850,note_on,90,0,4,,,,,,,,,,2,,75,0
20850,note_on,90,0,5,,,,,,,,,,3,,75,0
20880,note_on,30,0,5,,,,,,,,,,3,,77,50
20880,note_on,30,0,4,,,,,,,,,,2,,77,50
20880,note_on,30,0,6,,,,,,,,,,4,,74,50
20880,note_on,60,0,3,,,,,,,,,,1,,62,50
20880,note_on,60,0,2,,,,,,,,,,0,,62,50
20880,note_on,30,0,7,,,,,,,,,,5,,74,50
20880,note_on,540,0,11,,,,,,,,,,8,,46,50
20880,note_on,540,0,9,,,,,,,,,,7,,58,50
20880,note_on,60,0,14,,,,,,,,,,11,,62,50
20880,note_on,540,0,8,,,,,,,,,,6,,58,50
21000,note_on,120,0,7,,,,,,,,,,5,,74,0
21000,note_on,120,0,9,,,,,,,,,,7,,58,0
21000,note_on,120,0,5,,,,,,,,,,3,,77,0
21000,note_on,120,0,6,,,,,,,,,,4,,74,0
21000,note_on,120,0,11,,,,,,,,,,8,,46,0
21000,note_on,120,0,2,,,,,,,,,,0,,62,0
21000,note_on,120,0,8,,,,,,,,,,6,,58,0
21000,note_on,120,0,14,,,,,,,,,,11,,62,0
21000,note_on,120,0,4,,,,,,,,,,2,,77,0
21000,note_on,120,0,3,,,,,,,,,,1,,62,0
21120,note_on,120,0,11,,,,,,,,,,8,,34,50
21120,note_on,120,0,14,,,,,,,,,,11,,70,50
21120,note_on,120,0,8,,,,,,,,,,6,,46,50
21120,note_on,120,0,9,,,,,,,,,,7,,46,50
21120,note_on,120,0,4,,,,,,,,,,2,,65,50
21120,note_on,120,0,3,,,,,,,,,,1,,70,50
21120,note_on,120,0,6,,,,,,,,,,4,,62,50
21120,note_on,120,0,7,,,,,,,,,,5,,62,50
21120,note_on,120,0,2,,,,,,,,,,0,,70,50
21120,note_on,120,0,5,,,,,,,,,,3,,65,50
21300,note_on,180,0,14,,,,,,,,,,11,,70,0
21300,note_on,180,0,8,,,,,,,,,,6,,46,0
21300,note_on,180,0,3,,,,,,,,,,1,,70,0
21300,note_on,180,0,11,,,,,,,,,,8,,34,0
21300,note_on,180,0,7,,,,,,,,,,5,,62,0
21300,note_on,180,0,6,,,,,,,,,,4,,62,0
21300,note_on,180,0,5,,,,,,,,,,3,,65,0
21300,note_on,180,0,4,,,,,,,,,,2,,65,0
21300,note_on,180,0,9,,,,,,,,,,7,,46,0
21300,note_on,180,0,2,,,,,,,,,,0,,70,0
21360,note_on,60,0,5,,,,,,,,,,3,,75,50
21360,note_on,60,0,14,,,,,,,,,,11,,79,50
21360,note_on,60,0,2,,,,,,,,,,0,,79,50
21360,note_on,60,0,4,,,,,,,,,,2,,75,50
21360,note_on,60,0,3,,,,,,,,,,1,,79,50
21600,note_on,240,0,14,,,,,,,,,,11,,79,0
21600,note_on,240,0,5,,,,,,,,,,3,,75,0
21600,note_on,240,0,2,,,,,,,,,,0,,79,0
21600,note_on,240,0,3,,,,,,,,,,1,,79,0
21600,note_on,240,0,4,,,,,,,,,,2,,75,0
21840,note_on,540,0,11,,,,,,,,,,8,,46,50
21840,note_on,240,0,2,,,,,,,,,,0,,77,50
21840,note_on,540,0,9,,,,,,,,,,7,,58,50
21840,note_on,240,0,3,,,,,,,,,,1,,77,50
21840,note_on,540,0,8,,,,,,,,,,6,,58,50
21840,note_on,240,0,14,,,,,,,,,,11,,77,50
21840,note_on,240,0,4,,,,,,,,,,2,,74,50
21840,note_on,240,0,5,,,,,,,,,,3,,74,50
21960,note_on,120,0,11,,,,,,,,,,8,,46,0
21960,note_on,120,0,8,,,,,,,,,,6,,58,0
21960,note_on,120,0,9,,,,,,,,,,7,,58,0
22020,note_on,180,0,3,,,,,,,,,,1,,77,0
22020,note_on,180,0,2,,,,,,,,,,0,,77,0
22020,note_on,180,0,14,,,,,,,,,,11,,77,0
22080,note_on,60,0,3,,,,,,,,,,1,,70,50
22080,note_on,120,0,11,,,,,,,,,,8,,34,50
22080,note_on,60,0,14,,,,,,,,,,11,,70,50
22080,note_on,120,0,9,,,,,,,,,,7,,46,50
22080,note_on,120,0,8,,,,,,,,,,6,,46,50
22080,note_on,60,0,2,,,,,,,,,,0,,70,50
22200,note_on,360,0,5,,,,,,,,,,3,,74,0
22200,note_on,120,0,2,,,,,,,,,,0,,70,0
22200,note_on,120,0,14,,,,,,,,,,11,,70,0
22200,note_on,360,0,4,,,,,,,,,,2,,74,0
22200,note_on,120,0,3,,,,,,,,,,1,,70,0
22260,note_on,180,0,8,,,,,,,,,,6,,46,0
22260,note_on,180,0,11,,,,,,,,,,8,,34,0
22260,note_on,180,0,9,,,,,,,,,,7,,46,0
22320,note_on,1020,0,7,,,,,,,,,,5,,70,50
22320,note_on,120,0,4,,,,,,,,,,2,,74,50
22320,note_on,120,0,5,,,,,,,,,,3,,74,50
22320,note_on,120,0,14,,,,,,,,,,11,,65,50
22320,note_on,120,0,2,,,,,,,,,,0,,65,50
22320,note_on,120,0,3,,,,,,,,,,1,,65,50
22320,note_on,1020,0,6,,,,,,,,,,4,,70,50
22410,note_on,90,0,5,,,,,,,,,,3,,74,0
22410,note_on,90,0,4,,,,,,,,,,2,,74,0
22410,note_on,90,0,7,,,,,,,,,,5,,70,0
22410,note_on,90,0,6,,,,,,,,,,4,,70,0
22440,note_on,30,0,7,,,,,,,,,,5,,69,50
22440,note_on,120,0,3,,,,,,,,,,1,,65,0
22440,note_on,120,0,2,,,,,,,,,,0,,65,0
22440,note_on,30,0,4,,,,,,,,,,2,,72,50
22440,note_on,30,0,6,,,,,,,,,,4,,69,50
22440,note_on,120,0,14,,,,,,,,,,11,,65,0
22440,note_on,30,0,5,,,,,,,,,,3,,72,50
22560,note_on,120,0,5,,,,,,,,,,3,,74,50
22560,note_on,120,0,3,,,,,,,,,,1,,70,50
22560,note_on,120,0,14,,,,,,,,,,11,,70,50
22560,note_on,120,0,2,,,,,,,,,,0,,70,50
22560,note_on,120,0,7,,,,,,,,,,5,,70,50
22560,note_on,120,0,4,,,,,,,,,,2,,74,50
22560,note_on,120,0,6,,,,,,,,,,4,,70,50
22570,note_on,10,0,5,,,,,,,,,,3,,72,0
22570,note_on,10,0,7,,,,,,,,,,5,,69,0
22570,note_on,10,0,6,,,,,,,,,,4,,69,0
22570,note_on,10,0,4,,,,,,,,,,2,,72,0
22670,note_on,100,0,5,,,,,,,,,,3,,74,0
22670,note_on,100,0,7,,,,,,,,,,5,,70,0
22670,note_on,100,0,6,,,,,,,,,,4,,70,0
22670,note_on,100,0,4,,,,,,,,,,2,,74,0
22680,note_on,10,0,7,,,,,,,,,,5,,72,50
22680,note_on,10,0,5,,,,,,,,,,3,,75,50
22680,note_on,10,0,4,,,,,,,,,,2,,75,50
22680,note_on,10,0,6,,,,,,,,,,4,,72,50
22740,note_on,180,0,14,,,,,,,,,,11,,70,0
22740,note_on,180,0,3,,,,,,,,,,1,,70,0
22740,note_on,180,0,2,,,,,,,,,,0,,70,0
22770,note_on,90,0,4,,,,,,,,,,2,,75,0
22770,note_on,90,0,6,,,,,,,,,,4,,72,0
22770,note_on,90,0,7,,,,,,,,,,5,,72,0
22770,note_on,90,0,5,,,,,,,,,,3,,75,0
22800,note_on,30,0,5,,,,,,,,,,3,,77,50
22800,note_on,30,0,6,,,,,,,,,,4,,74,50
22800,note_on,60,0,14,,,,,,,,,,11,,62,50
22800,note_on,540,0,11,,,,,,,,,,8,,46,50
22800,note_on,540,0,9,,,,,,,,,,7,,58,50
22800,note_on,30,0,4,,,,,,,,,,2,,77,50
22800,note_on,60,0,3,,,,,,,,,,1,,62,50
22800,note_on,30,0,7,,,,,,,,,,5,,74,50
22800,note_on,60,0,2,,,,,,,,,,0,,62,50
22800,note_on,540,0,8,,,,,,,,,,6,,58,50
22920,note_on,120,0,2,,,,,,,,,,0,,62,0
22920,note_on,120,0,9,,,,,,,,,,7,,58,0
22920,note_on,120,0,8,,,,,,,,,,6,,58,0
22920,note_on,120,0,7,,,,,,,,,,5,,74,0
22920,note_on,120,0,4,,,,,,,,,,2,,77,0
22920,note_on,120,0,6,,,,,,,,,,4,,74,0
22920,note_on,120,0,14,,,,,,,,,,11,,62,0
22920,note_on,120,0,5,,,,,,,,,,3,,77,0
22920,note_on,120,0,11,,,,,,,,,,8,,46,0
22920,note_on,120,0,3,,,,,,,,,,1,,62,0
23040,note_on,120,0,7,,,,,,,,,,5,,62,50
23040,note_on,120,0,2,,,,,,,,,,0,,70,50
23040,note_on,120,0,14,,,,,,,,,,11,,70,50
23040,note_on,120,0,11,,,,,,,,,,8,,34,50
23040,note_on,120,0,9,,,,,,,,,,7,,46,50
23040,note_on,120,0,6,,,,,,,,,,4,,62,50
23040,note_on,120,0,4,,,,,,,,,,2,,65,50
23040,note_on,120,0,8,,,,,,,,,,6,,46,50
23040,note_on,120,0,5,,,,,,,,,,3,,65,50
23040,note_on,120,0,3,,,,,,,,,,1,,70,50
23220,note_on,180,0,8,,,,,,,,,,6,,46,0
23220,note_on,180,0,6,,,,,,,,,,4,,62,0
23220,note_on,180,0,7,,,,,,,,,,5,,62,0
23220,note_on,180,0,14,,,,,,,,,,11,,70,0
23220,note_on,180,0,5,,,,,,,,,,3,,65,0
23220,note_on,180,0,2,,,,,,,,,,0,,70,0
23220,note_on,180,0,9,,,,,,,,,,7,,46,0
23220,note_on,180,0,4,,,,,,,,,,2,,65,0
23220,note_on,180,0,3,,,,,,,,,,1,,70,0
23220,note_on,180,0,11,,,,,,,,,,8,,34,0
23280,note_on,60,0,6,,,,,,,,,,4,,67,50
23280,note_on,60,0,9,,,,,,,,,,7,,51,50
23280,note_on,60,0,7,,,,,,,,,,5,,67,50
23280,note_on,60,0,3,,,,,,,,,,1,,79,50
23280,note_on,60,0,8,,,,,,,,,,6,,51,50
23280,note_on,60,0,11,,,,,,,,,,8,,39,50
23280,note_on,60,0,5,,,,,,,,,,3,,75,50
23280,note_on,60,0,2,,,,,,,,,,0,,79,50
23280,note_on,60,0,4,,,,,,,,,,2,,75,50
23280,note_on,60,0,14,,,,,,,,,,11,,79,50
23400,note_on,120,0,9,,,,,,,,,,7,,51,0
23400,note_on,120,0,11,,,,,,,,,,8,,39,0
23400,note_on,120,0,6,,,,,,,,,,4,,67,0
23400,note_on,120,0,8,,,,,,,,,,6,,51,0
23400,note_on,120,0,7,,,,,,,,,,5,,67,0
23520,note_on,120,0,8,,,,,,,,,,6,,53,50
23520,note_on,240,0,4,,,,,,,,,,2,,75,0
23520,note_on,120,0,9,,,,,,,,,,7,,53,50
23520,note_on,120,0,11,,,,,,,,,,8,,41,50
23520,note_on,240,0,5,,,,,,,,,,3,,75,0
23520,note_on,240,0,14,,,,,,,,,,11,,79,0
23520,note_on,240,0,2,,,,,,,,,,0,,79,0
23520,note_on,120,0,7,,,,,,,,,,5,,69,50
23520,note_on,120,0,6,,,,,,,,,,4,,69,50
23520,note_on,240,0,3,,,,,,,,,,1,,79,0
23700,note_on,180,0,8,,,,,,,,,,6,,53,0
23700,note_on,180,0,11,,,,,,,,,,8,,41,0
23700,note_on,180,0,9,,,,,,,,,,7,,53,0
23700,note_on,180,0,6,,,,,,,,,,4,,69,0
23700,note_on,180,0,7,,,,,,,,,,5,,69,0
23760,note_on,60,0,11,,,,,,,,,,8,,43,50
23760,note_on,240,0,5,,,,,,,,,,3,,74,50
23760,note_on,60,0,6,,,,,,,,,,4,,70,50
23760,note_on,60,0,9,,,,,,,,,,7,,55,50
23760,note_on,240,0,4,,,,,,,,,,2,,74,50
23760,note_on,240,0,3,,,,,,,,,,1,,77,50
23760,note_on,240,0,2,,,,,,,,,,0,,77,50
23760,note_on,60,0,7,,,,,,,,,,5,,70,50
23760,note_on,60,0,8,,,,,,,,,,6,,55,50
23760,note_on,240,0,14,,,,,,,,,,11,,77,50
23880,note_on,120,0,6,,,,,,,,,,4,,70,0
23880,note_on,120,0,9,,,,,,,,,,7,,55,0
23880,note_on,120,0,3,,,,,,,,,,1,,77,0
23880,note_on,120,0,5,,,,,,,,,,3,,74,0
23880,note_on,120,0,2,,,,,,,,,,0,,77,0
23880,note_on,120,0,7,,,,,,,,,,5,,70,0
23880,note_on,120,0,4,,,,,,,,,,2,,74,0
23880,note_on,120,0,8,,,,,,,,,,6,,55,0
23880,note_on,120,0,11,,,,,,,,,,8,,43,0
23880,note_on,120,0,14,,,,,,,,,,11,,77,0
24000,note_on,120,0,11,,,,,,,,,,8,,45,50
24000,note_on,120,0,5,,,,,,,,,,3,,72,50
24000,note_on,120,0,2,,,,,,,,,,0,,75,50
24000,note_on,120,0,7,,,,,,,,,,5,,72,50
24000,note_on,120,0,14,,,,,,,,,,11,,75,50
24000,note_on,120,0,6,,,,,,,,,,4,,72,50
24000,note_on,120,0,4,,,,,,,,,,2,,72,50
24000,note_on,120,0,9,,,,,,,,,,7,,57,50
24000,note_on,120,0,8,,,,,,,,,,6,,57,50
24000,note_on,120,0,3,,,,,,,,,,1,,75,50
24180,note_on,180,0,14,,,,,,,,,,11,,75,0
24180,note_on,180,0,3,,,,,,,,,,1,,75,0
24180,note_on,180,0,2,,,,,,,,,,0,,75,0
24180,note_on,180,0,5,,,,,,,,,,3,,72,0
24180,note_on,180,0,11,,,,,,,,,,8,,45,0
24180,note_on,180,0,6,,,,,,,,,,4,,72,0
24180,note_on,180,0,9,,,,,,,,,,7,,57,0
24180,note_on,180,0,7,,,,,,,,,,5,,72,0
24180,note_on,180,0,4,,,,,,,,,,2,,72,0
24180,note_on,180,0,8,,,,,,,,,,6,,57,0
24240,note_on,60,0,6,,,,,,,,,,4,,65,50
24240,note_on,60,0,5,,,,,,,,,,3,,70,50
24240,note_on,60,0,2,,,,,,,,,,0,,74,50
24240,note_on,60,0,7,,,,,,,,,,5,,65,50
24240,note_on,60,0,11,,,,,,,,,,8,,46,50
24240,note_on,60,0,4,,,,,,,,,,2,,70,50
24240,note_on,60,0,9,,,,,,,,,,7,,58,50
24240,note_on,60,0,8,,,,,,,,,,6,,58,50
24240,note_on,60,0,14,,,,,,,,,,11,,74,50
24240,note_on,60,0,3,,,,,,,,,,1,,74,50
24360,note_on,120,0,3,,,,,,,,,,1,,74,0
24360,note_on,120,0,4,,,,,,,,,,2,,70,0
24360,note_on,120,0,6,,,,,,,,,,4,,65,0
24360,note_on,120,0,7,,,,,,,,,,5,,65,0
24360,note_on,120,0,8,,,,,,,,,,6,,58,0
24360,note_on,120,0,14,,,,,,,,,,11,,74,0
24360,note_on,120,0,11,,,,,,,,,,8,,46,0
24360,note_on,120,0,9,,,,,,,,,,7,,58,0
24360,note_on,120,0,2,,,,,,,,,,0,,74,0
24360,note_on,120,0,5,,,,,,,,,,3,,70,0
24480,note_on,120,0,2,,,,,,,,,,0,,72,50
24480,note_on,120,0,11,,,,,,,,,,8,,34,50
24480,note_on,120,0,7,,,,,,,,,,5,,53,50
24480,note_on,120,0,5,,,,,,,,,,3,,62,50
24480,note_on,120,0,4,,,,,,,,,,2,,62,50
24480,note_on,120,0,9,,,,,,,,,,7,,46,50
24480,note_on,120,0,14,,,,,,,,,,11,,72,50
24480,note_on,120,0,8,,,,,,,,,,6,,46,50
24480,note_on,120,0,3,,,,,,,,,,1,,72,50
24480,note_on,120,0,6,,,,,,,,,,4,,53,50
24590,note_on,110,0,14,,,,,,,,,,11,,72,0
24590,note_on,110,0,3,,,,,,,,,,1,,72,0
24590,note_on,110,0,2,,,,,,,,,,0,,72,0
24600,note_on,10,0,14,,,,,,,,,,11,,70,50
24600,note_on,10,0,2,,,,,,,,,,0,,70,50
24600,note_on,10,0,3,,,,,,,,,,1,,70,50
24660,note_on,180,0,6,,,,,,,,,,4,,53,0
