tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,channel,tempo,program,note,velocity
14496,note_on,2,0,0,,,,,0,,,81,80
14496,note_on,0,0,0,,,,,1,,,66,64
14496,note_on,0,0,0,,,,,2,,,66,64
14496,note_on,0,0,0,,,,,3,,,66,64
14496,note_on,0,0,0,,,,,4,,,54,64
14508,note_off,12,0,0,,,,,0,,,81,0
14508,note_on,0,0,0,,,,,0,,,73,80
14520,note_off,12,0,0,,,,,0,,,73,0
14520,note_on,0,0,0,,,,,0,,,66,80
14530,note_off,10,0,0,,,,,0,,,66,0
14532,note_on,2,0,0,,,,,0,,,66,80
14538,note_off,6,0,0,,,,,1,,,66,0
14538,note_off,0,0,0,,,,,2,,,66,0
14538,note_off,0,0,0,,,,,3,,,66,0
14538,note_off,0,0,0,,,,,4,,,54,0
14542,note_off,4,0,0,,,,,0,,,66,0
14544,note_on,2,0,0,,,,,0,,,66,80
14544,note_on,0,0,0,,,,,3,,,66,64
14544,note_on,0,0,0,,,,,4,,,54,64
14556,note_off,12,0,0,,,,,0,,,66,0
14556,note_on,0,0,0,,,,,0,,,73,80
14568,note_off,12,0,0,,,,,0,,,73,0
14568,note_on,0,0,0,,,,,0,,,81,80
14578,note_off,10,0,0,,,,,0,,,81,0
14580,note_on,2,0,0,,,,,0,,,81,80
14586,note_off,6,0,0,,,,,3,,,66,0
14586,note_off,0,0,0,,,,,4,,,54,0
14590,note_off,4,0,0,,,,,0,,,81,0
14592,note_on,2,0,0,,,,,0,,,81,80
14592,note_on,0,0,0,,,,,3,,,66,64
14592,note_on,0,0,0,,,,,4,,,54,64
14604,note_off,12,0,0,,,,,0,,,81,0
14604,note_on,0,0,0,,,,,0,,,73,80
14616,note_off,12,0,0,,,,,0,,,73,0
14616,note_on,0,0,0,,,,,0,,,66,80
14626,note_off,10,0,0,,,,,0,,,66,0
14628,note_on,2,0,0,,,,,0,,,66,80
14638,note_off,10,0,0,,,,,0,,,66,0
14640,note_on,2,0,0,,,,,0,,,66,80
14644,note_off,4,0,0,,,,,3,,,66,0
14644,note_off,0,0,0,,,,,4,,,54,0
14652,note_off,8,0,0,,,,,0,,,66,0
14652,note_on,0,0,0,,,,,0,,,73,80
14652,note_on,0,0,0,,,,,3,,,66,64
14652,note_on,0,0,0,,,,,4,,,54,64
14662,note_off,10,0,0,,,,,3,,,66,0
14662,note_off,0,0,0,,,,,4,,,54,0
14664,note_off,2,0,0,,,,,0,,,73,0
14664,note_on,0,0,0,,,,,0,,,81,80
14664,note_on,0,0,0,,,,,3,,,68,64
14664,note_on,0,0,0,,,,,4,,,56,64
14674,note_off,10,0,0,,,,,0,,,81,0
14674,note_off,0,0,0,,,,,3,,,68,0
14674,note_off,0,0,0,,,,,4,,,56,0
14676,note_on,2,0,0,,,,,0,,,81,80
14676,note_on,0,0,0,,,,,3,,,69,64
14676,note_on,0,0,0,,,,,4,,,57,64
14686,note_off,10,0,0,,,,,0,,,81,0
14686,note_off,0,0,0,,,,,3,,,69,0
14686,note_off,0,0,0,,,,,4,,,57,0
14688,note_on,2,0,0,,,,,0,,,81,80
14688,note_on,0,0,0,,,,,1,,,59,64
14688,note_on,0,0,0,,,,,2,,,59,64
14688,note_on,0,0,0,,,,,3,,,59,64
14688,note_on,0,0,0,,,,,4,,,47,64
14700,note_off,12,0,0,,,,,0,,,81,0
14700,note_on,0,0,0,,,,,0,,,71,80
14712,note_off,12,0,0,,,,,0,,,71,0
14712,note_on,0,0,0,,,,,0,,,63,80
14722,note_off,10,0,0,,,,,0,,,63,0
14724,note_on,2,0,0,,,,,0,,,63,80
14730,note_off,6,0,0,,,,,1,,,59,0
14730,note_off,0,0,0,,,,,2,,,59,0
14730,note_off,0,0,0,,,,,3,,,59,0
14730,note_off,0,0,0,,,,,4,,,47,0
14734,note_off,4,0,0,,,,,0,,,63,0
14736,note_on,2,0,0,,,,,0,,,63,80
14736,note_on,0,0,0,,,,,1,,,59,64
14736,note_on,0,0,0,,,,,2,,,59,64
14748,note_off,12,0,0,,,,,0,,,63,0
14748,note_on,0,0,0,,,,,0,,,71,80
14760,note_off,12,0,0,,,,,0,,,71,0
14760,note_on,0,0,0,,,,,0,,,81,80
14770,note_off,10,0,0,,,,,0,,,81,0
14772,note_on,2,0,0,,,,,0,,,81,80
14778,note_off,6,0,0,,,,,1,,,59,0
14778,note_off,0,0,0,,,,,2,,,59,0
14782,note_off,4,0,0,,,,,0,,,81,0
14784,note_on,2,0,0,,,,,0,,,81,80
14784,note_on,0,0,0,,,,,1,,,59,64
14784,note_on,0,0,0,,,,,2,,,59,64
14796,note_off,12,0,0,,,,,0,,,81,0
14796,note_on,0,0,0,,,,,0,,,71,80
14808,note_off,12,0,0,,,,,0,,,71,0
14808,note_on,0,0,0,,,,,0,,,63,80
14818,note_off,10,0,0,,,,,0,,,63,0
14820,note_on,2,0,0,,,,,0,,,63,80
14830,note_off,10,0,0,,,,,0,,,63,0
14832,note_on,2,0,0,,,,,0,,,63,80
14836,note_off,4,0,0,,,,,1,,,59,0
14836,note_off,0,0,0,,,,,2,,,59,0
14844,note_off,8,0,0,,,,,0,,,63,0
14844,note_on,0,0,0,,,,,0,,,71,80
14844,note_on,0,0,0,,,,,1,,,59,64
14844,note_on,0,0,0,,,,,2,,,59,64
14854,note_off,10,0,0,,,,,1,,,59,0
14854,note_off,0,0,0,,,,,2,,,59,0
14856,note_off,2,0,0,,,,,0,,,71,0
14856,note_on,0,0,0,,,,,0,,,81,80
14856,note_on,0,0,0,,,,,1,,,61,64
14856,note_on,0,0,0,,,,,2,,,61,64
14866,note_off,10,0,0,,,,,0,,,81,0
14866,note_off,0,0,0,,,,,1,,,61,0
14866,note_off,0,0,0,,,,,2,,,61,0
14868,note_on,2,0,0,,,,,0,,,81,80
14868,note_on,0,0,0,,,,,1,,,63,64
14868,note_on,0,0,0,,,,,2,,,63,64
14878,note_off,10,0,0,,,,,0,,,81,0
14878,note_off,0,0,0,,,,,1,,,63,0
14878,note_off,0,0,0,,,,,2,,,63,0
14880,note_on,2,0,0,,,,,0,,,79,80
14880,note_on,0,0,0,,,,,1,,,64,64
14880,note_on,0,0,0,,,,,2,,,64,64
14880,note_on,0,0,0,,,,,3,,,64,64
14880,note_on,0,0,0,,,,,4,,,52,64
14892,note_off,12,0,0,,,,,0,,,79,0
14892,note_on,0,0,0,,,,,0,,,71,80
14904,note_off,12,0,0,,,,,0,,,71,0
14904,note_on,0,0,0,,,,,0,,,64,80
14914,note_off,10,0,0,,,,,0,,,64,0
14916,note_on,2,0,0,,,,,0,,,64,80
14922,note_off,6,0,0,,,,,1,,,64,0
14922,note_off,0,0,0,,,,,2,,,64,0
14922,note_off,0,0,0,,,,,3,,,64,0
14922,note_off,0,0,0,,,,,4,,,52,0
14926,note_off,4,0,0,,,,,0,,,64,0
14928,note_on,2,0,0,,,,,0,,,64,80
14928,note_on,0,0,0,,,,,3,,,64,64
14928,note_on,0,0,0,,,,,4,,,52,64
14940,note_off,12,0,0,,,,,0,,,64,0
14940,note_on,0,0,0,,,,,0,,,71,80
14952,note_off,12,0,0,,,,,0,,,71,0
14952,note_on,0,0,0,,,,,0,,,79,80
14962,note_off,10,0,0,,,,,0,,,79,0
14964,note_on,2,0,0,,,,,0,,,79,80
14970,note_off,6,0,0,,,,,3,,,64,0
14970,note_off,0,0,0,,,,,4,,,52,0
14974,note_off,4,0,0,,,,,0,,,79,0
14976,note_on,2,0,0,,,,,0,,,79,80
14976,note_on,0,0,0,,,,,3,,,64,64
14976,note_on,0,0,0,,,,,4,,,52,64
14988,note_off,12,0,0,,,,,0,,,79,0
14988,note_on,0,0,0,,,,,0,,,71,80
15000,note_off,12,0,0,,,,,0,,,71,0
15000,note_on,0,0,0,,,,,0,,,64,80
15010,note_off,10,0,0,,,,,0,,,64,0
15012,note_on,2,0,0,,,,,0,,,64,80
15022,note_off,10,0,0,,,,,0,,,64,0
15024,note_on,2,0,0,,,,,0,,,64,80
15028,note_off,4,0,0,,,,,3,,,64,0
15028,note_off,0,0,0,,,,,4,,,52,0
15036,note_off,8,0,0,,,,,0,,,64,0
15036,note_on,0,0,0,,,,,0,,,71,80
15036,note_on,0,0,0,,,,,3,,,64,64
15036,note_on,0,0,0,,,,,4,,,52,64
15046,note_off,10,0,0,,,,,3,,,64,0
15046,note_off,0,0,0,,,,,4,,,52,0
15048,note_off,2,0,0,,,,,0,,,71,0
15048,note_on,0,0,0,,,,,0,,,79,80
15048,note_on,0,0,0,,,,,3,,,66,64
15048,note_on,0,0,0,,,,,4,,,54,64
15058,note_off,10,0,0,,,,,0,,,79,0
15058,note_off,0,0,0,,,,,3,,,66,0
15058,note_off,0,0,0,,,,,4,,,54,0
15060,note_on,2,0,0,,,,,0,,,79,80
15060,note_on,0,0,0,,,,,3,,,67,64
15060,note_on,0,0,0,,,,,4,,,55,64
15070,note_off,10,0,0,,,,,0,,,79,0
15070,note_off,0,0,0,,,,,3,,,67,0
15070,note_off,0,0,0,,,,,4,,,55,0
15072,note_on,2,0,0,,,,,0,,,76,80
15072,note_on,0,0,0,,,,,1,,,66,64
15072,note_on,0,0,0,,,,,2,,,66,64
15072,note_on,0,0,0,,,,,3,,,58,64
15072,note_on,0,0,0,,,,,4,,,46,64
15084,note_off,12,0,0,,,,,0,,,76,0
15084,note_on,0,0,0,,,,,0,,,70,80
15096,note_off,12,0,0,,,,,0,,,70,0
15096,note_on,0,0,0,,,,,0,,,66,80
15106,note_off,10,0,0,,,,,0,,,66,0
15108,note_on,2,0,0,,,,,0,,,66,80
15114,note_off,6,0,0,,,,,1,,,66,0
15114,note_off,0,0,0,,,,,2,,,66,0
15114,note_off,0,0,0,,,,,3,,,58,0
15114,note_off,0,0,0,,,,,4,,,46,0
15118,note_off,4,0,0,,,,,0,,,66,0
15120,note_on,2,0,0,,,,,0,,,66,80
15120,note_on,0,0,0,,,,,1,,,66,64
15120,note_on,0,0,0,,,,,2,,,66,64
15132,note_off,12,0,0,,,,,0,,,66,0
15132,note_on,0,0,0,,,,,0,,,70,80
15144,note_off,12,0,0,,,,,0,,,70,0
15144,note_on,0,0,0,,,,,0,,,76,80
15154,note_off,10,0,0,,,,,0,,,76,0
15156,note_on,2,0,0,,,,,0,,,76,80
15162,note_off,6,0,0,,,,,1,,,66,0
15162,note_off,0,0,0,,,,,2,,,66,0
15166,note_off,4,0,0,,,,,0,,,76,0
15168,note_on,2,0,0,,,,,0,,,76,80
15168,note_on,0,0,0,,,,,1,,,66,64
15168,note_on,0,0,0,,,,,2,,,66,64
15180,note_off,12,0,0,,,,,0,,,76,0
15180,note_on,0,0,0,,,,,0,,,70,80
15192,note_off,12,0,0,,,,,0,,,70,0
15192,note_on,0,0,0,,,,,0,,,66,80
15202,note_off,10,0,0,,,,,0,,,66,0
15204,note_on,2,0,0,,,,,0,,,66,80
15214,note_off,10,0,0,,,,,0,,,66,0
15216,note_on,2,0,0,,,,,0,,,66,80
15220,note_off,4,0,0,,,,,1,,,66,0
15220,note_off,0,0,0,,,,,2,,,66,0
15228,note_off,8,0,0,,,,,0,,,66,0
15228,note_on,0,0,0,,,,,0,,,70,80
15228,note_on,0,0,0,,,,,1,,,64,64
15228,note_on,0,0,0,,,,,2,,,64,64
15238,note_off,10,0,0,,,,,1,,,64,0
15238,note_off,0,0,0,,,,,2,,,64,0
15240,note_off,2,0,0,,,,,0,,,70,0
15240,note_on,0,0,0,,,,,0,,,76,80
15240,note_on,0,0,0,,,,,1,,,62,64
15240,note_on,0,0,0,,,,,2,,,62,64
15250,note_off,10,0,0,,,,,0,,,76,0
15250,note_off,0,0,0,,,,,1,,,62,0
15250,note_off,0,0,0,,,,,2,,,62,0
15252,note_on,2,0,0,,,,,0,,,76,80
15252,note_on,0,0,0,,,,,1,,,61,64
15252,note_on,0,0,0,,,,,2,,,61,64
15262,note_off,10,0,0,,,,,0,,,76,0
15262,note_off,0,0,0,,,,,1,,,61,0
15262,note_off,0,0,0,,,,,2,,,61,0
15264,note_on,2,0,0,,,,,0,,,74,80
15264,note_on,0,0,0,,,,,1,,,59,64
15264,note_on,0,0,0,,,,,2,,,59,64
15264,note_on,0,0,0,,,,,3,,,59,64
15264,note_on,0,0,0,,,,,4,,,47,64
15276,note_off,12,0,0,,,,,0,,,74,0
15276,note_on,0,0,0,,,,,0,,,66,80
15288,note_off,12,0,0,,,,,0,,,66,0
15288,note_on,0,0,0,,,,,0,,,59,80
15298,note_off,10,0,0,,,,,0,,,59,0
15300,note_on,2,0,0,,,,,0,,,59,80
15306,note_off,6,0,0,,,,,1,,,59,0
15306,note_off,0,0,0,,,,,2,,,59,0
15306,note_off,0,0,0,,,,,3,,,59,0
15306,note_off,0,0,0,,,,,4,,,47,0
15310,note_off,4,0,0,,,,,0,,,59,0
15312,note_on,2,0,0,,,,,0,,,59,80
15312,note_on,0,0,0,,,,,3,,,59,64
15312,note_on,0,0,0,,,,,4,,,47,64
15324,note_off,12,0,0,,,,,0,,,59,0
15324,note_on,0,0,0,,,,,0,,,66,80
15336,note_off,12,0,0,,,,,0,,,66,0
15336,note_on,0,0,0,,,,,0,,,74,80
15346,note_off,10,0,0,,,,,0,,,74,0
15348,note_on,2,0,0,,,,,0,,,74,80
15354,note_off,6,0,0,,,,,3,,,59,0
15354,note_off,0,0,0,,,,,4,,,47,0
15358,note_off,4,0,0,,,,,0,,,74,0
15360,note_on,2,0,0,,,,,0,,,74,80
15360,note_on,0,0,0,,,,,3,,,59,64
15360,note_on,0,0,0,,,,,4,,,47,64
15372,note_off,12,0,0,,,,,0,,,74,0
15372,note_on,0,0,0,,,,,0,,,66,80
15384,note_off,12,0,0,,,,,0,,,66,0
15384,note_on,0,0,0,,,,,0,,,59,80
15394,note_off,10,0,0,,,,,0,,,59,0
15396,note_on,2,0,0,,,,,0,,,59,80
15406,note_off,10,0,0,,,,,0,,,59,0
15408,note_on,2,0,0,,,,,0,,,59,80
15412,note_off,4,0,0,,,,,3,,,59,0
15412,note_off,0,0,0,,,,,4,,,47,0
15420,note_off,8,0,0,,,,,0,,,59,0
15420,note_on,0,0,0,,,,,0,,,66,80
15420,note_on,0,0,0,,,,,3,,,59,64
15420,note_on,0,0,0,,,,,4,,,47,64
15430,note_off,10,0,0,,,,,3,,,59,0
15430,note_off,0,0,0,,,,,4,,,47,0
15432,note_off,2,0,0,,,,,0,,,66,0
15432,note_on,0,0,0,,,,,0,,,74,80
15432,note_on,0,0,0,,,,,3,,,61,64
15432,note_on,0,0,0,,,,,4,,,49,64
15442,note_off,10,0,0,,,,,0,,,74,0
15442,note_off,0,0,0,,,,,3,,,61,0
15442,note_off,0,0,0,,,,,4,,,49,0
15444,note_on,2,0,0,,,,,0,,,79,80
15444,note_on,0,0,0,,,,,3,,,62,64
15444,note_on,0,0,0,,,,,4,,,50,64
15454,note_off,10,0,0,,,,,0,,,79,0
15454,note_off,0,0,0,,,,,3,,,62,0
15454,note_off,0,0,0,,,,,4,,,50,0
15456,note_on,2,0,0,,,,,0,,,79,80
15456,note_on,0,0,0,,,,,1,,,64,64
15456,note_on,0,0,0,,,,,2,,,64,64
15456,note_on,0,0,0,,,,,3,,,64,64
15456,note_on,0,0,0,,,,,4,,,52,64
15468,note_off,12,0,0,,,,,0,,,79,0
15468,note_on,0,0,0,,,,,0,,,71,80
15480,note_off,12,0,0,,,,,0,,,71,0
15480,note_on,0,0,0,,,,,0,,,64,80
15490,note_off,10,0,0,,,,,0,,,64,0
15492,note_on,2,0,0,,,,,0,,,64,80
15498,note_off,6,0,0,,,,,1,,,64,0
15498,note_off,0,0,0,,,,,2,,,64,0
15498,note_off,0,0,0,,,,,3,,,64,0
15498,note_off,0,0,0,,,,,4,,,52,0
15502,note_off,4,0,0,,,,,0,,,64,0
15504,note_on,2,0,0,,,,,0,,,64,80
15504,note_on,0,0,0,,,,,1,,,64,64
15504,note_on,0,0,0,,,,,2,,,64,64
15516,note_off,12,0,0,,,,,0,,,64,0
15516,note_on,0,0,0,,,,,0,,,71,80
15528,note_off,12,0,0,,,,,0,,,71,0
15528,note_on,0,0,0,,,,,0,,,79,80
15538,note_off,10,0,0,,,,,0,,,79,0
15540,note_on,2,0,0,,,,,0,,,79,80
15546,note_off,6,0,0,,,,,1,,,64,0
15546,note_off,0,0,0,,,,,2,,,64,0
15550,note_off,4,0,0,,,,,0,,,79,0
15552,note_on,2,0,0,,,,,0,,,79,80
15552,note_on,0,0,0,,,,,1,,,64,64
15552,note_on,0,0,0,,,,,2,,,64,64
15564,note_off,12,0,0,,,,,0,,,79,0
15564,note_on,0,0,0,,,,,0,,,71,80
15576,note_off,12,0,0,,,,,0,,,71,0
15576,note_on,0,0,0,,,,,0,,,64,80
15586,note_off,10,0,0,,,,,0,,,64,0
15588,note_on,2,0,0,,,,,0,,,64,80
15598,note_off,10,0,0,,,,,0,,,64,0
15600,note_on,2,0,0,,,,,0,,,64,80
15604,note_off,4,0,0,,,,,1,,,64,0
15604,note_off,0,0,0,,,,,2,,,64,0
15612,note_off,8,0,0,,,,,0,,,64,0
15612,note_on,0,0,0,,,,,0,,,71,80
15612,note_on,0,0,0,,,,,1,,,64,64
15612,note_on,0,0,0,,,,,2,,,64,64
15622,note_off,10,0,0,,,,,1,,,64,0
15622,note_off,0,0,0,,,,,2,,,64,0
15624,note_off,2,0,0,,,,,0,,,71,0
15624,note_on,0,0,0,,,,,0,,,79,80
15624,note_on,0,0,0,,,,,1,,,62,64
15624,note_on,0,0,0,,,,,2,,,62,64
15634,note_off,10,0,0,,,,,0,,,79,0
15634,note_off,0,0,0,,,,,1,,,62,0
15634,note_off,0,0,0,,,,,2,,,62,0
15636,note_on,2,0,0,,,,,0,,,82,80
15636,note_on,0,0,0,,,,,1,,,61,64
15636,note_on,0,0,0,,,,,2,,,61,64
15646,note_off,10,0,0,,,,,0,,,82,0
15646,note_off,0,0,0,,,,,1,,,61,0
15646,note_off,0,0,0,,,,,2,,,61,0
15648,note_on,2,0,0,,,,,0,,,82,80
15648,note_on,0,0,0,,,,,1,,,66,64
15648,note_on,0,0,0,,,,,2,,,66,64
15648,note_on,0,0,0,,,,,3,,,66,64
15648,note_on,0,0,0,,,,,4,,,54,64
15660,note_off,12,0,0,,,,,0,,,82,0
15660,note_on,0,0,0,,,,,0,,,73,80
15672,note_off,12,0,0,,,,,0,,,73,0
15672,note_on,0,0,0,,,,,0,,,64,80
15682,note_off,10,0,0,,,,,0,,,64,0
15684,note_on,2,0,0,,,,,0,,,64,80
15690,note_off,6,0,0,,,,,1,,,66,0
15690,note_off,0,0,0,,,,,2,,,66,0
15690,note_off,0,0,0,,,,,3,,,66,0
15690,note_off,0,0,0,,,,,4,,,54,0
15694,note_off,4,0,0,,,,,0,,,64,0
15696,note_on,2,0,0,,,,,0,,,64,80
15696,note_on,0,0,0,,,,,3,,,66,64
15696,note_on,0,0,0,,,,,4,,,54,64
15708,note_off,12,0,0,,,,,0,,,64,0
15708,note_on,0,0,0,,,,,0,,,73,80
15720,note_off,12,0,0,,,,,0,,,73,0
15720,note_on,0,0,0,,,,,0,,,82,80
15730,note_off,10,0,0,,,,,0,,,82,0
15732,note_on,2,0,0,,,,,0,,,82,80
15738,note_off,6,0,0,,,,,3,,,66,0
15738,note_off,0,0,0,,,,,4,,,54,0
15742,note_off,4,0,0,,,,,0,,,82,0
15744,note_on,2,0,0,,,,,0,,,82,80
15744,note_on,0,0,0,,,,,3,,,66,64
15744,note_on,0,0,0,,,,,4,,,54,64
15756,note_off,12,0,0,,,,,0,,,82,0
15756,note_on,0,0,0,,,,,0,,,73,80
15768,note_off,12,0,0,,,,,0,,,73,0
15768,note_on,0,0,0,,,,,0,,,64,80
15778,note_off,10,0,0,,,,,0,,,64,0
15780,note_on,2,0,0,,,,,0,,,64,80
15790,note_off,10,0,0,,,,,0,,,64,0
15792,note_on,2,0,0,,,,,0,,,64,80
15796,note_off,4,0,0,,,,,3,,,66,0
15796,note_off,0,0,0,,,,,4,,,54,0
15804,note_off,8,0,0,,,,,0,,,64,0
15804,note_on,0,0,0,,,,,0,,,73,80
15804,note_on,0,0,0,,,,,3,,,66,64
15804,note_on,0,0,0,,,,,4,,,54,64
15814,note_off,10,0,0,,,,,3,,,66,0
15814,note_off,0,0,0,,,,,4,,,54,0
15816,note_off,2,0,0,,,,,0,,,73,0
15816,note_on,0,0,0,,,,,0,,,82,80
15816,note_on,0,0,0,,,,,3,,,64,64
15816,note_on,0,0,0,,,,,4,,,52,64
15826,note_off,10,0,0,,,,,0,,,82,0
15826,note_off,0,0,0,,,,,3,,,64,0
15826,note_off,0,0,0,,,,,4,,,52,0
15828,note_on,2,0,0,,,,,0,,,83,80
15828,note_on,0,0,0,,,,,3,,,66,64
15828,note_on,0,0,0,,,,,4,,,54,64
15838,note_off,10,0,0,,,,,0,,,83,0
15838,note_off,0,0,0,,,,,3,,,66,0
15838,note_off,0,0,0,,,,,4,,,54,0
15840,note_on,2,0,0,,,,,0,,,83,80
15840,note_on,0,0,0,,,,,1,,,59,64
15840,note_on,0,0,0,,,,,2,,,59,64
15840,note_on,0,0,0,,,,,3,,,59,64
15840,note_on,0,0,0,,,,,4,,,47,64
15852,note_off,12,0,0,,,,,0,,,83,0
15852,note_on,0,0,0,,,,,0,,,74,80
15864,note_off,12,0,0,,,,,0,,,74,0
15864,note_on,0,0,0,,,,,0,,,66,80
15874,note_off,10,0,0,,,,,0,,,66,0
15876,note_on,2,0,0,,,,,0,,,66,80
15882,note_off,6,0,0,,,,,1,,,59,0
15882,note_off,0,0,0,,,,,2,,,59,0
15882,note_off,0,0,0,,,,,3,,,59,0
15882,note_off,0,0,0,,,,,4,,,47,0
15886,note_off,4,0,0,,,,,0,,,66,0
15888,note_on,2,0,0,,,,,0,,,66,80
15888,note_on,0,0,0,,,,,1,,,59,64
15888,note_on,0,0,0,,,,,2,,,59,64
15900,note_off,12,0,0,,,,,0,,,66,0
15900,note_on,0,0,0,,,,,0,,,74,80
15912,note_off,12,0,0,,,,,0,,,74,0
15912,note_on,0,0,0,,,,,0,,,83,80
15922,note_off,10,0,0,,,,,0,,,83,0
15924,note_on,2,0,0,,,,,0,,,83,80
15930,note_off,6,0,0,,,,,1,,,59,0
15930,note_off,0,0,0,,,,,2,,,59,0
15934,note_off,4,0,0,,,,,0,,,83,0
15936,note_on,2,0,0,,,,,0,,,83,80
15936,note_on,0,0,0,,,,,1,,,59,64
15936,note_on,0,0,0,,,,,2,,,59,64
15948,note_off,12,0,0,,,,,0,,,83,0
15948,note_on,0,0,0,,,,,0,,,74,80
15960,note_off,12,0,0,,,,,0,,,74,0
15960,note_on,0,0,0,,,,,0,,,66,80
15970,note_off,10,0,0,,,,,0,,,66,0
15972,note_on,2,0,0,,,,,0,,,66,80
15982,note_off,10,0,0,,,,,0,,,66,0
15984,note_on,2,0,0,,,,,0,,,66,80
15988,note_off,4,0,0,,,,,1,,,59,0
15988,note_off,0,0,0,,,,,2,,,59,0
15996,note_off,8,0,0,,,,,0,,,66,0
15996,note_on,0,0,0,,,,,0,,,74,80
15996,note_on,0,0,0,,,,,1,,,61,64
15996,note_on,0,0,0,,,,,2,,,61,64
16006,note_off,10,0,0,,,,,1,,,61,0
16006,note_off,0,0,0,,,,,2,,,61,0
16008,note_off,2,0,0,,,,,0,,,74,0
16008,note_on,0,0,0,,,,,0,,,83,80
16008,note_on,0,0,0,,,,,1,,,62,64
16008,note_on,0,0,0,,,,,2,,,62,64
16018,note_off,10,0,0,,,,,0,,,83,0
16018,note_off,0,0,0,,,,,1,,,62,0
16018,note_off,0,0,0,,,,,2,,,62,0
16020,note_on,2,0,0,,,,,0,,,83,80
16020,note_on,0,0,0,,,,,1,,,61,64
16020,note_on,0,0,0,,,,,2,,,61,64
16030,note_off,10,0,0,,,,,0,,,83,0
16030,note_off,0,0,0,,,,,1,,,61,0
16030,note_off,0,0,0,,,,,2,,,61,0
16032,note_on,2,0,0,,,,,0,,,83,80
16032,note_on,0,0,0,,,,,0,,,74,80
16032,note_on,0,0,0,,,,,0,,,66,80
16032,note_on,0,0,0,,,,,1,,,59,64
16032,note_on,0,0,0,,,,,2,,,59,64
16032,note_on,0,0,0,,,,,4,,,47,64
16053,note_off,21,0,0,,,,,4,,,47,0
16056,note_on,3,0,0,,,,,4,,,49,64
16074,note_off,18,0,0,,,,,0,,,83,0
16074,note_off,0,0,0,,,,,0,,,74,0
16074,note_off,0,0,0,,,,,0,,,66,0
16074,note_off,0,0,0,,,,,1,,,59,0
16074,note_off,0,0,0,,,,,2,,,59,0
16077,note_off,3,0,0,,,,,4,,,49,0
16080,note_on,3,0,0,,,,,0,,,86,80
16080,note_on,0,0,0,,,,,4,,,50,64
16101,note_off,21,0,0,,,,,4,,,50,0
16104,note_on,3,0,0,,,,,4,,,49,64
16125,note_off,21,0,0,,,,,4,,,49,0
16128,note_on,3,0,0,,,,,4,,,47,64
16143,note_off,15,0,0,,,,,0,,,86,0
16152,note_on,9,0,0,,,,,0,,,90,80
16170,note_off,18,0,0,,,,,4,,,47,0
16173,note_off,3,0,0,,,,,0,,,90,0
16176,note_on,3,0,0,,,,,0,,,86,80
16188,note_off,12,0,0,,,,,0,,,86,0
16188,note_on,0,0,0,,,,,0,,,85,80
16198,note_off,10,0,0,,,,,0,,,85,0
16200,note_on,2,0,0,,,,,0,,,83,80
16210,note_off,10,0,0,,,,,0,,,83,0
16212,note_on,2,0,0,,,,,0,,,82,80
16222,note_off,10,0,0,,,,,0,,,82,0
16224,note_on,2,0,0,,,,,0,,,83,80
16224,note_on,0,0,0,,,,,4,,,47,64
16245,note_off,21,0,0,,,,,0,,,83,0
16248,note_on,3,0,0,,,,,0,,,86,80
16266,note_off,18,0,0,,,,,4,,,47,0
16269,note_off,3,0,0,,,,,0,,,86,0
16272,note_on,3,0,0,,,,,0,,,85,80
16284,note_off,12,0,0,,,,,0,,,85,0
16284,note_on,0,0,0,,,,,0,,,83,80
16294,note_off,10,0,0,,,,,0,,,83,0
16296,note_on,2,0,0,,,,,0,,,82,80
16306,note_off,10,0,0,,,,,0,,,82,0
16308,note_on,2,0,0,,,,,0,,,79,80
16318,note_off,10,0,0,,,,,0,,,79,0
16320,note_on,2,0,0,,,,,0,,,78,80
16320,note_on,0,0,0,,,,,4,,,47,64
16341,note_off,21,0,0,,,,,0,,,78,0
16344,note_on,3,0,0,,,,,0,,,81,80
16362,note_off,18,0,0,,,,,4,,,47,0
16365,note_off,3,0,0,,,,,0,,,81,0
16368,note_on,3,0,0,,,,,0,,,79,80
16380,note_off,12,0,0,,,,,0,,,79,0
16380,note_on,0,0,0,,,,,0,,,78,80
16390,note_off,10,0,0,,,,,0,,,78,0
16392,note_on,2,0,0,,,,,0,,,76,80
16402,note_off,10,0,0,,,,,0,,,76,0
16404,note_on,2,0,0,,,,,0,,,75,80
16414,note_off,10,0,0,,,,,0,,,75,0
16416,note_on,2,0,0,,,,,0,,,76,80
16416,note_on,0,0,0,,,,,4,,,55,64
16437,note_off,21,0,0,,,,,4,,,55,0
16440,note_on,3,0,0,,,,,4,,,55,64
16461,note_off,21,0,0,,,,,4,,,55,0
16464,note_on,3,0,0,,,,,4,,,52,64
16485,note_off,21,0,0,,,,,4,,,52,0
16488,note_on,3,0,0,,,,,4,,,49,64
16509,note_off,21,0,0,,,,,4,,,49,0
16512,note_on,3,0,0,,,,,4,,,46,64
16521,note_off,9,0,0,,,,,0,,,76,0
16536,note_on,15,0,0,,,,,0,,,88,80
16554,note_off,18,0,0,,,,,4,,,46,0
16557,note_off,3,0,0,,,,,0,,,88,0
16560,note_on,3,0,0,,,,,0,,,86,80
16572,note_off,12,0,0,,,,,0,,,86,0
16572,note_on,0,0,0,,,,,0,,,85,80
