tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
37376,note_on,,,,,32,0,0,,,,3,,,79,0
37396,note_on,,,,,20,0,0,,,,2,,,71,0
37420,note_on,,,,,24,0,0,,,,0,,,52,0
37440,note_on,,,,,20,0,0,,,,0,,,69,65
37440,note_on,,,,,0,0,0,,,,0,,,45,88
37440,note_on,,,,,0,0,0,,,,2,,,72,88
37440,note_on,,,,,0,0,0,,,,3,,,76,88
37444,note_on,,,,,4,0,0,,,,0,,,60,65
37458,note_on,,,,,14,0,0,,,,0,,,67,0
37548,note_on,,,,,90,0,0,,,,3,,,76,0
37560,note_on,,,,,12,0,0,,,,3,,,74,88
37660,note_on,,,,,100,0,0,,,,0,,,60,0
37660,note_on,,,,,0,0,0,,,,0,,,45,0
37668,note_on,,,,,8,0,0,,,,3,,,74,0
37680,note_on,,,,,12,0,0,,,,0,,,47,88
37680,note_on,,,,,0,0,0,,,,3,,,76,88
37684,note_on,,,,,4,0,0,,,,0,,,62,65
37876,note_on,,,,,192,0,0,,,,3,,,76,0
37900,note_on,,,,,24,0,0,,,,0,,,62,0
37900,note_on,,,,,0,0,0,,,,0,,,47,0
37920,note_on,,,,,20,0,0,,,,0,,,48,88
37920,note_on,,,,,0,0,0,,,,3,,,76,88
37928,note_on,,,,,8,0,0,,,,0,,,64,65
38028,note_on,,,,,100,0,0,,,,3,,,76,0
38040,note_on,,,,,12,0,0,,,,3,,,74,88
38140,note_on,,,,,100,0,0,,,,0,,,48,0
38144,note_on,,,,,4,0,0,,,,0,,,64,0
38148,note_on,,,,,4,0,0,,,,3,,,74,0
38160,note_on,,,,,12,0,0,,,,0,,,60,65
38160,note_on,,,,,0,0,0,,,,0,,,45,88
38160,note_on,,,,,0,0,0,,,,3,,,76,88
38178,note_on,,,,,18,0,0,,,,0,,,69,0
38356,note_on,,,,,178,0,0,,,,3,,,76,0
38376,note_on,,,,,20,0,0,,,,0,,,60,0
38380,note_on,,,,,4,0,0,,,,0,,,45,0
38396,note_on,,,,,16,0,0,,,,3,,,78,88
38400,note_on,,,,,4,0,0,,,,0,,,66,65
38400,note_on,,,,,0,0,0,,,,0,,,50,88
38408,note_on,,,,,8,0,0,,,,0,,,62,65
38504,note_on,,,,,96,0,0,,,,3,,,78,0
38516,note_on,,,,,12,0,0,,,,3,,,76,88
38620,note_on,,,,,104,0,0,,,,0,,,50,0
38624,note_on,,,,,4,0,0,,,,3,,,76,0
38635,note_on,,,,,11,0,0,,,,0,,,66,0
38636,note_on,,,,,1,0,0,,,,3,,,78,88
38640,note_on,,,,,4,0,0,,,,0,,,52,88
38648,note_on,,,,,8,0,0,,,,0,,,67,65
38832,note_on,,,,,184,0,0,,,,3,,,78,0
38860,note_on,,,,,28,0,0,,,,0,,,52,0
38876,note_on,,,,,16,0,0,,,,3,,,78,88
38880,note_on,,,,,4,0,0,,,,0,,,69,65
38880,note_on,,,,,0,0,0,,,,0,,,54,88
38893,note_on,,,,,13,0,0,,,,0,,,67,0
38984,note_on,,,,,91,0,0,,,,3,,,78,0
38996,note_on,,,,,12,0,0,,,,3,,,76,88
39100,note_on,,,,,104,0,0,,,,0,,,54,0
39104,note_on,,,,,4,0,0,,,,3,,,76,0
39112,note_on,,,,,8,0,0,,,,0,,,66,65
39116,note_on,,,,,4,0,0,,,,3,,,78,88
39118,note_on,,,,,2,0,0,,,,0,,,69,0
39120,note_on,,,,,2,0,0,,,,2,,,72,0
39120,note_on,,,,,0,0,0,,,,0,,,50,88
39272,note_on,,,,,152,0,0,,,,0,,,62,0
39312,note_on,,,,,40,0,0,,,,3,,,78,0
39340,note_on,,,,,28,0,0,,,,0,,,50,0
39360,note_on,,,,,20,0,0,,,,0,,,67,65
39360,note_on,,,,,0,0,0,,,,0,,,55,88
39360,note_on,,,,,0,0,0,,,,2,,,71,88
39360,note_on,,,,,0,0,0,,,,3,,,79,88
39364,note_on,,,,,4,0,0,,,,0,,,59,65
39397,note_on,,,,,33,0,0,,,,0,,,66,0
39470,note_on,,,,,73,0,0,,,,3,,,79,0
39470,note_on,,,,,0,0,0,,,,2,,,71,0
39480,note_on,,,,,10,0,0,,,,2,,,72,88
39480,note_on,,,,,0,0,0,,,,3,,,81,88
39580,note_on,,,,,100,0,0,,,,0,,,59,0
39580,note_on,,,,,0,0,0,,,,0,,,55,0
39590,note_on,,,,,10,0,0,,,,3,,,81,0
39590,note_on,,,,,0,0,0,,,,2,,,72,0
39600,note_on,,,,,10,0,0,,,,0,,,60,65
39600,note_on,,,,,0,0,0,,,,0,,,57,88
39600,note_on,,,,,0,0,0,,,,2,,,74,88
39600,note_on,,,,,0,0,0,,,,3,,,83,88
39710,note_on,,,,,110,0,0,,,,2,,,74,0
39796,note_on,,,,,86,0,0,,,,3,,,83,0
39816,note_on,,,,,20,0,0,,,,0,,,60,0
39820,note_on,,,,,4,0,0,,,,0,,,57,0
39840,note_on,,,,,20,0,0,,,,0,,,59,88
39848,note_on,,,,,8,0,0,,,,0,,,62,65
40060,note_on,,,,,212,0,0,,,,0,,,59,0
40064,note_on,,,,,4,0,0,,,,0,,,71,65
40074,note_on,,,,,10,0,0,,,,0,,,67,0
40076,note_on,,,,,2,0,0,,,,3,,,83,88
40080,note_on,,,,,4,0,0,,,,0,,,55,88
40080,note_on,,,,,0,0,0,,,,2,,,79,88
40190,note_on,,,,,110,0,0,,,,2,,,79,0
40272,note_on,,,,,82,0,0,,,,3,,,83,0
40300,note_on,,,,,28,0,0,,,,0,,,55,0
40316,note_on,,,,,16,0,0,,,,3,,,81,88
40320,note_on,,,,,4,0,0,,,,0,,,71,0
40320,note_on,,,,,0,0,0,,,,0,,,66,65
40320,note_on,,,,,0,0,0,,,,0,,,50,88
40320,note_on,,,,,0,0,0,,,,2,,,78,88
40426,note_on,,,,,106,0,0,,,,3,,,81,0
40430,note_on,,,,,4,0,0,,,,2,,,78,0
40436,note_on,,,,,6,0,0,,,,3,,,83,88
40440,note_on,,,,,4,0,0,,,,2,,,79,88
40516,note_on,,,,,76,0,0,,,,0,,,62,0
40540,note_on,,,,,24,0,0,,,,0,,,50,0
40540,note_on,,,,,0,0,0,,,,0,,,66,0
40546,note_on,,,,,6,0,0,,,,3,,,83,0
40550,note_on,,,,,4,0,0,,,,2,,,79,0
40556,note_on,,,,,6,0,0,,,,3,,,84,88
40560,note_on,,,,,4,0,0,,,,0,,,69,65
40560,note_on,,,,,0,0,0,,,,0,,,66,65
40560,note_on,,,,,0,0,0,,,,0,,,52,88
40560,note_on,,,,,0,0,0,,,,2,,,81,88
40670,note_on,,,,,110,0,0,,,,2,,,81,0
40688,note_on,,,,,18,0,0,,,,0,,,66,0
40692,note_on,,,,,4,0,0,,,,0,,,69,0
40752,note_on,,,,,60,0,0,,,,3,,,84,0
40780,note_on,,,,,28,0,0,,,,0,,,52,0
40800,note_on,,,,,20,0,0,,,,0,,,72,90
40800,note_on,,,,,0,0,0,,,,0,,,69,90
40800,note_on,,,,,0,0,0,,,,0,,,54,88
40910,note_on,,,,,110,0,0,,,,0,,,69,0
40910,note_on,,,,,0,0,0,,,,0,,,72,0
40920,note_on,,,,,10,0,0,,,,0,,,71,90
40920,note_on,,,,,0,0,0,,,,0,,,67,90
41020,note_on,,,,,100,0,0,,,,0,,,54,0
41030,note_on,,,,,10,0,0,,,,0,,,67,0
41030,note_on,,,,,0,0,0,,,,0,,,71,0
41032,note_on,,,,,2,0,0,,,,3,,,84,88
41040,note_on,,,,,8,0,0,,,,0,,,72,90
41040,note_on,,,,,0,0,0,,,,0,,,69,90
41040,note_on,,,,,0,0,0,,,,0,,,50,88
41040,note_on,,,,,0,0,0,,,,2,,,81,88
41150,note_on,,,,,110,0,0,,,,2,,,81,0
41208,note_on,,,,,58,0,0,,,,0,,,69,0
41208,note_on,,,,,0,0,0,,,,0,,,72,0
41228,note_on,,,,,20,0,0,,,,3,,,84,0
41260,note_on,,,,,32,0,0,,,,0,,,50,0
41280,note_on,,,,,20,0,0,,,,0,,,55,88
41280,note_on,,,,,0,0,0,,,,2,,,79,88
41280,note_on,,,,,0,0,0,,,,3,,,83,88
41390,note_on,,,,,110,0,0,,,,3,,,83,0
41390,note_on,,,,,0,0,0,,,,2,,,79,0
41400,note_on,,,,,10,0,0,,,,2,,,81,88
41400,note_on,,,,,0,0,0,,,,3,,,84,88
41500,note_on,,,,,100,0,0,,,,0,,,55,0
41510,note_on,,,,,10,0,0,,,,3,,,84,0
41510,note_on,,,,,0,0,0,,,,2,,,81,0
41520,note_on,,,,,10,0,0,,,,0,,,71,90
41520,note_on,,,,,0,0,0,,,,0,,,67,90
41520,note_on,,,,,0,0,0,,,,0,,,57,88
41520,note_on,,,,,0,0,0,,,,2,,,83,88
41520,note_on,,,,,0,0,0,,,,3,,,86,88
41630,note_on,,,,,110,0,0,,,,2,,,83,0
41648,note_on,,,,,18,0,0,,,,0,,,67,0
41648,note_on,,,,,0,0,0,,,,0,,,71,0
41716,note_on,,,,,68,0,0,,,,3,,,86,0
41740,note_on,,,,,24,0,0,,,,0,,,57,0
41760,note_on,,,,,20,0,0,,,,0,,,74,90
41760,note_on,,,,,0,0,0,,,,0,,,71,90
41760,note_on,,,,,0,0,0,,,,0,,,59,88
41870,note_on,,,,,110,0,0,,,,0,,,71,0
41870,note_on,,,,,0,0,0,,,,0,,,74,0
41880,note_on,,,,,10,0,0,,,,0,,,72,90
41880,note_on,,,,,0,0,0,,,,0,,,69,90
41980,note_on,,,,,100,0,0,,,,0,,,59,0
41990,note_on,,,,,10,0,0,,,,0,,,69,0
41990,note_on,,,,,0,0,0,,,,0,,,72,0
41996,note_on,,,,,6,0,0,,,,3,,,83,88
42000,note_on,,,,,4,0,0,,,,0,,,74,90
42000,note_on,,,,,0,0,0,,,,0,,,71,90
42000,note_on,,,,,0,0,0,,,,0,,,55,88
42000,note_on,,,,,0,0,0,,,,2,,,79,88
42110,note_on,,,,,110,0,0,,,,2,,,79,0
42144,note_on,,,,,34,0,0,,,,0,,,71,0
42144,note_on,,,,,0,0,0,,,,0,,,74,0
42192,note_on,,,,,48,0,0,,,,3,,,83,0
42220,note_on,,,,,28,0,0,,,,0,,,55,0
42236,note_on,,,,,16,0,0,,,,3,,,83,88
42240,note_on,,,,,4,0,0,,,,0,,,71,65
42240,note_on,,,,,0,0,0,,,,0,,,67,65
42240,note_on,,,,,0,0,0,,,,0,,,55,88
42240,note_on,,,,,0,0,0,,,,2,,,74,88
42288,note_on,,,,,48,0,0,,,,3,,,81,88
42291,note_on,,,,,3,0,0,,,,3,,,83,0
42292,note_on,,,,,1,0,0,,,,2,,,72,88
42295,note_on,,,,,3,0,0,,,,2,,,74,0
42343,note_on,,,,,48,0,0,,,,3,,,81,0
42347,note_on,,,,,4,0,0,,,,2,,,72,0
42356,note_on,,,,,9,0,0,,,,3,,,79,88
42360,note_on,,,,,4,0,0,,,,2,,,71,88
42460,note_on,,,,,100,0,0,,,,0,,,55,0
42480,note_on,,,,,20,0,0,,,,0,,,43,88
42576,note_on,,,,,96,0,0,,,,3,,,79,0
42580,note_on,,,,,4,0,0,,,,2,,,71,0
42681,note_on,,,,,101,0,0,,,,0,,,71,0
42700,note_on,,,,,19,0,0,,,,0,,,43,0
42712,note_on,,,,,12,0,0,,,,3,,,81,88
42716,note_on,,,,,4,0,0,,,,2,,,72,88
42720,note_on,,,,,4,0,0,,,,0,,,69,65
42720,note_on,,,,,0,0,0,,,,0,,,48,88
42767,note_on,,,,,47,0,0,,,,3,,,81,0
42771,note_on,,,,,4,0,0,,,,2,,,72,0
42780,note_on,,,,,9,0,0,,,,3,,,79,88
42784,note_on,,,,,4,0,0,,,,2,,,71,88
42835,note_on,,,,,51,0,0,,,,3,,,79,0
42839,note_on,,,,,4,0,0,,,,2,,,71,0
42844,note_on,,,,,5,0,0,,,,3,,,78,88
42848,note_on,,,,,4,0,0,,,,2,,,69,88
42902,note_on,,,,,54,0,0,,,,0,,,67,0
42940,note_on,,,,,38,0,0,,,,0,,,48,0
42960,note_on,,,,,20,0,0,,,,0,,,66,65
42960,note_on,,,,,0,0,0,,,,0,,,50,88
43064,note_on,,,,,104,0,0,,,,3,,,78,0
43068,note_on,,,,,4,0,0,,,,2,,,69,0
43161,note_on,,,,,93,0,0,,,,0,,,69,0
43180,note_on,,,,,19,0,0,,,,0,,,50,0
43196,note_on,,,,,16,0,0,,,,3,,,79,88
43200,note_on,,,,,4,0,0,,,,0,,,66,0
43200,note_on,,,,,0,0,0,,,,0,,,67,65
43200,note_on,,,,,0,0,0,,,,0,,,43,88
43200,note_on,,,,,0,0,0,,,,2,,,71,88
43416,note_on,,,,,216,0,0,,,,3,,,79,0
43420,note_on,,,,,4,0,0,,,,2,,,71,0
43436,note_on,,,,,16,0,0,,,,3,,,74,88
43440,note_on,,,,,4,0,0,,,,2,,,71,88
43641,note_on,,,,,201,0,0,,,,0,,,43,0
43641,note_on,,,,,0,0,0,,,,0,,,67,0
43656,note_on,,,,,15,0,0,,,,3,,,74,0
43660,note_on,,,,,4,0,0,,,,2,,,71,0
43680,note_on,,,,,20,0,0,,,,3,,,72,88
43684,note_on,,,,,4,0,0,,,,2,,,69,88
43900,note_on,,,,,216,0,0,,,,3,,,72,0
43904,note_on,,,,,4,0,0,,,,2,,,69,0
43920,note_on,,,,,16,0,0,,,,3,,,71,88
43924,note_on,,,,,4,0,0,,,,2,,,67,88
44140,note_on,,,,,216,0,0,,,,3,,,71,0
44144,note_on,,,,,4,0,0,,,,2,,,67,0
44156,note_on,,,,,12,0,0,,,,3,,,83,88
44160,note_on,,,,,4,0,0,,,,0,,,74,65
44160,note_on,,,,,0,0,0,,,,0,,,71,65
44160,note_on,,,,,0,0,0,,,,0,,,55,88
44160,note_on,,,,,0,0,0,,,,2,,,74,88
44208,note_on,,,,,48,0,0,,,,3,,,81,88
44211,note_on,,,,,3,0,0,,,,3,,,83,0
44212,note_on,,,,,1,0,0,,,,2,,,72,88
44215,note_on,,,,,3,0,0,,,,2,,,74,0
44263,note_on,,,,,48,0,0,,,,3,,,81,0
44267,note_on,,,,,4,0,0,,,,2,,,72,0
44276,note_on,,,,,9,0,0,,,,3,,,79,88
44280,note_on,,,,,4,0,0,,,,2,,,71,88
44380,note_on,,,,,100,0,0,,,,0,,,55,0
44380,note_on,,,,,0,0,0,,,,0,,,74,0
44400,note_on,,,,,20,0,0,,,,0,,,79,65
44400,note_on,,,,,0,0,0,,,,0,,,43,88
44496,note_on,,,,,96,0,0,,,,3,,,79,0
44500,note_on,,,,,4,0,0,,,,2,,,71,0
44601,note_on,,,,,101,0,0,,,,0,,,71,0
44620,note_on,,,,,19,0,0,,,,0,,,43,0
44632,note_on,,,,,12,0,0,,,,3,,,81,88
44636,note_on,,,,,4,0,0,,,,2,,,72,88
44640,note_on,,,,,4,0,0,,,,0,,,69,65
44640,note_on,,,,,0,0,0,,,,0,,,48,88
44687,note_on,,,,,47,0,0,,,,3,,,81,0
44691,note_on,,,,,4,0,0,,,,2,,,72,0
44700,note_on,,,,,9,0,0,,,,3,,,79,88
44704,note_on,,,,,4,0,0,,,,2,,,71,88
44755,note_on,,,,,51,0,0,,,,3,,,79,0
44759,note_on,,,,,4,0,0,,,,2,,,71,0
44764,note_on,,,,,5,0,0,,,,3,,,78,88
44768,note_on,,,,,4,0,0,,,,2,,,69,88
44841,note_on,,,,,73,0,0,,,,0,,,79,0
44860,note_on,,,,,19,0,0,,,,0,,,48,0
44880,note_on,,,,,20,0,0,,,,0,,,78,65
44880,note_on,,,,,0,0,0,,,,0,,,50,88
44984,note_on,,,,,104,0,0,,,,3,,,78,0
44988,note_on,,,,,4,0,0,,,,2,,,69,0
45081,note_on,,,,,93,0,0,,,,0,,,69,0
45100,note_on,,,,,19,0,0,,,,0,,,50,0
45100,note_on,,,,,0,0,0,,,,0,,,78,0
45116,note_on,,,,,16,0,0,,,,3,,,79,88
45120,note_on,,,,,4,0,0,,,,0,,,79,88
45120,note_on,,,,,0,0,0,,,,0,,,67,88
45120,note_on,,,,,0,0,0,,,,0,,,43,88
45120,note_on,,,,,0,0,0,,,,2,,,71,88
45336,note_on,,,,,216,0,0,,,,0,,,67,0
45336,note_on,,,,,0,0,0,,,,0,,,79,0
45336,note_on,,,,,0,0,0,,,,3,,,79,0
45340,note_on,,,,,4,0,0,,,,2,,,71,0
45340,note_on,,,,,0,0,0,,,,0,,,43,0
45360,note_on,,,,,20,0,0,,,,0,,,71,88
45360,note_on,,,,,0,0,0,,,,0,,,62,88
45360,note_on,,,,,0,0,0,,,,0,,,55,88
45468,note_on,,,,,108,0,0,,,,0,,,71,0
45480,note_on,,,,,12,0,0,,,,0,,,69,88
45576,note_on,,,,,96,0,0,,,,0,,,62,0
45580,note_on,,,,,4,0,0,,,,0,,,55,0
45588,note_on,,,,,8,0,0,,,,0,,,69,0
45600,note_on,,,,,12,0,0,,,,0,,,67,88
45600,note_on,,,,,0,0,0,,,,0,,,59,88
45600,note_on,,,,,0,0,0,,,,0,,,43,88
45816,note_on,,,,,216,0,0,,,,0,,,59,0
45816,note_on,,,,,0,0,0,,,,0,,,67,0
45820,note_on,,,,,4,0,0,,,,0,,,43,0
45840,note_on,,,,,20,0,0,,,,0,,,74,88
45840,note_on,,,,,0,0,0,,,,0,,,67,88
45840,note_on,,,,,0,0,0,,,,0,,,55,88
45948,note_on,,,,,108,0,0,,,,0,,,74,0
45960,note_on,,,,,12,0,0,,,,0,,,72,88
46056,note_on,,,,,96,0,0,,,,0,,,67,0
46060,note_on,,,,,4,0,0,,,,0,,,55,0
46068,note_on,,,,,8,0,0,,,,0,,,72,0
46080,note_on,,,,,12,0,0,,,,0,,,71,88
46080,note_on,,,,,0,0,0,,,,0,,,67,88
46080,note_on,,,,,0,0,0,,,,0,,,43,88
46296,note_on,,,,,216,0,0,,,,0,,,67,0
46296,note_on,,,,,0,0,0,,,,0,,,71,0
46300,note_on,,,,,4,0,0,,,,0,,,43,0
46320,note_on,,,,,20,0,0,,,,0,,,79,88
46320,note_on,,,,,0,0,0,,,,0,,,74,88
46320,note_on,,,,,0,0,0,,,,0,,,55,88
46536,note_on,,,,,216,0,0,,,,0,,,74,0
46536,note_on,,,,,0,0,0,,,,0,,,79,0
46540,note_on,,,,,4,0,0,,,,0,,,55,0
46560,note_on,,,,,20,0,0,,,,0,,,83,88
46560,note_on,,,,,0,0,0,,,,0,,,79,88
46560,note_on,,,,,0,0,0,,,,0,,,43,88
46776,note_on,,,,,216,0,0,,,,0,,,79,0
46776,note_on,,,,,0,0,0,,,,0,,,83,0
46780,note_on,,,,,4,0,0,,,,0,,,43,0
46800,note_on,,,,,20,0,0,,,,0,,,79,88
46800,note_on,,,,,0,0,0,,,,0,,,74,88
46800,note_on,,,,,0,0,0,,,,0,,,55,88
47016,note_on,,,,,216,0,0,,,,0,,,74,0
47016,note_on,,,,,0,0,0,,,,0,,,79,0
47020,note_on,,,,,4,0,0,,,,0,,,55,0
47040,note_on,,,,,20,0,0,,,,0,,,67,88
47040,note_on,,,,,0,0,0,,,,0,,,43,88
47256,note_on,,,,,216,0,0,,,,0,,,67,0
47260,note_on,,,,,4,0,0,,,,0,,,43,0
47280,note_on,,,,,20,0,0,,,,0,,,62,88
47280,note_on,,,,,0,0,0,,,,0,,,71,88
47280,note_on,,,,,0,0,0,,,,0,,,55,88
47388,note_on,,,,,108,0,0,,,,0,,,71,0
47400,note_on,,,,,12,0,0,,,,0,,,69,88
47496,note_on,,,,,96,0,0,,,,0,,,62,0
47500,note_on,,,,,4,0,0,,,,0,,,55,0
47508,note_on,,,,,8,0,0,,,,0,,,69,0
47520,note_on,,,,,12,0,0,,,,0,,,59,88
47520,note_on,,,,,0,0,0,,,,0,,,67,88
47520,note_on,,,,,0,0,0,,,,0,,,43,88
47736,note_on,,,,,216,0,0,,,,0,,,67,0
47736,note_on,,,,,0,0,0,,,,0,,,59,0
47740,note_on,,,,,4,0,0,,,,0,,,43,0
47760,note_on,,,,,20,0,0,,,,0,,,67,88
47760,note_on,,,,,0,0,0,,,,0,,,74,88
47760,note_on,,,,,0,0,0,,,,0,,,55,88
47868,note_on,,,,,108,0,0,,,,0,,,74,0
47880,note_on,,,,,12,0,0,,,,0,,,72,88
47976,note_on,,,,,96,0,0,,,,0,,,67,0
47980,note_on,,,,,4,0,0,,,,0,,,55,0
47988,note_on,,,,,8,0,0,,,,0,,,72,0
48000,note_on,,,,,12,0,0,,,,0,,,71,88
48000,note_on,,,,,0,0,0,,,,0,,,67,88
48000,note_on,,,,,0,0,0,,,,0,,,43,88
48216,note_on,,,,,216,0,0,,,,0,,,67,0
48216,note_on,,,,,0,0,0,,,,0,,,71,0
48220,note_on,,,,,4,0,0,,,,0,,,43,0
48240,note_on,,,,,20,0,0,,,,0,,,79,88
48240,note_on,,,,,0,0,0,,,,0,,,71,88
48240,note_on,,,,,0,0,0,,,,0,,,55,88
48456,note_on,,,,,216,0,0,,,,0,,,71,0
48456,note_on,,,,,0,0,0,,,,0,,,79,0
48460,note_on,,,,,4,0,0,,,,0,,,55,0
48480,note_on,,,,,20,0,0,,,,0,,,83,88
48480,note_on,,,,,0,0,0,,,,0,,,74,88
48480,note_on,,,,,0,0,0,,,,0,,,43,88
48696,note_on,,,,,216,0,0,,,,0,,,74,0
48696,note_on,,,,,0,0,0,,,,0,,,83,0
48700,note_on,,,,,4,0,0,,,,0,,,43,0
48720,note_on,,,,,20,0,0,,,,0,,,79,88
48720,note_on,,,,,0,0,0,,,,0,,,71,88
48720,note_on,,,,,0,0,0,,,,0,,,55,88
48936,note_on,,,,,216,0,0,,,,0,,,71,0
48936,note_on,,,,,0,0,0,,,,0,,,79,0
48940,note_on,,,,,4,0,0,,,,0,,,55,0
48960,note_on,,,,,20,0,0,,,,0,,,78,88
48960,note_on,,,,,0,0,0,,,,0,,,74,88
48960,note_on,,,,,0,0,0,,,,0,,,50,88
49176,note_on,,,,,216,0,0,,,,0,,,74,0
49176,note_on,,,,,0,0,0,,,,0,,,78,0
49180,note_on,,,,,4,0,0,,,,0,,,50,0
49200,note_on,,,,,20,0,0,,,,0,,,81,88
49200,note_on,,,,,0,0,0,,,,0,,,78,88
49200,note_on,,,,,0,0,0,,,,0,,,62,88
49308,note_on,,,,,108,0,0,,,,0,,,78,0
49308,note_on,,,,,0,0,0,,,,0,,,81,0
49320,note_on,,,,,12,0,0,,,,0,,,79,88
49320,note_on,,,,,0,0,0,,,,0,,,76,88
49420,note_on,,,,,100,0,0,,,,0,,,62,0
49428,note_on,,,,,8,0,0,,,,0,,,76,0
49428,note_on,,,,,0,0,0,,,,0,,,79,0
49440,note_on,,,,,12,0,0,,,,0,,,78,88
49440,note_on,,,,,0,0,0,,,,0,,,74,88
49440,note_on,,,,,0,0,0,,,,0,,,50,88
49656,note_on,,,,,216,0,0,,,,0,,,74,0
49656,note_on,,,,,0,0,0,,,,0,,,78,0
49660,note_on,,,,,4,0,0,,,,0,,,50,0
49680,note_on,,,,,20,0,0,,,,0,,,84,88
49680,note_on,,,,,0,0,0,,,,0,,,81,88
49680,note_on,,,,,0,0,0,,,,0,,,62,88
49788,note_on,,,,,108,0,0,,,,0,,,81,0
49788,note_on,,,,,0,0,0,,,,0,,,84,0
49800,note_on,,,,,12,0,0,,,,0,,,83,88
49800,note_on,,,,,0,0,0,,,,0,,,79,88
49900,note_on,,,,,100,0,0,,,,0,,,62,0
49908,note_on,,,,,8,0,0,,,,0,,,79,0
49908,note_on,,,,,0,0,0,,,,0,,,83,0
49920,note_on,,,,,12,0,0,,,,0,,,81,88
49920,note_on,,,,,0,0,0,,,,0,,,78,88
49920,note_on,,,,,0,0,0,,,,0,,,50,88
50136,note_on,,,,,216,0,0,,,,0,,,78,0
50136,note_on,,,,,0,0,0,,,,0,,,81,0
50140,note_on,,,,,4,0,0,,,,0,,,50,0
50160,note_on,,,,,20,0,0,,,,0,,,78,88
50160,note_on,,,,,0,0,0,,,,0,,,74,88
50160,note_on,,,,,0,0,0,,,,0,,,62,88
50376,note_on,,,,,216,0,0,,,,0,,,74,0
50376,note_on,,,,,0,0,0,,,,0,,,78,0
50380,note_on,,,,,4,0,0,,,,0,,,62,0
50400,note_on,,,,,20,0,0,,,,0,,,74,88
50400,note_on,,,,,0,0,0,,,,0,,,69,88
50400,note_on,,,,,0,0,0,,,,0,,,50,88
50616,note_on,,,,,216,0,0,,,,0,,,69,0
50616,note_on,,,,,0,0,0,,,,0,,,74,0
50620,note_on,,,,,4,0,0,,,,0,,,50,0
50640,note_on,,,,,20,0,0,,,,0,,,69,88
50640,note_on,,,,,0,0,0,,,,0,,,66,88
50640,note_on,,,,,0,0,0,,,,0,,,62,88
50856,note_on,,,,,216,0,0,,,,0,,,66,0
50856,note_on,,,,,0,0,0,,,,0,,,69,0
50860,note_on,,,,,4,0,0,,,,0,,,62,0
50880,note_on,,,,,20,0,0,,,,0,,,78,88
50880,note_on,,,,,0,0,0,,,,0,,,74,88
50880,note_on,,,,,0,0,0,,,,0,,,50,88
51096,note_on,,,,,216,0,0,,,,0,,,74,0
51096,note_on,,,,,0,0,0,,,,0,,,78,0
51100,note_on,,,,,4,0,0,,,,0,,,50,0
51120,note_on,,,,,20,0,0,,,,0,,,81,88
51120,note_on,,,,,0,0,0,,,,0,,,78,88
51120,note_on,,,,,0,0,0,,,,0,,,62,88
51228,note_on,,,,,108,0,0,,,,0,,,78,0
51228,note_on,,,,,0,0,0,,,,0,,,81,0
51240,note_on,,,,,12,0,0,,,,0,,,79,88
51240,note_on,,,,,0,0,0,,,,0,,,76,88
51340,note_on,,,,,100,0,0,,,,0,,,62,0
51348,note_on,,,,,8,0,0,,,,0,,,76,0
51348,note_on,,,,,0,0,0,,,,0,,,79,0
51360,note_on,,,,,12,0,0,,,,0,,,78,88
51360,note_on,,,,,0,0,0,,,,0,,,74,88
51360,note_on,,,,,0,0,0,,,,0,,,50,88
51576,note_on,,,,,216,0,0,,,,0,,,74,0
51576,note_on,,,,,0,0,0,,,,0,,,78,0
51580,note_on,,,,,4,0,0,,,,0,,,50,0
51600,note_on,,,,,20,0,0,,,,0,,,84,88
51600,note_on,,,,,0,0,0,,,,0,,,81,88
51600,note_on,,,,,0,0,0,,,,0,,,62,88
51708,note_on,,,,,108,0,0,,,,0,,,81,0
51708,note_on,,,,,0,0,0,,,,0,,,84,0
51720,note_on,,,,,12,0,0,,,,0,,,83,88
51720,note_on,,,,,0,0,0,,,,0,,,79,88
51820,note_on,,,,,100,0,0,,,,0,,,62,0
51828,note_on,,,,,8,0,0,,,,0,,,79,0
51828,note_on,,,,,0,0,0,,,,0,,,83,0
51840,note_on,,,,,12,0,0,,,,0,,,81,88
51840,note_on,,,,,0,0,0,,,,0,,,78,88
51840,note_on,,,,,0,0,0,,,,0,,,50,88
52056,note_on,,,,,216,0,0,,,,0,,,78,0
52056,note_on,,,,,0,0,0,,,,0,,,81,0
52060,note_on,,,,,4,0,0,,,,0,,,50,0
52080,note_on,,,,,20,0,0,,,,0,,,78,88
52080,note_on,,,,,0,0,0,,,,0,,,74,88
52080,note_on,,,,,0,0,0,,,,0,,,62,88
52296,note_on,,,,,216,0,0,,,,0,,,74,0
52296,note_on,,,,,0,0,0,,,,0,,,78,0
52300,note_on,,,,,4,0,0,,,,0,,,62,0
52320,note_on,,,,,20,0,0,,,,0,,,74,88
52320,note_on,,,,,0,0,0,,,,0,,,69,88
52320,note_on,,,,,0,0,0,,,,0,,,50,88
52536,note_on,,,,,216,0,0,,,,0,,,69,0
52536,note_on,,,,,0,0,0,,,,0,,,74,0
52540,note_on,,,,,4,0,0,,,,0,,,50,0
52560,note_on,,,,,20,0,0,,,,0,,,69,88
