tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
20510,note_on,,,,,110,0,0,,,,0,,,76,0
20510,note_on,,,,,0,0,0,,,,0,,,79,0
20520,note_on,,,,,10,0,0,,,,0,,,77,88
20520,note_on,,,,,0,0,0,,,,0,,,74,88
20620,note_on,,,,,100,0,0,,,,0,,,60,0
20630,note_on,,,,,10,0,0,,,,0,,,74,0
20630,note_on,,,,,0,0,0,,,,0,,,77,0
20640,note_on,,,,,10,0,0,,,,0,,,76,88
20640,note_on,,,,,0,0,0,,,,0,,,72,88
20640,note_on,,,,,0,0,0,,,,0,,,48,88
20860,note_on,,,,,220,0,0,,,,0,,,48,0
20860,note_on,,,,,0,0,0,,,,0,,,72,0
20860,note_on,,,,,0,0,0,,,,0,,,76,0
20880,note_on,,,,,20,0,0,,,,0,,,79,88
20880,note_on,,,,,0,0,0,,,,0,,,76,88
20880,note_on,,,,,0,0,0,,,,0,,,60,88
20990,note_on,,,,,110,0,0,,,,0,,,76,0
20990,note_on,,,,,0,0,0,,,,0,,,79,0
21000,note_on,,,,,10,0,0,,,,0,,,77,88
21000,note_on,,,,,0,0,0,,,,0,,,74,88
21100,note_on,,,,,100,0,0,,,,0,,,60,0
21110,note_on,,,,,10,0,0,,,,0,,,74,0
21110,note_on,,,,,0,0,0,,,,0,,,77,0
21120,note_on,,,,,10,0,0,,,,0,,,76,88
21120,note_on,,,,,0,0,0,,,,0,,,72,88
21120,note_on,,,,,0,0,0,,,,0,,,48,88
21340,note_on,,,,,220,0,0,,,,0,,,48,0
21340,note_on,,,,,0,0,0,,,,0,,,72,0
21340,note_on,,,,,0,0,0,,,,0,,,76,0
21360,note_on,,,,,20,0,0,,,,0,,,79,88
21360,note_on,,,,,0,0,0,,,,0,,,76,88
21360,note_on,,,,,0,0,0,,,,0,,,60,88
21580,note_on,,,,,220,0,0,,,,0,,,60,0
21580,note_on,,,,,0,0,0,,,,0,,,76,0
21580,note_on,,,,,0,0,0,,,,0,,,79,0
21600,note_on,,,,,20,0,0,,,,0,,,84,88
21600,note_on,,,,,0,0,0,,,,0,,,79,88
21600,note_on,,,,,0,0,0,,,,0,,,48,88
21820,note_on,,,,,220,0,0,,,,0,,,48,0
21820,note_on,,,,,0,0,0,,,,0,,,79,0
21820,note_on,,,,,0,0,0,,,,0,,,84,0
21840,note_on,,,,,20,0,0,,,,0,,,79,88
21840,note_on,,,,,0,0,0,,,,0,,,76,88
21840,note_on,,,,,0,0,0,,,,0,,,60,88
22060,note_on,,,,,220,0,0,,,,0,,,60,0
22060,note_on,,,,,0,0,0,,,,0,,,76,0
22060,note_on,,,,,0,0,0,,,,0,,,79,0
22080,note_on,,,,,20,0,0,,,,0,,,76,88
22080,note_on,,,,,0,0,0,,,,0,,,72,88
22080,note_on,,,,,0,0,0,,,,0,,,48,88
22300,note_on,,,,,220,0,0,,,,0,,,48,0
22300,note_on,,,,,0,0,0,,,,0,,,72,0
22300,note_on,,,,,0,0,0,,,,0,,,76,0
22320,note_on,,,,,20,0,0,,,,0,,,79,88
22320,note_on,,,,,0,0,0,,,,0,,,76,88
22320,note_on,,,,,0,0,0,,,,0,,,60,88
22430,note_on,,,,,110,0,0,,,,0,,,76,0
22430,note_on,,,,,0,0,0,,,,0,,,79,0
22440,note_on,,,,,10,0,0,,,,0,,,77,88
22440,note_on,,,,,0,0,0,,,,0,,,74,88
22540,note_on,,,,,100,0,0,,,,0,,,60,0
22550,note_on,,,,,10,0,0,,,,0,,,74,0
22550,note_on,,,,,0,0,0,,,,0,,,77,0
22560,note_on,,,,,10,0,0,,,,0,,,76,88
22560,note_on,,,,,0,0,0,,,,0,,,72,88
22560,note_on,,,,,0,0,0,,,,0,,,48,88
22780,note_on,,,,,220,0,0,,,,0,,,48,0
22780,note_on,,,,,0,0,0,,,,0,,,72,0
22780,note_on,,,,,0,0,0,,,,0,,,76,0
22800,note_on,,,,,20,0,0,,,,0,,,79,88
22800,note_on,,,,,0,0,0,,,,0,,,76,88
22800,note_on,,,,,0,0,0,,,,0,,,60,88
22910,note_on,,,,,110,0,0,,,,0,,,76,0
22910,note_on,,,,,0,0,0,,,,0,,,79,0
22920,note_on,,,,,10,0,0,,,,0,,,77,88
22920,note_on,,,,,0,0,0,,,,0,,,74,88
23020,note_on,,,,,100,0,0,,,,0,,,60,0
23030,note_on,,,,,10,0,0,,,,0,,,74,0
23030,note_on,,,,,0,0,0,,,,0,,,77,0
23040,note_on,,,,,10,0,0,,,,0,,,76,88
23040,note_on,,,,,0,0,0,,,,0,,,72,88
23040,note_on,,,,,0,0,0,,,,0,,,48,88
23260,note_on,,,,,220,0,0,,,,0,,,48,0
23260,note_on,,,,,0,0,0,,,,0,,,72,0
23260,note_on,,,,,0,0,0,,,,0,,,76,0
23280,note_on,,,,,20,0,0,,,,0,,,79,88
23280,note_on,,,,,0,0,0,,,,0,,,76,88
23280,note_on,,,,,0,0,0,,,,0,,,60,88
23500,note_on,,,,,220,0,0,,,,0,,,60,0
23500,note_on,,,,,0,0,0,,,,0,,,76,0
23500,note_on,,,,,0,0,0,,,,0,,,79,0
23520,note_on,,,,,20,0,0,,,,0,,,84,88
23520,note_on,,,,,0,0,0,,,,0,,,79,88
23520,note_on,,,,,0,0,0,,,,0,,,48,88
23740,note_on,,,,,220,0,0,,,,0,,,48,0
23740,note_on,,,,,0,0,0,,,,0,,,79,0
23740,note_on,,,,,0,0,0,,,,0,,,84,0
23760,note_on,,,,,20,0,0,,,,0,,,79,88
23760,note_on,,,,,0,0,0,,,,0,,,76,88
23760,note_on,,,,,0,0,0,,,,0,,,60,88
23980,note_on,,,,,220,0,0,,,,0,,,60,0
23980,note_on,,,,,0,0,0,,,,0,,,76,0
23980,note_on,,,,,0,0,0,,,,0,,,79,0
24000,note_on,,,,,20,0,0,,,,0,,,76,88
24000,note_on,,,,,0,0,0,,,,0,,,52,88
24220,note_on,,,,,220,0,0,,,,0,,,52,0
24220,note_on,,,,,0,0,0,,,,0,,,76,0
24240,note_on,,,,,20,0,0,,,,0,,,74,88
24240,note_on,,,,,0,0,0,,,,0,,,50,88
24350,note_on,,,,,110,0,0,,,,0,,,50,0
24350,note_on,,,,,0,0,0,,,,0,,,74,0
24360,note_on,,,,,10,0,0,,,,0,,,72,88
24360,note_on,,,,,0,0,0,,,,0,,,48,88
24470,note_on,,,,,110,0,0,,,,0,,,48,0
24470,note_on,,,,,0,0,0,,,,0,,,72,0
24480,note_on,,,,,10,0,0,,,,0,,,79,88
24480,note_on,,,,,0,0,0,,,,0,,,55,88
24608,set_tempo,,,,,128,1,0,612244,,,,,,,
24700,note_on,,,,,92,0,0,,,,0,,,55,0
24700,note_on,,,,,0,0,0,,,,0,,,79,0
24720,note_on,,,,,20,0,0,,,,0,,,67,88
24720,note_on,,,,,0,0,0,,,,0,,,43,88
24940,note_on,,,,,220,0,0,,,,0,,,43,0
24940,note_on,,,,,0,0,0,,,,0,,,67,0
24960,marker,,,,,20,1,0,,,,,,,,
24960,note_on,,,,,0,0,0,,,,0,,,72,88
24960,note_on,,,,,0,0,0,,,,0,,,48,88
25180,note_on,,,,,220,0,0,,,,0,,,48,0
25200,set_tempo,,,,,20,1,0,681818,,,,,,,
25401,note_on,,,,,201,0,0,,,,0,,,72,0
25680,note_on,,,,,279,0,0,,,,3,,,79,88
25688,set_tempo,,,,,8,1,0,576923,,,,,,,
25896,note_on,,,,,208,0,0,,,,3,,,79,0
25920,note_on,,,,,24,0,0,,,,0,,,67,65
25920,note_on,,,,,0,0,0,,,,0,,,72,65
25920,note_on,,,,,0,0,0,,,,0,,,64,65
25920,note_on,,,,,0,0,0,,,,0,,,48,88
25920,note_on,,,,,0,0,0,,,,3,,,72,88
26028,note_on,,,,,108,0,0,,,,3,,,72,0
26040,note_on,,,,,12,0,0,,,,3,,,74,88
26140,note_on,,,,,100,0,0,,,,0,,,48,0
26148,note_on,,,,,8,0,0,,,,3,,,74,0
26160,note_on,,,,,12,0,0,,,,3,,,76,88
26268,note_on,,,,,108,0,0,,,,3,,,76,0
26280,note_on,,,,,12,0,0,,,,3,,,72,88
26384,note_on,,,,,104,0,0,,,,0,,,72,0
26388,note_on,,,,,4,0,0,,,,3,,,72,0
26390,note_on,,,,,2,0,0,,,,0,,,67,0
26400,note_on,,,,,10,0,0,,,,3,,,74,88
26401,note_on,,,,,1,0,0,,,,0,,,64,0
26508,note_on,,,,,107,0,0,,,,3,,,74,0
26520,note_on,,,,,12,0,0,,,,3,,,76,88
26628,note_on,,,,,108,0,0,,,,3,,,76,0
26640,note_on,,,,,12,0,0,,,,2,,,79,88
26640,note_on,,,,,0,0,0,,,,3,,,77,88
26748,note_on,,,,,108,0,0,,,,3,,,77,0
26760,note_on,,,,,12,0,0,,,,3,,,74,88
26856,note_on,,,,,96,0,0,,,,2,,,79,0
26868,note_on,,,,,12,0,0,,,,3,,,74,0
26880,note_on,,,,,12,0,0,,,,0,,,64,65
26880,note_on,,,,,0,0,0,,,,0,,,67,65
26880,note_on,,,,,0,0,0,,,,0,,,72,65
26880,note_on,,,,,0,0,0,,,,0,,,48,88
26880,note_on,,,,,0,0,0,,,,2,,,72,88
26880,note_on,,,,,0,0,0,,,,3,,,76,88
26988,note_on,,,,,108,0,0,,,,3,,,76,0
26988,note_on,,,,,0,0,0,,,,2,,,72,0
27000,note_on,,,,,12,0,0,,,,2,,,74,88
27000,note_on,,,,,0,0,0,,,,3,,,77,88
27100,note_on,,,,,100,0,0,,,,0,,,48,0
27108,note_on,,,,,8,0,0,,,,3,,,77,0
27108,note_on,,,,,0,0,0,,,,2,,,74,0
27120,note_on,,,,,12,0,0,,,,2,,,76,88
27120,note_on,,,,,0,0,0,,,,3,,,79,88
27228,note_on,,,,,108,0,0,,,,3,,,79,0
27228,note_on,,,,,0,0,0,,,,2,,,76,0
27240,note_on,,,,,12,0,0,,,,2,,,72,88
27240,note_on,,,,,0,0,0,,,,3,,,76,88
27251,note_on,,,,,11,0,0,,,,0,,,72,0
27260,note_on,,,,,9,0,0,,,,0,,,67,0
27270,note_on,,,,,10,0,0,,,,0,,,64,0
27348,note_on,,,,,78,0,0,,,,3,,,76,0
27348,note_on,,,,,0,0,0,,,,2,,,72,0
27360,note_on,,,,,12,0,0,,,,2,,,74,88
27360,note_on,,,,,0,0,0,,,,3,,,77,88
27468,note_on,,,,,108,0,0,,,,3,,,77,0
27468,note_on,,,,,0,0,0,,,,2,,,74,0
27480,note_on,,,,,12,0,0,,,,2,,,76,88
27480,note_on,,,,,0,0,0,,,,3,,,79,88
27588,note_on,,,,,108,0,0,,,,3,,,79,0
27588,note_on,,,,,0,0,0,,,,2,,,76,0
27600,note_on,,,,,12,0,0,,,,2,,,77,88
27600,note_on,,,,,0,0,0,,,,3,,,81,88
27708,note_on,,,,,108,0,0,,,,3,,,81,0
27708,note_on,,,,,0,0,0,,,,2,,,77,0
27720,note_on,,,,,12,0,0,,,,2,,,74,88
27720,note_on,,,,,0,0,0,,,,3,,,77,88
27828,note_on,,,,,108,0,0,,,,3,,,77,0
27828,note_on,,,,,0,0,0,,,,2,,,74,0
27840,note_on,,,,,12,0,0,,,,0,,,67,65
27840,note_on,,,,,0,0,0,,,,0,,,64,65
27840,note_on,,,,,0,0,0,,,,0,,,72,65
27840,note_on,,,,,0,0,0,,,,0,,,48,88
27840,note_on,,,,,0,0,0,,,,2,,,76,88
27840,note_on,,,,,0,0,0,,,,3,,,79,88
27948,note_on,,,,,108,0,0,,,,2,,,76,0
27960,note_on,,,,,12,0,0,,,,2,,,77,88
28034,note_on,,,,,74,0,0,,,,3,,,79,0
28060,note_on,,,,,26,0,0,,,,0,,,48,0
28068,note_on,,,,,8,0,0,,,,2,,,77,0
28080,note_on,,,,,12,0,0,,,,2,,,79,88
28080,note_on,,,,,0,0,0,,,,3,,,72,88
28188,note_on,,,,,108,0,0,,,,2,,,79,0
28200,note_on,,,,,12,0,0,,,,2,,,76,88
28240,note_on,,,,,40,0,0,,,,0,,,72,0
28240,note_on,,,,,0,0,0,,,,0,,,64,0
28240,note_on,,,,,0,0,0,,,,0,,,67,0
28274,note_on,,,,,34,0,0,,,,3,,,72,0
28308,note_on,,,,,34,0,0,,,,2,,,76,0
28320,note_on,,,,,12,0,0,,,,2,,,77,88
28428,note_on,,,,,108,0,0,,,,2,,,77,0
28440,note_on,,,,,12,0,0,,,,2,,,79,88
28548,note_on,,,,,108,0,0,,,,2,,,79,0
28560,note_on,,,,,12,0,0,,,,2,,,81,88
28560,note_on,,,,,0,0,0,,,,3,,,74,88
28668,note_on,,,,,108,0,0,,,,3,,,74,0
28668,note_on,,,,,0,0,0,,,,2,,,81,0
28680,note_on,,,,,12,0,0,,,,2,,,77,88
28788,note_on,,,,,108,0,0,,,,2,,,77,0
28796,note_on,,,,,8,0,0,,,,3,,,76,88
28800,note_on,,,,,4,0,0,,,,0,,,67,65
28800,note_on,,,,,0,0,0,,,,0,,,64,65
28800,note_on,,,,,0,0,0,,,,0,,,72,65
28800,note_on,,,,,0,0,0,,,,0,,,48,88
28800,note_on,,,,,0,0,0,,,,2,,,79,88
28904,note_on,,,,,104,0,0,,,,3,,,76,0
28920,note_on,,,,,16,0,0,,,,3,,,72,88
28994,note_on,,,,,74,0,0,,,,2,,,79,0
29020,note_on,,,,,26,0,0,,,,0,,,48,0
29028,note_on,,,,,8,0,0,,,,3,,,72,0
29040,note_on,,,,,12,0,0,,,,2,,,72,88
29040,note_on,,,,,0,0,0,,,,3,,,79,88
29200,note_on,,,,,160,0,0,,,,0,,,72,0
29200,note_on,,,,,0,0,0,,,,0,,,64,0
29200,note_on,,,,,0,0,0,,,,0,,,67,0
29234,note_on,,,,,34,0,0,,,,2,,,72,0
29280,note_on,,,,,46,0,0,,,,0,,,67,65
29280,note_on,,,,,0,0,0,,,,0,,,72,65
29280,note_on,,,,,0,0,0,,,,0,,,64,65
29280,note_on,,,,,0,0,0,,,,0,,,48,88
29472,note_on,,,,,192,0,0,,,,3,,,79,0
29500,note_on,,,,,28,0,0,,,,0,,,48,0
29520,note_on,,,,,20,0,0,,,,3,,,76,88
29680,note_on,,,,,160,0,0,,,,0,,,64,0
29680,note_on,,,,,0,0,0,,,,0,,,72,0
29680,note_on,,,,,0,0,0,,,,0,,,67,0
29736,note_on,,,,,56,0,0,,,,3,,,76,0
29760,note_on,,,,,24,0,0,,,,0,,,67,65
29760,note_on,,,,,0,0,0,,,,0,,,62,65
29760,note_on,,,,,0,0,0,,,,0,,,43,88
29760,note_on,,,,,0,0,0,,,,3,,,74,88
29868,note_on,,,,,108,0,0,,,,3,,,74,0
29880,note_on,,,,,12,0,0,,,,3,,,71,88
29980,note_on,,,,,100,0,0,,,,0,,,43,0
29988,note_on,,,,,8,0,0,,,,3,,,71,0
29996,note_on,,,,,8,0,0,,,,3,,,79,88
30160,note_on,,,,,164,0,0,,,,0,,,62,0
30160,note_on,,,,,0,0,0,,,,0,,,67,0
30240,note_on,,,,,80,0,0,,,,0,,,67,65
30240,note_on,,,,,0,0,0,,,,0,,,62,65
30240,note_on,,,,,0,0,0,,,,0,,,43,88
30428,note_on,,,,,188,0,0,,,,3,,,79,0
30460,note_on,,,,,32,0,0,,,,0,,,43,0
30480,note_on,,,,,20,0,0,,,,3,,,74,88
30484,note_on,,,,,4,0,0,,,,2,,,74,88
30592,note_on,,,,,108,0,0,,,,2,,,74,0
30640,note_on,,,,,48,0,0,,,,0,,,62,0
30640,note_on,,,,,0,0,0,,,,0,,,67,0
30696,note_on,,,,,56,0,0,,,,3,,,74,0
30720,note_on,,,,,24,0,0,,,,0,,,64,65
30720,note_on,,,,,0,0,0,,,,0,,,67,65
30720,note_on,,,,,0,0,0,,,,0,,,72,65
30720,note_on,,,,,0,0,0,,,,0,,,48,88
30720,note_on,,,,,0,0,0,,,,2,,,76,88
30720,note_on,,,,,0,0,0,,,,3,,,72,88
30828,note_on,,,,,108,0,0,,,,3,,,72,0
30828,note_on,,,,,0,0,0,,,,2,,,76,0
30844,note_on,,,,,16,0,0,,,,2,,,72,88
30844,note_on,,,,,0,0,0,,,,3,,,67,88
30940,note_on,,,,,96,0,0,,,,0,,,48,0
30952,note_on,,,,,12,0,0,,,,3,,,67,0
30952,note_on,,,,,0,0,0,,,,2,,,72,0
30960,note_on,,,,,8,0,0,,,,3,,,72,88
30964,note_on,,,,,4,0,0,,,,2,,,79,88
31068,note_on,,,,,104,0,0,,,,3,,,72,0
31076,note_on,,,,,8,0,0,,,,3,,,74,88
31120,note_on,,,,,44,0,0,,,,0,,,72,0
31120,note_on,,,,,0,0,0,,,,0,,,67,0
31120,note_on,,,,,0,0,0,,,,0,,,64,0
31184,note_on,,,,,64,0,0,,,,3,,,74,0
31192,note_on,,,,,8,0,0,,,,3,,,76,88
31200,note_on,,,,,8,0,0,,,,0,,,67,65
31200,note_on,,,,,0,0,0,,,,0,,,64,65
31200,note_on,,,,,0,0,0,,,,0,,,72,65
31200,note_on,,,,,0,0,0,,,,0,,,48,88
31300,note_on,,,,,100,0,0,,,,3,,,76,0
31316,note_on,,,,,16,0,0,,,,3,,,72,88
31396,note_on,,,,,80,0,0,,,,2,,,79,0
31420,note_on,,,,,24,0,0,,,,0,,,48,0
31424,note_on,,,,,4,0,0,,,,3,,,72,0
31436,note_on,,,,,12,0,0,,,,3,,,76,88
31444,note_on,,,,,8,0,0,,,,2,,,76,88
31544,note_on,,,,,100,0,0,,,,3,,,76,0
31560,note_on,,,,,16,0,0,,,,3,,,77,88
31600,note_on,,,,,40,0,0,,,,0,,,72,0
31600,note_on,,,,,0,0,0,,,,0,,,64,0
31600,note_on,,,,,0,0,0,,,,0,,,67,0
31660,note_on,,,,,60,0,0,,,,2,,,76,0
31668,note_on,,,,,8,0,0,,,,3,,,77,0
31676,note_on,,,,,8,0,0,,,,3,,,79,88
31680,note_on,,,,,4,0,0,,,,0,,,62,65
31680,note_on,,,,,0,0,0,,,,0,,,67,65
31680,note_on,,,,,0,0,0,,,,0,,,43,88
31684,note_on,,,,,4,0,0,,,,2,,,74,88
31792,note_on,,,,,108,0,0,,,,2,,,74,0
31804,note_on,,,,,12,0,0,,,,2,,,71,88
31900,note_on,,,,,96,0,0,,,,0,,,43,0
31912,note_on,,,,,12,0,0,,,,2,,,71,0
31920,note_on,,,,,8,0,0,,,,2,,,79,88
31976,note_on,,,,,56,0,0,,,,3,,,79,0
32080,note_on,,,,,104,0,0,,,,0,,,67,0
32080,note_on,,,,,0,0,0,,,,0,,,62,0
32160,note_on,,,,,80,0,0,,,,0,,,67,65
32160,note_on,,,,,0,0,0,,,,0,,,62,65
32160,note_on,,,,,0,0,0,,,,0,,,43,88
32352,note_on,,,,,192,0,0,,,,2,,,79,0
32380,note_on,,,,,28,0,0,,,,0,,,43,0
32404,note_on,,,,,24,0,0,,,,2,,,74,88
32560,note_on,,,,,156,0,0,,,,0,,,62,0
32560,note_on,,,,,0,0,0,,,,0,,,67,0
32620,note_on,,,,,60,0,0,,,,2,,,74,0
32640,note_on,,,,,20,0,0,,,,0,,,64,65
32640,note_on,,,,,0,0,0,,,,0,,,67,65
32640,note_on,,,,,0,0,0,,,,0,,,72,65
32640,note_on,,,,,0,0,0,,,,0,,,48,88
32644,note_on,,,,,4,0,0,,,,2,,,72,88
32752,note_on,,,,,108,0,0,,,,2,,,72,0
32768,note_on,,,,,16,0,0,,,,2,,,67,88
32860,note_on,,,,,92,0,0,,,,0,,,48,0
32876,note_on,,,,,16,0,0,,,,2,,,67,0
32884,note_on,,,,,8,0,0,,,,2,,,72,88
32992,note_on,,,,,108,0,0,,,,2,,,72,0
33000,note_on,,,,,8,0,0,,,,2,,,74,88
33040,note_on,,,,,40,0,0,,,,0,,,72,0
33040,note_on,,,,,0,0,0,,,,0,,,67,0
33040,note_on,,,,,0,0,0,,,,0,,,64,0
33108,note_on,,,,,68,0,0,,,,2,,,74,0
33116,note_on,,,,,8,0,0,,,,2,,,76,88
33120,note_on,,,,,4,0,0,,,,0,,,64,65
33120,note_on,,,,,0,0,0,,,,0,,,67,65
33120,note_on,,,,,0,0,0,,,,0,,,72,65
33120,note_on,,,,,0,0,0,,,,0,,,48,88
33224,note_on,,,,,104,0,0,,,,2,,,76,0
33240,note_on,,,,,16,0,0,,,,2,,,72,88
33340,note_on,,,,,100,0,0,,,,0,,,48,0
33348,note_on,,,,,8,0,0,,,,2,,,72,0
33360,note_on,,,,,12,0,0,,,,2,,,76,88
33468,note_on,,,,,108,0,0,,,,2,,,76,0
33484,note_on,,,,,16,0,0,,,,2,,,77,88
33520,note_on,,,,,36,0,0,,,,0,,,72,0
33520,note_on,,,,,0,0,0,,,,0,,,67,0
33520,note_on,,,,,0,0,0,,,,0,,,64,0
33592,note_on,,,,,72,0,0,,,,2,,,77,0
33600,note_on,,,,,8,0,0,,,,0,,,64,65
33600,note_on,,,,,0,0,0,,,,0,,,72,65
33600,note_on,,,,,0,0,0,,,,0,,,48,88
33600,note_on,,,,,0,0,0,,,,2,,,79,88
33600,note_on,,,,,0,0,0,,,,3,,,79,88
33708,note_on,,,,,108,0,0,,,,3,,,79,0
33720,note_on,,,,,12,0,0,,,,3,,,77,88
33820,note_on,,,,,100,0,0,,,,0,,,48,0
33828,note_on,,,,,8,0,0,,,,3,,,77,0
33840,note_on,,,,,12,0,0,,,,0,,,64,0
33840,note_on,,,,,0,0,0,,,,0,,,65,65
33840,note_on,,,,,0,0,0,,,,0,,,50,88
33840,note_on,,,,,0,0,0,,,,3,,,79,88
33900,note_on,,,,,60,0,0,,,,2,,,79,0
34036,note_on,,,,,136,0,0,,,,3,,,79,0
34060,note_on,,,,,24,0,0,,,,0,,,50,0
34080,note_on,,,,,20,0,0,,,,0,,,65,0
34080,note_on,,,,,0,0,0,,,,0,,,67,65
34080,note_on,,,,,0,0,0,,,,0,,,52,88
34080,note_on,,,,,0,0,0,,,,3,,,79,88
34188,note_on,,,,,108,0,0,,,,3,,,79,0
34200,note_on,,,,,12,0,0,,,,3,,,77,88
34248,note_on,,,,,48,0,0,,,,0,,,67,0
34300,note_on,,,,,52,0,0,,,,0,,,52,0
34308,note_on,,,,,8,0,0,,,,3,,,77,0
34312,note_on,,,,,4,0,0,,,,0,,,64,65
34320,note_on,,,,,8,0,0,,,,0,,,48,88
34320,note_on,,,,,0,0,0,,,,3,,,79,88
34464,note_on,,,,,144,0,0,,,,0,,,72,0
34480,note_on,,,,,16,0,0,,,,0,,,64,0
34516,note_on,,,,,36,0,0,,,,3,,,79,0
34540,note_on,,,,,24,0,0,,,,0,,,48,0
34560,note_on,,,,,20,0,0,,,,0,,,69,65
34560,note_on,,,,,0,0,0,,,,0,,,53,88
34560,note_on,,,,,0,0,0,,,,3,,,81,88
34564,note_on,,,,,4,0,0,,,,0,,,65,65
34564,note_on,,,,,0,0,0,,,,2,,,72,88
34672,note_on,,,,,108,0,0,,,,2,,,72,0
34684,note_on,,,,,12,0,0,,,,2,,,71,88
34780,note_on,,,,,96,0,0,,,,0,,,53,0
34792,note_on,,,,,12,0,0,,,,2,,,71,0
34800,note_on,,,,,8,0,0,,,,0,,,71,65
34800,note_on,,,,,0,0,0,,,,0,,,55,88
34800,note_on,,,,,0,0,0,,,,2,,,72,88
34803,note_on,,,,,3,0,0,,,,0,,,69,0
34988,note_on,,,,,185,0,0,,,,2,,,72,0
34992,note_on,,,,,4,0,0,,,,0,,,71,0
35020,note_on,,,,,28,0,0,,,,0,,,55,0
35040,note_on,,,,,20,0,0,,,,0,,,72,65
35040,note_on,,,,,0,0,0,,,,0,,,57,88
35044,note_on,,,,,4,0,0,,,,2,,,72,88
35152,note_on,,,,,108,0,0,,,,2,,,72,0
35160,note_on,,,,,8,0,0,,,,2,,,71,88
35260,note_on,,,,,100,0,0,,,,0,,,57,0
35268,note_on,,,,,8,0,0,,,,2,,,71,0
35275,note_on,,,,,7,0,0,,,,0,,,72,0
35280,note_on,,,,,5,0,0,,,,0,,,53,88
35284,note_on,,,,,4,0,0,,,,2,,,72,88
35288,note_on,,,,,4,0,0,,,,0,,,69,65
35428,note_on,,,,,140,0,0,,,,0,,,65,0
35460,note_on,,,,,32,0,0,,,,3,,,81,0
35464,note_on,,,,,4,0,0,,,,0,,,69,0
35472,note_on,,,,,8,0,0,,,,2,,,72,0
35500,note_on,,,,,28,0,0,,,,0,,,53,0
35516,note_on,,,,,16,0,0,,,,3,,,77,88
35520,note_on,,,,,4,0,0,,,,0,,,71,65
35520,note_on,,,,,0,0,0,,,,0,,,47,88
35520,note_on,,,,,0,0,0,,,,2,,,74,88
35528,note_on,,,,,8,0,0,,,,0,,,62,65
35624,note_on,,,,,96,0,0,,,,3,,,77,0
35636,note_on,,,,,12,0,0,,,,3,,,76,88
35740,note_on,,,,,104,0,0,,,,0,,,47,0
35744,note_on,,,,,4,0,0,,,,3,,,76,0
35756,note_on,,,,,12,0,0,,,,3,,,77,88
35760,note_on,,,,,4,0,0,,,,0,,,48,88
35768,note_on,,,,,8,0,0,,,,0,,,62,0
35768,note_on,,,,,0,0,0,,,,0,,,64,65
35952,note_on,,,,,184,0,0,,,,3,,,77,0
35980,note_on,,,,,28,0,0,,,,0,,,48,0
35996,note_on,,,,,16,0,0,,,,3,,,77,88
36000,note_on,,,,,4,0,0,,,,0,,,50,88
36008,note_on,,,,,8,0,0,,,,0,,,64,0
36008,note_on,,,,,0,0,0,,,,0,,,65,65
36104,note_on,,,,,96,0,0,,,,3,,,77,0
36116,note_on,,,,,12,0,0,,,,3,,,76,88
36176,note_on,,,,,60,0,0,,,,0,,,65,0
36220,note_on,,,,,44,0,0,,,,0,,,50,0
36224,note_on,,,,,4,0,0,,,,3,,,76,0
36236,note_on,,,,,12,0,0,,,,3,,,77,88
36240,note_on,,,,,4,0,0,,,,2,,,74,0
36240,note_on,,,,,0,0,0,,,,0,,,62,65
36240,note_on,,,,,0,0,0,,,,0,,,47,88
36408,note_on,,,,,168,0,0,,,,0,,,62,0
36432,note_on,,,,,24,0,0,,,,3,,,77,0
36458,note_on,,,,,26,0,0,,,,0,,,71,0
36460,note_on,,,,,2,0,0,,,,0,,,47,0
36476,note_on,,,,,16,0,0,,,,3,,,79,88
36480,note_on,,,,,4,0,0,,,,0,,,67,65
36480,note_on,,,,,0,0,0,,,,0,,,64,65
36480,note_on,,,,,0,0,0,,,,0,,,52,88
36480,note_on,,,,,0,0,0,,,,2,,,71,88
36588,note_on,,,,,108,0,0,,,,2,,,71,0
36600,note_on,,,,,12,0,0,,,,2,,,69,88
36700,note_on,,,,,100,0,0,,,,0,,,52,0
36708,note_on,,,,,8,0,0,,,,2,,,69,0
36720,note_on,,,,,12,0,0,,,,0,,,53,88
36720,note_on,,,,,0,0,0,,,,2,,,71,88
36746,note_on,,,,,26,0,0,,,,0,,,67,0
36760,note_on,,,,,14,0,0,,,,0,,,69,65
36916,note_on,,,,,156,0,0,,,,2,,,71,0
36940,note_on,,,,,24,0,0,,,,0,,,53,0
36960,note_on,,,,,20,0,0,,,,0,,,71,65
36960,note_on,,,,,0,0,0,,,,0,,,55,88
36960,note_on,,,,,0,0,0,,,,2,,,71,88
37031,note_on,,,,,71,0,0,,,,0,,,69,0
37068,note_on,,,,,37,0,0,,,,2,,,71,0
37080,note_on,,,,,12,0,0,,,,2,,,69,88
37180,note_on,,,,,100,0,0,,,,0,,,55,0
37188,note_on,,,,,8,0,0,,,,2,,,69,0
37200,note_on,,,,,12,0,0,,,,0,,,52,88
37200,note_on,,,,,0,0,0,,,,2,,,71,88
37216,note_on,,,,,16,0,0,,,,0,,,67,65
37237,note_on,,,,,21,0,0,,,,0,,,71,0
37344,note_on,,,,,107,0,0,,,,0,,,64,0
