tick,type,time,meta,track,program,channel,pitch,tempo,note,velocity
0,copyright,0,1,0,,,,,,
0,program_change,0,0,0,6,0,,,,
0,pitchwheel,0,0,0,,0,0,,,
0,program_change,0,0,0,6,1,,,,
0,pitchwheel,0,0,0,,1,-590,,,
0,program_change,0,0,0,6,2,,,,
0,pitchwheel,0,0,0,,2,-272,,,
0,program_change,0,0,0,6,3,,,,
0,pitchwheel,0,0,0,,3,-353,,,
0,program_change,0,0,0,6,4,,,,
0,pitchwheel,0,0,0,,4,-560,,,
0,program_change,0,0,0,6,5,,,,
0,pitchwheel,0,0,0,,5,-80,,,
0,program_change,0,0,0,6,6,,,,
0,pitchwheel,0,0,0,,6,-625,,,
0,program_change,0,0,0,6,7,,,,
0,pitchwheel,0,0,0,,7,-130,,,
0,program_change,0,0,0,6,8,,,,
0,pitchwheel,0,0,0,,8,-512,,,
0,program_change,0,0,0,6,10,,,,
0,pitchwheel,0,0,0,,10,-464,,,
0,program_change,0,0,0,6,11,,,,
0,pitchwheel,0,0,0,,11,-208,,,
0,program_change,0,0,0,6,12,,,,
0,pitchwheel,0,0,0,,12,-553,,,
0,set_tempo,0,1,0,,,,500000,,
35,note_on,35,0,0,,0,,,60,127
35,note_on,0,0,0,,4,,,76,127
242,note_off,207,0,0,,4,,,76,127
244,note_on,2,0,0,,5,,,77,127
451,note_off,207,0,0,,5,,,77,127
451,note_off,0,0,0,,0,,,60,127
453,note_on,2,0,0,,12,,,59,127
453,note_on,0,0,0,,7,,,79,127
660,note_off,207,0,0,,7,,,79,127
660,note_off,0,0,0,,12,,,59,127
662,note_on,2,0,0,,0,,,60,127
662,note_on,0,0,0,,4,,,76,127
765,note_off,103,0,0,,4,,,76,127
767,note_on,2,0,0,,5,,,77,127
870,note_off,103,0,0,,5,,,77,127
870,note_off,0,0,0,,0,,,60,127
872,note_on,2,0,0,,2,,,62,127
872,note_on,0,0,0,,5,,,77,127
975,note_off,103,0,0,,5,,,77,127
977,note_on,2,0,0,,7,,,79,127
1080,note_off,103,0,0,,7,,,79,127
1080,note_off,0,0,0,,2,,,62,127
1082,note_on,2,0,0,,4,,,64,127
1082,note_on,0,0,0,,7,,,79,127
1185,note_off,103,0,0,,7,,,79,127
1187,note_on,2,0,0,,10,,,81,127
1290,note_off,103,0,0,,10,,,81,127
1290,note_off,0,0,0,,4,,,64,127
1292,note_on,2,0,0,,5,,,65,127
1292,note_on,0,0,0,,10,,,81,127
1395,note_off,103,0,0,,10,,,81,127
1397,note_on,2,0,0,,7,,,79,127
1500,note_off,103,0,0,,7,,,79,127
1500,note_off,0,0,0,,5,,,65,127
1502,note_on,2,0,0,,12,,,59,127
1502,note_on,0,0,0,,7,,,79,127
1605,note_off,103,0,0,,7,,,79,127
1607,note_on,2,0,0,,5,,,77,127
1710,note_off,103,0,0,,5,,,77,127
1710,note_off,0,0,0,,12,,,59,127
1712,note_on,2,0,0,,7,,,55,127
1712,note_on,0,0,0,,5,,,77,127
1815,note_off,103,0,0,,5,,,77,127
1817,note_on,2,0,0,,4,,,76,127
1920,note_off,103,0,0,,4,,,76,127
1920,note_off,0,0,0,,7,,,55,127
1922,note_on,2,0,0,,0,,,60,127
1922,note_on,0,0,0,,4,,,76,127
2025,note_off,103,0,0,,4,,,76,127
2027,note_on,2,0,0,,2,,,74,127
2130,note_off,103,0,0,,2,,,74,127
2132,note_on,2,0,0,,2,,,74,127
2235,note_off,103,0,0,,2,,,74,127
2237,note_on,2,0,0,,0,,,72,127
2340,note_off,103,0,0,,0,,,72,127
2340,note_off,0,0,0,,0,,,60,127
2342,note_on,2,0,0,,4,,,52,127
2342,note_on,0,0,0,,0,,,72,127
2445,note_off,103,0,0,,0,,,72,127
2447,note_on,2,0,0,,4,,,76,127
2550,note_off,103,0,0,,4,,,76,127
2550,note_off,0,0,0,,4,,,52,127
2552,note_on,2,0,0,,5,,,53,127
2552,note_on,0,0,0,,2,,,74,127
2655,note_off,103,0,0,,2,,,74,127
2657,note_on,2,0,0,,5,,,77,127
2760,note_off,103,0,0,,5,,,77,127
2760,note_off,0,0,0,,5,,,53,127
2762,note_on,2,0,0,,7,,,55,127
2762,note_on,0,0,0,,4,,,76,127
2865,note_off,103,0,0,,4,,,76,127
2867,note_on,2,0,0,,2,,,74,127
2970,note_off,103,0,0,,2,,,74,127
2970,note_off,0,0,0,,7,,,55,127
2972,note_on,2,0,0,,7,,,43,127
2972,note_on,0,0,0,,0,,,72,127
3075,note_off,103,0,0,,0,,,72,127
3077,note_on,2,0,0,,12,,,71,127
3180,note_off,103,0,0,,12,,,71,127
3180,note_off,0,0,0,,7,,,43,127
3182,note_on,2,0,0,,0,,,36,127
3182,note_on,0,0,0,,0,,,72,127
3285,note_off,103,0,0,,0,,,72,127
3287,note_on,2,0,0,,7,,,67,127
3390,note_off,103,0,0,,7,,,67,127
3392,note_on,2,0,0,,4,,,64,127
3495,note_off,103,0,0,,4,,,64,127
3497,note_on,2,0,0,,0,,,60,127
3603,note_off,106,0,0,,0,,,60,127
3605,note_on,2,0,0,,4,,,64,127
3663,note_off,58,0,0,,0,,,36,127
3715,note_on,52,0,0,,7,,,67,127
3716,note_off,1,0,0,,4,,,64,127
3817,note_off,101,0,0,,7,,,67,127
3828,note_on,11,0,0,,4,,,76,127
3828,note_on,0,0,0,,0,,,60,127
4035,note_off,207,0,0,,4,,,76,127
4037,note_on,2,0,0,,5,,,77,127
4244,note_off,207,0,0,,5,,,77,127
4244,note_off,0,0,0,,0,,,60,127
4246,note_on,2,0,0,,7,,,79,127
4246,note_on,0,0,0,,12,,,59,127
4453,note_off,207,0,0,,12,,,59,127
4453,note_off,0,0,0,,7,,,79,127
4455,note_on,2,0,0,,4,,,76,127
4455,note_on,0,0,0,,0,,,60,127
4558,note_off,103,0,0,,4,,,76,127
4560,note_on,2,0,0,,5,,,77,127
4663,note_off,103,0,0,,5,,,77,127
4663,note_off,0,0,0,,0,,,60,127
4665,note_on,2,0,0,,5,,,77,127
4665,note_on,0,0,0,,2,,,62,127
4768,note_off,103,0,0,,5,,,77,127
4770,note_on,2,0,0,,7,,,79,127
4873,note_off,103,0,0,,7,,,79,127
4873,note_off,0,0,0,,2,,,62,127
4875,note_on,2,0,0,,7,,,79,127
4875,note_on,0,0,0,,4,,,64,127
4978,note_off,103,0,0,,7,,,79,127
4980,note_on,2,0,0,,10,,,81,127
5083,note_off,103,0,0,,10,,,81,127
5083,note_off,0,0,0,,4,,,64,127
5085,note_on,2,0,0,,10,,,81,127
5085,note_on,0,0,0,,5,,,65,127
5188,note_off,103,0,0,,10,,,81,127
5190,note_on,2,0,0,,7,,,79,127
5293,note_off,103,0,0,,7,,,79,127
5293,note_off,0,0,0,,5,,,65,127
5295,note_on,2,0,0,,7,,,79,127
5295,note_on,0,0,0,,12,,,59,127
