tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,note,velocity,channel,control,value
16247,note_on,,,,,,,114,0,0,,,,,,,71,88,0,,
16247,note_on,,,,,,,0,0,0,,,,,,,47,66,0,,
16247,note_on,,,,,,,0,0,0,,,,,,,74,80,0,,
16289,note_off,,,,,,,42,0,0,,,,,,,71,64,0,,
16293,note_off,,,,,,,4,0,0,,,,,,,47,64,0,,
16297,note_off,,,,,,,4,0,0,,,,,,,74,64,0,,
16415,note_on,,,,,,,118,0,0,,,,,,,69,60,0,,
16415,note_on,,,,,,,0,0,0,,,,,,,72,65,0,,
16425,note_on,,,,,,,10,0,0,,,,,,,48,76,0,,
16487,note_off,,,,,,,62,0,0,,,,,,,69,64,0,,
16527,note_off,,,,,,,40,0,0,,,,,,,72,64,0,,
16563,note_on,,,,,,,36,0,0,,,,,,,71,80,0,,
16564,note_on,,,,,,,1,0,0,,,,,,,67,49,0,,
16591,note_off,,,,,,,27,0,0,,,,,,,48,64,0,,
16603,note_off,,,,,,,12,0,0,,,,,,,71,64,0,,
16626,note_off,,,,,,,23,0,0,,,,,,,67,64,0,,
16733,note_on,,,,,,,107,0,0,,,,,,,50,75,0,,
16735,note_on,,,,,,,2,0,0,,,,,,,66,57,0,,
16743,note_on,,,,,,,8,0,0,,,,,,,69,51,0,,
16775,note_off,,,,,,,32,0,0,,,,,,,50,64,0,,
16779,note_off,,,,,,,4,0,0,,,,,,,66,64,0,,
16795,note_off,,,,,,,16,0,0,,,,,,,69,64,0,,
16907,note_on,,,,,,,112,0,0,,,,,,,55,76,0,,
16921,note_on,,,,,,,14,0,0,,,,,,,71,76,0,,
16924,note_on,,,,,,,3,0,0,,,,,,,67,54,0,,
16967,note_off,,,,,,,43,0,0,,,,,,,55,64,0,,
17077,note_on,,,,,,,110,0,0,,,,,,,50,65,0,,
17125,note_off,,,,,,,48,0,0,,,,,,,50,64,0,,
17185,note_off,,,,,,,60,0,0,,,,,,,67,64,0,,
17215,note_off,,,,,,,30,0,0,,,,,,,71,64,0,,
17239,note_on,,,,,,,24,0,0,,,,,,,43,62,0,,
17255,note_on,,,,,,,16,0,0,,,,,,,79,48,0,,
17283,note_off,,,,,,,28,0,0,,,,,,,43,64,0,,
17387,note_off,,,,,,,104,0,0,,,,,,,79,64,0,,
17425,note_on,,,,,,,38,0,0,,,,,,,38,68,0,,
17603,note_on,,,,,,,178,0,0,,,,,,,69,53,0,,
17603,note_on,,,,,,,0,0,0,,,,,,,66,41,0,,
17659,note_off,,,,,,,56,0,0,,,,,,,69,64,0,,
17659,note_off,,,,,,,0,0,0,,,,,,,66,64,0,,
17669,note_off,,,,,,,10,0,0,,,,,,,38,64,0,,
17767,note_on,,,,,,,98,0,0,,,,,,,72,59,0,,
17811,note_off,,,,,,,44,0,0,,,,,,,72,64,0,,
17951,note_on,,,,,,,140,0,0,,,,,,,71,78,0,,
17961,note_on,,,,,,,10,0,0,,,,,,,67,53,0,,
17967,note_on,,,,,,,6,0,0,,,,,,,55,56,0,,
18061,note_off,,,,,,,94,0,0,,,,,,,55,64,0,,
18125,control_change,,,,,,,64,0,0,,,,,,,,,0,64,127
18130,note_off,,,,,,,5,0,0,,,,,,,67,64,0,,
18147,note_on,,,,,,,17,0,0,,,,,,,50,50,0,,
18163,note_off,,,,,,,16,0,0,,,,,,,71,64,0,,
18209,note_off,,,,,,,46,0,0,,,,,,,50,64,0,,
18249,control_change,,,,,,,40,0,0,,,,,,,,,0,64,0
18305,note_on,,,,,,,56,0,0,,,,,,,43,67,0,,
18311,note_on,,,,,,,6,0,0,,,,,,,83,88,0,,
18351,note_off,,,,,,,40,0,0,,,,,,,43,64,0,,
18351,note_off,,,,,,,0,0,0,,,,,,,83,64,0,,
18493,note_on,,,,,,,142,0,0,,,,,,,38,73,0,,
18651,note_on,,,,,,,158,0,0,,,,,,,69,63,0,,
18659,note_on,,,,,,,8,0,0,,,,,,,66,38,0,,
18691,note_off,,,,,,,32,0,0,,,,,,,38,64,0,,
18705,note_off,,,,,,,14,0,0,,,,,,,69,64,0,,
18715,note_off,,,,,,,10,0,0,,,,,,,66,64,0,,
18815,note_on,,,,,,,100,0,0,,,,,,,72,75,0,,
18855,note_off,,,,,,,40,0,0,,,,,,,72,64,0,,
18993,note_on,,,,,,,138,0,0,,,,,,,67,55,0,,
18993,note_on,,,,,,,0,0,0,,,,,,,71,78,0,,
19017,note_on,,,,,,,24,0,0,,,,,,,55,43,0,,
19047,control_change,,,,,,,30,0,0,,,,,,,,,0,64,127
19081,note_off,,,,,,,34,0,0,,,,,,,55,64,0,,
19097,note_off,,,,,,,16,0,0,,,,,,,67,64,0,,
19103,note_off,,,,,,,6,0,0,,,,,,,71,64,0,,
19171,note_on,,,,,,,68,0,0,,,,,,,50,39,0,,
19235,note_off,,,,,,,64,0,0,,,,,,,50,64,0,,
19325,note_on,,,,,,,90,0,0,,,,,,,43,57,0,,
19327,note_on,,,,,,,2,0,0,,,,,,,86,63,0,,
19369,note_off,,,,,,,42,0,0,,,,,,,43,64,0,,
19373,note_off,,,,,,,4,0,0,,,,,,,86,64,0,,
19463,control_change,,,,,,,90,0,0,,,,,,,,,0,64,0
19515,note_on,,,,,,,52,0,0,,,,,,,38,74,0,,
19665,note_on,,,,,,,150,0,0,,,,,,,69,53,0,,
19670,note_off,,,,,,,5,0,0,,,,,,,38,64,0,,
19670,note_on,,,,,,,0,0,0,,,,,,,66,37,0,,
19727,note_off,,,,,,,57,0,0,,,,,,,69,64,0,,
19729,note_off,,,,,,,2,0,0,,,,,,,66,64,0,,
19843,note_on,,,,,,,114,0,0,,,,,,,72,49,0,,
19897,note_off,,,,,,,54,0,0,,,,,,,72,64,0,,
20015,note_on,,,,,,,118,0,0,,,,,,,71,61,0,,
20019,note_on,,,,,,,4,0,0,,,,,,,67,42,0,,
20033,note_on,,,,,,,14,0,0,,,,,,,55,46,0,,
20077,note_off,,,,,,,44,0,0,,,,,,,71,64,0,,
20085,note_off,,,,,,,8,0,0,,,,,,,67,64,0,,
20183,note_on,,,,,,,98,0,0,,,,,,,72,53,0,,
20185,note_on,,,,,,,2,0,0,,,,,,,69,46,0,,
20201,note_off,,,,,,,16,0,0,,,,,,,55,64,0,,
20239,note_off,,,,,,,38,0,0,,,,,,,72,64,0,,
20239,note_off,,,,,,,0,0,0,,,,,,,69,64,0,,
20351,note_on,,,,,,,112,0,0,,,,,,,74,61,0,,
20353,note_on,,,,,,,2,0,0,,,,,,,47,48,0,,
20357,note_on,,,,,,,4,0,0,,,,,,,71,57,0,,
20407,note_off,,,,,,,50,0,0,,,,,,,74,64,0,,
20407,note_off,,,,,,,0,0,0,,,,,,,47,64,0,,
20407,note_off,,,,,,,0,0,0,,,,,,,71,64,0,,
20509,note_on,,,,,,,102,0,0,,,,,,,72,47,0,,
20513,note_on,,,,,,,4,0,0,,,,,,,69,42,0,,
20523,note_on,,,,,,,10,0,0,,,,,,,48,52,0,,
20573,note_off,,,,,,,50,0,0,,,,,,,69,64,0,,
20585,note_off,,,,,,,12,0,0,,,,,,,72,64,0,,
20659,note_on,,,,,,,74,0,0,,,,,,,71,68,0,,
20677,note_on,,,,,,,18,0,0,,,,,,,67,44,0,,
20703,note_off,,,,,,,26,0,0,,,,,,,71,64,0,,
20735,note_off,,,,,,,32,0,0,,,,,,,67,64,0,,
20763,note_off,,,,,,,28,0,0,,,,,,,48,64,0,,
20825,note_on,,,,,,,62,0,0,,,,,,,66,56,0,,
20828,note_on,,,,,,,3,0,0,,,,,,,69,59,0,,
20831,note_on,,,,,,,3,0,0,,,,,,,50,62,0,,
20869,note_off,,,,,,,38,0,0,,,,,,,66,64,0,,
20883,note_off,,,,,,,14,0,0,,,,,,,69,64,0,,
20891,note_off,,,,,,,8,0,0,,,,,,,50,64,0,,
20995,note_on,,,,,,,104,0,0,,,,,,,74,81,0,,
20998,note_on,,,,,,,3,0,0,,,,,,,71,76,0,,
21017,note_on,,,,,,,19,0,0,,,,,,,47,52,0,,
21049,note_off,,,,,,,32,0,0,,,,,,,71,64,0,,
21111,note_off,,,,,,,62,0,0,,,,,,,74,64,0,,
21155,note_on,,,,,,,44,0,0,,,,,,,69,52,0,,
21163,note_on,,,,,,,8,0,0,,,,,,,72,53,0,,
21171,note_off,,,,,,,8,0,0,,,,,,,47,64,0,,
21212,note_off,,,,,,,41,0,0,,,,,,,69,64,0,,
21215,note_off,,,,,,,3,0,0,,,,,,,72,64,0,,
21315,note_on,,,,,,,100,0,0,,,,,,,67,54,0,,
21318,note_on,,,,,,,3,0,0,,,,,,,71,67,0,,
21337,note_on,,,,,,,19,0,0,,,,,,,52,57,0,,
21367,note_off,,,,,,,30,0,0,,,,,,,71,64,0,,
21370,note_off,,,,,,,3,0,0,,,,,,,67,64,0,,
21393,note_off,,,,,,,23,0,0,,,,,,,52,64,0,,
21485,note_on,,,,,,,92,0,0,,,,,,,69,50,0,,
21488,note_on,,,,,,,3,0,0,,,,,,,72,59,0,,
21491,note_on,,,,,,,3,0,0,,,,,,,48,64,0,,
21547,note_off,,,,,,,56,0,0,,,,,,,69,64,0,,
21555,note_off,,,,,,,8,0,0,,,,,,,72,64,0,,
21641,note_on,,,,,,,86,0,0,,,,,,,71,72,0,,
21651,note_on,,,,,,,10,0,0,,,,,,,67,52,0,,
21685,note_off,,,,,,,34,0,0,,,,,,,71,64,0,,
21717,note_off,,,,,,,32,0,0,,,,,,,48,64,0,,
21729,note_off,,,,,,,12,0,0,,,,,,,67,64,0,,
21797,note_on,,,,,,,68,0,0,,,,,,,66,65,0,,
21802,note_on,,,,,,,5,0,0,,,,,,,69,66,0,,
21809,note_on,,,,,,,7,0,0,,,,,,,50,69,0,,
21847,note_off,,,,,,,38,0,0,,,,,,,66,64,0,,
21863,note_off,,,,,,,16,0,0,,,,,,,69,64,0,,
21867,note_off,,,,,,,4,0,0,,,,,,,50,64,0,,
21971,note_on,,,,,,,104,0,0,,,,,,,74,89,0,,
21979,note_on,,,,,,,8,0,0,,,,,,,71,85,0,,
21983,note_on,,,,,,,4,0,0,,,,,,,47,67,0,,
22029,note_off,,,,,,,46,0,0,,,,,,,71,64,0,,
22111,note_off,,,,,,,82,0,0,,,,,,,74,64,0,,
22137,note_on,,,,,,,26,0,0,,,,,,,69,63,0,,
22140,note_off,,,,,,,3,0,0,,,,,,,47,64,0,,
22140,note_on,,,,,,,0,0,0,,,,,,,72,68,0,,
22191,note_off,,,,,,,51,0,0,,,,,,,69,64,0,,
22197,note_off,,,,,,,6,0,0,,,,,,,72,64,0,,
22285,note_on,,,,,,,88,0,0,,,,,,,67,72,0,,
22295,note_on,,,,,,,10,0,0,,,,,,,71,84,0,,
22298,note_on,,,,,,,3,0,0,,,,,,,52,76,0,,
22337,note_off,,,,,,,39,0,0,,,,,,,67,64,0,,
22337,note_off,,,,,,,0,0,0,,,,,,,71,64,0,,
22347,note_off,,,,,,,10,0,0,,,,,,,52,64,0,,
22447,note_on,,,,,,,100,0,0,,,,,,,72,78,0,,
22451,note_on,,,,,,,4,0,0,,,,,,,69,64,0,,
22459,note_on,,,,,,,8,0,0,,,,,,,48,68,0,,
22511,note_off,,,,,,,52,0,0,,,,,,,69,64,0,,
22547,note_off,,,,,,,36,0,0,,,,,,,72,64,0,,
22597,note_on,,,,,,,50,0,0,,,,,,,71,81,0,,
22605,note_on,,,,,,,8,0,0,,,,,,,67,64,0,,
22637,note_off,,,,,,,32,0,0,,,,,,,71,64,0,,
22659,note_off,,,,,,,22,0,0,,,,,,,48,64,0,,
22665,note_off,,,,,,,6,0,0,,,,,,,67,64,0,,
22749,note_on,,,,,,,84,0,0,,,,,,,66,75,0,,
22757,note_on,,,,,,,8,0,0,,,,,,,69,69,0,,
22771,note_on,,,,,,,14,0,0,,,,,,,50,76,0,,
22791,note_off,,,,,,,20,0,0,,,,,,,66,64,0,,
22809,note_off,,,,,,,18,0,0,,,,,,,69,64,0,,
22825,note_off,,,,,,,16,0,0,,,,,,,50,64,0,,
22925,note_on,,,,,,,100,0,0,,,,,,,74,92,0,,
22933,note_on,,,,,,,8,0,0,,,,,,,71,84,0,,
22943,note_on,,,,,,,10,0,0,,,,,,,47,79,0,,
22977,note_off,,,,,,,34,0,0,,,,,,,71,64,0,,
23047,note_off,,,,,,,70,0,0,,,,,,,74,64,0,,
23061,note_off,,,,,,,14,0,0,,,,,,,47,64,0,,
23071,note_on,,,,,,,10,0,0,,,,,,,72,79,0,,
23091,note_on,,,,,,,20,0,0,,,,,,,69,49,0,,
23147,note_off,,,,,,,56,0,0,,,,,,,69,64,0,,
23175,note_off,,,,,,,28,0,0,,,,,,,72,64,0,,
23199,note_on,,,,,,,24,0,0,,,,,,,71,73,0,,
23223,note_on,,,,,,,24,0,0,,,,,,,67,66,0,,
23243,note_off,,,,,,,20,0,0,,,,,,,71,64,0,,
23273,note_off,,,,,,,30,0,0,,,,,,,67,64,0,,
23273,note_on,,,,,,,0,0,0,,,,,,,52,63,0,,
23299,note_on,,,,,,,26,0,0,,,,,,,69,57,0,,
23327,note_on,,,,,,,28,0,0,,,,,,,71,65,0,,
23330,note_off,,,,,,,3,0,0,,,,,,,52,64,0,,
23347,note_off,,,,,,,17,0,0,,,,,,,69,64,0,,
23387,note_on,,,,,,,40,0,0,,,,,,,69,90,0,,
23407,note_on,,,,,,,20,0,0,,,,,,,48,61,0,,
23459,note_off,,,,,,,52,0,0,,,,,,,71,64,0,,
23485,note_off,,,,,,,26,0,0,,,,,,,69,64,0,,
23553,note_on,,,,,,,68,0,0,,,,,,,67,88,0,,
23603,note_off,,,,,,,50,0,0,,,,,,,48,64,0,,
23606,note_off,,,,,,,3,0,0,,,,,,,67,64,0,,
23695,note_on,,,,,,,89,0,0,,,,,,,66,84,0,,
23698,note_on,,,,,,,3,0,0,,,,,,,50,80,0,,
23737,note_off,,,,,,,39,0,0,,,,,,,50,64,0,,
23803,note_off,,,,,,,66,0,0,,,,,,,66,64,0,,
23867,note_on,,,,,,,64,0,0,,,,,,,67,97,0,,
23883,note_on,,,,,,,16,0,0,,,,,,,43,76,0,,
23961,note_off,,,,,,,78,0,0,,,,,,,67,64,0,,
24027,note_on,,,,,,,66,0,0,,,,,,,62,89,0,,
24035,note_off,,,,,,,8,0,0,,,,,,,43,64,0,,
24085,note_off,,,,,,,50,0,0,,,,,,,62,64,0,,
24201,note_on,,,,,,,116,0,0,,,,,,,59,69,0,,
24237,note_off,,,,,,,36,0,0,,,,,,,59,64,0,,
24351,note_on,,,,,,,114,0,0,,,,,,,55,97,0,,
24425,note_off,,,,,,,74,0,0,,,,,,,55,64,0,,
24503,note_on,,,,,,,78,0,0,,,,,,,50,93,0,,
24553,note_off,,,,,,,50,0,0,,,,,,,50,64,0,,
24671,note_on,,,,,,,118,0,0,,,,,,,47,83,0,,
24727,note_off,,,,,,,56,0,0,,,,,,,47,64,0,,
24853,note_on,,,,,,,126,0,0,,,,,,,43,89,0,,
25055,control_change,,,,,,,202,0,0,,,,,,,,,0,64,127
25101,note_off,,,,,,,46,0,0,,,,,,,43,64,0,,
25317,control_change,,,,,,,216,0,0,,,,,,,,,0,64,0
25729,note_on,,,,,,,412,0,0,,,,,,,79,59,0,,
25745,note_on,,,,,,,16,0,0,,,,,,,76,47,0,,
25809,note_off,,,,,,,64,0,0,,,,,,,79,64,0,,
25812,note_off,,,,,,,3,0,0,,,,,,,76,64,0,,
25895,note_on,,,,,,,83,0,0,,,,,,,77,56,0,,
25898,note_on,,,,,,,3,0,0,,,,,,,74,58,0,,
25941,note_off,,,,,,,43,0,0,,,,,,,77,64,0,,
25941,note_off,,,,,,,0,0,0,,,,,,,74,64,0,,
26041,note_on,,,,,,,100,0,0,,,,,,,72,67,0,,
26043,note_on,,,,,,,2,0,0,,,,,,,76,74,0,,
26083,note_off,,,,,,,40,0,0,,,,,,,72,64,0,,
26083,note_off,,,,,,,0,0,0,,,,,,,76,64,0,,
26205,note_on,,,,,,,122,0,0,,,,,,,76,44,0,,
26213,note_on,,,,,,,8,0,0,,,,,,,72,27,0,,
26257,note_off,,,,,,,44,0,0,,,,,,,76,64,0,,
26273,note_off,,,,,,,16,0,0,,,,,,,72,64,0,,
26369,note_on,,,,,,,96,0,0,,,,,,,74,60,0,,
26381,note_on,,,,,,,12,0,0,,,,,,,67,44,0,,
26415,note_off,,,,,,,34,0,0,,,,,,,74,64,0,,
26439,note_off,,,,,,,24,0,0,,,,,,,67,64,0,,
26521,note_on,,,,,,,82,0,0,,,,,,,72,64,0,,
26533,note_on,,,,,,,12,0,0,,,,,,,64,53,0,,
26567,note_off,,,,,,,34,0,0,,,,,,,72,64,0,,
26577,note_off,,,,,,,10,0,0,,,,,,,64,64,0,,
26689,note_on,,,,,,,112,0,0,,,,,,,64,37,0,,
26695,note_on,,,,,,,6,0,0,,,,,,,72,34,0,,
26739,note_off,,,,,,,44,0,0,,,,,,,64,64,0,,
26751,note_off,,,,,,,12,0,0,,,,,,,72,64,0,,
26837,note_on,,,,,,,86,0,0,,,,,,,74,60,0,,
26843,note_on,,,,,,,6,0,0,,,,,,,67,55,0,,
26879,note_off,,,,,,,36,0,0,,,,,,,74,64,0,,
26895,note_off,,,,,,,16,0,0,,,,,,,67,64,0,,
26995,note_on,,,,,,,100,0,0,,,,,,,76,62,0,,
27013,note_on,,,,,,,18,0,0,,,,,,,72,58,0,,
27037,note_off,,,,,,,24,0,0,,,,,,,76,64,0,,
27041,note_on,,,,,,,4,0,0,,,,,,,77,65,0,,
27081,note_off,,,,,,,40,0,0,,,,,,,77,64,0,,
27099,note_on,,,,,,,18,0,0,,,,,,,76,58,0,,
27163,note_off,,,,,,,64,0,0,,,,,,,76,64,0,,
27173,note_on,,,,,,,10,0,0,,,,,,,77,42,0,,
27245,note_off,,,,,,,72,0,0,,,,,,,77,64,0,,
27251,note_off,,,,,,,6,0,0,,,,,,,72,64,0,,
27251,note_on,,,,,,,0,0,0,,,,,,,76,41,0,,
27325,note_off,,,,,,,74,0,0,,,,,,,76,64,0,,
27351,note_on,,,,,,,26,0,0,,,,,,,74,43,0,,
27369,note_on,,,,,,,18,0,0,,,,,,,67,16,0,,
27401,note_off,,,,,,,32,0,0,,,,,,,74,64,0,,
27429,note_off,,,,,,,28,0,0,,,,,,,67,64,0,,
27501,note_on,,,,,,,72,0,0,,,,,,,74,47,0,,
27511,note_on,,,,,,,10,0,0,,,,,,,67,55,0,,
27543,note_off,,,,,,,32,0,0,,,,,,,74,64,0,,
27559,note_off,,,,,,,16,0,0,,,,,,,67,64,0,,
27683,note_on,,,,,,,124,0,0,,,,,,,79,86,0,,
27695,note_on,,,,,,,12,0,0,,,,,,,76,55,0,,
27781,note_off,,,,,,,86,0,0,,,,,,,76,64,0,,
27841,note_on,,,,,,,60,0,0,,,,,,,77,76,0,,
27845,note_on,,,,,,,4,0,0,,,,,,,74,67,0,,
27851,note_off,,,,,,,6,0,0,,,,,,,79,64,0,,
27887,note_off,,,,,,,36,0,0,,,,,,,77,64,0,,
27893,note_off,,,,,,,6,0,0,,,,,,,74,64,0,,
27995,note_on,,,,,,,102,0,0,,,,,,,72,67,0,,
27995,note_on,,,,,,,0,0,0,,,,,,,76,79,0,,
28035,note_off,,,,,,,40,0,0,,,,,,,76,64,0,,
28037,note_off,,,,,,,2,0,0,,,,,,,72,64,0,,
28151,note_on,,,,,,,114,0,0,,,,,,,76,46,0,,
28159,note_on,,,,,,,8,0,0,,,,,,,72,35,0,,
28201,note_off,,,,,,,42,0,0,,,,,,,76,64,0,,
28213,note_off,,,,,,,12,0,0,,,,,,,72,64,0,,
28309,note_on,,,,,,,96,0,0,,,,,,,74,63,0,,
28323,note_on,,,,,,,14,0,0,,,,,,,67,55,0,,
28359,note_off,,,,,,,36,0,0,,,,,,,74,64,0,,
28375,note_off,,,,,,,16,0,0,,,,,,,67,64,0,,
28467,note_on,,,,,,,92,0,0,,,,,,,72,61,0,,
28479,note_on,,,,,,,12,0,0,,,,,,,64,60,0,,
28513,note_off,,,,,,,34,0,0,,,,,,,72,64,0,,
28523,note_off,,,,,,,10,0,0,,,,,,,64,64,0,,
28615,note_on,,,,,,,92,0,0,,,,,,,72,36,0,,
28651,note_on,,,,,,,36,0,0,,,,,,,64,21,0,,
28673,note_off,,,,,,,22,0,0,,,,,,,72,64,0,,
28715,note_off,,,,,,,42,0,0,,,,,,,64,64,0,,
28777,note_on,,,,,,,62,0,0,,,,,,,74,63,0,,
28787,note_on,,,,,,,10,0,0,,,,,,,67,50,0,,
28817,note_off,,,,,,,30,0,0,,,,,,,74,64,0,,
28845,note_off,,,,,,,28,0,0,,,,,,,67,64,0,,
28933,note_on,,,,,,,88,0,0,,,,,,,76,63,0,,
28955,note_on,,,,,,,22,0,0,,,,,,,72,66,0,,
28977,note_off,,,,,,,22,0,0,,,,,,,76,64,0,,
28981,note_on,,,,,,,4,0,0,,,,,,,77,72,0,,
29023,note_off,,,,,,,42,0,0,,,,,,,77,64,0,,
29047,note_on,,,,,,,24,0,0,,,,,,,76,54,0,,
29105,note_off,,,,,,,58,0,0,,,,,,,76,64,0,,
29121,note_on,,,,,,,16,0,0,,,,,,,77,52,0,,
29187,note_off,,,,,,,66,0,0,,,,,,,72,64,0,,
29190,note_on,,,,,,,3,0,0,,,,,,,76,41,0,,
29207,note_off,,,,,,,17,0,0,,,,,,,77,64,0,,
29265,note_off,,,,,,,58,0,0,,,,,,,76,64,0,,
29287,note_on,,,,,,,22,0,0,,,,,,,74,51,0,,
29289,note_on,,,,,,,2,0,0,,,,,,,67,29,0,,
29335,note_off,,,,,,,46,0,0,,,,,,,74,64,0,,
29365,note_off,,,,,,,30,0,0,,,,,,,67,64,0,,
29459,note_on,,,,,,,94,0,0,,,,,,,67,44,0,,
29461,note_on,,,,,,,2,0,0,,,,,,,74,63,0,,
29501,note_off,,,,,,,40,0,0,,,,,,,74,64,0,,
29509,note_off,,,,,,,8,0,0,,,,,,,67,64,0,,
29627,note_on,,,,,,,118,0,0,,,,,,,79,82,0,,
29717,note_off,,,,,,,90,0,0,,,,,,,79,64,0,,
29789,note_on,,,,,,,72,0,0,,,,,,,76,66,0,,
29799,note_on,,,,,,,10,0,0,,,,,,,72,47,0,,
29831,note_off,,,,,,,32,0,0,,,,,,,76,64,0,,
29851,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
29969,note_on,,,,,,,118,0,0,,,,,,,77,55,0,,
29989,note_on,,,,,,,20,0,0,,,,,,,71,64,0,,
29997,note_on,,,,,,,8,0,0,,,,,,,76,65,0,,
30011,note_off,,,,,,,14,0,0,,,,,,,77,64,0,,
30049,note_off,,,,,,,38,0,0,,,,,,,76,64,0,,
30075,note_on,,,,,,,26,0,0,,,,,,,77,66,0,,
30129,note_on,,,,,,,54,0,0,,,,,,,76,47,0,,
30137,note_off,,,,,,,8,0,0,,,,,,,77,64,0,,
30157,control_change,,,,,,,20,0,0,,,,,,,,,0,64,127
30167,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
30182,note_off,,,,,,,15,0,0,,,,,,,76,64,0,,
30203,control_change,,,,,,,21,0,0,,,,,,,,,0,64,0
30217,note_on,,,,,,,14,0,0,,,,,,,77,56,0,,
30271,note_on,,,,,,,54,0,0,,,,,,,76,36,0,,
30274,note_off,,,,,,,3,0,0,,,,,,,77,64,0,,
30333,note_on,,,,,,,59,0,0,,,,,,,71,52,0,,
30347,note_off,,,,,,,14,0,0,,,,,,,76,64,0,,
30355,note_on,,,,,,,8,0,0,,,,,,,74,53,0,,
30391,note_off,,,,,,,36,0,0,,,,,,,71,64,0,,
30409,note_off,,,,,,,18,0,0,,,,,,,74,64,0,,
30517,note_on,,,,,,,108,0,0,,,,,,,69,50,0,,
30649,control_change,,,,,,,132,0,0,,,,,,,,,0,64,127
30661,note_off,,,,,,,12,0,0,,,,,,,69,64,0,,
30677,note_on,,,,,,,16,0,0,,,,,,,79,77,0,,
30725,control_change,,,,,,,48,0,0,,,,,,,,,0,64,0
30753,note_off,,,,,,,28,0,0,,,,,,,79,64,0,,
30839,note_on,,,,,,,86,0,0,,,,,,,72,68,0,,
30847,note_on,,,,,,,8,0,0,,,,,,,69,51,0,,
30883,note_off,,,,,,,36,0,0,,,,,,,72,64,0,,
30897,note_off,,,,,,,14,0,0,,,,,,,69,64,0,,
31009,note_on,,,,,,,112,0,0,,,,,,,74,70,0,,
31031,note_on,,,,,,,22,0,0,,,,,,,67,54,0,,
31055,note_off,,,,,,,24,0,0,,,,,,,74,64,0,,
31055,note_on,,,,,,,0,0,0,,,,,,,72,63,0,,
31111,note_off,,,,,,,56,0,0,,,,,,,72,64,0,,
31133,note_on,,,,,,,22,0,0,,,,,,,74,57,0,,
31171,control_change,,,,,,,38,0,0,,,,,,,,,0,64,127
31183,note_on,,,,,,,12,0,0,,,,,,,72,58,0,,
31191,note_off,,,,,,,8,0,0,,,,,,,74,64,0,,
31221,note_off,,,,,,,30,0,0,,,,,,,67,64,0,,
31241,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
31247,control_change,,,,,,,6,0,0,,,,,,,,,0,64,0
31265,note_on,,,,,,,18,0,0,,,,,,,74,63,0,,
31321,note_on,,,,,,,56,0,0,,,,,,,72,50,0,,
31333,note_off,,,,,,,12,0,0,,,,,,,74,64,0,,
31391,note_off,,,,,,,58,0,0,,,,,,,72,64,0,,
31395,note_on,,,,,,,4,0,0,,,,,,,71,60,0,,
31395,note_on,,,,,,,0,0,0,,,,,,,67,69,0,,
31445,note_off,,,,,,,50,0,0,,,,,,,71,64,0,,
31445,note_off,,,,,,,0,0,0,,,,,,,67,64,0,,
31563,note_on,,,,,,,118,0,0,,,,,,,72,94,0,,
31721,note_on,,,,,,,158,0,0,,,,,,,79,87,0,,
31739,control_change,,,,,,,18,0,0,,,,,,,,,0,64,127
31763,note_off,,,,,,,24,0,0,,,,,,,72,64,0,,
31801,control_change,,,,,,,38,0,0,,,,,,,,,0,64,0
31853,note_off,,,,,,,52,0,0,,,,,,,79,64,0,,
31885,note_on,,,,,,,32,0,0,,,,,,,76,78,0,,
31889,note_on,,,,,,,4,0,0,,,,,,,72,73,0,,
31931,note_off,,,,,,,42,0,0,,,,,,,72,64,0,,
31933,note_off,,,,,,,2,0,0,,,,,,,76,64,0,,
32041,note_on,,,,,,,108,0,0,,,,,,,77,83,0,,
32067,note_on,,,,,,,26,0,0,,,,,,,76,87,0,,
32079,note_on,,,,,,,12,0,0,,,,,,,71,69,0,,
32133,note_off,,,,,,,54,0,0,,,,,,,77,64,0,,
32215,control_change,,,,,,,82,0,0,,,,,,,,,0,64,127
32225,note_off,,,,,,,10,0,0,,,,,,,76,64,0,,
32235,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
32238,note_on,,,,,,,3,0,0,,,,,,,74,72,0,,
32277,control_change,,,,,,,39,0,0,,,,,,,,,0,64,0
32281,note_off,,,,,,,4,0,0,,,,,,,74,64,0,,
32395,note_on,,,,,,,114,0,0,,,,,,,74,77,0,,
32397,note_on,,,,,,,2,0,0,,,,,,,71,59,0,,
32431,note_off,,,,,,,34,0,0,,,,,,,74,64,0,,
32459,note_off,,,,,,,28,0,0,,,,,,,71,64,0,,
32559,note_on,,,,,,,100,0,0,,,,,,,76,76,0,,
32579,note_on,,,,,,,20,0,0,,,,,,,69,45,0,,
32591,note_on,,,,,,,12,0,0,,,,,,,74,84,0,,
32627,note_off,,,,,,,36,0,0,,,,,,,76,64,0,,
32729,note_off,,,,,,,102,0,0,,,,,,,74,64,0,,
32739,control_change,,,,,,,10,0,0,,,,,,,,,0,64,127
32747,note_off,,,,,,,8,0,0,,,,,,,69,64,0,,
