tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,note,velocity,channel,control,value
32763,note_on,,,,,,,16,0,0,,,,,,,72,62,0,,
32799,control_change,,,,,,,36,0,0,,,,,,,,,0,64,0
32809,note_off,,,,,,,10,0,0,,,,,,,72,64,0,,
32903,note_on,,,,,,,94,0,0,,,,,,,69,41,0,,
32905,note_on,,,,,,,2,0,0,,,,,,,72,50,0,,
32953,note_off,,,,,,,48,0,0,,,,,,,72,64,0,,
32966,note_off,,,,,,,13,0,0,,,,,,,69,64,0,,
33071,note_on,,,,,,,105,0,0,,,,,,,74,69,0,,
33107,note_on,,,,,,,36,0,0,,,,,,,67,41,0,,
33113,note_on,,,,,,,6,0,0,,,,,,,72,65,0,,
33116,note_off,,,,,,,3,0,0,,,,,,,74,64,0,,
33275,note_off,,,,,,,159,0,0,,,,,,,67,64,0,,
33285,note_off,,,,,,,10,0,0,,,,,,,72,64,0,,
33285,note_on,,,,,,,0,0,0,,,,,,,71,57,0,,
33291,control_change,,,,,,,6,0,0,,,,,,,,,0,64,127
33321,control_change,,,,,,,30,0,0,,,,,,,,,0,64,0
33337,note_off,,,,,,,16,0,0,,,,,,,71,64,0,,
33439,note_on,,,,,,,102,0,0,,,,,,,67,46,0,,
33445,note_on,,,,,,,6,0,0,,,,,,,71,33,0,,
33495,note_off,,,,,,,50,0,0,,,,,,,67,64,0,,
33501,note_off,,,,,,,6,0,0,,,,,,,71,64,0,,
33629,note_on,,,,,,,128,0,0,,,,,,,64,61,0,,
33751,control_change,,,,,,,122,0,0,,,,,,,,,0,64,127
33799,note_on,,,,,,,48,0,0,,,,,,,86,67,0,,
33825,note_off,,,,,,,26,0,0,,,,,,,64,64,0,,
33875,control_change,,,,,,,50,0,0,,,,,,,,,0,64,0
33895,note_off,,,,,,,20,0,0,,,,,,,86,64,0,,
33955,note_on,,,,,,,60,0,0,,,,,,,79,79,0,,
33971,note_on,,,,,,,16,0,0,,,,,,,72,51,0,,
33995,note_off,,,,,,,24,0,0,,,,,,,79,64,0,,
34019,note_off,,,,,,,24,0,0,,,,,,,72,64,0,,
34123,note_on,,,,,,,104,0,0,,,,,,,81,66,0,,
34149,note_on,,,,,,,26,0,0,,,,,,,62,54,0,,
34161,note_on,,,,,,,12,0,0,,,,,,,79,74,0,,
34165,note_off,,,,,,,4,0,0,,,,,,,81,64,0,,
34213,note_off,,,,,,,48,0,0,,,,,,,79,64,0,,
34243,note_on,,,,,,,30,0,0,,,,,,,81,47,0,,
34289,note_on,,,,,,,46,0,0,,,,,,,79,65,0,,
34301,note_off,,,,,,,12,0,0,,,,,,,81,64,0,,
34305,control_change,,,,,,,4,0,0,,,,,,,,,0,64,127
34345,note_off,,,,,,,40,0,0,,,,,,,62,64,0,,
34345,note_off,,,,,,,0,0,0,,,,,,,79,64,0,,
34387,note_on,,,,,,,42,0,0,,,,,,,81,52,0,,
34413,control_change,,,,,,,26,0,0,,,,,,,,,0,64,0
34449,note_off,,,,,,,36,0,0,,,,,,,81,64,0,,
34454,note_on,,,,,,,5,0,0,,,,,,,79,48,0,,
34509,note_on,,,,,,,55,0,0,,,,,,,71,50,0,,
34511,note_off,,,,,,,2,0,0,,,,,,,79,64,0,,
34525,note_on,,,,,,,14,0,0,,,,,,,78,55,0,,
34567,note_off,,,,,,,42,0,0,,,,,,,71,64,0,,
34575,note_off,,,,,,,8,0,0,,,,,,,78,64,0,,
34695,note_on,,,,,,,120,0,0,,,,,,,60,52,0,,
34813,control_change,,,,,,,118,0,0,,,,,,,,,0,64,127
34837,note_on,,,,,,,24,0,0,,,,,,,79,78,0,,
34851,note_off,,,,,,,14,0,0,,,,,,,60,64,0,,
34901,note_off,,,,,,,50,0,0,,,,,,,79,64,0,,
34951,control_change,,,,,,,50,0,0,,,,,,,,,0,64,0
35003,note_on,,,,,,,52,0,0,,,,,,,76,68,0,,
35017,note_on,,,,,,,14,0,0,,,,,,,69,37,0,,
35045,note_off,,,,,,,28,0,0,,,,,,,76,64,0,,
35082,note_off,,,,,,,37,0,0,,,,,,,69,64,0,,
35179,note_on,,,,,,,97,0,0,,,,,,,78,70,0,,
35207,note_on,,,,,,,28,0,0,,,,,,,59,53,0,,
35225,note_off,,,,,,,18,0,0,,,,,,,78,64,0,,
35233,note_on,,,,,,,8,0,0,,,,,,,76,64,0,,
35283,note_off,,,,,,,50,0,0,,,,,,,76,64,0,,
35311,note_on,,,,,,,28,0,0,,,,,,,78,47,0,,
35367,note_on,,,,,,,56,0,0,,,,,,,76,47,0,,
35373,note_off,,,,,,,6,0,0,,,,,,,59,64,0,,
35375,note_off,,,,,,,2,0,0,,,,,,,78,64,0,,
35425,note_off,,,,,,,50,0,0,,,,,,,76,64,0,,
35447,note_on,,,,,,,22,0,0,,,,,,,78,59,0,,
35513,note_on,,,,,,,66,0,0,,,,,,,76,48,0,,
35533,note_on,,,,,,,20,0,0,,,,,,,67,38,0,,
35545,note_off,,,,,,,12,0,0,,,,,,,78,64,0,,
35595,note_off,,,,,,,50,0,0,,,,,,,76,64,0,,
35595,note_off,,,,,,,0,0,0,,,,,,,67,64,0,,
35609,note_on,,,,,,,14,0,0,,,,,,,74,60,0,,
35651,note_off,,,,,,,42,0,0,,,,,,,74,64,0,,
35743,note_on,,,,,,,92,0,0,,,,,,,64,64,0,,
35871,control_change,,,,,,,128,0,0,,,,,,,,,0,64,127
35911,note_on,,,,,,,40,0,0,,,,,,,86,83,0,,
35961,note_off,,,,,,,50,0,0,,,,,,,64,64,0,,
36037,note_off,,,,,,,76,0,0,,,,,,,86,64,0,,
36057,control_change,,,,,,,20,0,0,,,,,,,,,0,64,0
36067,note_on,,,,,,,10,0,0,,,,,,,79,84,0,,
36073,note_on,,,,,,,6,0,0,,,,,,,72,54,0,,
36115,note_off,,,,,,,42,0,0,,,,,,,79,64,0,,
36121,note_off,,,,,,,6,0,0,,,,,,,72,64,0,,
36235,note_on,,,,,,,114,0,0,,,,,,,81,84,0,,
36259,note_on,,,,,,,24,0,0,,,,,,,79,94,0,,
36269,note_on,,,,,,,10,0,0,,,,,,,62,52,0,,
36339,note_off,,,,,,,70,0,0,,,,,,,81,64,0,,
36411,note_off,,,,,,,72,0,0,,,,,,,79,64,0,,
36419,note_on,,,,,,,8,0,0,,,,,,,78,73,0,,
36425,control_change,,,,,,,6,0,0,,,,,,,,,0,64,127
36467,note_off,,,,,,,42,0,0,,,,,,,62,64,0,,
36481,note_off,,,,,,,14,0,0,,,,,,,78,64,0,,
36517,control_change,,,,,,,36,0,0,,,,,,,,,0,64,0
36593,note_on,,,,,,,76,0,0,,,,,,,78,65,0,,
36633,note_off,,,,,,,40,0,0,,,,,,,78,64,0,,
36633,note_on,,,,,,,0,0,0,,,,,,,71,29,0,,
36697,note_off,,,,,,,64,0,0,,,,,,,71,64,0,,
36767,note_on,,,,,,,70,0,0,,,,,,,79,66,0,,
36789,note_on,,,,,,,22,0,0,,,,,,,78,72,0,,
36789,note_on,,,,,,,0,0,0,,,,,,,60,49,0,,
36819,note_off,,,,,,,30,0,0,,,,,,,79,64,0,,
36927,note_off,,,,,,,108,0,0,,,,,,,78,64,0,,
36973,note_on,,,,,,,46,0,0,,,,,,,76,40,0,,
36999,note_off,,,,,,,26,0,0,,,,,,,60,64,0,,
37025,note_off,,,,,,,26,0,0,,,,,,,76,64,0,,
37129,note_on,,,,,,,104,0,0,,,,,,,76,31,0,,
37145,note_on,,,,,,,16,0,0,,,,,,,69,22,0,,
37183,note_off,,,,,,,38,0,0,,,,,,,76,64,0,,
37219,note_off,,,,,,,36,0,0,,,,,,,69,64,0,,
37305,note_on,,,,,,,86,0,0,,,,,,,78,51,0,,
37329,note_on,,,,,,,24,0,0,,,,,,,59,39,0,,
37335,note_on,,,,,,,6,0,0,,,,,,,76,71,0,,
37363,note_off,,,,,,,28,0,0,,,,,,,78,64,0,,
37387,note_off,,,,,,,24,0,0,,,,,,,76,64,0,,
37505,note_on,,,,,,,118,0,0,,,,,,,74,56,0,,
37541,note_off,,,,,,,36,0,0,,,,,,,59,64,0,,
37551,note_off,,,,,,,10,0,0,,,,,,,74,64,0,,
37661,note_on,,,,,,,110,0,0,,,,,,,74,45,0,,
37681,note_on,,,,,,,20,0,0,,,,,,,67,42,0,,
37707,note_off,,,,,,,26,0,0,,,,,,,74,64,0,,
37741,note_off,,,,,,,34,0,0,,,,,,,67,64,0,,
37829,note_on,,,,,,,88,0,0,,,,,,,76,59,0,,
37869,note_on,,,,,,,40,0,0,,,,,,,74,78,0,,
37869,note_on,,,,,,,0,0,0,,,,,,,57,48,0,,
37885,note_off,,,,,,,16,0,0,,,,,,,76,64,0,,
37981,note_off,,,,,,,96,0,0,,,,,,,74,64,0,,
38015,note_off,,,,,,,34,0,0,,,,,,,57,64,0,,
38035,note_on,,,,,,,20,0,0,,,,,,,72,45,0,,
38089,note_off,,,,,,,54,0,0,,,,,,,72,64,0,,
38175,note_on,,,,,,,86,0,0,,,,,,,66,55,0,,
38189,note_on,,,,,,,14,0,0,,,,,,,72,34,0,,
38221,note_off,,,,,,,32,0,0,,,,,,,66,64,0,,
38249,note_off,,,,,,,28,0,0,,,,,,,72,64,0,,
38387,note_on,,,,,,,138,0,0,,,,,,,67,57,0,,
38387,note_on,,,,,,,0,0,0,,,,,,,55,70,0,,
38390,note_on,,,,,,,3,0,0,,,,,,,71,63,0,,
38455,note_off,,,,,,,65,0,0,,,,,,,71,64,0,,
38458,note_off,,,,,,,3,0,0,,,,,,,67,64,0,,
38549,note_on,,,,,,,91,0,0,,,,,,,69,54,0,,
38551,note_on,,,,,,,2,0,0,,,,,,,72,58,0,,
38571,note_off,,,,,,,20,0,0,,,,,,,55,64,0,,
38605,note_off,,,,,,,34,0,0,,,,,,,69,64,0,,
38605,note_off,,,,,,,0,0,0,,,,,,,72,64,0,,
38725,note_on,,,,,,,120,0,0,,,,,,,47,55,0,,
38731,note_on,,,,,,,6,0,0,,,,,,,74,71,0,,
38733,note_on,,,,,,,2,0,0,,,,,,,71,73,0,,
38773,note_off,,,,,,,40,0,0,,,,,,,47,64,0,,
38781,note_off,,,,,,,8,0,0,,,,,,,71,64,0,,
38785,note_off,,,,,,,4,0,0,,,,,,,74,64,0,,
38899,note_on,,,,,,,114,0,0,,,,,,,72,66,0,,
38901,note_on,,,,,,,2,0,0,,,,,,,48,77,0,,
38905,note_on,,,,,,,4,0,0,,,,,,,69,54,0,,
38967,note_off,,,,,,,62,0,0,,,,,,,69,64,0,,
39027,note_off,,,,,,,60,0,0,,,,,,,72,64,0,,
39061,note_on,,,,,,,34,0,0,,,,,,,71,79,0,,
39069,note_on,,,,,,,8,0,0,,,,,,,67,54,0,,
39071,note_off,,,,,,,2,0,0,,,,,,,48,64,0,,
39101,note_off,,,,,,,30,0,0,,,,,,,71,64,0,,
39129,note_off,,,,,,,28,0,0,,,,,,,67,64,0,,
39233,note_on,,,,,,,104,0,0,,,,,,,66,60,0,,
39236,note_on,,,,,,,3,0,0,,,,,,,50,74,0,,
39241,note_on,,,,,,,5,0,0,,,,,,,69,55,0,,
39277,note_off,,,,,,,36,0,0,,,,,,,66,64,0,,
39277,note_off,,,,,,,0,0,0,,,,,,,50,64,0,,
39293,note_off,,,,,,,16,0,0,,,,,,,69,64,0,,
39419,note_on,,,,,,,126,0,0,,,,,,,55,87,0,,
39431,note_on,,,,,,,12,0,0,,,,,,,67,59,0,,
39435,note_on,,,,,,,4,0,0,,,,,,,71,67,0,,
39483,note_off,,,,,,,48,0,0,,,,,,,55,64,0,,
39595,note_on,,,,,,,112,0,0,,,,,,,50,73,0,,
39637,note_off,,,,,,,42,0,0,,,,,,,50,64,0,,
39719,note_off,,,,,,,82,0,0,,,,,,,67,64,0,,
39729,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
39769,note_on,,,,,,,40,0,0,,,,,,,43,67,0,,
39773,note_on,,,,,,,4,0,0,,,,,,,79,65,0,,
39813,note_off,,,,,,,40,0,0,,,,,,,43,64,0,,
39875,note_off,,,,,,,62,0,0,,,,,,,79,64,0,,
39959,note_on,,,,,,,84,0,0,,,,,,,38,67,0,,
40137,note_on,,,,,,,178,0,0,,,,,,,66,41,0,,
40139,note_on,,,,,,,2,0,0,,,,,,,69,53,0,,
40195,note_off,,,,,,,56,0,0,,,,,,,66,64,0,,
40198,note_off,,,,,,,3,0,0,,,,,,,69,64,0,,
40249,note_off,,,,,,,51,0,0,,,,,,,38,64,0,,
40329,note_on,,,,,,,80,0,0,,,,,,,72,59,0,,
40373,note_off,,,,,,,44,0,0,,,,,,,72,64,0,,
40497,note_on,,,,,,,124,0,0,,,,,,,71,86,0,,
40503,note_on,,,,,,,6,0,0,,,,,,,55,58,0,,
40503,note_on,,,,,,,0,0,0,,,,,,,67,57,0,,
40553,note_off,,,,,,,50,0,0,,,,,,,55,64,0,,
40657,note_on,,,,,,,104,0,0,,,,,,,50,72,0,,
40705,note_off,,,,,,,48,0,0,,,,,,,50,64,0,,
40753,note_off,,,,,,,48,0,0,,,,,,,67,64,0,,
40821,note_off,,,,,,,68,0,0,,,,,,,71,64,0,,
40829,note_on,,,,,,,8,0,0,,,,,,,43,68,0,,
40835,note_on,,,,,,,6,0,0,,,,,,,79,74,0,,
40869,note_off,,,,,,,34,0,0,,,,,,,43,64,0,,
40915,note_off,,,,,,,46,0,0,,,,,,,79,64,0,,
41031,note_on,,,,,,,116,0,0,,,,,,,38,59,0,,
41193,note_on,,,,,,,162,0,0,,,,,,,66,40,0,,
41193,note_on,,,,,,,0,0,0,,,,,,,69,50,0,,
41251,note_off,,,,,,,58,0,0,,,,,,,66,64,0,,
41255,note_off,,,,,,,4,0,0,,,,,,,69,64,0,,
41299,note_off,,,,,,,44,0,0,,,,,,,38,64,0,,
41363,note_on,,,,,,,64,0,0,,,,,,,72,59,0,,
41411,note_off,,,,,,,48,0,0,,,,,,,72,64,0,,
41541,note_on,,,,,,,130,0,0,,,,,,,71,78,0,,
41541,note_on,,,,,,,0,0,0,,,,,,,67,65,0,,
41547,note_on,,,,,,,6,0,0,,,,,,,55,65,0,,
41613,note_off,,,,,,,66,0,0,,,,,,,67,64,0,,
41643,note_off,,,,,,,30,0,0,,,,,,,71,64,0,,
41705,note_on,,,,,,,62,0,0,,,,,,,69,54,0,,
41707,note_on,,,,,,,2,0,0,,,,,,,72,67,0,,
41727,note_off,,,,,,,20,0,0,,,,,,,55,64,0,,
41757,note_off,,,,,,,30,0,0,,,,,,,69,64,0,,
41757,note_off,,,,,,,0,0,0,,,,,,,72,64,0,,
41879,note_on,,,,,,,122,0,0,,,,,,,74,75,0,,
41879,note_on,,,,,,,0,0,0,,,,,,,47,62,0,,
41879,note_on,,,,,,,0,0,0,,,,,,,71,83,0,,
41923,note_off,,,,,,,44,0,0,,,,,,,47,64,0,,
41923,note_off,,,,,,,0,0,0,,,,,,,71,64,0,,
41927,note_off,,,,,,,4,0,0,,,,,,,74,64,0,,
42037,note_on,,,,,,,110,0,0,,,,,,,72,71,0,,
42053,note_on,,,,,,,16,0,0,,,,,,,69,47,0,,
42059,note_on,,,,,,,6,0,0,,,,,,,48,72,0,,
42107,note_off,,,,,,,48,0,0,,,,,,,69,64,0,,
42137,note_off,,,,,,,30,0,0,,,,,,,72,64,0,,
42207,note_on,,,,,,,70,0,0,,,,,,,71,83,0,,
42213,note_on,,,,,,,6,0,0,,,,,,,67,58,0,,
42229,note_off,,,,,,,16,0,0,,,,,,,48,64,0,,
42245,note_off,,,,,,,16,0,0,,,,,,,71,64,0,,
42271,note_off,,,,,,,26,0,0,,,,,,,67,64,0,,
42369,note_on,,,,,,,98,0,0,,,,,,,66,62,0,,
42369,note_on,,,,,,,0,0,0,,,,,,,69,66,0,,
42369,note_on,,,,,,,0,0,0,,,,,,,50,73,0,,
42411,note_off,,,,,,,42,0,0,,,,,,,66,64,0,,
42411,note_off,,,,,,,0,0,0,,,,,,,50,64,0,,
42421,note_off,,,,,,,10,0,0,,,,,,,69,64,0,,
42553,note_on,,,,,,,132,0,0,,,,,,,55,78,0,,
42563,note_on,,,,,,,10,0,0,,,,,,,67,59,0,,
42563,note_on,,,,,,,0,0,0,,,,,,,71,83,0,,
42603,note_off,,,,,,,40,0,0,,,,,,,55,64,0,,
42715,note_on,,,,,,,112,0,0,,,,,,,50,74,0,,
42761,note_off,,,,,,,46,0,0,,,,,,,50,64,0,,
42823,note_off,,,,,,,62,0,0,,,,,,,67,64,0,,
42891,note_off,,,,,,,68,0,0,,,,,,,71,64,0,,
42897,note_on,,,,,,,6,0,0,,,,,,,43,63,0,,
42919,note_on,,,,,,,22,0,0,,,,,,,79,64,0,,
42943,note_off,,,,,,,24,0,0,,,,,,,43,64,0,,
43005,note_off,,,,,,,62,0,0,,,,,,,79,64,0,,
43083,note_on,,,,,,,78,0,0,,,,,,,38,62,0,,
43263,note_on,,,,,,,180,0,0,,,,,,,69,49,0,,
43271,note_on,,,,,,,8,0,0,,,,,,,66,34,0,,
43319,note_off,,,,,,,48,0,0,,,,,,,69,64,0,,
43333,note_off,,,,,,,14,0,0,,,,,,,66,64,0,,
43335,note_off,,,,,,,2,0,0,,,,,,,38,64,0,,
43439,note_on,,,,,,,104,0,0,,,,,,,72,53,0,,
43489,note_off,,,,,,,50,0,0,,,,,,,72,64,0,,
43623,note_on,,,,,,,134,0,0,,,,,,,55,44,0,,
43623,note_on,,,,,,,0,0,0,,,,,,,71,78,0,,
43631,note_on,,,,,,,8,0,0,,,,,,,67,51,0,,
43695,note_off,,,,,,,64,0,0,,,,,,,55,64,0,,
43771,note_off,,,,,,,76,0,0,,,,,,,67,64,0,,
43771,control_change,,,,,,,0,0,0,,,,,,,,,0,64,127
43799,note_on,,,,,,,28,0,0,,,,,,,50,48,0,,
43805,note_off,,,,,,,6,0,0,,,,,,,71,64,0,,
43859,note_off,,,,,,,54,0,0,,,,,,,50,64,0,,
43909,control_change,,,,,,,50,0,0,,,,,,,,,0,64,0
43957,note_on,,,,,,,48,0,0,,,,,,,83,92,0,,
43959,note_on,,,,,,,2,0,0,,,,,,,43,48,0,,
43993,note_off,,,,,,,34,0,0,,,,,,,83,64,0,,
44009,note_off,,,,,,,16,0,0,,,,,,,43,64,0,,
44133,note_on,,,,,,,124,0,0,,,,,,,38,72,0,,
44289,note_on,,,,,,,156,0,0,,,,,,,66,49,0,,
44297,note_on,,,,,,,8,0,0,,,,,,,69,61,0,,
44337,note_off,,,,,,,40,0,0,,,,,,,66,64,0,,
44351,note_off,,,,,,,14,0,0,,,,,,,69,64,0,,
44357,note_off,,,,,,,6,0,0,,,,,,,38,64,0,,
44467,note_on,,,,,,,110,0,0,,,,,,,72,68,0,,
44507,note_off,,,,,,,40,0,0,,,,,,,72,64,0,,
44661,note_on,,,,,,,154,0,0,,,,,,,71,72,0,,
44666,note_on,,,,,,,5,0,0,,,,,,,67,48,0,,
44671,note_on,,,,,,,5,0,0,,,,,,,55,38,0,,
44729,note_off,,,,,,,58,0,0,,,,,,,67,64,0,,
44731,note_off,,,,,,,2,0,0,,,,,,,71,64,0,,
44749,note_off,,,,,,,18,0,0,,,,,,,55,64,0,,
44783,control_change,,,,,,,34,0,0,,,,,,,,,0,64,127
44825,note_on,,,,,,,42,0,0,,,,,,,50,35,0,,
44895,note_off,,,,,,,70,0,0,,,,,,,50,64,0,,
44981,note_on,,,,,,,86,0,0,,,,,,,43,49,0,,
44997,note_on,,,,,,,16,0,0,,,,,,,86,65,0,,
45029,note_off,,,,,,,32,0,0,,,,,,,43,64,0,,
45039,note_off,,,,,,,10,0,0,,,,,,,86,64,0,,
45061,control_change,,,,,,,22,0,0,,,,,,,,,0,64,0
45171,note_on,,,,,,,110,0,0,,,,,,,38,71,0,,
45323,note_on,,,,,,,152,0,0,,,,,,,66,42,0,,
45328,note_off,,,,,,,5,0,0,,,,,,,38,64,0,,
45328,note_on,,,,,,,0,0,0,,,,,,,69,55,0,,
45379,note_off,,,,,,,51,0,0,,,,,,,66,64,0,,
45391,note_off,,,,,,,12,0,0,,,,,,,69,64,0,,
45495,note_on,,,,,,,104,0,0,,,,,,,72,57,0,,
45543,note_off,,,,,,,48,0,0,,,,,,,72,64,0,,
45665,note_on,,,,,,,122,0,0,,,,,,,71,69,0,,
45679,note_on,,,,,,,14,0,0,,,,,,,67,36,0,,
45689,note_on,,,,,,,10,0,0,,,,,,,55,43,0,,
45723,note_off,,,,,,,34,0,0,,,,,,,71,64,0,,
45747,note_off,,,,,,,24,0,0,,,,,,,67,64,0,,
45831,note_on,,,,,,,84,0,0,,,,,,,72,58,0,,
45836,note_on,,,,,,,5,0,0,,,,,,,69,49,0,,
45849,note_off,,,,,,,13,0,0,,,,,,,55,64,0,,
45887,note_off,,,,,,,38,0,0,,,,,,,72,64,0,,
45889,note_off,,,,,,,2,0,0,,,,,,,69,64,0,,
46001,note_on,,,,,,,112,0,0,,,,,,,74,56,0,,
46003,note_on,,,,,,,2,0,0,,,,,,,47,42,0,,
46005,note_on,,,,,,,2,0,0,,,,,,,71,59,0,,
46049,note_off,,,,,,,44,0,0,,,,,,,74,64,0,,
46057,note_off,,,,,,,8,0,0,,,,,,,71,64,0,,
46061,note_off,,,,,,,4,0,0,,,,,,,47,64,0,,
46167,note_on,,,,,,,106,0,0,,,,,,,72,40,0,,
46171,note_on,,,,,,,4,0,0,,,,,,,69,44,0,,
46187,note_on,,,,,,,16,0,0,,,,,,,48,42,0,,
46233,note_off,,,,,,,46,0,0,,,,,,,69,64,0,,
46239,note_off,,,,,,,6,0,0,,,,,,,72,64,0,,
46317,note_on,,,,,,,78,0,0,,,,,,,71,71,0,,
46333,note_on,,,,,,,16,0,0,,,,,,,67,47,0,,
46361,note_off,,,,,,,28,0,0,,,,,,,71,64,0,,
46379,note_off,,,,,,,18,0,0,,,,,,,48,64,0,,
46393,note_off,,,,,,,14,0,0,,,,,,,67,64,0,,
46493,note_on,,,,,,,100,0,0,,,,,,,69,56,0,,
46496,note_on,,,,,,,3,0,0,,,,,,,66,46,0,,
46503,note_on,,,,,,,7,0,0,,,,,,,50,58,0,,
46549,note_off,,,,,,,46,0,0,,,,,,,69,64,0,,
46549,note_off,,,,,,,0,0,0,,,,,,,66,64,0,,
46555,note_off,,,,,,,6,0,0,,,,,,,50,64,0,,
46673,note_on,,,,,,,118,0,0,,,,,,,71,75,0,,
46677,note_on,,,,,,,4,0,0,,,,,,,74,72,0,,
46681,note_on,,,,,,,4,0,0,,,,,,,47,46,0,,
46725,note_off,,,,,,,44,0,0,,,,,,,71,64,0,,
46773,note_off,,,,,,,48,0,0,,,,,,,74,64,0,,
46837,note_on,,,,,,,64,0,0,,,,,,,69,52,0,,
46847,note_on,,,,,,,10,0,0,,,,,,,72,52,0,,
46877,note_off,,,,,,,30,0,0,,,,,,,47,64,0,,
46891,note_off,,,,,,,14,0,0,,,,,,,69,64,0,,
46899,note_off,,,,,,,8,0,0,,,,,,,72,64,0,,
47009,note_on,,,,,,,110,0,0,,,,,,,71,55,0,,
47014,note_on,,,,,,,5,0,0,,,,,,,67,34,0,,
47019,note_on,,,,,,,5,0,0,,,,,,,52,50,0,,
47065,note_off,,,,,,,46,0,0,,,,,,,71,64,0,,
47071,note_off,,,,,,,6,0,0,,,,,,,52,64,0,,
47079,note_off,,,,,,,8,0,0,,,,,,,67,64,0,,
47173,note_on,,,,,,,94,0,0,,,,,,,69,41,0,,
47173,note_on,,,,,,,0,0,0,,,,,,,48,43,0,,
47176,note_on,,,,,,,3,0,0,,,,,,,72,47,0,,
47231,note_off,,,,,,,55,0,0,,,,,,,69,64,0,,
47253,note_off,,,,,,,22,0,0,,,,,,,72,64,0,,
47341,note_on,,,,,,,88,0,0,,,,,,,71,45,0,,
47349,note_on,,,,,,,8,0,0,,,,,,,67,40,0,,
47371,note_off,,,,,,,22,0,0,,,,,,,48,64,0,,
47405,note_off,,,,,,,34,0,0,,,,,,,71,64,0,,
47419,note_off,,,,,,,14,0,0,,,,,,,67,64,0,,
47503,note_on,,,,,,,84,0,0,,,,,,,50,52,0,,
47507,note_on,,,,,,,4,0,0,,,,,,,66,47,0,,
47511,note_on,,,,,,,4,0,0,,,,,,,69,48,0,,
47557,note_off,,,,,,,46,0,0,,,,,,,50,64,0,,
47557,note_off,,,,,,,0,0,0,,,,,,,66,64,0,,
47567,note_off,,,,,,,10,0,0,,,,,,,69,64,0,,
47681,note_on,,,,,,,114,0,0,,,,,,,71,64,0,,
47681,note_on,,,,,,,0,0,0,,,,,,,74,62,0,,
47681,note_on,,,,,,,0,0,0,,,,,,,47,52,0,,
47733,note_off,,,,,,,52,0,0,,,,,,,71,64,0,,
47737,note_off,,,,,,,4,0,0,,,,,,,74,64,0,,
47835,note_on,,,,,,,98,0,0,,,,,,,69,47,0,,
47843,note_on,,,,,,,8,0,0,,,,,,,72,50,0,,
47875,note_off,,,,,,,32,0,0,,,,,,,47,64,0,,
47893,note_off,,,,,,,18,0,0,,,,,,,69,64,0,,
47899,note_off,,,,,,,6,0,0,,,,,,,72,64,0,,
47991,note_on,,,,,,,92,0,0,,,,,,,71,73,0,,
47997,note_on,,,,,,,6,0,0,,,,,,,67,45,0,,
48007,note_on,,,,,,,10,0,0,,,,,,,52,52,0,,
48039,note_off,,,,,,,32,0,0,,,,,,,71,64,0,,
48053,note_off,,,,,,,14,0,0,,,,,,,67,64,0,,
48055,note_off,,,,,,,2,0,0,,,,,,,52,64,0,,
48153,note_on,,,,,,,98,0,0,,,,,,,72,69,0,,
48157,note_on,,,,,,,4,0,0,,,,,,,69,58,0,,
48171,note_on,,,,,,,14,0,0,,,,,,,48,54,0,,
48211,note_off,,,,,,,40,0,0,,,,,,,69,64,0,,
48227,note_off,,,,,,,16,0,0,,,,,,,72,64,0,,
48321,note_off,,,,,,,94,0,0,,,,,,,48,64,0,,
48321,note_on,,,,,,,0,0,0,,,,,,,71,76,0,,
48324,note_on,,,,,,,3,0,0,,,,,,,67,63,0,,
48363,note_off,,,,,,,39,0,0,,,,,,,71,64,0,,
48385,note_off,,,,,,,22,0,0,,,,,,,67,64,0,,
48469,note_on,,,,,,,84,0,0,,,,,,,66,75,0,,
48472,note_on,,,,,,,3,0,0,,,,,,,69,73,0,,
48479,note_on,,,,,,,7,0,0,,,,,,,50,72,0,,
48509,note_off,,,,,,,30,0,0,,,,,,,66,64,0,,
48521,note_off,,,,,,,12,0,0,,,,,,,50,64,0,,
48523,note_off,,,,,,,2,0,0,,,,,,,69,64,0,,
48641,note_on,,,,,,,118,0,0,,,,,,,74,91,0,,
48651,note_on,,,,,,,10,0,0,,,,,,,47,68,0,,
48653,note_on,,,,,,,2,0,0,,,,,,,71,82,0,,
48697,note_off,,,,,,,44,0,0,,,,,,,71,64,0,,
48765,note_off,,,,,,,68,0,0,,,,,,,74,64,0,,
48799,note_on,,,,,,,34,0,0,,,,,,,69,55,0,,
48799,note_on,,,,,,,0,0,0,,,,,,,72,71,0,,
48802,note_off,,,,,,,3,0,0,,,,,,,47,64,0,,
48851,note_off,,,,,,,49,0,0,,,,,,,69,64,0,,
48867,note_off,,,,,,,16,0,0,,,,,,,72,64,0,,
48959,note_on,,,,,,,92,0,0,,,,,,,71,41,0,,
48969,note_on,,,,,,,10,0,0,,,,,,,52,76,0,,
48971,note_on,,,,,,,2,0,0,,,,,,,67,42,0,,
49011,note_off,,,,,,,40,0,0,,,,,,,52,64,0,,
49021,note_on,,,,,,,10,0,0,,,,,,,69,68,0,,
49031,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
49037,note_off,,,,,,,6,0,0,,,,,,,67,64,0,,
49065,note_off,,,,,,,28,0,0,,,,,,,69,64,0,,
