tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,note,velocity
39134,note_on,,222,0,1,,,,,,,,,,,,,,0,69,60
39194,note_on,,60,0,1,,,,,,,,,,,,,,0,67,0
39340,note_on,,146,0,1,,,,,,,,,,,,,,0,60,0
39354,note_on,,14,0,1,,,,,,,,,,,,,,0,70,64
39382,note_on,,28,0,1,,,,,,,,,,,,,,0,69,0
39400,control_change,,18,0,1,,,,,,,,,,,,64,127,0,,
39570,control_change,,170,0,1,,,,,,,,,,,,64,0,0,,
39590,note_on,,20,0,1,,,,,,,,,,,,,,0,52,0
39598,note_on,,8,0,1,,,,,,,,,,,,,,0,55,0
39600,note_on,,2,0,1,,,,,,,,,,,,,,0,69,62
39610,note_on,,10,0,1,,,,,,,,,,,,,,0,60,31
39614,note_on,,4,0,1,,,,,,,,,,,,,,0,53,52
39620,note_on,,6,0,1,,,,,,,,,,,,,,0,57,30
39634,note_on,,14,0,1,,,,,,,,,,,,,,0,70,0
39846,note_on,,212,0,1,,,,,,,,,,,,,,0,70,57
39880,note_on,,34,0,1,,,,,,,,,,,,,,0,69,0
40076,note_on,,196,0,1,,,,,,,,,,,,,,0,72,54
40096,note_on,,20,0,1,,,,,,,,,,,,,,0,70,0
40118,note_on,,22,0,1,,,,,,,,,,,,,,0,60,0
40200,control_change,,82,0,1,,,,,,,,,,,,64,127,0,,
40272,note_on,,72,0,1,,,,,,,,,,,,,,0,57,0
40292,control_change,,20,0,1,,,,,,,,,,,,64,0,0,,
40300,note_on,,8,0,1,,,,,,,,,,,,,,0,53,0
40342,note_on,,42,0,1,,,,,,,,,,,,,,0,60,22
40350,note_on,,8,0,1,,,,,,,,,,,,,,0,55,24
40350,note_on,,0,0,1,,,,,,,,,,,,,,0,51,22
40620,note_on,,270,0,1,,,,,,,,,,,,,,0,74,45
40674,note_on,,54,0,1,,,,,,,,,,,,,,0,72,0
40834,note_on,,160,0,1,,,,,,,,,,,,,,0,55,0
40846,control_change,,12,0,1,,,,,,,,,,,,64,127,0,,
40854,note_on,,8,0,1,,,,,,,,,,,,,,0,74,0
40854,note_on,,0,0,1,,,,,,,,,,,,,,0,75,46
40868,note_on,,14,0,1,,,,,,,,,,,,,,0,60,0
40946,note_on,,78,0,1,,,,,,,,,,,,,,0,51,0
41060,control_change,,114,0,1,,,,,,,,,,,,64,0,0,,
41074,note_on,,14,0,1,,,,,,,,,,,,,,0,67,47
41088,note_on,,14,0,1,,,,,,,,,,,,,,0,75,0
41102,note_on,,14,0,1,,,,,,,,,,,,,,0,62,19
41108,note_on,,6,0,1,,,,,,,,,,,,,,0,50,18
41120,note_on,,12,0,1,,,,,,,,,,,,,,0,57,22
41322,note_on,,202,0,1,,,,,,,,,,,,,,0,66,37
41334,note_on,,12,0,1,,,,,,,,,,,,,,0,67,0
41522,note_on,,188,0,1,,,,,,,,,,,,,,0,62,0
41560,note_on,,38,0,1,,,,,,,,,,,,,,0,57,0
41560,note_on,,0,0,1,,,,,,,,,,,,,,0,67,59
41568,control_change,,8,0,1,,,,,,,,,,,,64,127,0,,
41586,note_on,,18,0,1,,,,,,,,,,,,,,0,66,0
41768,control_change,,182,0,1,,,,,,,,,,,,64,0,0,,
41782,note_on,,14,0,1,,,,,,,,,,,,,,0,62,36
41790,note_on,,8,0,1,,,,,,,,,,,,,,0,69,52
41792,note_on,,2,0,1,,,,,,,,,,,,,,0,67,0
41796,note_on,,4,0,1,,,,,,,,,,,,,,0,54,53
41800,note_on,,4,0,1,,,,,,,,,,,,,,0,50,0
41800,note_on,,0,0,1,,,,,,,,,,,,,,0,57,35
42016,note_on,,216,0,1,,,,,,,,,,,,,,0,70,63
42088,note_on,,72,0,1,,,,,,,,,,,,,,0,69,0
42198,control_change,,110,0,1,,,,,,,,,,,,64,127,0,,
42212,note_on,,14,0,1,,,,,,,,,,,,,,0,62,0
42236,note_on,,24,0,1,,,,,,,,,,,,,,0,57,0
42258,note_on,,22,0,1,,,,,,,,,,,,,,0,72,69
42316,note_on,,58,0,1,,,,,,,,,,,,,,0,70,0
42474,control_change,,158,0,1,,,,,,,,,,,,64,0,0,,
42484,note_on,,10,0,1,,,,,,,,,,,,,,0,70,68
42494,note_on,,10,0,1,,,,,,,,,,,,,,0,55,49
42504,note_on,,10,0,1,,,,,,,,,,,,,,0,62,29
42508,note_on,,4,0,1,,,,,,,,,,,,,,0,58,29
42542,note_on,,34,0,1,,,,,,,,,,,,,,0,72,0
42557,note_on,,15,0,1,,,,,,,,,,,,,,0,54,0
42724,note_on,,167,0,1,,,,,,,,,,,,,,0,72,71
42770,note_on,,46,0,1,,,,,,,,,,,,,,0,70,0
42976,note_on,,206,0,1,,,,,,,,,,,,,,0,62,0
42978,note_on,,2,0,1,,,,,,,,,,,,,,0,74,63
43010,note_on,,32,0,1,,,,,,,,,,,,,,0,72,0
43088,control_change,,78,0,1,,,,,,,,,,,,64,127,0,,
43138,note_on,,50,0,1,,,,,,,,,,,,,,0,58,0
43164,control_change,,26,0,1,,,,,,,,,,,,64,0,0,,
43244,note_on,,80,0,1,,,,,,,,,,,,,,0,62,41
43252,note_on,,8,0,1,,,,,,,,,,,,,,0,57,36
43264,note_on,,12,0,1,,,,,,,,,,,,,,0,55,0
43264,note_on,,0,0,1,,,,,,,,,,,,,,0,53,59
43480,note_on,,216,0,1,,,,,,,,,,,,,,0,76,60
43526,note_on,,46,0,1,,,,,,,,,,,,,,0,74,0
43726,note_on,,200,0,1,,,,,,,,,,,,,,0,77,69
43742,note_on,,16,0,1,,,,,,,,,,,,,,0,62,0
43750,control_change,,8,0,1,,,,,,,,,,,,64,127,0,,
43752,note_on,,2,0,1,,,,,,,,,,,,,,0,76,0
43930,note_on,,178,0,1,,,,,,,,,,,,,,0,57,0
43950,note_on,,20,0,1,,,,,,,,,,,,,,0,77,0
43950,note_on,,0,0,1,,,,,,,,,,,,,,0,64,37
43956,note_on,,6,0,1,,,,,,,,,,,,,,0,69,55
43958,note_on,,2,0,1,,,,,,,,,,,,,,0,59,32
43960,note_on,,2,0,1,,,,,,,,,,,,,,0,52,32
43964,control_change,,4,0,1,,,,,,,,,,,,64,0,0,,
43968,note_on,,4,0,1,,,,,,,,,,,,,,0,53,0
44184,note_on,,216,0,1,,,,,,,,,,,,,,0,68,62
44202,note_on,,18,0,1,,,,,,,,,,,,,,0,69,0
44378,control_change,,176,0,1,,,,,,,,,,,,64,127,0,,
44410,note_on,,32,0,1,,,,,,,,,,,,,,0,59,0
44430,note_on,,20,0,1,,,,,,,,,,,,,,0,69,69
44448,note_on,,18,0,1,,,,,,,,,,,,,,0,68,0
44468,note_on,,20,0,1,,,,,,,,,,,,,,0,64,0
44652,note_on,,184,0,1,,,,,,,,,,,,,,0,71,81
44666,note_on,,14,0,1,,,,,,,,,,,,,,0,64,63
44669,control_change,,3,0,1,,,,,,,,,,,,64,0,0,,
44672,note_on,,3,0,1,,,,,,,,,,,,,,0,56,48
44680,note_on,,8,0,1,,,,,,,,,,,,,,0,59,41
44698,note_on,,18,0,1,,,,,,,,,,,,,,0,69,0
44760,note_on,,62,0,1,,,,,,,,,,,,,,0,52,0
44880,note_on,,120,0,1,,,,,,,,,,,,,,0,73,73
44942,note_on,,62,0,1,,,,,,,,,,,,,,0,71,0
45114,note_on,,172,0,1,,,,,,,,,,,,,,0,74,87
45136,note_on,,22,0,1,,,,,,,,,,,,,,0,73,0
45154,note_on,,18,0,1,,,,,,,,,,,,,,0,59,0
45156,note_on,,2,0,1,,,,,,,,,,,,,,0,64,0
45162,control_change,,6,0,1,,,,,,,,,,,,64,127,0,,
45346,control_change,,184,0,1,,,,,,,,,,,,64,0,0,,
45348,note_on,,2,0,1,,,,,,,,,,,,,,0,73,78
45358,note_on,,10,0,1,,,,,,,,,,,,,,0,57,44
45361,note_on,,3,0,1,,,,,,,,,,,,,,0,64,41
45365,note_on,,4,0,1,,,,,,,,,,,,,,0,61,55
45392,note_on,,27,0,1,,,,,,,,,,,,,,0,74,0
45395,note_on,,3,0,1,,,,,,,,,,,,,,0,56,0
45582,note_on,,187,0,1,,,,,,,,,,,,,,0,74,85
45598,note_on,,16,0,1,,,,,,,,,,,,,,0,73,0
45716,control_change,,118,0,1,,,,,,,,,,,,64,127,0,,
45724,note_on,,8,0,1,,,,,,,,,,,,,,0,64,0
45756,note_on,,32,0,1,,,,,,,,,,,,,,0,57,0
45782,note_on,,26,0,1,,,,,,,,,,,,,,0,61,0
45800,note_on,,18,0,1,,,,,,,,,,,,,,0,74,0
45806,note_on,,6,0,1,,,,,,,,,,,,,,0,76,78
46008,control_change,,202,0,1,,,,,,,,,,,,64,0,0,,
46028,note_on,,20,0,1,,,,,,,,,,,,,,0,57,62
46032,note_on,,4,0,1,,,,,,,,,,,,,,0,49,55
46054,note_on,,22,0,1,,,,,,,,,,,,,,0,52,69
46250,note_on,,196,0,1,,,,,,,,,,,,,,0,77,84
46292,note_on,,42,0,1,,,,,,,,,,,,,,0,76,0
46356,note_on,,64,0,1,,,,,,,,,,,,,,0,52,0
46360,control_change,,4,0,1,,,,,,,,,,,,64,127,0,,
46436,note_on,,76,0,1,,,,,,,,,,,,,,0,57,0
46470,note_on,,34,0,1,,,,,,,,,,,,,,0,77,0
46472,note_on,,2,0,1,,,,,,,,,,,,,,0,79,87
46514,note_on,,42,0,1,,,,,,,,,,,,,,0,79,0
46556,note_on,,42,0,1,,,,,,,,,,,,,,0,49,0
46592,note_on,,36,0,1,,,,,,,,,,,,,,0,77,54
46636,note_on,,44,0,1,,,,,,,,,,,,,,0,77,0
46644,note_on,,8,0,1,,,,,,,,,,,,,,0,79,89
46678,note_on,,34,0,1,,,,,,,,,,,,,,0,62,42
46684,control_change,,6,0,1,,,,,,,,,,,,64,0,0,,
46686,note_on,,2,0,1,,,,,,,,,,,,,,0,50,42
46696,note_on,,10,0,1,,,,,,,,,,,,,,0,77,92
46702,note_on,,6,0,1,,,,,,,,,,,,,,0,57,41
46784,note_on,,82,0,1,,,,,,,,,,,,,,0,79,0
46928,note_on,,144,0,1,,,,,,,,,,,,,,0,76,85
46990,note_on,,62,0,1,,,,,,,,,,,,,,0,77,0
47053,note_on,,63,0,1,,,,,,,,,,,,,,0,62,0
47098,control_change,,45,0,1,,,,,,,,,,,,64,127,0,,
47146,note_on,,48,0,1,,,,,,,,,,,,,,0,74,90
47190,note_on,,44,0,1,,,,,,,,,,,,,,0,76,0
47384,note_on,,194,0,1,,,,,,,,,,,,,,0,81,88
47390,control_change,,6,0,1,,,,,,,,,,,,64,0,0,,
47394,note_on,,4,0,1,,,,,,,,,,,,,,0,62,33
47396,note_on,,2,0,1,,,,,,,,,,,,,,0,53,70
47402,note_on,,6,0,1,,,,,,,,,,,,,,0,57,0
47410,note_on,,8,0,1,,,,,,,,,,,,,,0,74,0
47446,note_on,,36,0,1,,,,,,,,,,,,,,0,50,0
47610,note_on,,164,0,1,,,,,,,,,,,,,,0,79,88
47642,note_on,,32,0,1,,,,,,,,,,,,,,0,81,0
47666,note_on,,24,0,1,,,,,,,,,,,,,,0,62,0
47706,note_on,,40,0,1,,,,,,,,,,,,,,0,79,0
47782,note_on,,76,0,1,,,,,,,,,,,,,,0,53,0
47822,note_on,,40,0,1,,,,,,,,,,,,,,0,77,80
47824,note_on,,2,0,1,,,,,,,,,,,,,,0,55,83
47880,note_on,,56,0,1,,,,,,,,,,,,,,0,55,0
47906,note_on,,26,0,1,,,,,,,,,,,,,,0,77,0
48046,note_on,,140,0,1,,,,,,,,,,,,,,0,57,79
48050,note_on,,4,0,1,,,,,,,,,,,,,,0,76,60
48102,note_on,,52,0,1,,,,,,,,,,,,,,0,57,0
48110,note_on,,8,0,1,,,,,,,,,,,,,,0,76,0
48138,note_on,,28,0,1,,,,,,,,,,,,,,0,77,55
48190,note_on,,52,0,1,,,,,,,,,,,,,,0,77,0
48210,note_on,,20,0,1,,,,,,,,,,,,,,0,76,42
48264,note_on,,54,0,1,,,,,,,,,,,,,,0,76,0
48266,note_on,,2,0,1,,,,,,,,,,,,,,0,77,57
48272,note_on,,6,0,1,,,,,,,,,,,,,,0,52,74
48310,note_on,,38,0,1,,,,,,,,,,,,,,0,52,0
48326,note_on,,16,0,1,,,,,,,,,,,,,,0,77,0
48354,note_on,,28,0,1,,,,,,,,,,,,,,0,76,31
48412,note_on,,58,0,1,,,,,,,,,,,,,,0,77,45
48462,note_on,,50,0,1,,,,,,,,,,,,,,0,77,0
48478,note_on,,16,0,1,,,,,,,,,,,,,,0,49,59
48514,note_on,,36,0,1,,,,,,,,,,,,,,0,76,0
48522,note_on,,8,0,1,,,,,,,,,,,,,,0,49,0
48542,note_on,,20,0,1,,,,,,,,,,,,,,0,77,44
48584,note_on,,42,0,1,,,,,,,,,,,,,,0,76,53
48626,note_on,,42,0,1,,,,,,,,,,,,,,0,77,0
48720,note_on,,94,0,1,,,,,,,,,,,,,,0,45,51
48936,note_on,,216,0,1,,,,,,,,,,,,,,0,76,0
48944,note_on,,8,0,1,,,,,,,,,,,,,,0,45,0
48956,note_on,,12,0,1,,,,,,,,,,,,,,0,81,60
48972,control_change,,16,0,1,,,,,,,,,,,,64,127,0,,
49000,note_on,,28,0,1,,,,,,,,,,,,,,0,81,0
49096,control_change,,96,0,1,,,,,,,,,,,,64,0,0,,
49166,note_on,,70,0,1,,,,,,,,,,,,,,0,69,60
49186,note_on,,20,0,1,,,,,,,,,,,,,,0,64,49
49194,note_on,,8,0,1,,,,,,,,,,,,,,0,61,30
49218,note_on,,24,0,1,,,,,,,,,,,,,,0,69,0
49234,note_on,,16,0,1,,,,,,,,,,,,,,0,64,0
49266,note_on,,32,0,1,,,,,,,,,,,,,,0,61,0
49394,note_on,,128,0,1,,,,,,,,,,,,,,0,70,66
49402,note_on,,8,0,1,,,,,,,,,,,,,,0,65,47
49410,note_on,,8,0,1,,,,,,,,,,,,,,0,62,47
49456,note_on,,46,0,1,,,,,,,,,,,,,,0,70,0
49460,note_on,,4,0,1,,,,,,,,,,,,,,0,72,49
49524,note_on,,64,0,1,,,,,,,,,,,,,,0,72,0
49540,note_on,,16,0,1,,,,,,,,,,,,,,0,70,29
49596,note_on,,56,0,1,,,,,,,,,,,,,,0,72,58
49642,note_on,,46,0,1,,,,,,,,,,,,,,0,72,0
49704,note_on,,62,0,1,,,,,,,,,,,,,,0,72,61
49724,note_on,,20,0,1,,,,,,,,,,,,,,0,70,0
49780,note_on,,56,0,1,,,,,,,,,,,,,,0,70,40
49810,note_on,,30,0,1,,,,,,,,,,,,,,0,72,0
49866,note_on,,56,0,1,,,,,,,,,,,,,,0,69,57
49882,note_on,,16,0,1,,,,,,,,,,,,,,0,70,0
49934,note_on,,52,0,1,,,,,,,,,,,,,,0,69,0
50044,note_on,,110,0,1,,,,,,,,,,,,,,0,62,0
50050,note_on,,6,0,1,,,,,,,,,,,,,,0,65,0
50096,note_on,,46,0,1,,,,,,,,,,,,,,0,69,53
50102,note_on,,6,0,1,,,,,,,,,,,,,,0,64,31
50104,note_on,,2,0,1,,,,,,,,,,,,,,0,61,18
50162,note_on,,58,0,1,,,,,,,,,,,,,,0,69,0
50318,note_on,,156,0,1,,,,,,,,,,,,,,0,81,57
50370,note_on,,52,0,1,,,,,,,,,,,,,,0,81,0
50538,note_on,,168,0,1,,,,,,,,,,,,,,0,69,46
50598,note_on,,60,0,1,,,,,,,,,,,,,,0,69,0
50690,note_on,,92,0,1,,,,,,,,,,,,,,0,61,0
50692,note_on,,2,0,1,,,,,,,,,,,,,,0,64,0
50750,note_on,,58,0,1,,,,,,,,,,,,,,0,70,45
50764,note_on,,14,0,1,,,,,,,,,,,,,,0,65,28
50796,note_on,,32,0,1,,,,,,,,,,,,,,0,62,19
50808,note_on,,12,0,1,,,,,,,,,,,,,,0,70,0
50814,note_on,,6,0,1,,,,,,,,,,,,,,0,72,44
50870,note_on,,56,0,1,,,,,,,,,,,,,,0,72,0
50876,note_on,,6,0,1,,,,,,,,,,,,,,0,70,44
50930,note_on,,54,0,1,,,,,,,,,,,,,,0,70,0
50944,note_on,,14,0,1,,,,,,,,,,,,,,0,72,49
50988,note_on,,44,0,1,,,,,,,,,,,,,,0,70,57
50996,note_on,,8,0,1,,,,,,,,,,,,,,0,72,0
51054,note_on,,58,0,1,,,,,,,,,,,,,,0,70,0
51090,note_on,,36,0,1,,,,,,,,,,,,,,0,72,21
51128,note_on,,38,0,1,,,,,,,,,,,,,,0,70,48
51160,note_on,,32,0,1,,,,,,,,,,,,,,0,72,0
51198,note_on,,38,0,1,,,,,,,,,,,,,,0,70,0
51202,note_on,,4,0,1,,,,,,,,,,,,,,0,69,39
51282,note_on,,80,0,1,,,,,,,,,,,,,,0,69,0
51298,note_on,,16,0,1,,,,,,,,,,,,,,0,62,0
51440,note_on,,142,0,1,,,,,,,,,,,,,,0,69,42
51482,note_on,,42,0,1,,,,,,,,,,,,,,0,66,17
51492,note_on,,10,0,1,,,,,,,,,,,,,,0,62,43
51504,note_on,,12,0,1,,,,,,,,,,,,,,0,65,0
51554,control_change,,50,0,1,,,,,,,,,,,,64,127,0,,
51680,note_on,,126,0,1,,,,,,,,,,,,,,0,69,0
51690,note_on,,10,0,1,,,,,,,,,,,,,,0,81,62
51910,note_on,,220,0,1,,,,,,,,,,,,,,0,78,73
51954,note_on,,44,0,1,,,,,,,,,,,,,,0,81,0
52156,note_on,,202,0,1,,,,,,,,,,,,,,0,79,84
52164,note_on,,8,0,1,,,,,,,,,,,,,,0,66,0
52164,note_on,,0,0,1,,,,,,,,,,,,,,0,78,0
52167,note_on,,3,0,1,,,,,,,,,,,,,,0,67,45
52180,note_on,,13,0,1,,,,,,,,,,,,,,0,63,33
52198,note_on,,18,0,1,,,,,,,,,,,,,,0,62,0
52230,control_change,,32,0,1,,,,,,,,,,,,64,0,0,,
52410,note_on,,180,0,1,,,,,,,,,,,,,,0,81,73
52452,note_on,,42,0,1,,,,,,,,,,,,,,0,79,0
52492,control_change,,40,0,1,,,,,,,,,,,,64,127,0,,
52640,note_on,,148,0,1,,,,,,,,,,,,,,0,82,66
52648,note_on,,8,0,1,,,,,,,,,,,,,,0,81,0
52678,note_on,,30,0,1,,,,,,,,,,,,,,0,67,0
52684,note_on,,6,0,1,,,,,,,,,,,,,,0,63,0
52754,note_on,,70,0,1,,,,,,,,,,,,,,0,82,0
52800,note_on,,46,0,1,,,,,,,,,,,,,,0,84,65
52846,note_on,,46,0,1,,,,,,,,,,,,,,0,82,59
52856,note_on,,10,0,1,,,,,,,,,,,,,,0,69,40
52856,note_on,,0,0,1,,,,,,,,,,,,,,0,63,47
52886,note_on,,30,0,1,,,,,,,,,,,,,,0,60,22
52892,control_change,,6,0,1,,,,,,,,,,,,64,0,0,,
52918,note_on,,26,0,1,,,,,,,,,,,,,,0,84,0
53102,note_on,,184,0,1,,,,,,,,,,,,,,0,81,79
53168,control_change,,66,0,1,,,,,,,,,,,,64,127,0,,
53180,note_on,,12,0,1,,,,,,,,,,,,,,0,82,0
53290,note_on,,110,0,1,,,,,,,,,,,,,,0,69,0
53342,note_on,,52,0,1,,,,,,,,,,,,,,0,79,88
53348,note_on,,6,0,1,,,,,,,,,,,,,,0,81,0
53438,note_on,,90,0,1,,,,,,,,,,,,,,0,63,0
53558,note_on,,120,0,1,,,,,,,,,,,,,,0,78,84
53568,note_on,,10,0,1,,,,,,,,,,,,,,0,69,32
53581,note_on,,13,0,1,,,,,,,,,,,,,,0,79,0
53588,note_on,,7,0,1,,,,,,,,,,,,,,0,66,32
53592,note_on,,4,0,1,,,,,,,,,,,,,,0,62,39
53596,note_on,,4,0,1,,,,,,,,,,,,,,0,60,0
53644,control_change,,48,0,1,,,,,,,,,,,,64,0,0,,
53798,note_on,,154,0,1,,,,,,,,,,,,,,0,79,88
53842,note_on,,44,0,1,,,,,,,,,,,,,,0,78,0
53892,note_on,,50,0,1,,,,,,,,,,,,,,0,69,0
53904,control_change,,12,0,1,,,,,,,,,,,,64,127,0,,
53918,note_on,,14,0,1,,,,,,,,,,,,,,0,62,0
53928,note_on,,10,0,1,,,,,,,,,,,,,,0,66,0
54024,note_on,,96,0,1,,,,,,,,,,,,,,0,81,74
54032,note_on,,8,0,1,,,,,,,,,,,,,,0,79,0
54194,note_on,,162,0,1,,,,,,,,,,,,,,0,77,67
54202,note_on,,8,0,1,,,,,,,,,,,,,,0,81,0
54232,note_on,,30,0,1,,,,,,,,,,,,,,0,75,63
54240,note_on,,8,0,1,,,,,,,,,,,,,,0,54,44
54244,note_on,,4,0,1,,,,,,,,,,,,,,0,62,32
54262,note_on,,18,0,1,,,,,,,,,,,,,,0,57,19
54334,control_change,,72,0,1,,,,,,,,,,,,64,0,0,,
54339,note_on,,5,0,1,,,,,,,,,,,,,,0,77,0
54446,note_on,,107,0,1,,,,,,,,,,,,,,0,74,73
54484,note_on,,38,0,1,,,,,,,,,,,,,,0,75,0
54628,note_on,,144,0,1,,,,,,,,,,,,,,0,57,0
54628,control_change,,0,0,1,,,,,,,,,,,,64,127,0,,
54658,note_on,,30,0,1,,,,,,,,,,,,,,0,74,0
54680,note_on,,22,0,1,,,,,,,,,,,,,,0,72,69
54698,note_on,,18,0,1,,,,,,,,,,,,,,0,54,0
54800,note_on,,102,0,1,,,,,,,,,,,,,,0,72,0
54828,note_on,,28,0,1,,,,,,,,,,,,,,0,62,0
54898,note_on,,70,0,1,,,,,,,,,,,,,,0,72,54
54912,note_on,,14,0,1,,,,,,,,,,,,,,0,55,63
54950,control_change,,38,0,1,,,,,,,,,,,,64,0,0,,
55138,note_on,,188,0,1,,,,,,,,,,,,,,0,70,55
55170,note_on,,32,0,1,,,,,,,,,,,,,,0,72,0
55202,note_on,,32,0,1,,,,,,,,,,,,,,0,55,0
55272,note_on,,70,0,1,,,,,,,,,,,,,,0,70,0
55370,note_on,,98,0,1,,,,,,,,,,,,,,0,79,85
55378,note_on,,8,0,1,,,,,,,,,,,,,,0,67,61
55428,note_on,,50,0,1,,,,,,,,,,,,,,0,67,0
55432,note_on,,4,0,1,,,,,,,,,,,,,,0,79,0
55598,note_on,,166,0,1,,,,,,,,,,,,,,0,70,76
55612,note_on,,14,0,1,,,,,,,,,,,,,,0,53,90
55826,note_on,,214,0,1,,,,,,,,,,,,,,0,69,67
55830,note_on,,4,0,1,,,,,,,,,,,,,,0,70,0
55884,note_on,,54,0,1,,,,,,,,,,,,,,0,53,0
55932,note_on,,48,0,1,,,,,,,,,,,,,,0,69,0
56046,note_on,,114,0,1,,,,,,,,,,,,,,0,77,80
56052,note_on,,6,0,1,,,,,,,,,,,,,,0,65,62
56100,note_on,,48,0,1,,,,,,,,,,,,,,0,65,0
56124,note_on,,24,0,1,,,,,,,,,,,,,,0,77,0
56282,note_on,,158,0,1,,,,,,,,,,,,,,0,69,76
56282,note_on,,0,0,1,,,,,,,,,,,,,,0,52,75
56508,note_on,,226,0,1,,,,,,,,,,,,,,0,67,69
56516,note_on,,8,0,1,,,,,,,,,,,,,,0,69,0
56576,note_on,,60,0,1,,,,,,,,,,,,,,0,52,0
56594,note_on,,18,0,1,,,,,,,,,,,,,,0,67,0
56726,note_on,,132,0,1,,,,,,,,,,,,,,0,76,70
56729,note_on,,3,0,1,,,,,,,,,,,,,,0,64,63
56778,note_on,,49,0,1,,,,,,,,,,,,,,0,64,0
56792,note_on,,14,0,1,,,,,,,,,,,,,,0,76,0
56956,note_on,,164,0,1,,,,,,,,,,,,,,0,67,72
56972,note_on,,16,0,1,,,,,,,,,,,,,,0,50,59
57168,note_on,,196,0,1,,,,,,,,,,,,,,0,67,0
57176,note_on,,8,0,1,,,,,,,,,,,,,,0,65,61
57244,note_on,,68,0,1,,,,,,,,,,,,,,0,65,0
57256,note_on,,12,0,1,,,,,,,,,,,,,,0,50,0
57402,note_on,,146,0,1,,,,,,,,,,,,,,0,62,46
57404,note_on,,2,0,1,,,,,,,,,,,,,,0,74,63
57450,note_on,,46,0,1,,,,,,,,,,,,,,0,74,0
57454,note_on,,4,0,1,,,,,,,,,,,,,,0,62,0
57626,note_on,,172,0,1,,,,,,,,,,,,,,0,48,47
57630,note_on,,4,0,1,,,,,,,,,,,,,,0,65,60
57842,note_on,,212,0,1,,,,,,,,,,,,,,0,65,0
57845,note_on,,3,0,1,,,,,,,,,,,,,,0,64,60
57922,note_on,,77,0,1,,,,,,,,,,,,,,0,48,0
57922,note_on,,0,0,1,,,,,,,,,,,,,,0,64,0
58054,note_on,,132,0,1,,,,,,,,,,,,,,0,72,55
58088,note_on,,34,0,1,,,,,,,,,,,,,,0,60,35
58110,note_on,,22,0,1,,,,,,,,,,,,,,0,72,0
58156,note_on,,46,0,1,,,,,,,,,,,,,,0,60,0
58292,note_on,,136,0,1,,,,,,,,,,,,,,0,64,60
58298,note_on,,6,0,1,,,,,,,,,,,,,,0,46,43
58518,note_on,,220,0,1,,,,,,,,,,,,,,0,64,0
58526,note_on,,8,0,1,,,,,,,,,,,,,,0,62,54
58582,note_on,,56,0,1,,,,,,,,,,,,,,0,62,0
58598,note_on,,16,0,1,,,,,,,,,,,,,,0,46,0
58736,note_on,,138,0,1,,,,,,,,,,,,,,0,70,47
58744,note_on,,8,0,1,,,,,,,,,,,,,,0,58,33
58796,note_on,,52,0,1,,,,,,,,,,,,,,0,70,0
58812,note_on,,16,0,1,,,,,,,,,,,,,,0,58,0
58978,note_on,,166,0,1,,,,,,,,,,,,,,0,62,46
58988,note_on,,10,0,1,,,,,,,,,,,,,,0,45,33
59190,note_on,,202,0,1,,,,,,,,,,,,,,0,62,0
59196,note_on,,6,0,1,,,,,,,,,,,,,,0,60,37
59274,note_on,,78,0,1,,,,,,,,,,,,,,0,45,0
59298,note_on,,24,0,1,,,,,,,,,,,,,,0,60,0
59410,note_on,,112,0,1,,,,,,,,,,,,,,0,69,41
59432,note_on,,22,0,1,,,,,,,,,,,,,,0,57,28
59468,note_on,,36,0,1,,,,,,,,,,,,,,0,69,0
59496,note_on,,28,0,1,,,,,,,,,,,,,,0,57,0
59656,note_on,,160,0,1,,,,,,,,,,,,,,0,43,34
59660,note_on,,4,0,1,,,,,,,,,,,,,,0,60,48
59858,note_on,,198,0,1,,,,,,,,,,,,,,0,58,32
59882,note_on,,24,0,1,,,,,,,,,,,,,,0,60,0
59936,note_on,,54,0,1,,,,,,,,,,,,,,0,43,0
59978,note_on,,42,0,1,,,,,,,,,,,,,,0,58,0
60088,note_on,,110,0,1,,,,,,,,,,,,,,0,55,34
60090,note_on,,2,0,1,,,,,,,,,,,,,,0,67,30
60158,note_on,,68,0,1,,,,,,,,,,,,,,0,55,0
60162,note_on,,4,0,1,,,,,,,,,,,,,,0,67,0
60328,note_on,,166,0,1,,,,,,,,,,,,,,0,57,45
60346,note_on,,18,0,1,,,,,,,,,,,,,,0,53,54
60480,control_change,,134,0,1,,,,,,,,,,,,64,127,0,,
60514,note_on,,34,0,1,,,,,,,,,,,,,,0,57,0
60530,note_on,,16,0,1,,,,,,,,,,,,,,0,53,0
60558,control_change,,28,0,1,,,,,,,,,,,,64,0,0,,
60572,note_on,,14,0,1,,,,,,,,,,,,,,0,59,39
60580,note_on,,8,0,1,,,,,,,,,,,,,,0,55,20
60630,note_on,,50,0,1,,,,,,,,,,,,,,0,59,0
60642,note_on,,12,0,1,,,,,,,,,,,,,,0,55,0
60661,note_on,,19,0,1,,,,,,,,,,,,,,0,61,62
60682,note_on,,21,0,1,,,,,,,,,,,,,,0,57,36
60710,note_on,,28,0,1,,,,,,,,,,,,,,0,61,0
60752,note_on,,42,0,1,,,,,,,,,,,,,,0,62,37
60762,note_on,,10,0,1,,,,,,,,,,,,,,0,57,0
