tick,type,time,meta,track,program,channel,pitch,tempo,note,velocity
0,copyright,0,1,0,,,,,,
0,program_change,0,0,0,6,0,,,,
0,pitchwheel,0,0,0,,0,0,,,
0,program_change,0,0,0,6,1,,,,
0,pitchwheel,0,0,0,,1,-590,,,
0,program_change,0,0,0,6,2,,,,
0,pitchwheel,0,0,0,,2,-272,,,
0,program_change,0,0,0,6,3,,,,
0,pitchwheel,0,0,0,,3,-353,,,
0,program_change,0,0,0,6,4,,,,
0,pitchwheel,0,0,0,,4,-560,,,
0,program_change,0,0,0,6,5,,,,
0,pitchwheel,0,0,0,,5,-80,,,
0,program_change,0,0,0,6,6,,,,
0,pitchwheel,0,0,0,,6,-625,,,
0,program_change,0,0,0,6,7,,,,
0,pitchwheel,0,0,0,,7,-130,,,
0,program_change,0,0,0,6,8,,,,
0,pitchwheel,0,0,0,,8,-512,,,
0,program_change,0,0,0,6,10,,,,
0,pitchwheel,0,0,0,,10,-464,,,
0,program_change,0,0,0,6,11,,,,
0,pitchwheel,0,0,0,,11,-208,,,
0,program_change,0,0,0,6,12,,,,
0,pitchwheel,0,0,0,,12,-553,,,
0,set_tempo,0,1,0,,,,500000,,
0,note_on,0,0,0,,10,,,81,127
0,note_on,0,0,0,,2,,,62,127
229,note_off,229,0,0,,10,,,81,127
230,note_on,1,0,0,,6,,,78,127
344,note_off,114,0,0,,6,,,78,127
345,note_on,1,0,0,,7,,,79,127
459,note_off,114,0,0,,7,,,79,127
460,note_on,1,0,0,,10,,,81,127
574,note_off,114,0,0,,10,,,81,127
575,note_on,1,0,0,,7,,,79,127
689,note_off,114,0,0,,7,,,79,127
689,note_off,0,0,0,,2,,,62,127
690,note_on,1,0,0,,6,,,78,127
690,note_on,0,0,0,,2,,,62,127
919,note_off,229,0,0,,6,,,78,127
920,note_on,1,0,0,,2,,,74,127
1034,note_off,114,0,0,,2,,,74,127
1035,note_on,1,0,0,,4,,,76,127
1149,note_off,114,0,0,,4,,,76,127
1150,note_on,1,0,0,,6,,,78,127
1264,note_off,114,0,0,,6,,,78,127
1265,note_on,1,0,0,,4,,,76,127
1379,note_off,114,0,0,,4,,,76,127
1379,note_off,0,0,0,,2,,,62,127
1380,note_on,1,0,0,,2,,,74,127
1380,note_on,0,0,0,,2,,,62,127
1609,note_off,229,0,0,,2,,,62,127
1609,note_off,0,0,0,,2,,,74,127
1610,note_on,1,0,0,,1,,,73,127
1610,note_on,0,0,0,,4,,,64,127
1839,note_off,229,0,0,,4,,,64,127
1839,note_off,0,0,0,,1,,,73,127
1840,note_on,1,0,0,,2,,,74,127
1840,note_on,0,0,0,,6,,,66,127
2069,note_off,229,0,0,,6,,,66,127
2069,note_off,0,0,0,,2,,,74,127
2070,note_on,1,0,0,,12,,,71,127
2070,note_on,0,0,0,,7,,,67,127
2299,note_off,229,0,0,,7,,,67,127
2300,note_on,1,0,0,,4,,,76,127
2300,note_on,0,0,0,,4,,,64,127
2454,note_off,154,0,0,,12,,,71,127
2530,note_off,76,0,0,,4,,,64,127
2530,note_off,0,0,0,,4,,,76,127
2531,note_on,1,0,0,,2,,,74,127
2531,note_on,0,0,0,,10,,,69,127
2589,note_on,58,0,0,,1,,,73,127
2607,note_off,18,0,0,,2,,,74,127
2647,note_on,40,0,0,,12,,,71,127
2665,note_off,18,0,0,,1,,,73,127
2705,note_on,40,0,0,,1,,,73,127
2723,note_off,18,0,0,,12,,,71,127
2761,note_off,38,0,0,,10,,,69,127
2762,note_on,1,0,0,,2,,,74,127
2762,note_on,0,0,0,,6,,,66,127
2780,note_off,18,0,0,,1,,,73,127
2991,note_off,211,0,0,,6,,,66,127
2991,note_off,0,0,0,,2,,,74,127
2992,note_on,1,0,0,,4,,,76,127
2992,note_on,0,0,0,,4,,,64,127
3221,note_off,229,0,0,,4,,,64,127
3221,note_off,0,0,0,,4,,,76,127
3222,note_on,1,0,0,,6,,,78,127
3222,note_on,0,0,0,,2,,,62,127
3451,note_off,229,0,0,,2,,,62,127
3451,note_off,0,0,0,,6,,,78,127
3452,note_on,1,0,0,,12,,,71,127
3452,note_on,0,0,0,,7,,,67,127
3681,note_off,229,0,0,,7,,,67,127
3682,note_on,1,0,0,,4,,,76,127
3682,note_on,0,0,0,,4,,,64,127
3908,note_off,226,0,0,,12,,,71,127
3912,note_off,4,0,0,,4,,,64,127
3912,note_off,0,0,0,,4,,,76,127
3913,note_on,1,0,0,,2,,,74,127
3913,note_on,0,0,0,,10,,,69,127
3971,note_on,58,0,0,,1,,,73,127
3989,note_off,18,0,0,,2,,,74,127
4029,note_on,40,0,0,,12,,,71,127
4047,note_off,18,0,0,,1,,,73,127
4087,note_on,40,0,0,,1,,,73,127
4105,note_off,18,0,0,,12,,,71,127
4143,note_off,38,0,0,,10,,,69,127
4144,note_on,1,0,0,,2,,,74,127
4144,note_on,0,0,0,,6,,,66,127
4162,note_off,18,0,0,,1,,,73,127
4373,note_off,211,0,0,,6,,,66,127
4373,note_off,0,0,0,,2,,,74,127
4374,note_on,1,0,0,,4,,,76,127
4374,note_on,0,0,0,,4,,,64,127
4603,note_off,229,0,0,,4,,,64,127
4603,note_off,0,0,0,,4,,,76,127
4604,note_on,1,0,0,,6,,,78,127
4604,note_on,0,0,0,,2,,,74,127
4604,note_on,0,0,0,,2,,,62,127
4796,note_off,192,0,0,,6,,,78,127
4833,note_off,37,0,0,,2,,,62,127
4833,note_off,0,0,0,,2,,,74,127
4834,note_on,1,0,0,,1,,,73,127
4834,note_on,0,0,0,,4,,,76,127
4834,note_on,0,0,0,,10,,,69,127
4948,note_off,114,0,0,,10,,,69,127
4949,note_on,1,0,0,,7,,,67,127
5063,note_off,114,0,0,,7,,,67,127
5064,note_on,1,0,0,,6,,,66,127
5178,note_off,114,0,0,,6,,,66,127
5179,note_on,1,0,0,,4,,,64,127
5293,note_off,114,0,0,,4,,,64,127
5293,note_off,0,0,0,,4,,,76,127
5293,note_off,0,0,0,,1,,,73,127
5294,note_on,1,0,0,,6,,,78,127
5294,note_on,0,0,0,,2,,,74,127
5294,note_on,0,0,0,,2,,,62,127
5486,note_off,192,0,0,,6,,,78,127
5523,note_off,37,0,0,,2,,,62,127
5523,note_off,0,0,0,,2,,,74,127
5524,note_on,1,0,0,,1,,,73,127
5524,note_on,0,0,0,,4,,,76,127
5524,note_on,0,0,0,,10,,,69,127
5638,note_off,114,0,0,,10,,,69,127
5639,note_on,1,0,0,,7,,,67,127
5753,note_off,114,0,0,,7,,,67,127
5754,note_on,1,0,0,,6,,,66,127
5868,note_off,114,0,0,,6,,,66,127
5869,note_on,1,0,0,,4,,,64,127
5983,note_off,114,0,0,,4,,,64,127
5983,note_off,0,0,0,,4,,,76,127
5983,note_off,0,0,0,,1,,,73,127
5984,note_on,1,0,0,,6,,,78,127
5984,note_on,0,0,0,,2,,,74,127
