tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,note,velocity
22802,note_on,,0,0,1,,,,,,,,,,,,,,0,64,31
23060,control_change,,258,0,1,,,,,,,,,,,,64,127,0,,
23088,note_on,,28,0,1,,,,,,,,,,,,,,0,64,0
23098,note_on,,10,0,1,,,,,,,,,,,,,,0,76,0
23100,note_on,,2,0,1,,,,,,,,,,,,,,0,75,36
23134,note_on,,34,0,1,,,,,,,,,,,,,,0,54,0
23138,note_on,,4,0,1,,,,,,,,,,,,,,0,61,0
23322,control_change,,184,0,1,,,,,,,,,,,,64,0,0,,
23388,note_on,,66,0,1,,,,,,,,,,,,,,0,54,39
23392,note_on,,4,0,1,,,,,,,,,,,,,,0,61,33
23400,note_on,,8,0,1,,,,,,,,,,,,,,0,64,22
23628,control_change,,228,0,1,,,,,,,,,,,,64,127,0,,
23648,note_on,,20,0,1,,,,,,,,,,,,,,0,64,0
23656,note_on,,8,0,1,,,,,,,,,,,,,,0,75,0
23674,note_on,,18,0,1,,,,,,,,,,,,,,0,54,0
23674,note_on,,0,0,1,,,,,,,,,,,,,,0,76,55
23680,note_on,,6,0,1,,,,,,,,,,,,,,0,61,0
23758,note_on,,78,0,1,,,,,,,,,,,,,,0,70,0
23798,note_on,,40,0,1,,,,,,,,,,,,,,0,76,0
23954,note_on,,156,0,1,,,,,,,,,,,,,,0,80,76
23960,note_on,,6,0,1,,,,,,,,,,,,,,0,71,72
23966,control_change,,6,0,1,,,,,,,,,,,,64,0,0,,
23976,note_on,,10,0,1,,,,,,,,,,,,,,0,56,24
23984,note_on,,8,0,1,,,,,,,,,,,,,,0,59,20
23988,note_on,,4,0,1,,,,,,,,,,,,,,0,64,31
24198,note_on,,210,0,1,,,,,,,,,,,,,,0,78,62
24208,note_on,,10,0,1,,,,,,,,,,,,,,0,80,0
24272,note_on,,64,0,1,,,,,,,,,,,,,,0,59,0
24274,control_change,,2,0,1,,,,,,,,,,,,64,127,0,,
24286,note_on,,12,0,1,,,,,,,,,,,,,,0,76,70
24288,note_on,,2,0,1,,,,,,,,,,,,,,0,64,0
24305,note_on,,17,0,1,,,,,,,,,,,,,,0,56,0
24338,note_on,,33,0,1,,,,,,,,,,,,,,0,78,0
24490,control_change,,152,0,1,,,,,,,,,,,,64,0,0,,
24522,note_on,,32,0,1,,,,,,,,,,,,,,0,56,35
24528,note_on,,6,0,1,,,,,,,,,,,,,,0,64,43
24538,note_on,,10,0,1,,,,,,,,,,,,,,0,59,36
24796,control_change,,258,0,1,,,,,,,,,,,,64,127,0,,
24812,note_on,,16,0,1,,,,,,,,,,,,,,0,75,66
24815,note_on,,3,0,1,,,,,,,,,,,,,,0,59,0
24830,note_on,,15,0,1,,,,,,,,,,,,,,0,64,0
24840,note_on,,10,0,1,,,,,,,,,,,,,,0,76,0
24840,note_on,,0,0,1,,,,,,,,,,,,,,0,56,0
25058,control_change,,218,0,1,,,,,,,,,,,,64,0,0,,
25092,note_on,,34,0,1,,,,,,,,,,,,,,0,56,42
25102,note_on,,10,0,1,,,,,,,,,,,,,,0,64,47
25108,note_on,,6,0,1,,,,,,,,,,,,,,0,59,43
25302,control_change,,194,0,1,,,,,,,,,,,,64,127,0,,
25360,note_on,,58,0,1,,,,,,,,,,,,,,0,75,0
25360,note_on,,0,0,1,,,,,,,,,,,,,,0,59,0
25380,note_on,,20,0,1,,,,,,,,,,,,,,0,64,0
25388,note_on,,8,0,1,,,,,,,,,,,,,,0,71,0
25388,note_on,,0,0,1,,,,,,,,,,,,,,0,56,0
25396,note_on,,8,0,1,,,,,,,,,,,,,,0,76,73
25468,note_on,,72,0,1,,,,,,,,,,,,,,0,76,0
25642,control_change,,174,0,1,,,,,,,,,,,,64,0,0,,
25660,note_on,,18,0,1,,,,,,,,,,,,,,0,80,79
25672,note_on,,12,0,1,,,,,,,,,,,,,,0,61,34
25674,note_on,,2,0,1,,,,,,,,,,,,,,0,58,23
25678,note_on,,4,0,1,,,,,,,,,,,,,,0,73,41
25684,note_on,,6,0,1,,,,,,,,,,,,,,0,64,38
25862,note_on,,178,0,1,,,,,,,,,,,,,,0,80,0
25886,note_on,,24,0,1,,,,,,,,,,,,,,0,78,54
25902,control_change,,16,0,1,,,,,,,,,,,,64,127,0,,
25962,note_on,,60,0,1,,,,,,,,,,,,,,0,76,62
25964,note_on,,2,0,1,,,,,,,,,,,,,,0,78,0
25978,note_on,,14,0,1,,,,,,,,,,,,,,0,61,0
25986,note_on,,8,0,1,,,,,,,,,,,,,,0,64,0
25996,note_on,,10,0,1,,,,,,,,,,,,,,0,58,0
26148,control_change,,152,0,1,,,,,,,,,,,,64,0,0,,
26220,note_on,,72,0,1,,,,,,,,,,,,,,0,58,29
26232,note_on,,12,0,1,,,,,,,,,,,,,,0,64,40
26236,note_on,,4,0,1,,,,,,,,,,,,,,0,61,35
26486,control_change,,250,0,1,,,,,,,,,,,,64,127,0,,
26528,note_on,,42,0,1,,,,,,,,,,,,,,0,64,0
26534,note_on,,6,0,1,,,,,,,,,,,,,,0,75,52
26544,note_on,,10,0,1,,,,,,,,,,,,,,0,61,0
26548,note_on,,4,0,1,,,,,,,,,,,,,,0,76,0
26550,note_on,,2,0,1,,,,,,,,,,,,,,0,58,0
26762,control_change,,212,0,1,,,,,,,,,,,,64,0,0,,
26824,note_on,,62,0,1,,,,,,,,,,,,,,0,58,17
26834,note_on,,10,0,1,,,,,,,,,,,,,,0,61,30
26834,note_on,,0,0,1,,,,,,,,,,,,,,0,64,31
27060,note_on,,226,0,1,,,,,,,,,,,,,,0,64,0
27070,control_change,,10,0,1,,,,,,,,,,,,64,127,0,,
27110,note_on,,40,0,1,,,,,,,,,,,,,,0,75,0
27114,note_on,,4,0,1,,,,,,,,,,,,,,0,61,0
27122,note_on,,8,0,1,,,,,,,,,,,,,,0,76,46
27148,note_on,,26,0,1,,,,,,,,,,,,,,0,58,0
27182,note_on,,34,0,1,,,,,,,,,,,,,,0,76,0
27222,note_on,,40,0,1,,,,,,,,,,,,,,0,73,0
27408,control_change,,186,0,1,,,,,,,,,,,,64,0,0,,
27413,note_on,,5,0,1,,,,,,,,,,,,,,0,78,61
27418,note_on,,5,0,1,,,,,,,,,,,,,,0,66,43
27426,note_on,,8,0,1,,,,,,,,,,,,,,0,47,36
27428,note_on,,2,0,1,,,,,,,,,,,,,,0,59,34
27432,note_on,,4,0,1,,,,,,,,,,,,,,0,54,37
27666,note_on,,234,0,1,,,,,,,,,,,,,,0,76,44
27668,note_on,,2,0,1,,,,,,,,,,,,,,0,78,0
27700,control_change,,32,0,1,,,,,,,,,,,,64,127,0,,
27710,note_on,,10,0,1,,,,,,,,,,,,,,0,54,0
27712,note_on,,2,0,1,,,,,,,,,,,,,,0,59,0
27718,note_on,,6,0,1,,,,,,,,,,,,,,0,47,0
27720,note_on,,2,0,1,,,,,,,,,,,,,,0,76,0
27734,note_on,,14,0,1,,,,,,,,,,,,,,0,75,44
27900,control_change,,166,0,1,,,,,,,,,,,,64,0,0,,
28004,note_on,,104,0,1,,,,,,,,,,,,,,0,59,36
28007,note_on,,3,0,1,,,,,,,,,,,,,,0,54,43
28020,note_on,,13,0,1,,,,,,,,,,,,,,0,47,31
28238,control_change,,218,0,1,,,,,,,,,,,,64,127,0,,
28272,note_on,,34,0,1,,,,,,,,,,,,,,0,73,52
28290,note_on,,18,0,1,,,,,,,,,,,,,,0,59,0
28293,note_on,,3,0,1,,,,,,,,,,,,,,0,75,0
28302,note_on,,9,0,1,,,,,,,,,,,,,,0,54,0
28316,note_on,,14,0,1,,,,,,,,,,,,,,0,47,0
28498,control_change,,182,0,1,,,,,,,,,,,,64,0,0,,
28582,note_on,,84,0,1,,,,,,,,,,,,,,0,47,39
28584,note_on,,2,0,1,,,,,,,,,,,,,,0,59,37
28590,note_on,,6,0,1,,,,,,,,,,,,,,0,54,43
28748,note_on,,158,0,1,,,,,,,,,,,,,,0,47,0
28760,control_change,,12,0,1,,,,,,,,,,,,64,127,0,,
28794,note_on,,34,0,1,,,,,,,,,,,,,,0,59,0
28796,note_on,,2,0,1,,,,,,,,,,,,,,0,54,0
28852,note_on,,56,0,1,,,,,,,,,,,,,,0,73,0
28852,note_on,,0,0,1,,,,,,,,,,,,,,0,75,60
28944,note_on,,92,0,1,,,,,,,,,,,,,,0,66,0
29002,note_on,,58,0,1,,,,,,,,,,,,,,0,75,0
29084,control_change,,82,0,1,,,,,,,,,,,,64,0,0,,
29138,note_on,,54,0,1,,,,,,,,,,,,,,0,49,28
29140,note_on,,2,0,1,,,,,,,,,,,,,,0,61,32
29144,note_on,,4,0,1,,,,,,,,,,,,,,0,76,61
29148,note_on,,4,0,1,,,,,,,,,,,,,,0,64,67
29150,note_on,,2,0,1,,,,,,,,,,,,,,0,52,45
29390,control_change,,240,0,1,,,,,,,,,,,,64,127,0,,
29396,note_on,,6,0,1,,,,,,,,,,,,,,0,52,0
29400,note_on,,4,0,1,,,,,,,,,,,,,,0,75,67
29418,note_on,,18,0,1,,,,,,,,,,,,,,0,76,0
29438,note_on,,20,0,1,,,,,,,,,,,,,,0,49,0
29440,note_on,,2,0,1,,,,,,,,,,,,,,0,61,0
29484,note_on,,44,0,1,,,,,,,,,,,,,,0,73,59
29508,note_on,,24,0,1,,,,,,,,,,,,,,0,75,0
29682,control_change,,174,0,1,,,,,,,,,,,,64,0,0,,
29738,note_on,,56,0,1,,,,,,,,,,,,,,0,61,42
29752,note_on,,14,0,1,,,,,,,,,,,,,,0,52,48
29752,note_on,,0,0,1,,,,,,,,,,,,,,0,59,39
29990,control_change,,238,0,1,,,,,,,,,,,,64,127,0,,
30058,note_on,,68,0,1,,,,,,,,,,,,,,0,59,0
30058,note_on,,0,0,1,,,,,,,,,,,,,,0,71,68
30062,note_on,,4,0,1,,,,,,,,,,,,,,0,61,0
30082,note_on,,20,0,1,,,,,,,,,,,,,,0,64,0
30114,note_on,,32,0,1,,,,,,,,,,,,,,0,52,0
30122,note_on,,8,0,1,,,,,,,,,,,,,,0,73,0
30348,note_on,,226,0,1,,,,,,,,,,,,,,0,61,40
30350,note_on,,2,0,1,,,,,,,,,,,,,,0,70,62
30362,note_on,,12,0,1,,,,,,,,,,,,,,0,59,27
30376,note_on,,14,0,1,,,,,,,,,,,,,,0,53,51
30384,note_on,,8,0,1,,,,,,,,,,,,,,0,71,0
30528,control_change,,144,0,1,,,,,,,,,,,,64,0,0,,
30662,note_on,,134,0,1,,,,,,,,,,,,,,0,71,76
30702,note_on,,40,0,1,,,,,,,,,,,,,,0,70,0
30708,note_on,,6,0,1,,,,,,,,,,,,,,0,61,0
30722,note_on,,14,0,1,,,,,,,,,,,,,,0,59,0
30774,control_change,,52,0,1,,,,,,,,,,,,64,127,0,,
30886,note_on,,112,0,1,,,,,,,,,,,,,,0,71,0
30928,note_on,,42,0,1,,,,,,,,,,,,,,0,73,48
30958,note_on,,30,0,1,,,,,,,,,,,,,,0,53,0
30966,note_on,,8,0,1,,,,,,,,,,,,,,0,54,38
30970,note_on,,4,0,1,,,,,,,,,,,,,,0,61,30
30988,note_on,,18,0,1,,,,,,,,,,,,,,0,73,0
31020,control_change,,32,0,1,,,,,,,,,,,,64,0,0,,
31032,note_on,,12,0,1,,,,,,,,,,,,,,0,71,54
31090,note_on,,58,0,1,,,,,,,,,,,,,,0,71,0
31100,note_on,,10,0,1,,,,,,,,,,,,,,0,73,33
31156,note_on,,56,0,1,,,,,,,,,,,,,,0,73,0
31162,note_on,,6,0,1,,,,,,,,,,,,,,0,71,70
31220,note_on,,58,0,1,,,,,,,,,,,,,,0,71,0
31230,note_on,,10,0,1,,,,,,,,,,,,,,0,73,43
31302,note_on,,72,0,1,,,,,,,,,,,,,,0,71,47
31304,note_on,,2,0,1,,,,,,,,,,,,,,0,73,0
31326,control_change,,22,0,1,,,,,,,,,,,,64,127,0,,
31354,note_on,,28,0,1,,,,,,,,,,,,,,0,61,0
31362,note_on,,8,0,1,,,,,,,,,,,,,,0,71,0
31394,note_on,,32,0,1,,,,,,,,,,,,,,0,73,37
31430,note_on,,36,0,1,,,,,,,,,,,,,,0,71,64
31458,note_on,,28,0,1,,,,,,,,,,,,,,0,73,0
31510,note_on,,52,0,1,,,,,,,,,,,,,,0,71,0
31536,note_on,,26,0,1,,,,,,,,,,,,,,0,73,34
31612,note_on,,76,0,1,,,,,,,,,,,,,,0,71,36
31680,control_change,,68,0,1,,,,,,,,,,,,64,0,0,,
31682,note_on,,2,0,1,,,,,,,,,,,,,,0,73,0
31742,note_on,,60,0,1,,,,,,,,,,,,,,0,71,0
31774,note_on,,32,0,1,,,,,,,,,,,,,,0,70,23
31814,note_on,,40,0,1,,,,,,,,,,,,,,0,54,0
31822,note_on,,8,0,1,,,,,,,,,,,,,,0,42,21
32386,note_on,,564,0,1,,,,,,,,,,,,,,0,42,0
32416,note_on,,30,0,1,,,,,,,,,,,,,,0,70,0
33206,note_on,,790,0,1,,,,,,,,,,,,,,0,73,50
33214,note_on,,8,0,1,,,,,,,,,,,,,,0,66,36
33220,note_on,,6,0,1,,,,,,,,,,,,,,0,42,24
33302,note_on,,82,0,1,,,,,,,,,,,,,,0,66,0
33310,note_on,,8,0,1,,,,,,,,,,,,,,0,73,0
33340,control_change,,30,0,1,,,,,,,,,,,,64,127,0,,
33536,note_on,,196,0,1,,,,,,,,,,,,,,0,66,22
33536,note_on,,0,0,1,,,,,,,,,,,,,,0,73,32
33554,note_on,,18,0,1,,,,,,,,,,,,,,0,42,0
33570,control_change,,16,0,1,,,,,,,,,,,,64,0,0,,
33589,note_on,,19,0,1,,,,,,,,,,,,,,0,66,0
33602,note_on,,13,0,1,,,,,,,,,,,,,,0,73,0
33655,note_on,,53,0,1,,,,,,,,,,,,,,0,66,22
33656,note_on,,1,0,1,,,,,,,,,,,,,,0,73,37
33708,note_on,,52,0,1,,,,,,,,,,,,,,0,66,0
33708,note_on,,0,0,1,,,,,,,,,,,,,,0,73,0
33792,note_on,,84,0,1,,,,,,,,,,,,,,0,73,30
33802,note_on,,10,0,1,,,,,,,,,,,,,,0,66,31
33812,note_on,,10,0,1,,,,,,,,,,,,,,0,42,25
33868,note_on,,56,0,1,,,,,,,,,,,,,,0,73,0
33886,note_on,,18,0,1,,,,,,,,,,,,,,0,66,0
34110,note_on,,224,0,1,,,,,,,,,,,,,,0,66,37
34112,note_on,,2,0,1,,,,,,,,,,,,,,0,73,43
34118,note_on,,6,0,1,,,,,,,,,,,,,,0,42,0
34166,note_on,,48,0,1,,,,,,,,,,,,,,0,66,0
34166,note_on,,0,0,1,,,,,,,,,,,,,,0,73,0
34420,note_on,,254,0,1,,,,,,,,,,,,,,0,66,31
34420,note_on,,0,0,1,,,,,,,,,,,,,,0,75,45
34434,note_on,,14,0,1,,,,,,,,,,,,,,0,42,19
34677,note_on,,243,0,1,,,,,,,,,,,,,,0,42,0
34677,control_change,,0,0,1,,,,,,,,,,,,64,127,0,,
34684,note_on,,7,0,1,,,,,,,,,,,,,,0,66,0
34718,note_on,,34,0,1,,,,,,,,,,,,,,0,75,0
34720,note_on,,2,0,1,,,,,,,,,,,,,,0,78,47
34788,note_on,,68,0,1,,,,,,,,,,,,,,0,78,0
35014,note_on,,226,0,1,,,,,,,,,,,,,,0,61,60
35014,note_on,,0,0,1,,,,,,,,,,,,,,0,73,48
35016,note_on,,2,0,1,,,,,,,,,,,,,,0,54,61
35020,note_on,,4,0,1,,,,,,,,,,,,,,0,66,33
35062,note_on,,42,0,1,,,,,,,,,,,,,,0,61,0
35065,note_on,,3,0,1,,,,,,,,,,,,,,0,54,0
35318,note_on,,253,0,1,,,,,,,,,,,,,,0,61,64
35322,control_change,,4,0,1,,,,,,,,,,,,64,0,0,,
35328,note_on,,6,0,1,,,,,,,,,,,,,,0,54,64
35366,note_on,,38,0,1,,,,,,,,,,,,,,0,61,0
35374,note_on,,8,0,1,,,,,,,,,,,,,,0,54,0
35450,note_on,,76,0,1,,,,,,,,,,,,,,0,54,65
35456,note_on,,6,0,1,,,,,,,,,,,,,,0,61,50
35516,note_on,,60,0,1,,,,,,,,,,,,,,0,54,0
35516,note_on,,0,0,1,,,,,,,,,,,,,,0,61,0
35594,note_on,,78,0,1,,,,,,,,,,,,,,0,61,59
35606,note_on,,12,0,1,,,,,,,,,,,,,,0,54,52
35608,note_on,,2,0,1,,,,,,,,,,,,,,0,70,47
35644,note_on,,36,0,1,,,,,,,,,,,,,,0,61,0
35660,note_on,,16,0,1,,,,,,,,,,,,,,0,54,0
35666,note_on,,6,0,1,,,,,,,,,,,,,,0,73,0
35678,note_on,,12,0,1,,,,,,,,,,,,,,0,66,0
35918,note_on,,240,0,1,,,,,,,,,,,,,,0,61,58
35928,note_on,,10,0,1,,,,,,,,,,,,,,0,54,53
35968,note_on,,40,0,1,,,,,,,,,,,,,,0,61,0
35980,note_on,,12,0,1,,,,,,,,,,,,,,0,54,0
36218,note_on,,238,0,1,,,,,,,,,,,,,,0,63,67
36230,note_on,,12,0,1,,,,,,,,,,,,,,0,54,50
36248,note_on,,18,0,1,,,,,,,,,,,,,,0,71,52
36252,note_on,,4,0,1,,,,,,,,,,,,,,0,70,0
36296,note_on,,44,0,1,,,,,,,,,,,,,,0,63,0
36412,control_change,,116,0,1,,,,,,,,,,,,64,127,0,,
36504,note_on,,92,0,1,,,,,,,,,,,,,,0,66,41
36554,note_on,,50,0,1,,,,,,,,,,,,,,0,54,0
36558,note_on,,4,0,1,,,,,,,,,,,,,,0,66,0
36642,control_change,,84,0,1,,,,,,,,,,,,64,0,0,,
36684,note_on,,42,0,1,,,,,,,,,,,,,,0,71,0
36824,note_on,,140,0,1,,,,,,,,,,,,,,0,66,35
36828,note_on,,4,0,1,,,,,,,,,,,,,,0,73,44
36858,note_on,,30,0,1,,,,,,,,,,,,,,0,42,31
36898,note_on,,40,0,1,,,,,,,,,,,,,,0,73,0
36942,note_on,,44,0,1,,,,,,,,,,,,,,0,66,0
37058,control_change,,116,0,1,,,,,,,,,,,,64,127,0,,
37150,note_on,,92,0,1,,,,,,,,,,,,,,0,66,39
37152,note_on,,2,0,1,,,,,,,,,,,,,,0,73,50
37180,control_change,,28,0,1,,,,,,,,,,,,64,0,0,,
37200,note_on,,20,0,1,,,,,,,,,,,,,,0,73,0
37210,note_on,,10,0,1,,,,,,,,,,,,,,0,66,0
37226,note_on,,16,0,1,,,,,,,,,,,,,,0,42,0
37260,note_on,,34,0,1,,,,,,,,,,,,,,0,73,53
37278,note_on,,18,0,1,,,,,,,,,,,,,,0,66,53
37312,note_on,,34,0,1,,,,,,,,,,,,,,0,73,0
37332,note_on,,20,0,1,,,,,,,,,,,,,,0,66,0
37404,note_on,,72,0,1,,,,,,,,,,,,,,0,66,55
37408,note_on,,4,0,1,,,,,,,,,,,,,,0,73,43
37420,note_on,,12,0,1,,,,,,,,,,,,,,0,42,36
37490,note_on,,70,0,1,,,,,,,,,,,,,,0,73,0
37502,note_on,,12,0,1,,,,,,,,,,,,,,0,66,0
37704,note_on,,202,0,1,,,,,,,,,,,,,,0,73,59
37708,note_on,,4,0,1,,,,,,,,,,,,,,0,66,46
37740,note_on,,32,0,1,,,,,,,,,,,,,,0,42,0
37762,note_on,,22,0,1,,,,,,,,,,,,,,0,73,0
37764,note_on,,2,0,1,,,,,,,,,,,,,,0,66,0
38014,note_on,,250,0,1,,,,,,,,,,,,,,0,75,55
38018,note_on,,4,0,1,,,,,,,,,,,,,,0,66,37
38038,note_on,,20,0,1,,,,,,,,,,,,,,0,42,29
38240,control_change,,202,0,1,,,,,,,,,,,,64,127,0,,
38244,note_on,,4,0,1,,,,,,,,,,,,,,0,66,0
38300,note_on,,56,0,1,,,,,,,,,,,,,,0,75,0
38308,note_on,,8,0,1,,,,,,,,,,,,,,0,78,44
38334,note_on,,26,0,1,,,,,,,,,,,,,,0,42,0
38600,note_on,,266,0,1,,,,,,,,,,,,,,0,73,50
38612,note_on,,12,0,1,,,,,,,,,,,,,,0,78,0
38624,control_change,,12,0,1,,,,,,,,,,,,64,0,0,,
38642,note_on,,18,0,1,,,,,,,,,,,,,,0,61,21
38646,note_on,,4,0,1,,,,,,,,,,,,,,0,54,34
38772,note_on,,126,0,1,,,,,,,,,,,,,,0,73,0
38772,note_on,,0,0,1,,,,,,,,,,,,,,0,70,50
38828,note_on,,56,0,1,,,,,,,,,,,,,,0,70,0
38856,control_change,,28,0,1,,,,,,,,,,,,64,127,0,,
38902,note_on,,46,0,1,,,,,,,,,,,,,,0,70,49
38968,note_on,,66,0,1,,,,,,,,,,,,,,0,61,0
38994,note_on,,26,0,1,,,,,,,,,,,,,,0,54,0
39046,note_on,,52,0,1,,,,,,,,,,,,,,0,70,0
39052,note_on,,6,0,1,,,,,,,,,,,,,,0,71,70
39094,note_on,,42,0,1,,,,,,,,,,,,,,0,71,0
39162,control_change,,68,0,1,,,,,,,,,,,,64,0,0,,
39208,note_on,,46,0,1,,,,,,,,,,,,,,0,71,42
39212,note_on,,4,0,1,,,,,,,,,,,,,,0,61,36
39234,note_on,,22,0,1,,,,,,,,,,,,,,0,54,29
39346,note_on,,112,0,1,,,,,,,,,,,,,,0,71,0
39349,note_on,,3,0,1,,,,,,,,,,,,,,0,73,59
39394,control_change,,45,0,1,,,,,,,,,,,,64,127,0,,
39406,note_on,,12,0,1,,,,,,,,,,,,,,0,73,0
39478,note_on,,72,0,1,,,,,,,,,,,,,,0,61,0
39502,note_on,,24,0,1,,,,,,,,,,,,,,0,73,52
39584,note_on,,82,0,1,,,,,,,,,,,,,,0,54,0
39638,note_on,,54,0,1,,,,,,,,,,,,,,0,75,68
39646,note_on,,8,0,1,,,,,,,,,,,,,,0,73,0
39678,note_on,,32,0,1,,,,,,,,,,,,,,0,75,0
39762,control_change,,84,0,1,,,,,,,,,,,,64,0,0,,
39786,note_on,,24,0,1,,,,,,,,,,,,,,0,75,49
39794,note_on,,8,0,1,,,,,,,,,,,,,,0,61,43
39812,note_on,,18,0,1,,,,,,,,,,,,,,0,54,32
39928,note_on,,116,0,1,,,,,,,,,,,,,,0,76,69
39950,note_on,,22,0,1,,,,,,,,,,,,,,0,75,0
39962,control_change,,12,0,1,,,,,,,,,,,,64,127,0,,
39968,note_on,,6,0,1,,,,,,,,,,,,,,0,76,0
40042,note_on,,74,0,1,,,,,,,,,,,,,,0,61,0
40064,note_on,,22,0,1,,,,,,,,,,,,,,0,54,0
40088,note_on,,24,0,1,,,,,,,,,,,,,,0,76,60
40206,note_on,,118,0,1,,,,,,,,,,,,,,0,78,80
40224,note_on,,18,0,1,,,,,,,,,,,,,,0,76,0
40246,note_on,,22,0,1,,,,,,,,,,,,,,0,78,0
40330,control_change,,84,0,1,,,,,,,,,,,,64,0,0,,
40360,note_on,,30,0,1,,,,,,,,,,,,,,0,61,36
40372,note_on,,12,0,1,,,,,,,,,,,,,,0,58,26
40380,note_on,,8,0,1,,,,,,,,,,,,,,0,78,79
40388,note_on,,8,0,1,,,,,,,,,,,,,,0,52,28
40514,note_on,,126,0,1,,,,,,,,,,,,,,0,80,75
40546,note_on,,32,0,1,,,,,,,,,,,,,,0,78,0
40558,note_on,,12,0,1,,,,,,,,,,,,,,0,80,0
40560,control_change,,2,0,1,,,,,,,,,,,,64,127,0,,
40670,note_on,,110,0,1,,,,,,,,,,,,,,0,52,0
40673,note_on,,3,0,1,,,,,,,,,,,,,,0,80,70
40684,note_on,,11,0,1,,,,,,,,,,,,,,0,58,0
40687,note_on,,3,0,1,,,,,,,,,,,,,,0,61,0
40804,note_on,,117,0,1,,,,,,,,,,,,,,0,82,69
40808,note_on,,4,0,1,,,,,,,,,,,,,,0,80,0
40856,note_on,,48,0,1,,,,,,,,,,,,,,0,82,0
41004,note_on,,148,0,1,,,,,,,,,,,,,,0,82,54
41006,note_on,,2,0,1,,,,,,,,,,,,,,0,61,26
41014,note_on,,8,0,1,,,,,,,,,,,,,,0,52,23
41026,note_on,,12,0,1,,,,,,,,,,,,,,0,58,16
41038,control_change,,12,0,1,,,,,,,,,,,,64,0,0,,
41314,control_change,,276,0,1,,,,,,,,,,,,64,127,0,,
41386,note_on,,72,0,1,,,,,,,,,,,,,,0,61,0
41398,note_on,,12,0,1,,,,,,,,,,,,,,0,52,0
41414,note_on,,16,0,1,,,,,,,,,,,,,,0,58,0
41618,note_on,,204,0,1,,,,,,,,,,,,,,0,61,52
41636,note_on,,18,0,1,,,,,,,,,,,,,,0,52,48
41644,note_on,,8,0,1,,,,,,,,,,,,,,0,58,23
41652,control_change,,8,0,1,,,,,,,,,,,,64,0,0,,
41820,control_change,,168,0,1,,,,,,,,,,,,64,127,0,,
41934,note_on,,114,0,1,,,,,,,,,,,,,,0,83,89
41948,note_on,,14,0,1,,,,,,,,,,,,,,0,52,0
41950,note_on,,2,0,1,,,,,,,,,,,,,,0,58,0
41954,note_on,,4,0,1,,,,,,,,,,,,,,0,82,0
41954,note_on,,0,0,1,,,,,,,,,,,,,,0,61,0
42056,note_on,,102,0,1,,,,,,,,,,,,,,0,80,73
42078,note_on,,22,0,1,,,,,,,,,,,,,,0,83,0
42098,note_on,,20,0,1,,,,,,,,,,,,,,0,80,0
42214,note_on,,116,0,1,,,,,,,,,,,,,,0,80,67
42222,note_on,,8,0,1,,,,,,,,,,,,,,0,59,42
42228,note_on,,6,0,1,,,,,,,,,,,,,,0,51,35
42236,control_change,,8,0,1,,,,,,,,,,,,64,0,0,,
42248,note_on,,12,0,1,,,,,,,,,,,,,,0,54,30
42370,note_on,,122,0,1,,,,,,,,,,,,,,0,78,64
42430,note_on,,60,0,1,,,,,,,,,,,,,,0,80,0
42498,note_on,,68,0,1,,,,,,,,,,,,,,0,78,0
42518,note_on,,20,0,1,,,,,,,,,,,,,,0,83,79
42626,note_on,,108,0,1,,,,,,,,,,,,,,0,59,0
42634,note_on,,8,0,1,,,,,,,,,,,,,,0,54,0
42638,note_on,,4,0,1,,,,,,,,,,,,,,0,83,0
42644,note_on,,6,0,1,,,,,,,,,,,,,,0,80,70
42666,control_change,,22,0,1,,,,,,,,,,,,64,127,0,,
42692,note_on,,26,0,1,,,,,,,,,,,,,,0,51,0
42696,note_on,,4,0,1,,,,,,,,,,,,,,0,80,0
42778,note_on,,82,0,1,,,,,,,,,,,,,,0,80,55
42824,note_on,,46,0,1,,,,,,,,,,,,,,0,51,18
42830,note_on,,6,0,1,,,,,,,,,,,,,,0,59,31
42832,note_on,,2,0,1,,,,,,,,,,,,,,0,54,30
42888,note_on,,56,0,1,,,,,,,,,,,,,,0,80,0
42888,note_on,,0,0,1,,,,,,,,,,,,,,0,78,59
42940,note_on,,52,0,1,,,,,,,,,,,,,,0,78,0
42958,note_on,,18,0,1,,,,,,,,,,,,,,0,80,59
43018,note_on,,60,0,1,,,,,,,,,,,,,,0,80,0
43052,note_on,,34,0,1,,,,,,,,,,,,,,0,78,43
43108,note_on,,56,0,1,,,,,,,,,,,,,,0,78,0
43122,note_on,,14,0,1,,,,,,,,,,,,,,0,80,49
43154,note_on,,32,0,1,,,,,,,,,,,,,,0,59,0
43174,note_on,,20,0,1,,,,,,,,,,,,,,0,80,0
43190,note_on,,16,0,1,,,,,,,,,,,,,,0,78,46
43196,note_on,,6,0,1,,,,,,,,,,,,,,0,54,0
43214,note_on,,18,0,1,,,,,,,,,,,,,,0,51,0
43256,note_on,,42,0,1,,,,,,,,,,,,,,0,78,0
43258,note_on,,2,0,1,,,,,,,,,,,,,,0,80,49
43314,note_on,,56,0,1,,,,,,,,,,,,,,0,80,0
43334,note_on,,20,0,1,,,,,,,,,,,,,,0,78,52
43398,note_on,,64,0,1,,,,,,,,,,,,,,0,78,0
