tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel
23852,note_off,109,0,0,,,,,,79,127,0
23852,note_off,0,0,0,,,,,,76,127,0
23852,note_off,0,0,0,,,,,,60,127,0
23853,note_on,1,0,0,,,,,,65,127,0
23853,note_on,0,0,0,,,,,,80,127,0
23853,note_on,0,0,0,,,,,,77,127,0
23962,note_off,109,0,0,,,,,,77,127,0
23962,note_off,0,0,0,,,,,,80,127,0
23963,note_on,1,0,0,,,,,,82,127,0
24059,note_off,96,0,0,,,,,,65,127,0
24073,note_on,14,0,0,,,,,,67,127,0
24073,note_on,0,0,0,,,,,,70,127,0
24128,note_off,55,0,0,,,,,,82,127,0
24182,note_off,54,0,0,,,,,,70,127,0
24183,note_on,1,0,0,,,,,,82,127,0
24292,note_off,109,0,0,,,,,,67,127,0
24293,note_on,1,0,0,,,,,,68,127,0
24293,note_on,0,0,0,,,,,,72,127,0
24348,note_off,55,0,0,,,,,,82,127,0
24403,note_on,55,0,0,,,,,,80,127,0
24512,note_off,109,0,0,,,,,,80,127,0
24512,note_off,0,0,0,,,,,,72,127,0
24512,note_off,0,0,0,,,,,,68,127,0
24513,note_on,1,0,0,,,,,,70,127,0
24513,note_on,0,0,0,,,,,,79,127,0
24513,note_on,0,0,0,,,,,,74,127,0
24622,note_off,109,0,0,,,,,,79,127,0
24623,note_on,1,0,0,,,,,,77,127,0
24732,note_off,109,0,0,,,,,,77,127,0
24732,note_off,0,0,0,,,,,,74,127,0
24732,note_off,0,0,0,,,,,,70,127,0
24733,note_on,1,0,0,,,,,,63,127,0
24733,note_on,0,0,0,,,,,,75,127,0
24733,note_on,0,0,0,,,,,,79,127,0
24842,note_off,109,0,0,,,,,,79,127,0
24842,note_off,0,0,0,,,,,,75,127,0
24843,note_on,1,0,0,,,,,,82,127,0
24952,note_off,109,0,0,,,,,,63,127,0
24953,note_on,1,0,0,,,,,,67,127,0
24953,note_on,0,0,0,,,,,,70,127,0
25008,note_off,55,0,0,,,,,,82,127,0
25062,note_off,54,0,0,,,,,,70,127,0
25063,note_on,1,0,0,,,,,,82,127,0
25172,note_off,109,0,0,,,,,,67,127,0
25173,note_on,1,0,0,,,,,,68,127,0
25173,note_on,0,0,0,,,,,,72,127,0
25228,note_off,55,0,0,,,,,,82,127,0
25283,note_on,55,0,0,,,,,,80,127,0
25392,note_off,109,0,0,,,,,,80,127,0
25392,note_off,0,0,0,,,,,,72,127,0
25392,note_off,0,0,0,,,,,,68,127,0
25393,note_on,1,0,0,,,,,,70,127,0
25393,note_on,0,0,0,,,,,,74,127,0
25393,note_on,0,0,0,,,,,,79,127,0
25502,note_off,109,0,0,,,,,,79,127,0
25503,note_on,1,0,0,,,,,,77,127,0
25612,note_off,109,0,0,,,,,,77,127,0
25612,note_off,0,0,0,,,,,,74,127,0
25612,note_off,0,0,0,,,,,,70,127,0
25613,note_on,1,0,0,,,,,,63,127,0
25613,note_on,0,0,0,,,,,,79,127,0
25613,note_on,0,0,0,,,,,,75,127,0
25722,note_off,109,0,0,,,,,,75,127,0
25722,note_off,0,0,0,,,,,,79,127,0
25723,note_on,1,0,0,,,,,,77,127,0
25832,note_off,109,0,0,,,,,,77,127,0
25832,note_off,0,0,0,,,,,,63,127,0
25833,note_on,1,0,0,,,,,,62,127,0
25833,note_on,0,0,0,,,,,,77,127,0
25942,note_off,109,0,0,,,,,,77,127,0
25943,note_on,1,0,0,,,,,,75,127,0
26052,note_off,109,0,0,,,,,,75,127,0
26052,note_off,0,0,0,,,,,,62,127,0
26053,note_on,1,0,0,,,,,,60,127,0
26053,note_on,0,0,0,,,,,,75,127,0
26162,note_off,109,0,0,,,,,,75,127,0
26163,note_on,1,0,0,,,,,,74,127,0
26272,note_off,109,0,0,,,,,,74,127,0
26272,note_off,0,0,0,,,,,,60,127,0
26273,note_on,1,0,0,,,,,,58,127,0
26273,note_on,0,0,0,,,,,,74,127,0
26382,note_off,109,0,0,,,,,,74,127,0
26383,note_on,1,0,0,,,,,,72,127,0
26492,note_off,109,0,0,,,,,,72,127,0
26492,note_off,0,0,0,,,,,,58,127,0
26493,note_on,1,0,0,,,,,,63,127,0
26493,note_on,0,0,0,,,,,,72,127,0
26602,note_off,109,0,0,,,,,,72,127,0
26603,note_on,1,0,0,,,,,,70,127,0
26712,note_off,109,0,0,,,,,,70,127,0
26712,note_off,0,0,0,,,,,,63,127,0
26713,note_on,1,0,0,,,,,,62,127,0
26713,note_on,0,0,0,,,,,,70,127,0
26822,note_off,109,0,0,,,,,,70,127,0
26823,note_on,1,0,0,,,,,,68,127,0
26932,note_off,109,0,0,,,,,,68,127,0
26932,note_off,0,0,0,,,,,,62,127,0
26933,note_on,1,0,0,,,,,,60,127,0
26933,note_on,0,0,0,,,,,,68,127,0
27042,note_off,109,0,0,,,,,,68,127,0
27043,note_on,1,0,0,,,,,,67,127,0
27152,note_off,109,0,0,,,,,,67,127,0
27152,note_off,0,0,0,,,,,,60,127,0
27153,note_on,1,0,0,,,,,,63,127,0
27153,note_on,0,0,0,,,,,,66,127,0
27262,note_off,109,0,0,,,,,,66,127,0
27263,note_on,1,0,0,,,,,,67,127,0
27372,note_off,109,0,0,,,,,,67,127,0
27372,note_off,0,0,0,,,,,,63,127,0
27373,note_on,1,0,0,,,,,,62,127,0
27373,note_on,0,0,0,,,,,,67,127,0
27591,note_off,218,0,0,,,,,,67,127,0
27592,note_on,1,0,0,,,,,,66,127,0
27811,note_off,219,0,0,,,,,,66,127,0
27811,note_on,0,0,0,,,,,,50,127,0
27921,note_off,110,0,0,,,,,,62,127,0
28039,note_on,118,0,0,,,,,,70,127,0
28141,note_off,102,0,0,,,,,,50,127,0
28251,note_on,110,0,0,,,,,,75,127,0
28258,note_off,7,0,0,,,,,,70,127,0
28360,note_off,102,0,0,,,,,,75,127,0
28361,note_on,1,0,0,,,,,,74,127,0
28470,note_off,109,0,0,,,,,,74,127,0
28471,note_on,1,0,0,,,,,,55,127,0
28471,note_on,0,0,0,,,,,,75,127,0
28580,note_off,109,0,0,,,,,,75,127,0
28581,note_on,1,0,0,,,,,,77,127,0
28690,note_off,109,0,0,,,,,,77,127,0
28690,note_off,0,0,0,,,,,,55,127,0
28691,note_on,1,0,0,,,,,,55,127,0
28691,note_on,0,0,0,,,,,,79,127,0
28800,note_off,109,0,0,,,,,,79,127,0
28801,note_on,1,0,0,,,,,,75,127,0
28910,note_off,109,0,0,,,,,,75,127,0
28910,note_off,0,0,0,,,,,,55,127,0
28911,note_on,1,0,0,,,,,,55,127,0
28911,note_on,0,0,0,,,,,,74,127,0
29020,note_off,109,0,0,,,,,,74,127,0
29021,note_on,1,0,0,,,,,,73,127,0
29130,note_off,109,0,0,,,,,,73,127,0
29130,note_off,0,0,0,,,,,,55,127,0
29131,note_on,1,0,0,,,,,,54,127,0
29131,note_on,0,0,0,,,,,,73,127,0
29240,note_off,109,0,0,,,,,,73,127,0
29241,note_on,1,0,0,,,,,,74,127,0
29350,note_off,109,0,0,,,,,,74,127,0
29350,note_off,0,0,0,,,,,,54,127,0
29351,note_on,1,0,0,,,,,,53,127,0
29351,note_on,0,0,0,,,,,,74,127,0
29460,note_off,109,0,0,,,,,,74,127,0
29461,note_on,1,0,0,,,,,,75,127,0
29570,note_off,109,0,0,,,,,,75,127,0
29570,note_off,0,0,0,,,,,,53,127,0
29571,note_on,1,0,0,,,,,,53,127,0
29571,note_on,0,0,0,,,,,,77,127,0
29680,note_off,109,0,0,,,,,,77,127,0
29681,note_on,1,0,0,,,,,,74,127,0
29790,note_off,109,0,0,,,,,,74,127,0
29790,note_off,0,0,0,,,,,,53,127,0
29791,note_on,1,0,0,,,,,,53,127,0
29791,note_on,0,0,0,,,,,,72,127,0
29900,note_off,109,0,0,,,,,,72,127,0
29901,note_on,1,0,0,,,,,,71,127,0
30010,note_off,109,0,0,,,,,,71,127,0
30010,note_off,0,0,0,,,,,,53,127,0
30011,note_on,1,0,0,,,,,,52,127,0
30011,note_on,0,0,0,,,,,,71,127,0
30120,note_off,109,0,0,,,,,,71,127,0
30121,note_on,1,0,0,,,,,,72,127,0
30230,note_off,109,0,0,,,,,,72,127,0
30230,note_off,0,0,0,,,,,,52,127,0
30231,note_on,1,0,0,,,,,,51,127,0
30231,note_on,0,0,0,,,,,,72,127,0
30340,note_off,109,0,0,,,,,,72,127,0
30341,note_on,1,0,0,,,,,,74,127,0
30450,note_off,109,0,0,,,,,,74,127,0
30450,note_off,0,0,0,,,,,,51,127,0
30451,note_on,1,0,0,,,,,,51,127,0
30451,note_on,0,0,0,,,,,,75,127,0
30560,note_off,109,0,0,,,,,,75,127,0
30561,note_on,1,0,0,,,,,,72,127,0
30670,note_off,109,0,0,,,,,,72,127,0
30670,note_off,0,0,0,,,,,,51,127,0
30671,note_on,1,0,0,,,,,,51,127,0
30671,note_on,0,0,0,,,,,,70,127,0
30780,note_off,109,0,0,,,,,,70,127,0
30781,note_on,1,0,0,,,,,,69,127,0
30890,note_off,109,0,0,,,,,,69,127,0
30890,note_off,0,0,0,,,,,,51,127,0
30891,note_on,1,0,0,,,,,,50,127,0
30891,note_on,0,0,0,,,,,,69,127,0
31000,note_off,109,0,0,,,,,,69,127,0
31001,note_on,1,0,0,,,,,,70,127,0
31110,note_off,109,0,0,,,,,,70,127,0
31110,note_off,0,0,0,,,,,,50,127,0
31111,note_on,1,0,0,,,,,,50,127,0
31111,note_on,0,0,0,,,,,,70,127,0
31220,note_off,109,0,0,,,,,,70,127,0
31221,note_on,1,0,0,,,,,,72,127,0
31330,note_off,109,0,0,,,,,,72,127,0
31330,note_off,0,0,0,,,,,,50,127,0
31331,note_on,1,0,0,,,,,,46,127,0
31331,note_on,0,0,0,,,,,,74,127,0
31440,note_off,109,0,0,,,,,,74,127,0
31441,note_on,1,0,0,,,,,,70,127,0
31550,note_off,109,0,0,,,,,,70,127,0
31550,note_off,0,0,0,,,,,,46,127,0
31551,note_on,1,0,0,,,,,,46,127,0
31551,note_on,0,0,0,,,,,,68,127,0
31660,note_off,109,0,0,,,,,,68,127,0
31661,note_on,1,0,0,,,,,,67,127,0
31770,note_off,109,0,0,,,,,,67,127,0
31770,note_off,0,0,0,,,,,,46,127,0
31771,note_on,1,0,0,,,,,,48,127,0
31771,note_on,0,0,0,,,,,,67,127,0
31880,note_off,109,0,0,,,,,,67,127,0
31881,note_on,1,0,0,,,,,,68,127,0
31990,note_off,109,0,0,,,,,,68,127,0
31990,note_off,0,0,0,,,,,,48,127,0
31991,note_on,1,0,0,,,,,,50,127,0
31991,note_on,0,0,0,,,,,,68,127,0
32100,note_off,109,0,0,,,,,,68,127,0
32101,note_on,1,0,0,,,,,,71,127,0
32210,note_off,109,0,0,,,,,,71,127,0
32210,note_off,0,0,0,,,,,,50,127,0
32211,note_on,1,0,0,,,,,,51,127,0
32211,note_on,0,0,0,,,,,,71,127,0
32320,note_off,109,0,0,,,,,,71,127,0
32321,note_on,1,0,0,,,,,,72,127,0
32430,note_off,109,0,0,,,,,,72,127,0
32430,note_off,0,0,0,,,,,,51,127,0
32431,note_on,1,0,0,,,,,,53,127,0
32431,note_on,0,0,0,,,,,,72,127,0
32540,note_off,109,0,0,,,,,,72,127,0
32541,note_on,1,0,0,,,,,,74,127,0
32650,note_off,109,0,0,,,,,,74,127,0
32650,note_off,0,0,0,,,,,,53,127,0
32651,note_on,1,0,0,,,,,,55,127,0
32651,note_on,0,0,0,,,,,,74,127,0
32760,note_off,109,0,0,,,,,,74,127,0
32761,note_on,1,0,0,,,,,,75,127,0
32870,note_off,109,0,0,,,,,,75,127,0
32870,note_off,0,0,0,,,,,,55,127,0
32871,note_on,1,0,0,,,,,,45,127,0
32871,note_on,0,0,0,,,,,,75,127,0
32980,note_off,109,0,0,,,,,,75,127,0
32981,note_on,1,0,0,,,,,,78,127,0
33090,note_off,109,0,0,,,,,,78,127,0
33090,note_off,0,0,0,,,,,,45,127,0
33091,note_on,1,0,0,,,,,,46,127,0
33091,note_on,0,0,0,,,,,,78,127,0
33200,note_off,109,0,0,,,,,,78,127,0
33201,note_on,1,0,0,,,,,,79,127,0
33310,note_off,109,0,0,,,,,,79,127,0
33310,note_off,0,0,0,,,,,,46,127,0
33311,note_on,1,0,0,,,,,,48,127,0
33311,note_on,0,0,0,,,,,,79,127,0
33420,note_off,109,0,0,,,,,,79,127,0
33421,note_on,1,0,0,,,,,,81,127,0
33530,note_off,109,0,0,,,,,,81,127,0
33530,note_off,0,0,0,,,,,,48,127,0
33531,note_on,1,0,0,,,,,,50,127,0
33531,note_on,0,0,0,,,,,,81,127,0
33640,note_off,109,0,0,,,,,,81,127,0
33641,note_on,1,0,0,,,,,,82,127,0
33750,note_off,109,0,0,,,,,,82,127,0
33750,note_off,0,0,0,,,,,,50,127,0
33751,note_on,1,0,0,,,,,,51,127,0
33751,note_on,0,0,0,,,,,,82,127,0
33860,note_off,109,0,0,,,,,,82,127,0
33861,note_on,1,0,0,,,,,,84,127,0
33970,note_off,109,0,0,,,,,,84,127,0
33970,note_off,0,0,0,,,,,,51,127,0
33971,note_on,1,0,0,,,,,,51,127,0
33971,note_on,0,0,0,,,,,,84,127,0
34080,note_off,109,0,0,,,,,,84,127,0
34081,note_on,1,0,0,,,,,,82,127,0
34190,note_off,109,0,0,,,,,,82,127,0
34190,note_off,0,0,0,,,,,,51,127,0
34191,note_on,1,0,0,,,,,,50,127,0
34191,note_on,0,0,0,,,,,,82,127,0
34300,note_off,109,0,0,,,,,,82,127,0
34301,note_on,1,0,0,,,,,,81,127,0
34410,note_off,109,0,0,,,,,,81,127,0
34410,note_off,0,0,0,,,,,,50,127,0
34411,note_on,1,0,0,,,,,,48,127,0
34411,note_on,0,0,0,,,,,,81,127,0
34520,note_off,109,0,0,,,,,,81,127,0
34521,note_on,1,0,0,,,,,,79,127,0
34630,note_off,109,0,0,,,,,,79,127,0
34630,note_off,0,0,0,,,,,,48,127,0
34631,note_on,1,0,0,,,,,,46,127,0
34631,note_on,0,0,0,,,,,,79,127,0
34740,note_off,109,0,0,,,,,,79,127,0
34741,note_on,1,0,0,,,,,,77,127,0
34850,note_off,109,0,0,,,,,,77,127,0
34850,note_off,0,0,0,,,,,,46,127,0
34851,note_on,1,0,0,,,,,,45,127,0
34851,note_on,0,0,0,,,,,,77,127,0
34960,note_off,109,0,0,,,,,,77,127,0
34961,note_on,1,0,0,,,,,,75,127,0
35070,note_off,109,0,0,,,,,,75,127,0
35070,note_off,0,0,0,,,,,,45,127,0
35071,note_on,1,0,0,,,,,,43,127,0
35071,note_on,0,0,0,,,,,,75,127,0
35180,note_off,109,0,0,,,,,,75,127,0
35181,note_on,1,0,0,,,,,,74,127,0
35290,note_off,109,0,0,,,,,,74,127,0
35290,note_off,0,0,0,,,,,,43,127,0
35291,note_on,1,0,0,,,,,,41,127,0
35291,note_on,0,0,0,,,,,,74,127,0
35400,note_off,109,0,0,,,,,,74,127,0
35401,note_on,1,0,0,,,,,,72,127,0
35510,note_off,109,0,0,,,,,,72,127,0
35510,note_off,0,0,0,,,,,,41,127,0
35511,note_on,1,0,0,,,,,,39,127,0
35511,note_on,0,0,0,,,,,,72,127,0
35620,note_off,109,0,0,,,,,,72,127,0
35621,note_on,1,0,0,,,,,,70,127,0
35730,note_off,109,0,0,,,,,,70,127,0
35730,note_off,0,0,0,,,,,,39,127,0
35731,note_on,1,0,0,,,,,,38,127,0
35731,note_on,0,0,0,,,,,,70,127,0
35840,note_off,109,0,0,,,,,,70,127,0
35841,note_on,1,0,0,,,,,,69,127,0
35950,note_off,109,0,0,,,,,,69,127,0
35950,note_off,0,0,0,,,,,,38,127,0
35951,note_on,1,0,0,,,,,,48,127,0
35951,note_on,0,0,0,,,,,,75,127,0
35951,note_on,0,0,0,,,,,,67,127,0
36060,note_off,109,0,0,,,,,,67,127,0
36061,note_on,1,0,0,,,,,,66,127,0
36170,note_off,109,0,0,,,,,,66,127,0
36170,note_off,0,0,0,,,,,,75,127,0
36170,note_off,0,0,0,,,,,,48,127,0
36171,note_on,1,0,0,,,,,,50,127,0
36171,note_on,0,0,0,,,,,,74,127,0
36171,note_on,0,0,0,,,,,,67,127,0
36280,note_off,109,0,0,,,,,,67,127,0
36280,note_off,0,0,0,,,,,,74,127,0
36281,note_on,1,0,0,,,,,,67,127,0
36390,note_off,109,0,0,,,,,,67,127,0
36390,note_off,0,0,0,,,,,,50,127,0
36391,note_on,1,0,0,,,,,,51,127,0
36391,note_on,0,0,0,,,,,,72,127,0
36500,note_off,109,0,0,,,,,,72,127,0
36501,note_on,1,0,0,,,,,,69,127,0
36610,note_off,109,0,0,,,,,,69,127,0
36610,note_off,0,0,0,,,,,,51,127,0
36611,note_on,1,0,0,,,,,,50,127,0
36611,note_on,0,0,0,,,,,,70,127,0
36611,note_on,0,0,0,,,,,,67,127,0
36829,note_off,218,0,0,,,,,,67,127,0
36829,note_off,0,0,0,,,,,,70,127,0
36830,note_on,1,0,0,,,,,,38,127,0
36830,note_on,0,0,0,,,,,,69,127,0
36830,note_on,0,0,0,,,,,,66,127,0
37045,note_off,215,0,0,,,,,,50,127,0
37047,note_off,2,0,0,,,,,,38,127,0
37048,note_off,1,0,0,,,,,,66,127,0
37048,note_off,0,0,0,,,,,,69,127,0
37049,note_on,1,0,0,,,,,,67,127,0
37049,note_on,0,0,0,,,,,,74,127,0
37049,note_on,0,0,0,,,,,,70,127,0
37159,note_on,110,0,0,,,,,,43,127,0
37268,note_off,109,0,0,,,,,,43,127,0
37269,note_on,1,0,0,,,,,,46,127,0
37378,note_off,109,0,0,,,,,,46,127,0
37379,note_on,1,0,0,,,,,,50,127,0
37488,note_off,109,0,0,,,,,,50,127,0
37489,note_on,1,0,0,,,,,,55,127,0
37598,note_off,109,0,0,,,,,,55,127,0
37599,note_on,1,0,0,,,,,,58,127,0
37708,note_off,109,0,0,,,,,,58,127,0
37708,note_off,0,0,0,,,,,,67,127,0
37709,note_on,1,0,0,,,,,,62,127,0
37818,note_off,109,0,0,,,,,,62,127,0
37819,note_on,1,0,0,,,,,,67,127,0
37928,note_off,109,0,0,,,,,,70,127,0
37928,note_off,0,0,0,,,,,,74,127,0
37929,note_on,1,0,0,,,,,,74,127,0
37929,note_on,0,0,0,,,,,,70,127,0
37929,note_on,0,0,0,,,,,,79,127,0
38038,note_off,109,0,0,,,,,,67,127,0
38039,note_on,1,0,0,,,,,,43,127,0
38148,note_off,109,0,0,,,,,,43,127,0
38149,note_on,1,0,0,,,,,,46,127,0
38258,note_off,109,0,0,,,,,,46,127,0
38259,note_on,1,0,0,,,,,,50,127,0
38368,note_off,109,0,0,,,,,,50,127,0
38369,note_on,1,0,0,,,,,,55,127,0
38478,note_off,109,0,0,,,,,,55,127,0
38479,note_on,1,0,0,,,,,,58,127,0
38588,note_off,109,0,0,,,,,,58,127,0
38589,note_on,1,0,0,,,,,,62,127,0
38698,note_off,109,0,0,,,,,,62,127,0
38699,note_on,1,0,0,,,,,,67,127,0
38808,note_off,109,0,0,,,,,,67,127,0
38809,note_on,1,0,0,,,,,,43,127,0
39027,note_off,218,0,0,,,,,,79,127,0
39027,note_off,0,0,0,,,,,,70,127,0
39027,note_off,0,0,0,,,,,,74,127,0
39028,note_on,1,0,0,,,,,,79,127,0
39028,note_on,0,0,0,,,,,,82,127,0
39246,note_off,218,0,0,,,,,,82,127,0
39246,note_off,0,0,0,,,,,,79,127,0
39246,note_off,0,0,0,,,,,,43,127,0
39247,note_on,1,0,0,,,,,,50,127,0
39247,note_on,0,0,0,,,,,,78,127,0
39247,note_on,0,0,0,,,,,,81,127,0
39356,note_off,109,0,0,,,,,,81,127,0
39357,note_on,1,0,0,,,,,,82,127,0
39466,note_off,109,0,0,,,,,,82,127,0
39467,note_on,1,0,0,,,,,,38,127,0
39467,note_on,0,0,0,,,,,,84,127,0
39576,note_off,109,0,0,,,,,,84,127,0
39577,note_on,1,0,0,,,,,,81,127,0
39682,note_off,105,0,0,,,,,,50,127,0
39684,note_off,2,0,0,,,,,,38,127,0
39685,note_off,1,0,0,,,,,,81,127,0
39685,note_off,0,0,0,,,,,,78,127,0
39686,note_on,1,0,0,,,,,,79,127,0
39686,note_on,0,0,0,,,,,,82,127,0
39796,note_on,110,0,0,,,,,,43,127,0
39905,note_off,109,0,0,,,,,,43,127,0
39906,note_on,1,0,0,,,,,,46,127,0
40015,note_off,109,0,0,,,,,,46,127,0
40016,note_on,1,0,0,,,,,,50,127,0
40125,note_off,109,0,0,,,,,,50,127,0
40126,note_on,1,0,0,,,,,,55,127,0
40235,note_off,109,0,0,,,,,,55,127,0
40236,note_on,1,0,0,,,,,,58,127,0
40345,note_off,109,0,0,,,,,,58,127,0
40346,note_on,1,0,0,,,,,,62,127,0
40455,note_off,109,0,0,,,,,,62,127,0
40456,note_on,1,0,0,,,,,,67,127,0
40565,note_off,109,0,0,,,,,,67,127,0
40566,note_on,1,0,0,,,,,,43,127,0
40784,note_off,218,0,0,,,,,,82,127,0
40784,note_off,0,0,0,,,,,,79,127,0
40785,note_on,1,0,0,,,,,,70,127,0
40785,note_on,0,0,0,,,,,,79,127,0
41003,note_off,218,0,0,,,,,,79,127,0
41003,note_off,0,0,0,,,,,,70,127,0
41003,note_off,0,0,0,,,,,,43,127,0
41004,note_on,1,0,0,,,,,,50,127,0
41004,note_on,0,0,0,,,,,,78,127,0
41004,note_on,0,0,0,,,,,,69,127,0
41113,note_off,109,0,0,,,,,,78,127,0
41114,note_on,1,0,0,,,,,,79,127,0
41223,note_off,109,0,0,,,,,,79,127,0
41224,note_on,1,0,0,,,,,,38,127,0
41224,note_on,0,0,0,,,,,,81,127,0
41333,note_off,109,0,0,,,,,,81,127,0
41334,note_on,1,0,0,,,,,,78,127,0
41439,note_off,105,0,0,,,,,,50,127,0
41441,note_off,2,0,0,,,,,,38,127,0
41442,note_off,1,0,0,,,,,,78,127,0
41442,note_off,0,0,0,,,,,,69,127,0
41443,note_on,1,0,0,,,,,,70,127,0
41443,note_on,0,0,0,,,,,,79,127,0
41553,note_on,110,0,0,,,,,,43,127,0
41662,note_off,109,0,0,,,,,,43,127,0
41663,note_on,1,0,0,,,,,,46,127,0
41772,note_off,109,0,0,,,,,,46,127,0
41773,note_on,1,0,0,,,,,,50,127,0
41882,note_off,109,0,0,,,,,,50,127,0
41883,note_on,1,0,0,,,,,,55,127,0
41992,note_off,109,0,0,,,,,,55,127,0
41993,note_on,1,0,0,,,,,,58,127,0
42102,note_off,109,0,0,,,,,,58,127,0
42103,note_on,1,0,0,,,,,,62,127,0
42212,note_off,109,0,0,,,,,,62,127,0
42213,note_on,1,0,0,,,,,,67,127,0
42322,note_off,109,0,0,,,,,,67,127,0
42323,note_on,1,0,0,,,,,,43,127,0
42541,note_off,218,0,0,,,,,,79,127,0
42541,note_off,0,0,0,,,,,,70,127,0
42542,note_on,1,0,0,,,,,,70,127,0
42542,note_on,0,0,0,,,,,,67,127,0
42760,note_off,218,0,0,,,,,,67,127,0
42760,note_off,0,0,0,,,,,,70,127,0
42760,note_off,0,0,0,,,,,,43,127,0
42761,note_on,1,0,0,,,,,,69,127,0
42761,note_on,0,0,0,,,,,,66,127,0
42870,note_off,109,0,0,,,,,,69,127,0
42871,note_on,1,0,0,,,,,,70,127,0
42980,note_off,109,0,0,,,,,,70,127,0
42980,note_off,0,0,0,,,,,,66,127,0
42981,note_on,1,0,0,,,,,,50,127,0
42981,note_on,0,0,0,,,,,,72,127,0
43090,note_off,109,0,0,,,,,,72,127,0
43091,note_on,1,0,0,,,,,,69,127,0
43200,note_off,109,0,0,,,,,,69,127,0
43200,note_off,0,0,0,,,,,,50,127,0
43201,note_on,1,0,0,,,,,,46,127,0
43201,note_on,0,0,0,,,,,,74,127,0
43310,note_off,109,0,0,,,,,,74,127,0
43311,note_on,1,0,0,,,,,,66,127,0
43420,note_off,109,0,0,,,,,,66,127,0
43420,note_off,0,0,0,,,,,,46,127,0
43421,note_on,1,0,0,,,,,,51,127,0
43421,note_on,0,0,0,,,,,,67,127,0
43531,note_on,110,0,0,,,,,,60,127,0
43638,note_off,107,0,0,,,,,,67,127,0
43639,note_off,1,0,0,,,,,,60,127,0
43639,note_off,0,0,0,,,,,,51,127,0
43640,note_on,1,0,0,,,,,,50,127,0
43640,note_on,0,0,0,,,,,,58,127,0
43750,note_on,110,0,0,,,,,,67,127,0
43857,note_off,107,0,0,,,,,,58,127,0
43859,note_on,2,0,0,,,,,,38,127,0
43859,note_on,0,0,0,,,,,,57,127,0
43966,note_off,107,0,0,,,,,,67,127,0
43968,note_on,2,0,0,,,,,,66,127,0
44073,note_off,105,0,0,,,,,,50,127,0
44075,note_off,2,0,0,,,,,,57,127,0
44076,note_off,1,0,0,,,,,,66,127,0
44076,note_off,0,0,0,,,,,,38,127,0
44077,note_on,1,0,0,,,,,,43,127,0
44077,note_on,0,0,0,,,,,,55,127,0
44186,note_off,109,0,0,,,,,,55,127,0
44187,note_on,1,0,0,,,,,,50,127,0
44296,note_off,109,0,0,,,,,,50,127,0
44297,note_on,1,0,0,,,,,,58,127,0
44406,note_off,109,0,0,,,,,,58,127,0
44407,note_on,1,0,0,,,,,,55,127,0
44516,note_off,109,0,0,,,,,,55,127,0
44517,note_on,1,0,0,,,,,,62,127,0
44626,note_off,109,0,0,,,,,,62,127,0
44627,note_on,1,0,0,,,,,,58,127,0
44736,note_off,109,0,0,,,,,,58,127,0
44737,note_on,1,0,0,,,,,,67,127,0
44846,note_off,109,0,0,,,,,,67,127,0
44847,note_on,1,0,0,,,,,,62,127,0
44956,note_off,109,0,0,,,,,,62,127,0
44957,note_on,1,0,0,,,,,,70,127,0
45066,note_off,109,0,0,,,,,,70,127,0
45067,note_on,1,0,0,,,,,,67,127,0
45176,note_off,109,0,0,,,,,,67,127,0
45177,note_on,1,0,0,,,,,,74,127,0
45286,note_off,109,0,0,,,,,,74,127,0
45287,note_on,1,0,0,,,,,,70,127,0
45396,note_off,109,0,0,,,,,,70,127,0
45397,note_off,1,0,0,,,,,,43,127,0
45397,note_on,0,0,0,,,,,,79,127,0
45507,note_on,110,0,0,,,,,,74,127,0
45616,note_off,109,0,0,,,,,,74,127,0
45617,note_on,1,0,0,,,,,,70,127,0
45726,note_off,109,0,0,,,,,,70,127,0
45727,note_on,1,0,0,,,,,,74,127,0
45832,note_off,105,0,0,,,,,,79,127,0
45835,note_off,3,0,0,,,,,,74,127,0
45836,note_on,1,0,0,,,,,,67,127,0
45946,note_on,110,0,0,,,,,,79,127,0
46055,note_off,109,0,0,,,,,,79,127,0
46056,note_on,1,0,0,,,,,,74,127,0
46165,note_off,109,0,0,,,,,,74,127,0
46166,note_on,1,0,0,,,,,,79,127,0
46275,note_off,109,0,0,,,,,,79,127,0
46276,note_on,1,0,0,,,,,,70,127,0
46385,note_off,109,0,0,,,,,,70,127,0
46386,note_on,1,0,0,,,,,,74,127,0
46495,note_off,109,0,0,,,,,,74,127,0
46496,note_on,1,0,0,,,,,,67,127,0
46605,note_off,109,0,0,,,,,,67,127,0
46606,note_on,1,0,0,,,,,,70,127,0
46707,note_off,101,0,0,,,,,,67,127,0
46715,note_off,8,0,0,,,,,,70,127,0
46716,note_on,1,0,0,,,,,,62,127,0
46825,note_off,109,0,0,,,,,,62,127,0
46826,note_on,1,0,0,,,,,,67,127,0
46936,note_on,110,0,0,,,,,,58,127,0
47045,note_off,109,0,0,,,,,,58,127,0
47046,note_on,1,0,0,,,,,,62,127,0
47155,note_off,109,0,0,,,,,,62,127,0
47156,note_off,1,0,0,,,,,,67,127,0
47156,note_on,0,0,0,,,,,,55,127,0
47265,note_off,109,0,0,,,,,,55,127,0
47266,note_on,1,0,0,,,,,,58,127,0
47375,note_off,109,0,0,,,,,,58,127,0
