tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel
47376,note_on,1,0,0,,,,,,50,127,0
47485,note_off,109,0,0,,,,,,50,127,0
47486,note_on,1,0,0,,,,,,55,127,0
47596,note_on,110,0,0,,,,,,43,127,0
47703,note_off,107,0,0,,,,,,55,127,0
48396,note_off,693,0,0,,,,,,43,127,0
48474,note_on,78,0,0,,,,,,55,127,0
48474,note_on,0,0,0,,,,,,67,127,0
48692,note_off,218,0,0,,,,,,55,127,0
48693,note_on,1,0,0,,,,,,43,127,0
48693,note_on,0,0,0,,,,,,55,127,0
48803,note_off,110,0,0,,,,,,67,127,0
48912,note_off,109,0,0,,,,,,55,127,0
48912,note_off,0,0,0,,,,,,43,127,0
48913,note_on,1,0,0,,,,,,43,127,0
48913,note_on,0,0,0,,,,,,55,127,0
49131,note_off,218,0,0,,,,,,55,127,0
49131,note_off,0,0,0,,,,,,43,127,0
49132,note_on,1,0,0,,,,,,43,127,0
49132,note_on,0,0,0,,,,,,55,127,0
49350,note_off,218,0,0,,,,,,55,127,0
49350,note_off,0,0,0,,,,,,43,127,0
49351,note_on,1,0,0,,,,,,57,127,0
49351,note_on,0,0,0,,,,,,69,127,0
49405,note_off,54,0,0,,,,,,69,127,0
49405,note_off,0,0,0,,,,,,57,127,0
49406,note_on,1,0,0,,,,,,55,127,0
49406,note_on,0,0,0,,,,,,67,127,0
49460,note_off,54,0,0,,,,,,67,127,0
49460,note_off,0,0,0,,,,,,55,127,0
49461,note_on,1,0,0,,,,,,57,127,0
49461,note_on,0,0,0,,,,,,69,127,0
49515,note_off,54,0,0,,,,,,69,127,0
49515,note_off,0,0,0,,,,,,57,127,0
49516,note_on,1,0,0,,,,,,55,127,0
49516,note_on,0,0,0,,,,,,67,127,0
49570,note_off,54,0,0,,,,,,67,127,0
49570,note_off,0,0,0,,,,,,55,127,0
49571,note_on,1,0,0,,,,,,57,127,0
49571,note_on,0,0,0,,,,,,69,127,0
49625,note_off,54,0,0,,,,,,69,127,0
49625,note_off,0,0,0,,,,,,57,127,0
49626,note_on,1,0,0,,,,,,55,127,0
49626,note_on,0,0,0,,,,,,67,127,0
49680,note_off,54,0,0,,,,,,67,127,0
49680,note_off,0,0,0,,,,,,55,127,0
49681,note_on,1,0,0,,,,,,54,127,0
49681,note_on,0,0,0,,,,,,66,127,0
49790,note_off,109,0,0,,,,,,66,127,0
49790,note_off,0,0,0,,,,,,54,127,0
49791,note_on,1,0,0,,,,,,55,127,0
49791,note_on,0,0,0,,,,,,67,127,0
49900,note_off,109,0,0,,,,,,67,127,0
49900,note_off,0,0,0,,,,,,55,127,0
49901,note_on,1,0,0,,,,,,57,127,0
49901,note_on,0,0,0,,,,,,69,127,0
50010,note_off,109,0,0,,,,,,69,127,0
50010,note_off,0,0,0,,,,,,57,127,0
50011,note_on,1,0,0,,,,,,58,127,0
50011,note_on,0,0,0,,,,,,70,127,0
50120,note_off,109,0,0,,,,,,70,127,0
50120,note_off,0,0,0,,,,,,58,127,0
50121,note_on,1,0,0,,,,,,57,127,0
50121,note_on,0,0,0,,,,,,69,127,0
50230,note_off,109,0,0,,,,,,69,127,0
50230,note_off,0,0,0,,,,,,57,127,0
50231,note_on,1,0,0,,,,,,55,127,0
50231,note_on,0,0,0,,,,,,67,127,0
50340,note_off,109,0,0,,,,,,67,127,0
50340,note_off,0,0,0,,,,,,55,127,0
50341,note_on,1,0,0,,,,,,53,127,0
50341,note_on,0,0,0,,,,,,65,127,0
50450,note_off,109,0,0,,,,,,65,127,0
50450,note_off,0,0,0,,,,,,53,127,0
50451,note_on,1,0,0,,,,,,51,127,0
50451,note_on,0,0,0,,,,,,63,127,0
50560,note_off,109,0,0,,,,,,63,127,0
50560,note_off,0,0,0,,,,,,51,127,0
50561,note_on,1,0,0,,,,,,50,127,0
50561,note_on,0,0,0,,,,,,62,127,0
50670,note_off,109,0,0,,,,,,62,127,0
50670,note_off,0,0,0,,,,,,50,127,0
50671,note_on,1,0,0,,,,,,48,127,0
50671,note_on,0,0,0,,,,,,60,127,0
50780,note_off,109,0,0,,,,,,60,127,0
50780,note_off,0,0,0,,,,,,48,127,0
50781,note_on,1,0,0,,,,,,51,127,0
50781,note_on,0,0,0,,,,,,63,127,0
50890,note_off,109,0,0,,,,,,63,127,0
50890,note_off,0,0,0,,,,,,51,127,0
50891,note_on,1,0,0,,,,,,50,127,0
50891,note_on,0,0,0,,,,,,62,127,0
51000,note_off,109,0,0,,,,,,62,127,0
51000,note_off,0,0,0,,,,,,50,127,0
51001,note_on,1,0,0,,,,,,48,127,0
51001,note_on,0,0,0,,,,,,60,127,0
51110,note_off,109,0,0,,,,,,60,127,0
51110,note_off,0,0,0,,,,,,48,127,0
51111,note_on,1,0,0,,,,,,48,127,0
51111,note_on,0,0,0,,,,,,60,127,0
51165,note_off,54,0,0,,,,,,60,127,0
51165,note_off,0,0,0,,,,,,48,127,0
51166,note_on,1,0,0,,,,,,46,127,0
51166,note_on,0,0,0,,,,,,58,127,0
51220,note_off,54,0,0,,,,,,58,127,0
51220,note_off,0,0,0,,,,,,46,127,0
51221,note_on,1,0,0,,,,,,48,127,0
51221,note_on,0,0,0,,,,,,60,127,0
51275,note_off,54,0,0,,,,,,60,127,0
51275,note_off,0,0,0,,,,,,48,127,0
51276,note_on,1,0,0,,,,,,46,127,0
51276,note_on,0,0,0,,,,,,58,127,0
51330,note_off,54,0,0,,,,,,58,127,0
51330,note_off,0,0,0,,,,,,46,127,0
51331,note_on,1,0,0,,,,,,48,127,0
51331,note_on,0,0,0,,,,,,60,127,0
51385,note_off,54,0,0,,,,,,60,127,0
51385,note_off,0,0,0,,,,,,48,127,0
51386,note_on,1,0,0,,,,,,46,127,0
51386,note_on,0,0,0,,,,,,58,127,0
51440,note_off,54,0,0,,,,,,58,127,0
51440,note_off,0,0,0,,,,,,46,127,0
51441,note_on,1,0,0,,,,,,45,127,0
51441,note_on,0,0,0,,,,,,57,127,0
51495,note_off,54,0,0,,,,,,57,127,0
51495,note_off,0,0,0,,,,,,45,127,0
51496,note_on,1,0,0,,,,,,46,127,0
51496,note_on,0,0,0,,,,,,58,127,0
51550,note_off,54,0,0,,,,,,58,127,0
51550,note_off,0,0,0,,,,,,46,127,0
51551,note_on,1,0,0,,,,,,43,127,0
51551,note_on,0,0,0,,,,,,55,127,0
51989,note_off,438,0,0,,,,,,55,127,0
51989,note_off,0,0,0,,,,,,43,127,0
51990,note_on,1,0,0,,,,,,58,127,0
51990,note_on,0,0,0,,,,,,70,127,0
52208,note_off,218,0,0,,,,,,58,127,0
52209,note_on,1,0,0,,,,,,46,127,0
52209,note_on,0,0,0,,,,,,58,127,0
52319,note_off,110,0,0,,,,,,70,127,0
52428,note_off,109,0,0,,,,,,58,127,0
52428,note_off,0,0,0,,,,,,46,127,0
52429,note_on,1,0,0,,,,,,46,127,0
52429,note_on,0,0,0,,,,,,58,127,0
52647,note_off,218,0,0,,,,,,58,127,0
52647,note_off,0,0,0,,,,,,46,127,0
52648,note_on,1,0,0,,,,,,46,127,0
52648,note_on,0,0,0,,,,,,58,127,0
52866,note_off,218,0,0,,,,,,58,127,0
52866,note_off,0,0,0,,,,,,46,127,0
52867,note_on,1,0,0,,,,,,60,127,0
52867,note_on,0,0,0,,,,,,72,127,0
52921,note_off,54,0,0,,,,,,72,127,0
52921,note_off,0,0,0,,,,,,60,127,0
52922,note_on,1,0,0,,,,,,58,127,0
52922,note_on,0,0,0,,,,,,70,127,0
52976,note_off,54,0,0,,,,,,70,127,0
52976,note_off,0,0,0,,,,,,58,127,0
52977,note_on,1,0,0,,,,,,60,127,0
52977,note_on,0,0,0,,,,,,72,127,0
53031,note_off,54,0,0,,,,,,72,127,0
53031,note_off,0,0,0,,,,,,60,127,0
53032,note_on,1,0,0,,,,,,58,127,0
53032,note_on,0,0,0,,,,,,70,127,0
53086,note_off,54,0,0,,,,,,70,127,0
53086,note_off,0,0,0,,,,,,58,127,0
53087,note_on,1,0,0,,,,,,60,127,0
53087,note_on,0,0,0,,,,,,72,127,0
53141,note_off,54,0,0,,,,,,72,127,0
53141,note_off,0,0,0,,,,,,60,127,0
53142,note_on,1,0,0,,,,,,58,127,0
53142,note_on,0,0,0,,,,,,70,127,0
53196,note_off,54,0,0,,,,,,70,127,0
53196,note_off,0,0,0,,,,,,58,127,0
53197,note_on,1,0,0,,,,,,57,127,0
53197,note_on,0,0,0,,,,,,69,127,0
53306,note_off,109,0,0,,,,,,69,127,0
53306,note_off,0,0,0,,,,,,57,127,0
53307,note_on,1,0,0,,,,,,58,127,0
53307,note_on,0,0,0,,,,,,70,127,0
53416,note_off,109,0,0,,,,,,70,127,0
53416,note_off,0,0,0,,,,,,58,127,0
53417,note_on,1,0,0,,,,,,60,127,0
53417,note_on,0,0,0,,,,,,72,127,0
53526,note_off,109,0,0,,,,,,72,127,0
53526,note_off,0,0,0,,,,,,60,127,0
53527,note_on,1,0,0,,,,,,62,127,0
53527,note_on,0,0,0,,,,,,74,127,0
53636,note_off,109,0,0,,,,,,74,127,0
53636,note_off,0,0,0,,,,,,62,127,0
53637,note_on,1,0,0,,,,,,60,127,0
53637,note_on,0,0,0,,,,,,72,127,0
53746,note_off,109,0,0,,,,,,72,127,0
53746,note_off,0,0,0,,,,,,60,127,0
53747,note_on,1,0,0,,,,,,58,127,0
53747,note_on,0,0,0,,,,,,70,127,0
53856,note_off,109,0,0,,,,,,70,127,0
53856,note_off,0,0,0,,,,,,58,127,0
53857,note_on,1,0,0,,,,,,57,127,0
53857,note_on,0,0,0,,,,,,69,127,0
53966,note_off,109,0,0,,,,,,69,127,0
53966,note_off,0,0,0,,,,,,57,127,0
53967,note_on,1,0,0,,,,,,55,127,0
53967,note_on,0,0,0,,,,,,67,127,0
54076,note_off,109,0,0,,,,,,67,127,0
54076,note_off,0,0,0,,,,,,55,127,0
54077,note_on,1,0,0,,,,,,53,127,0
54077,note_on,0,0,0,,,,,,65,127,0
54186,note_off,109,0,0,,,,,,65,127,0
54186,note_off,0,0,0,,,,,,53,127,0
54187,note_on,1,0,0,,,,,,51,127,0
54187,note_on,0,0,0,,,,,,63,127,0
54296,note_off,109,0,0,,,,,,63,127,0
54296,note_off,0,0,0,,,,,,51,127,0
54297,note_on,1,0,0,,,,,,55,127,0
54297,note_on,0,0,0,,,,,,67,127,0
54406,note_off,109,0,0,,,,,,67,127,0
54406,note_off,0,0,0,,,,,,55,127,0
54407,note_on,1,0,0,,,,,,53,127,0
54407,note_on,0,0,0,,,,,,65,127,0
54516,note_off,109,0,0,,,,,,65,127,0
54516,note_off,0,0,0,,,,,,53,127,0
54517,note_on,1,0,0,,,,,,51,127,0
54517,note_on,0,0,0,,,,,,63,127,0
54626,note_off,109,0,0,,,,,,63,127,0
54626,note_off,0,0,0,,,,,,51,127,0
54627,note_on,1,0,0,,,,,,51,127,0
54627,note_on,0,0,0,,,,,,63,127,0
54681,note_off,54,0,0,,,,,,63,127,0
54681,note_off,0,0,0,,,,,,51,127,0
54682,note_on,1,0,0,,,,,,50,127,0
54682,note_on,0,0,0,,,,,,62,127,0
54736,note_off,54,0,0,,,,,,62,127,0
54736,note_off,0,0,0,,,,,,50,127,0
54737,note_on,1,0,0,,,,,,51,127,0
54737,note_on,0,0,0,,,,,,63,127,0
54791,note_off,54,0,0,,,,,,63,127,0
54791,note_off,0,0,0,,,,,,51,127,0
54792,note_on,1,0,0,,,,,,50,127,0
54792,note_on,0,0,0,,,,,,62,127,0
54846,note_off,54,0,0,,,,,,62,127,0
54846,note_off,0,0,0,,,,,,50,127,0
54847,note_on,1,0,0,,,,,,51,127,0
54847,note_on,0,0,0,,,,,,63,127,0
54901,note_off,54,0,0,,,,,,63,127,0
54901,note_off,0,0,0,,,,,,51,127,0
54902,note_on,1,0,0,,,,,,50,127,0
54902,note_on,0,0,0,,,,,,62,127,0
54956,note_off,54,0,0,,,,,,62,127,0
54956,note_off,0,0,0,,,,,,50,127,0
54957,note_on,1,0,0,,,,,,48,127,0
54957,note_on,0,0,0,,,,,,60,127,0
55011,note_off,54,0,0,,,,,,60,127,0
55011,note_off,0,0,0,,,,,,48,127,0
55012,note_on,1,0,0,,,,,,50,127,0
55012,note_on,0,0,0,,,,,,62,127,0
55066,note_off,54,0,0,,,,,,62,127,0
55066,note_off,0,0,0,,,,,,50,127,0
55067,note_on,1,0,0,,,,,,46,127,0
55067,note_on,0,0,0,,,,,,58,127,0
55505,note_off,438,0,0,,,,,,58,127,0
55506,note_on,1,0,0,,,,,,70,127,0
55506,note_on,0,0,0,,,,,,74,127,0
55506,note_on,0,0,0,,,,,,77,127,0
55615,note_off,109,0,0,,,,,,46,127,0
55616,note_on,1,0,0,,,,,,46,127,0
55725,note_off,109,0,0,,,,,,46,127,0
55726,note_on,1,0,0,,,,,,50,127,0
55835,note_off,109,0,0,,,,,,50,127,0
55836,note_on,1,0,0,,,,,,53,127,0
55945,note_off,109,0,0,,,,,,53,127,0
55946,note_on,1,0,0,,,,,,58,127,0
56055,note_off,109,0,0,,,,,,58,127,0
56056,note_on,1,0,0,,,,,,62,127,0
56165,note_off,109,0,0,,,,,,62,127,0
56165,note_off,0,0,0,,,,,,70,127,0
56166,note_on,1,0,0,,,,,,65,127,0
56275,note_off,109,0,0,,,,,,65,127,0
56276,note_on,1,0,0,,,,,,70,127,0
56385,note_off,109,0,0,,,,,,70,127,0
56385,note_off,0,0,0,,,,,,77,127,0
56385,note_off,0,0,0,,,,,,74,127,0
56386,note_on,1,0,0,,,,,,41,127,0
56605,note_on,219,0,0,,,,,,65,127,0
56605,note_on,0,0,0,,,,,,69,127,0
56714,note_off,109,0,0,,,,,,69,127,0
56715,note_on,1,0,0,,,,,,70,127,0
56742,note_off,27,0,0,,,,,,65,127,0
56823,note_off,81,0,0,,,,,,70,127,0
56824,note_on,1,0,0,,,,,,65,127,0
56824,note_on,0,0,0,,,,,,72,127,0
56933,note_off,109,0,0,,,,,,72,127,0
56934,note_on,1,0,0,,,,,,74,127,0
56961,note_off,27,0,0,,,,,,65,127,0
57042,note_off,81,0,0,,,,,,74,127,0
57043,note_on,1,0,0,,,,,,65,127,0
57043,note_on,0,0,0,,,,,,75,127,0
57152,note_off,109,0,0,,,,,,75,127,0
57153,note_on,1,0,0,,,,,,72,127,0
57180,note_off,27,0,0,,,,,,65,127,0
57261,note_off,81,0,0,,,,,,72,127,0
57261,note_off,0,0,0,,,,,,41,127,0
57262,note_on,1,0,0,,,,,,74,127,0
57262,note_on,0,0,0,,,,,,65,127,0
57262,note_on,0,0,0,,,,,,70,127,0
57372,note_on,110,0,0,,,,,,46,127,0
57481,note_off,109,0,0,,,,,,46,127,0
57482,note_on,1,0,0,,,,,,50,127,0
57591,note_off,109,0,0,,,,,,50,127,0
57592,note_on,1,0,0,,,,,,53,127,0
57701,note_off,109,0,0,,,,,,53,127,0
57702,note_on,1,0,0,,,,,,58,127,0
57811,note_off,109,0,0,,,,,,58,127,0
57812,note_on,1,0,0,,,,,,62,127,0
57921,note_off,109,0,0,,,,,,62,127,0
57921,note_off,0,0,0,,,,,,65,127,0
57922,note_on,1,0,0,,,,,,65,127,0
58031,note_off,109,0,0,,,,,,65,127,0
58031,note_off,0,0,0,,,,,,70,127,0
58032,note_on,1,0,0,,,,,,70,127,0
58141,note_off,109,0,0,,,,,,70,127,0
58141,note_off,0,0,0,,,,,,74,127,0
58142,note_on,1,0,0,,,,,,41,127,0
58361,note_on,219,0,0,,,,,,65,127,0
58361,note_on,0,0,0,,,,,,69,127,0
58470,note_off,109,0,0,,,,,,69,127,0
58471,note_on,1,0,0,,,,,,70,127,0
58498,note_off,27,0,0,,,,,,65,127,0
58579,note_off,81,0,0,,,,,,70,127,0
58580,note_on,1,0,0,,,,,,65,127,0
58580,note_on,0,0,0,,,,,,72,127,0
58689,note_off,109,0,0,,,,,,72,127,0
58690,note_on,1,0,0,,,,,,74,127,0
58717,note_off,27,0,0,,,,,,65,127,0
58798,note_off,81,0,0,,,,,,74,127,0
58799,note_on,1,0,0,,,,,,65,127,0
58799,note_on,0,0,0,,,,,,75,127,0
58908,note_off,109,0,0,,,,,,75,127,0
58909,note_on,1,0,0,,,,,,72,127,0
58936,note_off,27,0,0,,,,,,65,127,0
59017,note_off,81,0,0,,,,,,72,127,0
59017,note_off,0,0,0,,,,,,41,127,0
59018,note_on,1,0,0,,,,,,70,127,0
59018,note_on,0,0,0,,,,,,74,127,0
59018,note_on,0,0,0,,,,,,65,127,0
59128,note_on,110,0,0,,,,,,46,127,0
59237,note_off,109,0,0,,,,,,46,127,0
59238,note_on,1,0,0,,,,,,50,127,0
59347,note_off,109,0,0,,,,,,50,127,0
59348,note_on,1,0,0,,,,,,53,127,0
59457,note_off,109,0,0,,,,,,53,127,0
59458,note_on,1,0,0,,,,,,58,127,0
59567,note_off,109,0,0,,,,,,58,127,0
59568,note_on,1,0,0,,,,,,62,127,0
59677,note_off,109,0,0,,,,,,62,127,0
59677,note_off,0,0,0,,,,,,65,127,0
59678,note_on,1,0,0,,,,,,65,127,0
59787,note_off,109,0,0,,,,,,65,127,0
59787,note_off,0,0,0,,,,,,70,127,0
59788,note_on,1,0,0,,,,,,70,127,0
59897,note_off,109,0,0,,,,,,70,127,0
59897,note_off,0,0,0,,,,,,74,127,0
59898,note_on,1,0,0,,,,,,43,127,0
60117,note_on,219,0,0,,,,,,67,127,0
60117,note_on,0,0,0,,,,,,71,127,0
60226,note_off,109,0,0,,,,,,71,127,0
60227,note_on,1,0,0,,,,,,72,127,0
60254,note_off,27,0,0,,,,,,67,127,0
60335,note_off,81,0,0,,,,,,72,127,0
60336,note_on,1,0,0,,,,,,67,127,0
60336,note_on,0,0,0,,,,,,74,127,0
60445,note_off,109,0,0,,,,,,74,127,0
60446,note_on,1,0,0,,,,,,75,127,0
60473,note_off,27,0,0,,,,,,67,127,0
60554,note_off,81,0,0,,,,,,75,127,0
60555,note_on,1,0,0,,,,,,67,127,0
60555,note_on,0,0,0,,,,,,77,127,0
60664,note_off,109,0,0,,,,,,77,127,0
60665,note_on,1,0,0,,,,,,74,127,0
60692,note_off,27,0,0,,,,,,67,127,0
60773,note_off,81,0,0,,,,,,74,127,0
60774,note_on,1,0,0,,,,,,75,127,0
60774,note_on,0,0,0,,,,,,72,127,0
60774,note_on,0,0,0,,,,,,67,127,0
60883,note_off,109,0,0,,,,,,43,127,0
60884,note_on,1,0,0,,,,,,48,127,0
60993,note_off,109,0,0,,,,,,48,127,0
60994,note_on,1,0,0,,,,,,51,127,0
61103,note_off,109,0,0,,,,,,51,127,0
61104,note_on,1,0,0,,,,,,55,127,0
61213,note_off,109,0,0,,,,,,55,127,0
61214,note_on,1,0,0,,,,,,60,127,0
61323,note_off,109,0,0,,,,,,60,127,0
61324,note_on,1,0,0,,,,,,63,127,0
61433,note_off,109,0,0,,,,,,63,127,0
61433,note_off,0,0,0,,,,,,67,127,0
61434,note_on,1,0,0,,,,,,67,127,0
61543,note_off,109,0,0,,,,,,67,127,0
61543,note_off,0,0,0,,,,,,72,127,0
61544,note_on,1,0,0,,,,,,72,127,0
61653,note_off,109,0,0,,,,,,72,127,0
61653,note_off,0,0,0,,,,,,75,127,0
61654,note_on,1,0,0,,,,,,43,127,0
61873,note_on,219,0,0,,,,,,71,127,0
61873,note_on,0,0,0,,,,,,67,127,0
61982,note_off,109,0,0,,,,,,71,127,0
61983,note_on,1,0,0,,,,,,72,127,0
62010,note_off,27,0,0,,,,,,67,127,0
62091,note_off,81,0,0,,,,,,72,127,0
62092,note_on,1,0,0,,,,,,67,127,0
62092,note_on,0,0,0,,,,,,74,127,0
62201,note_off,109,0,0,,,,,,74,127,0
62202,note_on,1,0,0,,,,,,75,127,0
62229,note_off,27,0,0,,,,,,67,127,0
62310,note_off,81,0,0,,,,,,75,127,0
62311,note_on,1,0,0,,,,,,67,127,0
62311,note_on,0,0,0,,,,,,77,127,0
62420,note_off,109,0,0,,,,,,77,127,0
62421,note_on,1,0,0,,,,,,74,127,0
62448,note_off,27,0,0,,,,,,67,127,0
62529,note_off,81,0,0,,,,,,74,127,0
62530,note_on,1,0,0,,,,,,67,127,0
62530,note_on,0,0,0,,,,,,72,127,0
62530,note_on,0,0,0,,,,,,75,127,0
62639,note_off,109,0,0,,,,,,43,127,0
62640,note_on,1,0,0,,,,,,48,127,0
62749,note_off,109,0,0,,,,,,48,127,0
62750,note_on,1,0,0,,,,,,51,127,0
62859,note_off,109,0,0,,,,,,51,127,0
62860,note_on,1,0,0,,,,,,55,127,0
62969,note_off,109,0,0,,,,,,55,127,0
62970,note_on,1,0,0,,,,,,60,127,0
63079,note_off,109,0,0,,,,,,60,127,0
63080,note_on,1,0,0,,,,,,63,127,0
63189,note_off,109,0,0,,,,,,63,127,0
63189,note_off,0,0,0,,,,,,67,127,0
63190,note_on,1,0,0,,,,,,67,127,0
63299,note_off,109,0,0,,,,,,67,127,0
63299,note_off,0,0,0,,,,,,72,127,0
63300,note_on,1,0,0,,,,,,72,127,0
63409,note_off,109,0,0,,,,,,72,127,0
63409,note_off,0,0,0,,,,,,75,127,0
63410,note_on,1,0,0,,,,,,43,127,0
63629,note_on,219,0,0,,,,,,67,127,0
63629,note_on,0,0,0,,,,,,71,127,0
63738,note_off,109,0,0,,,,,,71,127,0
63739,note_on,1,0,0,,,,,,72,127,0
63766,note_off,27,0,0,,,,,,67,127,0
63847,note_off,81,0,0,,,,,,72,127,0
63848,note_on,1,0,0,,,,,,67,127,0
63848,note_on,0,0,0,,,,,,74,127,0
63957,note_off,109,0,0,,,,,,74,127,0
63958,note_on,1,0,0,,,,,,75,127,0
63985,note_off,27,0,0,,,,,,67,127,0
64066,note_off,81,0,0,,,,,,75,127,0
64067,note_on,1,0,0,,,,,,67,127,0
64067,note_on,0,0,0,,,,,,77,127,0
64140,note_off,73,0,0,,,,,,43,127,0
64175,note_off,35,0,0,,,,,,77,127,0
64175,note_off,0,0,0,,,,,,67,127,0
64176,note_on,1,0,0,,,,,,74,127,0
64285,note_off,109,0,0,,,,,,74,127,0
64286,note_on,1,0,0,,,,,,76,127,0
64395,note_off,109,0,0,,,,,,76,127,0
64396,note_on,1,0,0,,,,,,77,127,0
64505,note_off,109,0,0,,,,,,77,127,0
64506,note_on,1,0,0,,,,,,48,127,0
64506,note_on,0,0,0,,,,,,76,127,0
64615,note_off,109,0,0,,,,,,76,127,0
64616,note_on,1,0,0,,,,,,74,127,0
64725,note_off,109,0,0,,,,,,74,127,0
64725,note_off,0,0,0,,,,,,48,127,0
64726,note_on,1,0,0,,,,,,48,127,0
64726,note_on,0,0,0,,,,,,72,127,0
64835,note_off,109,0,0,,,,,,72,127,0
64836,note_on,1,0,0,,,,,,70,127,0
64945,note_off,109,0,0,,,,,,70,127,0
64945,note_off,0,0,0,,,,,,48,127,0
64946,note_on,1,0,0,,,,,,48,127,0
64946,note_on,0,0,0,,,,,,68,127,0
65055,note_off,109,0,0,,,,,,68,127,0
65056,note_on,1,0,0,,,,,,67,127,0
65165,note_off,109,0,0,,,,,,67,127,0
65165,note_off,0,0,0,,,,,,48,127,0
65166,note_on,1,0,0,,,,,,48,127,0
65166,note_on,0,0,0,,,,,,68,127,0
65276,note_on,110,0,0,,,,,,67,127,0
65303,note_off,27,0,0,,,,,,68,127,0
65384,note_off,81,0,0,,,,,,67,127,0
65384,note_off,0,0,0,,,,,,48,127,0
65385,note_on,1,0,0,,,,,,53,127,0
65385,note_on,0,0,0,,,,,,48,127,0
65385,note_on,0,0,0,,,,,,68,127,0
65495,note_on,110,0,0,,,,,,77,127,0
65522,note_off,27,0,0,,,,,,68,127,0
65603,note_off,81,0,0,,,,,,77,127,0
65603,note_off,0,0,0,,,,,,48,127,0
65603,note_off,0,0,0,,,,,,53,127,0
65604,note_on,1,0,0,,,,,,48,127,0
65604,note_on,0,0,0,,,,,,53,127,0
65604,note_on,0,0,0,,,,,,68,127,0
65714,note_on,110,0,0,,,,,,67,127,0
65741,note_off,27,0,0,,,,,,68,127,0
65822,note_off,81,0,0,,,,,,67,127,0
65822,note_off,0,0,0,,,,,,53,127,0
65822,note_off,0,0,0,,,,,,48,127,0
65823,note_on,1,0,0,,,,,,48,127,0
65823,note_on,0,0,0,,,,,,53,127,0
65823,note_on,0,0,0,,,,,,68,127,0
65933,note_on,110,0,0,,,,,,77,127,0
65960,note_off,27,0,0,,,,,,68,127,0
66041,note_off,81,0,0,,,,,,77,127,0
66041,note_off,0,0,0,,,,,,53,127,0
66041,note_off,0,0,0,,,,,,48,127,0
66042,note_on,1,0,0,,,,,,53,127,0
66042,note_on,0,0,0,,,,,,48,127,0
66042,note_on,0,0,0,,,,,,67,127,0
66152,note_on,110,0,0,,,,,,65,127,0
66179,note_off,27,0,0,,,,,,67,127,0
66260,note_off,81,0,0,,,,,,65,127,0
66260,note_off,0,0,0,,,,,,48,127,0
66260,note_off,0,0,0,,,,,,53,127,0
66261,note_on,1,0,0,,,,,,48,127,0
66261,note_on,0,0,0,,,,,,52,127,0
66261,note_on,0,0,0,,,,,,67,127,0
66371,note_on,110,0,0,,,,,,76,127,0
66398,note_off,27,0,0,,,,,,67,127,0
66479,note_off,81,0,0,,,,,,76,127,0
66479,note_off,0,0,0,,,,,,52,127,0
66479,note_off,0,0,0,,,,,,48,127,0
66480,note_on,1,0,0,,,,,,48,127,0
66480,note_on,0,0,0,,,,,,52,127,0
66480,note_on,0,0,0,,,,,,67,127,0
66590,note_on,110,0,0,,,,,,65,127,0
66617,note_off,27,0,0,,,,,,67,127,0
66698,note_off,81,0,0,,,,,,65,127,0
66698,note_off,0,0,0,,,,,,52,127,0
66698,note_off,0,0,0,,,,,,48,127,0
66699,note_on,1,0,0,,,,,,52,127,0
66699,note_on,0,0,0,,,,,,48,127,0
66699,note_on,0,0,0,,,,,,67,127,0
66809,note_on,110,0,0,,,,,,76,127,0
66836,note_off,27,0,0,,,,,,67,127,0
66917,note_off,81,0,0,,,,,,76,127,0
66917,note_off,0,0,0,,,,,,48,127,0
66917,note_off,0,0,0,,,,,,52,127,0
66918,note_on,1,0,0,,,,,,48,127,0
66918,note_on,0,0,0,,,,,,68,127,0
67027,note_off,109,0,0,,,,,,68,127,0
67028,note_on,1,0,0,,,,,,67,127,0
67137,note_off,109,0,0,,,,,,67,127,0
67137,note_off,0,0,0,,,,,,48,127,0
67138,note_on,1,0,0,,,,,,53,127,0
67138,note_on,0,0,0,,,,,,48,127,0
67138,note_on,0,0,0,,,,,,68,127,0
67247,note_off,109,0,0,,,,,,68,127,0
67248,note_on,1,0,0,,,,,,77,127,0
67357,note_off,109,0,0,,,,,,48,127,0
67357,note_off,0,0,0,,,,,,53,127,0
67358,note_on,1,0,0,,,,,,48,127,0
67358,note_on,0,0,0,,,,,,53,127,0
67358,note_on,0,0,0,,,,,,68,127,0
67465,note_off,107,0,0,,,,,,77,127,0
67466,note_off,1,0,0,,,,,,68,127,0
67467,note_on,1,0,0,,,,,,67,127,0
67576,note_off,109,0,0,,,,,,67,127,0
67576,note_off,0,0,0,,,,,,53,127,0
67576,note_off,0,0,0,,,,,,48,127,0
67577,note_on,1,0,0,,,,,,48,127,0
67577,note_on,0,0,0,,,,,,53,127,0
67577,note_on,0,0,0,,,,,,68,127,0
67686,note_off,109,0,0,,,,,,68,127,0
67687,note_on,1,0,0,,,,,,77,127,0
67796,note_off,109,0,0,,,,,,53,127,0
67796,note_off,0,0,0,,,,,,48,127,0
67797,note_on,1,0,0,,,,,,53,127,0
67797,note_on,0,0,0,,,,,,48,127,0
67797,note_on,0,0,0,,,,,,67,127,0
67904,note_off,107,0,0,,,,,,77,127,0
67905,note_off,1,0,0,,,,,,67,127,0
67906,note_on,1,0,0,,,,,,65,127,0
