tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
91292,note_off,,,,,99,0,1,,,0,64,64,,
91309,note_on,,,,,17,0,1,,,0,76,33,,
91403,note_off,,,,,94,0,1,,,0,76,64,,
91415,note_on,,,,,12,0,1,,,0,65,35,,
91521,note_off,,,,,106,0,1,,,0,52,64,,
91537,note_off,,,,,16,0,1,,,0,65,64,,
91543,note_on,,,,,6,0,1,,,0,74,46,,
91654,note_off,,,,,111,0,1,,,0,74,64,,
91665,note_on,,,,,11,0,1,,,0,64,29,,
91677,control_change,,,,,2439,0,2,,,0,,,64,64
91785,note_off,,,,,120,0,1,,,0,64,64,,
91793,note_on,,,,,8,0,1,,,0,72,39,,
91830,control_change,,,,,153,0,2,,,0,,,64,96
91919,note_on,,,,,126,0,1,,,0,62,33,,
91929,note_off,,,,,10,0,1,,,0,72,64,,
92046,note_off,,,,,117,0,1,,,0,62,64,,
92052,note_on,,,,,6,0,1,,,0,71,37,,
92168,note_on,,,,,116,0,1,,,0,64,41,,
92179,note_off,,,,,11,0,1,,,0,71,64,,
92264,control_change,,,,,434,0,2,,,0,,,64,127
92293,note_off,,,,,114,0,1,,,0,64,64,,
92299,note_on,,,,,6,0,1,,,0,72,32,,
92414,note_off,,,,,115,0,1,,,0,72,64,,
92423,note_on,,,,,9,0,1,,,0,62,32,,
92534,note_off,,,,,111,0,1,,,0,62,64,,
92534,note_on,,,,,0,0,1,,,0,71,36,,
92654,note_on,,,,,120,0,1,,,0,60,37,,
92687,note_off,,,,,33,0,1,,,0,71,64,,
92788,note_on,,,,,101,0,1,,,0,69,32,,
92835,note_off,,,,,47,0,1,,,0,60,64,,
92904,note_on,,,,,69,0,1,,,0,68,35,,
92928,note_off,,,,,24,0,1,,,0,69,64,,
93113,note_off,,,,,185,0,1,,,0,68,64,,
93123,control_change,,,,,859,0,2,,,0,,,64,96
93132,note_on,,,,,19,0,1,,,0,69,60,,
93145,control_change,,,,,22,0,2,,,0,,,64,64
93172,control_change,,,,,27,0,2,,,0,,,64,0
93240,note_on,,,,,68,0,2,,,0,53,54,,
93369,note_on,,,,,237,0,1,,,0,71,60,,
93380,note_off,,,,,11,0,1,,,0,69,64,,
93420,note_off,,,,,180,0,2,,,0,53,64,,
93480,note_on,,,,,60,0,2,,,0,62,32,,
93570,note_off,,,,,90,0,2,,,0,62,64,,
93600,note_on,,,,,30,0,2,,,0,52,52,,
93606,note_on,,,,,0,0,1,,,0,72,55,,
93606,note_off,,,,,226,0,1,,,0,71,64,,
93614,note_on,,,,,8,0,1,,,0,69,45,,
93690,note_off,,,,,90,0,2,,,0,52,64,,
93720,note_on,,,,,30,0,2,,,0,60,39,,
93804,note_off,,,,,190,0,1,,,0,69,64,,
93810,note_off,,,,,90,0,2,,,0,60,64,,
93819,note_off,,,,,15,0,1,,,0,72,64,,
93824,note_on,,,,,5,0,1,,,0,74,53,,
93830,note_on,,,,,6,0,1,,,0,71,53,,
93840,note_on,,,,,30,0,2,,,0,50,50,,
93930,note_off,,,,,90,0,2,,,0,50,64,,
93960,note_on,,,,,30,0,2,,,0,59,45,,
94050,note_off,,,,,90,0,2,,,0,59,64,,
94053,note_off,,,,,223,0,1,,,0,74,64,,
94071,note_on,,,,,18,0,1,,,0,72,60,,
94071,note_on,,,,,0,0,1,,,0,76,60,,
94080,note_on,,,,,30,0,2,,,0,48,39,,
94086,note_off,,,,,15,0,1,,,0,71,64,,
94112,note_off,,,,,26,0,1,,,0,76,64,,
94116,note_off,,,,,4,0,1,,,0,72,64,,
94170,note_off,,,,,90,0,2,,,0,48,64,,
94200,note_on,,,,,30,0,2,,,0,57,39,,
94290,note_off,,,,,90,0,2,,,0,57,64,,
94297,note_on,,,,,181,0,1,,,0,77,63,,
94304,note_on,,,,,7,0,1,,,0,68,49,,
94320,note_on,,,,,30,0,2,,,0,50,41,,
94410,note_off,,,,,90,0,2,,,0,50,64,,
94437,note_off,,,,,133,0,1,,,0,68,64,,
94440,note_on,,,,,30,0,2,,,0,59,38,,
94530,note_off,,,,,90,0,2,,,0,59,64,,
94538,note_on,,,,,101,0,1,,,0,76,60,,
94545,note_on,,,,,0,0,1,,,0,69,50,,
94545,note_off,,,,,7,0,1,,,0,77,64,,
94560,note_on,,,,,30,0,2,,,0,48,44,,
94619,note_off,,,,,74,0,1,,,0,76,64,,
94650,note_off,,,,,90,0,2,,,0,48,64,,
94680,note_on,,,,,30,0,2,,,0,57,41,,
94746,note_off,,,,,127,0,1,,,0,69,64,,
94770,note_off,,,,,90,0,2,,,0,57,64,,
94795,note_on,,,,,49,0,1,,,0,74,39,,
94795,note_on,,,,,0,0,1,,,0,71,53,,
94800,note_on,,,,,30,0,2,,,0,47,39,,
94836,note_off,,,,,41,0,1,,,0,74,64,,
94839,note_off,,,,,3,0,1,,,0,71,64,,
94890,note_off,,,,,90,0,2,,,0,47,64,,
94920,note_on,,,,,30,0,2,,,0,56,26,,
95010,note_off,,,,,90,0,2,,,0,56,64,,
95070,note_on,,,,,231,0,1,,,0,45,22,,
95071,note_on,,,,,1,0,1,,,0,72,55,,
95187,note_on,,,,,116,0,1,,,0,69,50,,
95202,note_off,,,,,15,0,1,,,0,72,64,,
95274,note_on,,,,,72,0,1,,,0,81,72,,
95276,note_off,,,,,2,0,1,,,0,69,64,,
95297,note_on,,,,,21,0,1,,,0,64,46,,
95393,note_off,,,,,96,0,1,,,0,64,64,,
95393,note_on,,,,,0,0,1,,,0,72,50,,
95515,note_off,,,,,122,0,1,,,0,72,64,,
95519,note_off,,,,,4,0,1,,,0,45,64,,
95519,note_on,,,,,0,0,1,,,0,71,55,,
95528,note_on,,,,,9,0,1,,,0,55,42,,
95653,note_on,,,,,125,0,1,,,0,67,50,,
95655,note_off,,,,,2,0,1,,,0,81,64,,
95678,note_off,,,,,23,0,1,,,0,71,64,,
95736,note_on,,,,,58,0,1,,,0,79,67,,
95756,note_off,,,,,20,0,1,,,0,67,64,,
95771,note_on,,,,,15,0,1,,,0,64,54,,
95867,note_off,,,,,96,0,1,,,0,64,64,,
95875,note_on,,,,,8,0,1,,,0,71,45,,
96005,note_on,,,,,130,0,1,,,0,69,55,,
96005,note_on,,,,,0,0,1,,,0,53,56,,
96014,note_off,,,,,9,0,1,,,0,55,64,,
96025,note_off,,,,,11,0,1,,,0,71,64,,
96120,note_on,,,,,95,0,1,,,0,65,50,,
96162,note_off,,,,,42,0,1,,,0,69,64,,
96228,note_off,,,,,66,0,1,,,0,79,64,,
96246,note_off,,,,,18,0,1,,,0,65,64,,
96251,note_on,,,,,5,0,1,,,0,77,72,,
96254,note_on,,,,,3,0,1,,,0,62,45,,
96358,note_off,,,,,104,0,1,,,0,62,64,,
96365,note_on,,,,,7,0,1,,,0,69,53,,
96488,note_on,,,,,123,0,1,,,0,52,53,,
96488,note_on,,,,,0,0,1,,,0,67,60,,
96497,note_off,,,,,9,0,1,,,0,69,64,,
96502,note_off,,,,,5,0,1,,,0,53,64,,
96548,note_off,,,,,46,0,1,,,0,77,64,,
96609,note_on,,,,,61,0,1,,,0,64,54,,
96634,note_off,,,,,25,0,1,,,0,67,64,,
96718,note_off,,,,,84,0,1,,,0,64,64,,
96723,note_on,,,,,5,0,1,,,0,60,50,,
96774,note_on,,,,,51,0,1,,,0,76,67,,
96840,note_off,,,,,66,0,1,,,0,60,64,,
96840,note_on,,,,,0,0,1,,,0,67,53,,
96965,note_on,,,,,125,0,1,,,0,50,53,,
96965,note_on,,,,,0,0,1,,,0,65,55,,
96972,note_off,,,,,7,0,1,,,0,67,64,,
96985,note_off,,,,,13,0,1,,,0,52,64,,
96990,note_off,,,,,5,0,1,,,0,76,64,,
97079,note_on,,,,,89,0,1,,,0,62,50,,
97100,note_off,,,,,21,0,1,,,0,65,64,,
97194,note_off,,,,,94,0,1,,,0,62,64,,
97202,note_on,,,,,8,0,1,,,0,59,54,,
97239,note_on,,,,,37,0,1,,,0,74,72,,
97314,note_off,,,,,75,0,1,,,0,59,64,,
97315,note_on,,,,,1,0,1,,,0,65,45,,
97434,note_on,,,,,119,0,1,,,0,64,57,,
97442,note_on,,,,,8,0,1,,,0,48,46,,
97447,note_off,,,,,5,0,1,,,0,65,64,,
97452,note_off,,,,,5,0,1,,,0,50,64,,
97491,note_off,,,,,39,0,1,,,0,74,64,,
97560,note_on,,,,,69,0,1,,,0,60,46,,
97611,note_off,,,,,51,0,1,,,0,64,64,,
97667,note_on,,,,,56,0,1,,,0,57,35,,
97675,note_off,,,,,8,0,1,,,0,60,64,,
97717,note_on,,,,,42,0,1,,,0,72,72,,
97780,note_on,,,,,63,0,1,,,0,64,46,,
97801,note_off,,,,,21,0,1,,,0,57,64,,
97905,note_on,,,,,104,0,1,,,0,62,55,,
97912,note_on,,,,,7,0,1,,,0,47,42,,
97925,note_off,,,,,13,0,1,,,0,48,64,,
97950,note_off,,,,,25,0,1,,,0,64,64,,
97977,note_off,,,,,27,0,1,,,0,72,64,,
98039,note_on,,,,,62,0,1,,,0,59,50,,
98060,note_off,,,,,21,0,1,,,0,62,64,,
98156,note_on,,,,,96,0,1,,,0,55,45,,
98160,note_off,,,,,4,0,1,,,0,59,64,,
98206,note_on,,,,,46,0,1,,,0,71,63,,
98275,note_off,,,,,69,0,1,,,0,55,64,,
98275,note_on,,,,,0,0,1,,,0,62,46,,
98395,note_on,,,,,120,0,1,,,0,60,55,,
98402,note_on,,,,,7,0,1,,,0,45,42,,
98408,note_off,,,,,6,0,1,,,0,71,64,,
98415,note_off,,,,,7,0,1,,,0,47,64,,
98520,note_on,,,,,105,0,1,,,0,64,52,,
98525,note_off,,,,,0,0,1,,,0,62,64,,
98525,note_off,,,,,5,0,1,,,0,60,64,,
98642,note_on,,,,,117,0,1,,,0,57,45,,
98684,note_on,,,,,42,0,1,,,0,69,72,,
98698,note_off,,,,,14,0,1,,,0,64,64,,
98751,note_on,,,,,53,0,1,,,0,60,50,,
98763,note_off,,,,,12,0,1,,,0,57,64,,
98795,note_off,,,,,32,0,1,,,0,60,64,,
98864,note_off,,,,,69,0,1,,,0,69,64,,
98870,note_off,,,,,6,0,1,,,0,45,64,,
98871,note_on,,,,,1,0,1,,,0,59,54,,
98880,note_off,,,,,9,0,1,,,0,59,64,,
98898,note_on,,,,,18,0,1,,,0,59,50,,
98904,note_on,,,,,6,0,1,,,0,40,22,,
99013,note_on,,,,,109,0,1,,,0,52,46,,
99029,note_off,,,,,16,0,1,,,0,59,64,,
99131,note_on,,,,,102,0,1,,,0,56,55,,
99159,note_off,,,,,28,0,1,,,0,52,64,,
99233,note_on,,,,,74,0,1,,,0,59,54,,
99258,note_off,,,,,25,0,1,,,0,56,64,,
99364,note_off,,,,,106,0,1,,,0,59,64,,
99364,note_on,,,,,0,0,1,,,0,64,54,,
99442,note_off,,,,,78,0,1,,,0,64,64,,
99465,note_on,,,,,23,0,1,,,0,59,45,,
99590,note_off,,,,,125,0,1,,,0,59,64,,
99598,note_off,,,,,8,0,1,,,0,40,64,,
99598,note_on,,,,,0,0,1,,,0,68,56,,
99723,note_on,,,,,125,0,1,,,0,64,49,,
99747,note_off,,,,,24,0,1,,,0,64,64,,
99747,note_off,,,,,0,0,1,,,0,68,64,,
99831,note_on,,,,,84,0,1,,,0,75,42,,
99845,note_off,,,,,14,0,1,,,0,75,64,,
99850,note_on,,,,,5,0,1,,,0,76,50,,
99885,note_off,,,,,35,0,1,,,0,76,64,,
99955,note_on,,,,,70,0,1,,,0,59,59,,
100067,note_on,,,,,112,0,1,,,0,71,63,,
100073,note_on,,,,,6,0,1,,,0,56,55,,
100079,note_off,,,,,6,0,1,,,0,59,64,,
100183,note_off,,,,,104,0,1,,,0,56,64,,
100184,note_on,,,,,1,0,1,,,0,52,50,,
100306,note_on,,,,,122,0,1,,,0,61,53,,
100398,note_off,,,,,92,0,1,,,0,61,64,,
100409,note_off,,,,,11,0,1,,,0,52,64,,
100409,note_on,,,,,0,0,1,,,0,57,46,,
100536,note_off,,,,,127,0,1,,,0,71,64,,
100537,note_on,,,,,1,0,1,,,0,69,60,,
100547,note_on,,,,,10,0,1,,,0,63,45,,
100568,note_off,,,,,21,0,1,,,0,57,64,,
100649,note_off,,,,,81,0,1,,,0,63,64,,
100661,note_on,,,,,12,0,1,,,0,57,6,,
100757,note_off,,,,,96,0,1,,,0,57,64,,
100771,note_on,,,,,14,0,1,,,0,64,46,,
100778,note_off,,,,,7,0,1,,,0,69,64,,
100778,note_on,,,,,0,0,1,,,0,68,61,,
100795,note_off,,,,,17,0,1,,,0,64,64,,
100907,note_off,,,,,112,0,1,,,0,68,64,,
100907,note_on,,,,,0,0,1,,,0,64,49,,
101032,note_on,,,,,125,0,1,,,0,68,61,,
101063,note_off,,,,,31,0,1,,,0,64,64,,
101148,note_on,,,,,85,0,1,,,0,71,46,,
101182,note_off,,,,,34,0,1,,,0,68,64,,
101269,note_off,,,,,87,0,1,,,0,71,64,,
101275,note_on,,,,,6,0,1,,,0,76,53,,
101346,note_off,,,,,71,0,1,,,0,76,64,,
101386,note_on,,,,,40,0,1,,,0,71,42,,
101485,note_off,,,,,99,0,1,,,0,71,64,,
101519,note_on,,,,,34,0,1,,,0,80,61,,
101645,note_on,,,,,126,0,1,,,0,76,55,,
101681,note_off,,,,,36,0,1,,,0,80,64,,
101767,note_on,,,,,86,0,1,,,0,83,63,,
101777,note_off,,,,,10,0,1,,,0,76,64,,
101800,note_off,,,,,23,0,1,,,0,83,64,,
101891,note_on,,,,,91,0,1,,,0,71,42,,
101992,note_on,,,,,101,0,1,,,0,83,63,,
102008,note_on,,,,,16,0,1,,,0,68,49,,
102047,note_off,,,,,39,0,1,,,0,71,64,,
102125,note_off,,,,,78,0,1,,,0,68,64,,
102133,note_on,,,,,8,0,1,,,0,64,44,,
102246,note_on,,,,,113,0,1,,,0,73,49,,
102360,note_off,,,,,114,0,1,,,0,64,64,,
102368,note_off,,,,,8,0,1,,,0,73,64,,
102373,note_on,,,,,5,0,1,,,0,69,45,,
102486,note_on,,,,,113,0,1,,,0,81,55,,
102494,note_on,,,,,8,0,1,,,0,75,45,,
102511,note_off,,,,,17,0,1,,,0,83,64,,
102603,note_off,,,,,92,0,1,,,0,75,64,,
102672,note_off,,,,,69,0,1,,,0,69,64,,
102729,note_on,,,,,57,0,1,,,0,76,46,,
102772,note_off,,,,,43,0,1,,,0,76,64,,
102852,note_on,,,,,80,0,1,,,0,80,52,,
102909,note_off,,,,,57,0,1,,,0,81,64,,
102966,note_on,,,,,57,0,1,,,0,68,31,,
102972,note_on,,,,,6,0,1,,,0,78,56,,
103003,note_off,,,,,31,0,1,,,0,80,64,,
103091,note_on,,,,,88,0,1,,,0,76,50,,
103098,note_off,,,,,7,0,1,,,0,78,64,,
103195,note_off,,,,,97,0,1,,,0,76,64,,
103203,note_on,,,,,8,0,1,,,0,80,56,,
103216,note_on,,,,,13,0,1,,,0,69,42,,
103237,note_off,,,,,21,0,1,,,0,68,64,,
103322,note_on,,,,,85,0,1,,,0,78,56,,
103355,note_off,,,,,33,0,1,,,0,80,64,,
103447,note_off,,,,,92,0,1,,,0,69,64,,
103451,note_on,,,,,0,0,1,,,0,76,53,,
103451,note_off,,,,,4,0,1,,,0,78,64,,
103459,note_on,,,,,8,0,1,,,0,71,32,,
103560,note_off,,,,,101,0,1,,,0,76,64,,
103561,note_on,,,,,1,0,1,,,0,75,52,,
103651,note_off,,,,,90,0,1,,,0,75,64,,
103673,note_off,,,,,22,0,1,,,0,71,64,,
103681,note_on,,,,,8,0,1,,,0,76,53,,
103691,note_on,,,,,10,0,1,,,0,64,46,,
103748,note_off,,,,,57,0,1,,,0,76,64,,
103785,note_off,,,,,37,0,1,,,0,64,64,,
103802,note_on,,,,,17,0,1,,,0,80,61,,
103809,note_on,,,,,7,0,1,,,0,76,36,,
103924,note_on,,,,,115,0,1,,,0,78,61,,
103930,note_on,,,,,0,0,1,,,0,75,45,,
103930,note_off,,,,,6,0,1,,,0,76,64,,
103942,note_off,,,,,12,0,1,,,0,80,64,,
104024,note_off,,,,,82,0,1,,,0,75,64,,
104042,note_on,,,,,18,0,1,,,0,73,45,,
104042,note_on,,,,,0,0,1,,,0,76,63,,
104052,note_off,,,,,10,0,1,,,0,78,64,,
104140,note_off,,,,,88,0,1,,,0,73,64,,
104158,note_on,,,,,18,0,1,,,0,71,45,,
104165,note_on,,,,,7,0,1,,,0,75,56,,
104190,note_off,,,,,25,0,1,,,0,76,64,,
104271,note_off,,,,,81,0,1,,,0,71,64,,
104280,note_on,,,,,9,0,1,,,0,69,46,,
104286,note_on,,,,,6,0,1,,,0,73,56,,
104318,note_off,,,,,32,0,1,,,0,75,64,,
104393,note_off,,,,,75,0,1,,,0,69,64,,
104400,note_on,,,,,7,0,1,,,0,68,49,,
104409,note_on,,,,,9,0,1,,,0,71,53,,
104430,note_off,,,,,21,0,1,,,0,73,64,,
104505,note_off,,,,,75,0,1,,,0,71,64,,
104510,note_off,,,,,5,0,1,,,0,68,64,,
104518,note_on,,,,,8,0,1,,,0,69,45,,
104524,note_on,,,,,6,0,1,,,0,66,45,,
104632,note_off,,,,,108,0,1,,,0,66,64,,
104640,note_on,,,,,8,0,1,,,0,68,52,,
104647,note_on,,,,,7,0,1,,,0,64,37,,
104669,note_off,,,,,22,0,1,,,0,69,64,,
104703,note_off,,,,,34,0,1,,,0,64,64,,
104734,note_on,,,,,31,0,1,,,0,64,6,,
104754,note_on,,,,,20,0,1,,,0,69,55,,
104779,note_off,,,,,25,0,1,,,0,68,64,,
104865,note_off,,,,,86,0,1,,,0,64,64,,
104868,note_on,,,,,3,0,1,,,0,71,55,,
104876,note_off,,,,,8,0,1,,,0,69,64,,
104880,note_on,,,,,4,0,1,,,0,57,36,,
104984,note_off,,,,,104,0,1,,,0,71,64,,
104988,note_on,,,,,4,0,1,,,0,69,46,,
105102,note_off,,,,,114,0,1,,,0,57,64,,
105113,note_on,,,,,11,0,1,,,0,59,40,,
105113,note_on,,,,,0,0,1,,,0,68,52,,
105149,note_off,,,,,36,0,1,,,0,69,64,,
105235,note_on,,,,,86,0,1,,,0,66,56,,
105273,note_off,,,,,38,0,1,,,0,68,64,,
105349,note_on,,,,,76,0,1,,,0,47,45,,
105355,note_off,,,,,6,0,1,,,0,66,64,,
105355,note_off,,,,,0,0,1,,,0,59,64,,
105360,note_on,,,,,5,0,1,,,0,64,54,,
105475,note_off,,,,,115,0,1,,,0,64,64,,
105475,note_on,,,,,0,0,1,,,0,63,49,,
105550,note_on,,,,,10540,0,2,,,0,52,64,,
105600,note_off,,,,,0,0,1,,,0,47,64,,
105600,note_off,,,,,125,0,1,,,0,63,64,,
105615,note_on,,,,,15,0,1,,,0,64,42,,
105622,note_on,,,,,7,0,1,,,0,52,36,,
105737,note_on,,,,,115,0,1,,,0,67,30,,
105748,note_off,,,,,11,0,1,,,0,64,64,,
105864,note_off,,,,,116,0,1,,,0,67,64,,
105866,note_on,,,,,2,0,1,,,0,83,63,,
105868,note_on,,,,,2,0,1,,,0,66,42,,
105970,note_on,,,,,102,0,1,,,0,67,45,,
105984,note_off,,,,,14,0,1,,,0,66,64,,
106067,note_off,,,,,83,0,1,,,0,52,64,,
106092,note_off,,,,,25,0,1,,,0,67,64,,
106092,note_on,,,,,0,0,1,,,0,71,53,,
106112,note_on,,,,,20,0,1,,,0,84,67,,
106159,note_off,,,,,47,0,1,,,0,83,64,,
106160,note_off,,,,,610,0,2,,,0,52,64,,
106180,note_off,,,,,21,0,1,,,0,84,64,,
106210,note_on,,,,,30,0,1,,,0,69,50,,
106229,note_off,,,,,19,0,1,,,0,71,64,,
106326,note_on,,,,,97,0,1,,,0,67,45,,
106333,note_on,,,,,7,0,1,,,0,51,34,,
106356,note_off,,,,,23,0,1,,,0,69,64,,
106360,note_on,,,,,200,0,2,,,0,51,64,,
106445,note_on,,,,,89,0,1,,,0,66,49,,
106455,note_off,,,,,10,0,1,,,0,67,64,,
106586,note_on,,,,,131,0,1,,,0,52,39,,
106596,note_off,,,,,10,0,1,,,0,51,64,,
106617,note_off,,,,,21,0,1,,,0,66,64,,
106621,note_on,,,,,261,0,2,,,0,52,56,,
106636,note_off,,,,,15,0,2,,,0,51,64,,
106700,note_on,,,,,83,0,1,,,0,67,45,,
106828,note_on,,,,,128,0,1,,,0,66,52,,
106836,note_off,,,,,8,0,1,,,0,67,64,,
106844,note_on,,,,,8,0,1,,,0,83,72,,
106939,note_on,,,,,95,0,1,,,0,67,53,,
106970,note_off,,,,,31,0,1,,,0,66,64,,
107055,note_on,,,,,85,0,1,,,0,71,55,,
107062,note_off,,,,,7,0,1,,,0,67,64,,
107104,note_on,,,,,42,0,1,,,0,84,63,,
107119,note_off,,,,,15,0,1,,,0,52,64,,
107121,note_off,,,,,485,0,2,,,0,52,64,,
107147,note_off,,,,,28,0,1,,,0,83,64,,
107163,note_off,,,,,16,0,1,,,0,84,64,,
107175,note_on,,,,,12,0,1,,,0,69,53,,
107199,note_off,,,,,24,0,1,,,0,71,64,,
107284,note_on,,,,,85,0,1,,,0,67,53,,
107294,note_on,,,,,10,0,1,,,0,51,39,,
107317,note_off,,,,,23,0,1,,,0,69,64,,
107319,note_on,,,,,198,0,2,,,0,51,69,,
107399,note_on,,,,,82,0,1,,,0,66,49,,
107412,note_off,,,,,13,0,1,,,0,67,64,,
107524,note_on,,,,,112,0,1,,,0,67,53,,
107531,note_off,,,,,7,0,1,,,0,66,64,,
107531,note_on,,,,,0,0,1,,,0,52,39,,
107541,note_off,,,,,10,0,1,,,0,51,64,,
107565,note_on,,,,,246,0,2,,,0,52,54,,
107583,note_off,,,,,18,0,2,,,0,51,64,,
107652,note_on,,,,,111,0,1,,,0,66,49,,
107663,note_off,,,,,11,0,1,,,0,67,64,,
107773,note_on,,,,,110,0,1,,,0,67,53,,
107778,note_on,,,,,5,0,1,,,0,84,72,,
107795,note_off,,,,,17,0,1,,,0,66,64,,
107889,note_on,,,,,94,0,1,,,0,69,53,,
107923,note_off,,,,,34,0,1,,,0,67,64,,
108009,note_off,,,,,426,0,2,,,0,52,64,,
108010,note_off,,,,,87,0,1,,,0,69,64,,
108016,note_on,,,,,6,0,1,,,0,71,60,,
108034,note_on,,,,,18,0,1,,,0,86,67,,
108082,note_off,,,,,48,0,1,,,0,84,64,,
108096,note_off,,,,,14,0,1,,,0,86,64,,
108126,note_on,,,,,30,0,1,,,0,65,42,,
108140,note_off,,,,,14,0,1,,,0,71,64,,
108225,note_off,,,,,85,0,1,,,0,52,64,,
108239,note_on,,,,,14,0,1,,,0,69,53,,
108246,note_off,,,,,7,0,1,,,0,65,64,,
108250,note_on,,,,,4,0,1,,,0,50,39,,
108268,note_on,,,,,259,0,2,,,0,50,56,,
108350,note_on,,,,,100,0,1,,,0,68,52,,
108364,note_off,,,,,14,0,1,,,0,69,64,,
108484,note_off,,,,,120,0,1,,,0,68,64,,
108484,note_on,,,,,0,0,1,,,0,69,55,,
108490,note_on,,,,,222,0,2,,,0,48,47,,
108492,note_off,,,,,8,0,1,,,0,50,64,,
108492,note_on,,,,,0,0,1,,,0,48,53,,
108517,note_off,,,,,27,0,2,,,0,50,64,,
108612,note_off,,,,,120,0,1,,,0,69,64,,
108621,note_on,,,,,9,0,1,,,0,64,52,,
108731,note_on,,,,,110,0,1,,,0,69,55,,
108748,note_on,,,,,17,0,1,,,0,84,77,,
108762,note_off,,,,,14,0,1,,,0,64,64,,
108846,note_off,,,,,84,0,1,,,0,69,64,,
108846,note_on,,,,,0,0,1,,,0,72,50,,
108964,note_off,,,,,447,0,2,,,0,48,64,,
108970,note_off,,,,,124,0,1,,,0,72,64,,
108976,note_on,,,,,6,0,1,,,0,71,46,,
108996,note_on,,,,,20,0,1,,,0,83,55,,
109038,note_off,,,,,42,0,1,,,0,84,64,,
109059,note_off,,,,,21,0,1,,,0,83,64,,
109088,note_off,,,,,29,0,1,,,0,71,64,,
109088,note_on,,,,,0,0,1,,,0,65,46,,
109203,note_on,,,,,0,0,1,,,0,64,52,,
109203,note_on,,,,,115,0,1,,,0,50,27,,
109206,note_on,,,,,242,0,2,,,0,50,60,,
109212,note_off,,,,,0,0,1,,,0,48,64,,
109212,note_off,,,,,9,0,1,,,0,65,64,,
109327,note_off,,,,,115,0,1,,,0,64,64,,
109332,note_on,,,,,5,0,1,,,0,62,46,,
109436,note_off,,,,,104,0,1,,,0,50,64,,
109450,note_on,,,,,244,0,2,,,0,48,49,,
109451,note_on,,,,,15,0,1,,,0,48,39,,
109459,note_on,,,,,0,0,1,,,0,69,55,,
109459,note_off,,,,,8,0,1,,,0,62,64,,
109507,note_off,,,,,57,0,2,,,0,50,64,,
109587,note_on,,,,,128,0,1,,,0,63,49,,
109608,note_off,,,,,21,0,1,,,0,69,64,,
109707,note_on,,,,,99,0,1,,,0,81,77,,
109711,note_on,,,,,0,0,1,,,0,64,54,,
109711,note_off,,,,,4,0,1,,,0,63,64,,
109780,note_off,,,,,273,0,2,,,0,48,64,,
109829,note_on,,,,,118,0,1,,,0,69,53,,
109846,note_off,,,,,17,0,1,,,0,64,64,,
109944,note_off,,,,,98,0,1,,,0,69,64,,
109949,note_on,,,,,5,0,1,,,0,71,50,,
109956,note_on,,,,,7,0,1,,,0,79,63,,
109956,note_on,,,,,0,0,1,,,0,67,39,,
109998,note_off,,,,,42,0,1,,,0,81,64,,
110033,note_off,,,,,35,0,1,,,0,79,64,,
110059,note_off,,,,,26,0,1,,,0,71,64,,
110064,note_off,,,,,5,0,1,,,0,67,64,,
110064,note_on,,,,,0,0,1,,,0,64,46,,
110169,note_off,,,,,105,0,1,,,0,64,64,,
110188,note_on,,,,,19,0,1,,,0,66,52,,
110193,note_on,,,,,413,0,2,,,0,47,54,,
110197,note_on,,,,,9,0,1,,,0,63,42,,
110245,note_off,,,,,48,0,1,,,0,63,64,,
110271,note_off,,,,,26,0,1,,,0,66,64,,
110315,note_on,,,,,44,0,1,,,0,63,52,,
110341,note_off,,,,,26,0,1,,,0,63,64,,
110352,note_off,,,,,11,0,1,,,0,48,64,,
110403,note_on,,,,,51,0,1,,,0,67,35,,
110409,note_on,,,,,6,0,1,,,0,64,29,,
110450,note_on,,,,,257,0,2,,,0,52,54,,
110511,note_off,,,,,61,0,2,,,0,47,64,,
110524,note_off,,,,,115,0,1,,,0,64,64,,
110528,note_off,,,,,4,0,1,,,0,67,64,,
110533,note_on,,,,,5,0,1,,,0,59,11,,
110618,note_off,,,,,85,0,1,,,0,59,64,,
110631,note_on,,,,,13,0,1,,,0,69,46,,
110631,note_on,,,,,0,0,1,,,0,66,49,,
110651,note_on,,,,,20,0,1,,,0,64,14,,
110680,note_on,,,,,169,0,2,,,0,81,64,,
110686,note_off,,,,,35,0,1,,,0,64,64,,
110754,note_off,,,,,68,0,1,,,0,66,64,,
110756,note_off,,,,,76,0,2,,,0,52,64,,
110760,note_on,,,,,6,0,1,,,0,60,26,,
110834,note_off,,,,,74,0,1,,,0,69,64,,
110881,note_off,,,,,47,0,1,,,0,60,64,,
110886,note_on,,,,,5,0,1,,,0,67,36,,
110895,note_on,,,,,9,0,1,,,0,64,30,,
110923,note_on,,,,,167,0,2,,,0,79,45,,
110963,note_off,,,,,40,0,2,,,0,81,64,,
110970,note_off,,,,,75,0,1,,,0,67,64,,
110979,note_off,,,,,16,0,2,,,0,79,64,,
110997,note_off,,,,,27,0,1,,,0,64,64,,
110997,note_on,,,,,0,0,1,,,0,59,34,,
111118,note_on,,,,,139,0,2,,,0,47,45,,
111118,note_off,,,,,121,0,1,,,0,59,64,,
111123,note_on,,,,,5,0,1,,,0,66,42,,
111130,note_on,,,,,7,0,1,,,0,63,39,,
111230,note_off,,,,,100,0,1,,,0,63,64,,
