tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
45727,note_on,,,,,5,0,1,,,0,59,31,,
45810,note_on,,,,,148,0,2,,,0,47,53,,
45844,note_off,,,,,117,0,1,,,0,59,64,,
45844,note_on,,,,,0,0,1,,,0,66,49,,
45853,note_on,,,,,9,0,1,,,0,63,42,,
45936,note_off,,,,,83,0,1,,,0,66,64,,
45947,note_on,,,,,11,0,1,,,0,59,32,,
45996,note_off,,,,,49,0,1,,,0,63,64,,
46026,note_off,,,,,30,0,1,,,0,59,64,,
46084,note_on,,,,,58,0,1,,,0,67,50,,
46088,note_on,,,,,278,0,2,,,0,52,72,,
46104,note_on,,,,,20,0,1,,,0,64,36,,
46138,note_off,,,,,50,0,2,,,0,47,64,,
46177,note_off,,,,,73,0,1,,,0,64,64,,
46186,note_off,,,,,48,0,2,,,0,52,64,,
46205,note_off,,,,,28,0,1,,,0,67,64,,
46210,note_on,,,,,5,0,1,,,0,71,42,,
46314,note_on,,,,,104,0,1,,,0,67,42,,
46327,note_off,,,,,13,0,1,,,0,71,64,,
46340,note_on,,,,,154,0,2,,,0,83,63,,
46428,note_off,,,,,101,0,1,,,0,67,64,,
46449,note_on,,,,,21,0,1,,,0,64,29,,
46540,note_off,,,,,200,0,2,,,0,83,64,,
46555,note_off,,,,,106,0,1,,,0,64,64,,
46567,note_on,,,,,12,0,1,,,0,72,45,,
46580,note_on,,,,,40,0,2,,,0,57,63,,
46677,note_on,,,,,110,0,1,,,0,69,36,,
46687,note_off,,,,,10,0,1,,,0,72,64,,
46802,note_on,,,,,222,0,2,,,0,84,72,,
46814,note_on,,,,,0,0,1,,,0,64,36,,
46814,note_off,,,,,127,0,1,,,0,69,64,,
46920,note_off,,,,,106,0,1,,,0,64,64,,
46928,note_on,,,,,8,0,1,,,0,72,35,,
47014,note_off,,,,,212,0,2,,,0,84,64,,
47046,note_on,,,,,118,0,1,,,0,71,55,,
47052,note_off,,,,,6,0,1,,,0,72,64,,
47063,note_on,,,,,49,0,2,,,0,55,50,,
47090,note_off,,,,,27,0,2,,,0,57,64,,
47174,note_on,,,,,122,0,1,,,0,67,45,,
47184,note_off,,,,,10,0,1,,,0,71,64,,
47273,note_off,,,,,89,0,1,,,0,67,64,,
47288,note_on,,,,,15,0,1,,,0,64,30,,
47306,note_on,,,,,216,0,2,,,0,83,50,,
47405,note_on,,,,,117,0,1,,,0,71,45,,
47422,note_off,,,,,17,0,1,,,0,64,64,,
47502,note_off,,,,,196,0,2,,,0,83,64,,
47529,note_off,,,,,107,0,1,,,0,71,64,,
47531,note_off,,,,,29,0,2,,,0,55,64,,
47535,note_on,,,,,6,0,1,,,0,69,42,,
47541,note_on,,,,,10,0,2,,,0,54,52,,
47648,note_on,,,,,113,0,1,,,0,66,45,,
47655,note_off,,,,,7,0,1,,,0,69,64,,
47755,note_on,,,,,214,0,2,,,0,81,67,,
47762,note_on,,,,,107,0,1,,,0,63,39,,
47769,note_off,,,,,7,0,1,,,0,66,64,,
47880,note_on,,,,,111,0,1,,,0,69,50,,
47895,note_off,,,,,15,0,1,,,0,63,64,,
47955,note_off,,,,,200,0,2,,,0,81,64,,
48000,note_off,,,,,45,0,2,,,0,54,64,,
48004,note_on,,,,,109,0,1,,,0,67,46,,
48008,note_on,,,,,8,0,2,,,0,52,50,,
48026,note_off,,,,,22,0,1,,,0,69,64,,
48128,note_on,,,,,102,0,1,,,0,64,36,,
48134,note_off,,,,,6,0,1,,,0,67,64,,
48241,note_on,,,,,233,0,2,,,0,79,63,,
48256,note_on,,,,,122,0,1,,,0,60,28,,
48266,note_off,,,,,10,0,1,,,0,64,64,,
48371,note_off,,,,,105,0,1,,,0,60,64,,
48377,note_on,,,,,6,0,1,,,0,69,42,,
48464,note_on,,,,,223,0,2,,,0,50,60,,
48485,note_off,,,,,21,0,2,,,0,79,64,,
48492,note_off,,,,,115,0,1,,,0,69,64,,
48495,note_off,,,,,10,0,2,,,0,52,64,,
48504,note_on,,,,,12,0,1,,,0,71,50,,
48620,note_off,,,,,116,0,1,,,0,71,64,,
48620,note_on,,,,,0,0,1,,,0,66,45,,
48706,note_on,,,,,211,0,2,,,0,78,61,,
48743,note_on,,,,,123,0,1,,,0,62,30,,
48750,note_off,,,,,7,0,1,,,0,66,64,,
48850,note_on,,,,,100,0,1,,,0,69,35,,
48868,note_off,,,,,18,0,1,,,0,62,64,,
48894,note_off,,,,,26,0,1,,,0,69,64,,
48938,note_off,,,,,232,0,2,,,0,78,64,,
48947,note_on,,,,,9,0,2,,,0,48,60,,
48963,note_off,,,,,16,0,2,,,0,50,64,,
48976,note_on,,,,,82,0,1,,,0,71,55,,
49095,note_on,,,,,119,0,1,,,0,64,37,,
49116,note_off,,,,,21,0,1,,,0,71,64,,
49190,note_on,,,,,227,0,2,,,0,76,67,,
49204,note_on,,,,,0,0,1,,,0,60,39,,
49204,note_off,,,,,88,0,1,,,0,64,64,,
49326,note_on,,,,,122,0,1,,,0,69,46,,
49333,note_off,,,,,7,0,1,,,0,60,64,,
49433,note_on,,,,,243,0,2,,,0,47,63,,
49441,note_off,,,,,108,0,1,,,0,69,64,,
49445,note_off,,,,,12,0,2,,,0,48,64,,
49446,note_on,,,,,5,0,1,,,0,71,50,,
49450,note_off,,,,,5,0,2,,,0,76,64,,
49562,note_on,,,,,116,0,1,,,0,66,39,,
49592,note_off,,,,,30,0,1,,,0,71,64,,
49666,note_on,,,,,216,0,2,,,0,75,72,,
49674,note_on,,,,,82,0,1,,,0,63,56,,
49705,note_off,,,,,31,0,1,,,0,66,64,,
49797,note_on,,,,,92,0,1,,,0,59,40,,
49809,note_off,,,,,12,0,1,,,0,63,64,,
49862,note_off,,,,,196,0,2,,,0,75,64,,
49872,note_off,,,,,10,0,2,,,0,47,64,,
49879,note_off,,,,,70,0,1,,,0,59,64,,
49918,note_on,,,,,39,0,1,,,0,71,45,,
50060,note_on,,,,,0,0,1,,,0,69,42,,
50060,note_off,,,,,142,0,1,,,0,71,64,,
50117,note_on,,,,,245,0,2,,,0,51,66,,
50166,note_on,,,,,106,0,1,,,0,67,35,,
50176,note_off,,,,,10,0,1,,,0,69,64,,
50265,note_off,,,,,89,0,1,,,0,67,64,,
50276,note_on,,,,,11,0,1,,,0,66,36,,
50394,note_on,,,,,277,0,2,,,0,52,63,,
50397,note_on,,,,,121,0,1,,,0,67,45,,
50414,note_off,,,,,17,0,1,,,0,66,64,,
50425,note_off,,,,,31,0,2,,,0,51,64,,
50505,note_off,,,,,91,0,1,,,0,67,64,,
50517,note_on,,,,,12,0,1,,,0,64,21,,
50623,note_off,,,,,106,0,1,,,0,64,64,,
50631,note_on,,,,,8,0,1,,,0,69,45,,
50636,note_on,,,,,211,0,2,,,0,57,50,,
50696,note_off,,,,,60,0,2,,,0,52,64,,
50738,note_off,,,,,42,0,2,,,0,57,64,,
50759,note_on,,,,,128,0,1,,,0,66,28,,
50775,note_off,,,,,16,0,1,,,0,69,64,,
50880,note_on,,,,,105,0,1,,,0,67,33,,
50891,note_off,,,,,11,0,1,,,0,66,64,,
50898,note_on,,,,,160,0,2,,,0,59,34,,
50976,note_off,,,,,85,0,1,,,0,67,64,,
51000,note_on,,,,,24,0,1,,,0,64,18,,
51060,note_off,,,,,162,0,2,,,0,59,64,,
51110,note_off,,,,,110,0,1,,,0,64,64,,
51115,note_on,,,,,5,0,1,,,0,66,28,,
51133,note_on,,,,,73,0,2,,,0,47,31,,
51235,note_on,,,,,120,0,1,,,0,63,25,,
51245,note_off,,,,,10,0,1,,,0,66,64,,
51340,note_off,,,,,95,0,1,,,0,63,64,,
51352,note_on,,,,,12,0,1,,,0,64,28,,
51375,note_on,,,,,242,0,2,,,0,52,35,,
51411,note_off,,,,,36,0,2,,,0,47,64,,
51475,note_off,,,,,123,0,1,,,0,64,64,,
51487,note_on,,,,,12,0,1,,,0,71,19,,
51599,note_on,,,,,188,0,2,,,0,83,37,,
51606,note_on,,,,,119,0,1,,,0,67,18,,
51616,note_off,,,,,10,0,1,,,0,71,64,,
51718,note_off,,,,,102,0,1,,,0,67,64,,
51735,note_on,,,,,17,0,1,,,0,64,15,,
51760,note_off,,,,,161,0,2,,,0,52,64,,
51811,note_off,,,,,51,0,2,,,0,83,64,,
51843,note_on,,,,,32,0,2,,,0,57,28,,
51849,note_on,,,,,0,0,1,,,0,72,35,,
51849,note_off,,,,,114,0,1,,,0,64,64,,
51983,note_on,,,,,134,0,1,,,0,69,19,,
51990,note_off,,,,,7,0,1,,,0,72,64,,
52081,note_on,,,,,238,0,2,,,0,84,43,,
52092,note_on,,,,,102,0,1,,,0,64,15,,
52099,note_off,,,,,7,0,1,,,0,69,64,,
52204,note_on,,,,,105,0,1,,,0,72,26,,
52218,note_off,,,,,14,0,1,,,0,64,64,,
52297,note_off,,,,,216,0,2,,,0,84,64,,
52323,note_on,,,,,105,0,1,,,0,71,35,,
52330,note_off,,,,,7,0,1,,,0,72,64,,
52338,note_on,,,,,41,0,2,,,0,55,28,,
52364,note_off,,,,,26,0,2,,,0,57,64,,
52455,note_on,,,,,125,0,1,,,0,67,31,,
52462,note_off,,,,,7,0,1,,,0,71,64,,
52563,note_off,,,,,101,0,1,,,0,67,64,,
52574,note_on,,,,,210,0,2,,,0,83,39,,
52576,note_on,,,,,13,0,1,,,0,64,21,,
52694,note_on,,,,,118,0,1,,,0,71,25,,
52702,note_off,,,,,8,0,1,,,0,64,64,,
52758,note_off,,,,,184,0,2,,,0,83,64,,
52796,note_off,,,,,38,0,2,,,0,55,64,,
52815,note_off,,,,,113,0,1,,,0,71,64,,
52817,note_on,,,,,21,0,2,,,0,54,26,,
52818,note_on,,,,,3,0,1,,,0,69,28,,
52936,note_on,,,,,118,0,1,,,0,66,25,,
52946,note_off,,,,,10,0,1,,,0,69,64,,
53038,note_off,,,,,92,0,1,,,0,66,64,,
53041,note_on,,,,,224,0,2,,,0,81,35,,
53043,note_on,,,,,5,0,1,,,0,63,16,,
53159,note_on,,,,,116,0,1,,,0,69,25,,
53166,note_off,,,,,7,0,1,,,0,63,64,,
53245,note_off,,,,,204,0,2,,,0,81,64,,
53279,note_off,,,,,34,0,2,,,0,54,64,,
53284,note_on,,,,,118,0,1,,,0,67,28,,
53307,note_on,,,,,28,0,2,,,0,52,25,,
53308,note_off,,,,,24,0,1,,,0,69,64,,
53393,note_off,,,,,85,0,1,,,0,67,64,,
53399,note_on,,,,,6,0,1,,,0,64,23,,
53508,note_off,,,,,109,0,1,,,0,64,64,,
53523,note_on,,,,,15,0,1,,,0,60,21,,
53539,note_on,,,,,232,0,2,,,0,79,35,,
53632,note_off,,,,,109,0,1,,,0,60,64,,
53640,note_on,,,,,8,0,1,,,0,67,28,,
53679,note_off,,,,,39,0,1,,,0,67,64,,
53723,note_off,,,,,184,0,2,,,0,79,64,,
53770,note_on,,,,,47,0,2,,,0,50,28,,
53772,note_on,,,,,93,0,1,,,0,66,31,,
53789,note_off,,,,,19,0,2,,,0,52,64,,
53875,note_off,,,,,103,0,1,,,0,66,64,,
53883,note_on,,,,,8,0,1,,,0,62,25,,
54008,note_on,,,,,219,0,2,,,0,78,36,,
54010,note_off,,,,,127,0,1,,,0,62,64,,
54017,note_on,,,,,7,0,1,,,0,59,22,,
54133,note_on,,,,,116,0,1,,,0,66,31,,
54142,note_off,,,,,9,0,1,,,0,59,64,,
54208,note_off,,,,,200,0,2,,,0,78,64,,
54223,note_on,,,,,15,0,2,,,0,48,28,,
54246,note_off,,,,,23,0,2,,,0,50,64,,
54263,note_on,,,,,121,0,1,,,0,64,31,,
54290,note_off,,,,,27,0,1,,,0,66,64,,
54373,note_on,,,,,83,0,1,,,0,60,25,,
54383,note_off,,,,,10,0,1,,,0,64,64,,
54457,note_on,,,,,211,0,2,,,0,76,31,,
54481,note_on,,,,,98,0,1,,,0,57,25,,
54554,note_off,,,,,73,0,1,,,0,60,64,,
54607,note_off,,,,,53,0,1,,,0,57,64,,
54612,note_on,,,,,5,0,1,,,0,64,25,,
54657,note_off,,,,,45,0,1,,,0,64,64,,
54665,note_off,,,,,208,0,2,,,0,76,64,,
54675,note_off,,,,,10,0,2,,,0,48,64,,
54732,note_on,,,,,75,0,1,,,0,63,31,,
54749,note_on,,,,,74,0,2,,,0,47,54,,
54840,note_off,,,,,91,0,2,,,0,47,64,,
54858,note_off,,,,,126,0,1,,,0,63,64,,
54858,note_on,,,,,0,0,1,,,0,59,21,,
54962,note_on,,,,,104,0,1,,,0,63,31,,
54967,note_on,,,,,127,0,2,,,0,47,57,,
54982,note_off,,,,,20,0,1,,,0,59,64,,
55074,note_on,,,,,92,0,1,,,0,66,36,,
55094,note_off,,,,,20,0,1,,,0,63,64,,
55173,control_change,,,,,206,0,2,,,0,,,64,64
55195,note_off,,,,,101,0,1,,,0,66,64,,
55204,note_on,,,,,9,0,1,,,0,71,28,,
55225,control_change,,,,,52,0,2,,,0,,,64,96
55317,note_off,,,,,113,0,1,,,0,71,64,,
55322,note_on,,,,,5,0,1,,,0,69,26,,
55444,note_on,,,,,122,0,1,,,0,67,25,,
55451,note_off,,,,,7,0,1,,,0,69,64,,
55462,note_on,,,,,237,0,2,,,0,51,48,,
55508,note_off,,,,,46,0,2,,,0,47,64,,
55559,control_change,,,,,51,0,2,,,0,,,64,64
55559,note_off,,,,,108,0,1,,,0,67,64,,
55570,note_on,,,,,11,0,1,,,0,66,26,,
55583,control_change,,,,,24,0,2,,,0,,,64,0
55696,note_on,,,,,126,0,1,,,0,67,25,,
55719,note_on,,,,,136,0,2,,,0,52,54,,
55720,note_off,,,,,24,0,1,,,0,66,64,,
55776,note_off,,,,,57,0,2,,,0,51,64,,
55789,note_off,,,,,69,0,1,,,0,67,64,,
55816,note_on,,,,,27,0,1,,,0,64,9,,
55923,note_on,,,,,107,0,1,,,0,69,18,,
55930,note_off,,,,,7,0,1,,,0,64,64,,
55958,note_on,,,,,182,0,2,,,0,57,47,,
55981,note_off,,,,,23,0,2,,,0,52,64,,
56044,note_on,,,,,114,0,1,,,0,66,18,,
56069,note_off,,,,,88,0,2,,,0,57,64,,
56071,note_off,,,,,27,0,1,,,0,69,64,,
56124,control_change,,,,,55,0,2,,,0,,,64,64
56166,note_on,,,,,95,0,1,,,0,67,22,,
56187,control_change,,,,,63,0,2,,,0,,,64,96
56207,note_on,,,,,20,0,2,,,0,59,46,,
56243,note_off,,,,,77,0,1,,,0,66,64,,
56263,note_off,,,,,20,0,1,,,0,67,64,,
56291,note_on,,,,,28,0,1,,,0,64,14,,
56401,note_on,,,,,110,0,1,,,0,66,19,,
56414,note_off,,,,,13,0,1,,,0,64,64,,
56416,note_off,,,,,209,0,2,,,0,59,64,,
56426,note_on,,,,,10,0,2,,,0,47,47,,
56509,control_change,,,,,83,0,2,,,0,,,64,64
56520,note_on,,,,,0,0,1,,,0,63,19,,
56520,note_off,,,,,106,0,1,,,0,66,64,,
56555,control_change,,,,,46,0,2,,,0,,,64,0
56556,note_off,,,,,36,0,1,,,0,63,64,,
56640,note_on,,,,,84,0,1,,,0,64,42,,
56683,note_off,,,,,128,0,2,,,0,47,64,,
56683,note_on,,,,,0,0,2,,,0,52,54,,
56746,note_off,,,,,106,0,1,,,0,64,64,,
56757,note_on,,,,,11,0,1,,,0,59,32,,
56782,control_change,,,,,99,0,2,,,0,,,64,64
56813,control_change,,,,,31,0,2,,,0,,,64,96
56885,note_on,,,,,128,0,1,,,0,68,36,,
56892,note_off,,,,,7,0,1,,,0,59,64,,
56923,control_change,,,,,110,0,2,,,0,,,64,127
56929,note_on,,,,,6,0,2,,,0,83,70,,
57005,note_off,,,,,113,0,1,,,0,68,64,,
57011,note_on,,,,,6,0,1,,,0,64,39,,
57101,note_off,,,,,90,0,1,,,0,64,64,,
57119,note_on,,,,,18,0,1,,,0,66,52,,
57136,note_on,,,,,207,0,2,,,0,47,54,,
57154,control_change,,,,,18,0,2,,,0,,,64,96
57160,note_off,,,,,6,0,2,,,0,83,64,,
57160,note_off,,,,,0,0,2,,,0,52,64,,
57180,control_change,,,,,20,0,2,,,0,,,64,0
57246,note_on,,,,,127,0,1,,,0,63,52,,
57256,note_off,,,,,10,0,1,,,0,66,64,,
57317,control_change,,,,,137,0,2,,,0,,,64,64
57367,note_on,,,,,111,0,1,,,0,69,50,,
57374,note_off,,,,,7,0,1,,,0,63,64,,
57455,control_change,,,,,138,0,2,,,0,,,64,96
57467,note_off,,,,,93,0,1,,,0,69,64,,
57478,note_on,,,,,11,0,1,,,0,66,49,,
57549,control_change,,,,,94,0,2,,,0,,,64,64
57581,note_off,,,,,103,0,1,,,0,66,64,,
57606,note_on,,,,,25,0,1,,,0,68,52,,
57617,control_change,,,,,68,0,2,,,0,,,64,96
57637,note_on,,,,,20,0,2,,,0,52,61,,
57649,control_change,,,,,12,0,2,,,0,,,64,127
57701,note_off,,,,,52,0,2,,,0,47,64,,
57733,note_off,,,,,32,0,2,,,0,52,64,,
57740,note_on,,,,,134,0,1,,,0,64,46,,
57746,note_off,,,,,6,0,1,,,0,68,64,,
57847,note_on,,,,,114,0,2,,,0,83,70,,
57851,note_off,,,,,105,0,1,,,0,64,64,,
57863,note_on,,,,,12,0,1,,,0,71,42,,
57983,note_on,,,,,0,0,1,,,0,64,36,,
57983,note_off,,,,,120,0,1,,,0,71,64,,
58085,note_off,,,,,102,0,1,,,0,64,64,,
58095,note_on,,,,,248,0,2,,,0,35,65,,
58099,note_on,,,,,14,0,1,,,0,66,42,,
58107,control_change,,,,,12,0,2,,,0,,,64,96
58133,control_change,,,,,26,0,2,,,0,,,64,0
58153,note_off,,,,,20,0,2,,,0,83,64,,
58229,note_on,,,,,130,0,1,,,0,63,45,,
58249,note_off,,,,,20,0,1,,,0,66,64,,
58319,note_off,,,,,70,0,1,,,0,63,64,,
58336,note_on,,,,,17,0,1,,,0,69,36,,
58434,note_off,,,,,98,0,1,,,0,69,64,,
58441,note_on,,,,,7,0,1,,,0,66,45,,
58555,note_off,,,,,114,0,1,,,0,66,64,,
58570,note_on,,,,,15,0,1,,,0,68,49,,
58577,control_change,,,,,424,0,2,,,0,,,64,64
58588,note_on,,,,,11,0,2,,,0,40,61,,
58607,control_change,,,,,19,0,2,,,0,,,64,96
58625,control_change,,,,,18,0,2,,,0,,,64,127
58656,note_off,,,,,31,0,2,,,0,35,64,,
58686,note_on,,,,,116,0,1,,,0,64,44,,
58700,note_off,,,,,14,0,1,,,0,68,64,,
58719,note_off,,,,,63,0,2,,,0,40,64,,
58805,note_off,,,,,105,0,1,,,0,64,64,,
58817,note_on,,,,,12,0,1,,,0,71,45,,
58832,note_on,,,,,113,0,2,,,0,83,70,,
58928,note_off,,,,,96,0,2,,,0,83,64,,
58933,note_off,,,,,116,0,1,,,0,71,64,,
58933,note_on,,,,,0,0,1,,,0,64,33,,
59042,note_off,,,,,109,0,1,,,0,64,64,,
59050,note_on,,,,,8,0,1,,,0,66,42,,
59075,note_on,,,,,147,0,2,,,0,35,57,,
59087,control_change,,,,,12,0,2,,,0,,,64,96
59108,control_change,,,,,21,0,2,,,0,,,64,0
59174,note_on,,,,,124,0,1,,,0,63,39,,
59184,note_off,,,,,10,0,1,,,0,66,64,,
59264,control_change,,,,,156,0,2,,,0,,,64,64
59285,control_change,,,,,21,0,2,,,0,,,64,96
59287,note_off,,,,,103,0,1,,,0,63,64,,
59298,note_on,,,,,11,0,1,,,0,71,42,,
59326,control_change,,,,,41,0,2,,,0,,,64,127
59408,note_off,,,,,110,0,1,,,0,71,64,,
59417,note_on,,,,,9,0,1,,,0,66,42,,
59458,note_off,,,,,41,0,1,,,0,66,64,,
59520,note_on,,,,,62,0,1,,,0,68,52,,
59558,note_on,,,,,232,0,2,,,0,40,54,,
59589,note_off,,,,,31,0,2,,,0,35,64,,
59624,note_off,,,,,35,0,2,,,0,40,64,,
59635,note_off,,,,,115,0,1,,,0,68,64,,
59640,note_on,,,,,5,0,1,,,0,69,50,,
59753,note_off,,,,,113,0,1,,,0,69,64,,
59765,note_on,,,,,12,0,1,,,0,71,50,,
59783,note_on,,,,,159,0,2,,,0,57,50,,
59804,control_change,,,,,21,0,2,,,0,,,64,64
59824,control_change,,,,,20,0,2,,,0,,,64,0
59888,note_on,,,,,0,0,1,,,0,69,50,,
59888,note_off,,,,,123,0,1,,,0,71,64,,
59997,note_off,,,,,173,0,2,,,0,57,64,,
60012,note_on,,,,,15,0,2,,,0,59,53,,
60013,note_on,,,,,125,0,1,,,0,68,52,,
60027,note_off,,,,,14,0,1,,,0,69,64,,
60142,note_on,,,,,115,0,1,,,0,66,42,,
60162,note_off,,,,,20,0,1,,,0,68,64,,
60241,note_off,,,,,79,0,1,,,0,66,64,,
60253,note_on,,,,,241,0,2,,,0,47,54,,
60259,note_on,,,,,18,0,1,,,0,64,37,,
60277,note_off,,,,,24,0,2,,,0,59,64,,
60354,note_off,,,,,95,0,1,,,0,64,64,,
60368,note_on,,,,,14,0,1,,,0,63,28,,
60427,note_off,,,,,59,0,1,,,0,63,64,,
60492,note_on,,,,,65,0,1,,,0,64,22,,
60517,note_on,,,,,240,0,2,,,0,52,45,,
60539,note_off,,,,,22,0,2,,,0,47,64,,
60584,note_off,,,,,92,0,1,,,0,64,64,,
60592,note_on,,,,,8,0,1,,,0,59,20,,
60708,note_off,,,,,116,0,1,,,0,59,64,,
60715,note_on,,,,,7,0,1,,,0,68,27,,
60745,note_on,,,,,206,0,2,,,0,83,60,,
60757,control_change,,,,,12,0,2,,,0,,,64,64
60775,control_change,,,,,18,0,2,,,0,,,64,96
60808,note_off,,,,,93,0,1,,,0,68,64,,
60830,note_on,,,,,22,0,1,,,0,64,26,,
60833,control_change,,,,,58,0,2,,,0,,,64,127
60913,note_off,,,,,83,0,1,,,0,64,64,,
60944,note_on,,,,,31,0,1,,,0,66,33,,
60984,control_change,,,,,151,0,2,,,0,,,64,96
60995,note_on,,,,,11,0,2,,,0,47,42,,
61008,control_change,,,,,13,0,2,,,0,,,64,64
61014,note_off,,,,,6,0,2,,,0,83,64,,
61022,note_off,,,,,8,0,2,,,0,52,64,,
61034,control_change,,,,,12,0,2,,,0,,,64,0
61046,note_on,,,,,12,0,2,,,0,49,6,,
61076,note_on,,,,,132,0,1,,,0,63,33,,
61083,note_off,,,,,37,0,2,,,0,49,64,,
61083,note_off,,,,,7,0,1,,,0,66,64,,
61142,control_change,,,,,59,0,2,,,0,,,64,64
61161,control_change,,,,,19,0,2,,,0,,,64,96
61181,note_off,,,,,98,0,1,,,0,63,64,,
61190,note_on,,,,,9,0,1,,,0,69,34,,
61310,note_off,,,,,120,0,1,,,0,69,64,,
61318,note_on,,,,,8,0,1,,,0,66,29,,
61399,control_change,,,,,238,0,2,,,0,,,64,127
61428,note_off,,,,,110,0,1,,,0,66,64,,
61443,note_on,,,,,15,0,1,,,0,68,39,,
61473,note_on,,,,,74,0,2,,,0,52,48,,
61542,note_off,,,,,69,0,2,,,0,47,64,,
61569,note_on,,,,,126,0,1,,,0,64,31,,
61569,note_off,,,,,27,0,2,,,0,52,64,,
61576,note_off,,,,,7,0,1,,,0,68,64,,
61679,note_off,,,,,103,0,1,,,0,64,64,,
61696,note_on,,,,,17,0,1,,,0,71,27,,
61718,note_on,,,,,149,0,2,,,0,83,60,,
61808,note_off,,,,,90,0,2,,,0,83,64,,
61810,note_off,,,,,114,0,1,,,0,71,64,,
61822,note_on,,,,,12,0,1,,,0,64,18,,
61916,note_off,,,,,94,0,1,,,0,64,64,,
61937,note_on,,,,,21,0,1,,,0,66,31,,
61955,note_on,,,,,147,0,2,,,0,35,45,,
61981,control_change,,,,,26,0,2,,,0,,,64,96
62001,control_change,,,,,20,0,2,,,0,,,64,0
62057,note_on,,,,,120,0,1,,,0,63,29,,
62073,note_off,,,,,16,0,1,,,0,66,64,,
62155,note_off,,,,,82,0,1,,,0,63,64,,
62168,note_on,,,,,13,0,1,,,0,69,27,,
62277,note_off,,,,,109,0,1,,,0,69,64,,
62286,note_on,,,,,9,0,1,,,0,66,33,,
62314,control_change,,,,,313,0,2,,,0,,,64,64
62348,control_change,,,,,34,0,2,,,0,,,64,96
62391,control_change,,,,,43,0,2,,,0,,,64,127
62400,note_off,,,,,114,0,1,,,0,66,64,,
62412,note_on,,,,,12,0,1,,,0,68,36,,
62428,note_on,,,,,37,0,2,,,0,40,42,,
62497,note_off,,,,,69,0,2,,,0,35,64,,
62538,note_on,,,,,126,0,1,,,0,64,31,,
62552,note_off,,,,,14,0,1,,,0,68,64,,
62634,note_off,,,,,82,0,1,,,0,64,64,,
62652,note_on,,,,,18,0,1,,,0,71,27,,
62670,note_on,,,,,173,0,2,,,0,83,60,,
62719,control_change,,,,,49,0,2,,,0,,,64,96
62771,note_off,,,,,52,0,2,,,0,40,64,,
62823,note_off,,,,,52,0,2,,,0,83,64,,
62866,note_off,,,,,214,0,1,,,0,71,64,,
62871,note_on,,,,,5,0,1,,,0,66,33,,
62891,note_on,,,,,68,0,2,,,0,35,48,,
62910,control_change,,,,,19,0,2,,,0,,,64,64
62927,control_change,,,,,17,0,2,,,0,,,64,0
62995,note_on,,,,,124,0,1,,,0,63,27,,
63015,note_off,,,,,20,0,1,,,0,66,64,,
63100,note_off,,,,,85,0,1,,,0,63,64,,
63108,note_on,,,,,8,0,1,,,0,69,33,,
63146,control_change,,,,,219,0,2,,,0,,,64,64
63178,control_change,,,,,32,0,2,,,0,,,64,96
63209,control_change,,,,,31,0,2,,,0,,,64,127
63218,note_off,,,,,110,0,1,,,0,69,64,,
63227,note_on,,,,,9,0,1,,,0,66,33,,
63275,note_off,,,,,48,0,1,,,0,66,64,,
63353,note_on,,,,,78,0,1,,,0,68,36,,
63371,note_on,,,,,162,0,2,,,0,40,40,,
63396,note_off,,,,,25,0,2,,,0,35,64,,
63417,note_off,,,,,21,0,2,,,0,40,64,,
63483,note_off,,,,,130,0,1,,,0,68,64,,
63483,note_on,,,,,0,0,1,,,0,69,33,,
63570,control_change,,,,,153,0,2,,,0,,,64,96
63588,control_change,,,,,18,0,2,,,0,,,64,64
63592,note_off,,,,,109,0,1,,,0,69,64,,
63603,note_on,,,,,11,0,1,,,0,71,31,,
63603,note_on,,,,,15,0,2,,,0,57,29,,
63616,control_change,,,,,13,0,2,,,0,,,64,0
63720,note_off,,,,,117,0,1,,,0,71,64,,
63725,note_on,,,,,5,0,1,,,0,69,29,,
63770,control_change,,,,,154,0,2,,,0,,,64,64
63803,control_change,,,,,33,0,2,,,0,,,64,96
63808,note_off,,,,,5,0,2,,,0,57,64,,
63836,note_on,,,,,28,0,2,,,0,59,32,,
63848,note_on,,,,,123,0,1,,,0,68,33,,
63855,note_off,,,,,7,0,1,,,0,69,64,,
63923,control_change,,,,,87,0,2,,,0,,,64,127
63977,note_on,,,,,122,0,1,,,0,66,31,,
64000,note_off,,,,,23,0,1,,,0,68,64,,
64077,note_off,,,,,154,0,2,,,0,59,64,,
64078,note_on,,,,,1,0,2,,,0,47,35,,
64082,note_off,,,,,82,0,1,,,0,66,64,,
64100,note_on,,,,,18,0,1,,,0,64,26,,
64115,control_change,,,,,37,0,2,,,0,,,64,96
64221,note_on,,,,,121,0,1,,,0,63,27,,
64237,note_off,,,,,16,0,1,,,0,64,64,,
64260,control_change,,,,,145,0,2,,,0,,,64,64
64279,control_change,,,,,19,0,2,,,0,,,64,0
64330,note_off,,,,,51,0,2,,,0,47,64,,
64331,note_on,,,,,1,0,2,,,0,52,40,,
64337,note_off,,,,,100,0,1,,,0,63,64,,
64342,note_on,,,,,5,0,1,,,0,64,22,,
64396,control_change,,,,,65,0,2,,,0,,,64,64
64423,note_off,,,,,81,0,1,,,0,64,64,,
64430,control_change,,,,,34,0,2,,,0,,,64,96
