tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
20640,note_on,,0,0,2,,,,,,,0,,,,69,127
20640,note_on,,8,0,2,,,,,,,0,,,,61,127
20872,note_off,,232,0,2,,,,,,,0,,,,69,64
20872,note_off,,0,0,2,,,,,,,0,,,,61,64
20872,note_off,,0,0,2,,,,,,,0,,,,64,64
20880,note_on,,8,0,2,,,,,,,0,,,,61,127
20880,note_on,,0,0,2,,,,,,,0,,,,64,127
20880,note_on,,0,0,2,,,,,,,0,,,,69,127
21112,note_off,,232,0,2,,,,,,,0,,,,69,64
21112,note_off,,0,0,2,,,,,,,0,,,,61,64
21112,note_off,,0,0,2,,,,,,,0,,,,64,64
21120,note_on,,0,0,2,,,,,,,0,,,,68,127
21120,note_on,,8,0,2,,,,,,,0,,,,64,127
21120,note_on,,488,0,3,,,,,,,2,,,,49,127
21120,note_on,,2408,0,1,,,,,,,3,,,,76,127
21120,note_on,,0,0,2,,,,,,,0,,,,73,127
21120,note_on,,2408,0,4,,,,,,,1,,,,76,127
21352,note_off,,232,0,2,,,,,,,0,,,,73,64
21352,note_off,,0,0,2,,,,,,,0,,,,68,64
21352,note_off,,0,0,2,,,,,,,0,,,,64,64
21360,note_on,,0,0,2,,,,,,,0,,,,68,127
21360,note_on,,0,0,2,,,,,,,0,,,,73,127
21360,note_on,,8,0,2,,,,,,,0,,,,64,127
21592,note_off,,0,0,2,,,,,,,0,,,,64,64
21592,note_off,,232,0,2,,,,,,,0,,,,73,64
21592,note_off,,472,0,3,,,,,,,2,,,,49,64
21592,note_off,,0,0,2,,,,,,,0,,,,68,64
21600,note_on,,8,0,2,,,,,,,0,,,,64,127
21600,note_on,,0,0,2,,,,,,,0,,,,68,127
21600,note_on,,0,0,2,,,,,,,0,,,,73,127
21600,note_on,,8,0,3,,,,,,,2,,,,44,127
21832,note_off,,232,0,2,,,,,,,0,,,,73,64
21832,note_off,,0,0,2,,,,,,,0,,,,64,64
21832,note_off,,0,0,2,,,,,,,0,,,,68,64
21840,note_on,,8,0,2,,,,,,,0,,,,64,127
21840,note_on,,0,0,2,,,,,,,0,,,,68,127
21840,note_on,,0,0,2,,,,,,,0,,,,73,127
22072,note_off,,952,0,1,,,,,,,3,,,,76,64
22072,note_off,,232,0,2,,,,,,,0,,,,73,64
22072,note_off,,0,0,2,,,,,,,0,,,,68,64
22072,note_off,,0,0,2,,,,,,,0,,,,64,64
22072,note_off,,952,0,4,,,,,,,1,,,,76,64
22072,note_off,,472,0,3,,,,,,,2,,,,44,64
22080,note_on,,0,0,2,,,,,,,0,,,,73,127
22080,note_on,,0,0,2,,,,,,,0,,,,68,127
22080,note_on,,8,0,2,,,,,,,0,,,,64,127
22312,note_off,,0,0,2,,,,,,,0,,,,68,64
22312,note_off,,0,0,2,,,,,,,0,,,,64,64
22312,note_off,,232,0,2,,,,,,,0,,,,73,64
22320,note_on,,8,0,2,,,,,,,0,,,,64,127
22320,note_on,,0,0,2,,,,,,,0,,,,68,127
22320,note_on,,0,0,2,,,,,,,0,,,,73,127
22552,note_off,,232,0,2,,,,,,,0,,,,73,64
22552,note_off,,0,0,2,,,,,,,0,,,,68,64
22552,note_off,,0,0,2,,,,,,,0,,,,64,64
22560,note_on,,8,0,2,,,,,,,0,,,,64,127
22560,note_on,,0,0,2,,,,,,,0,,,,68,127
22560,note_on,,0,0,2,,,,,,,0,,,,73,127
22560,note_on,,488,0,4,,,,,,,1,,,,73,127
22560,note_on,,488,0,1,,,,,,,3,,,,73,127
22560,note_on,,488,0,3,,,,,,,2,,,,49,127
22792,note_off,,232,0,2,,,,,,,0,,,,73,64
22792,note_off,,0,0,2,,,,,,,0,,,,68,64
22792,note_off,,0,0,2,,,,,,,0,,,,64,64
22800,note_on,,0,0,2,,,,,,,0,,,,68,127
22800,note_on,,0,0,2,,,,,,,0,,,,73,127
22800,note_on,,8,0,2,,,,,,,0,,,,64,127
22912,note_off,,352,0,3,,,,,,,2,,,,49,64
22920,note_on,,8,0,3,,,,,,,2,,,,49,127
23032,note_off,,232,0,2,,,,,,,0,,,,73,64
23032,note_off,,472,0,1,,,,,,,3,,,,73,64
23032,note_off,,112,0,3,,,,,,,2,,,,49,64
23032,note_off,,472,0,4,,,,,,,1,,,,73,64
23032,note_off,,0,0,2,,,,,,,0,,,,64,64
23032,note_off,,0,0,2,,,,,,,0,,,,68,64
23040,note_on,,0,0,2,,,,,,,0,,,,73,127
23040,note_on,,0,0,2,,,,,,,0,,,,68,127
23040,note_on,,8,0,2,,,,,,,0,,,,66,127
23040,note_on,,8,0,4,,,,,,,1,,,,73,127
23040,note_on,,8,0,3,,,,,,,2,,,,51,127
23040,note_on,,8,0,1,,,,,,,3,,,,73,127
23272,note_off,,232,0,2,,,,,,,0,,,,73,64
23272,note_off,,0,0,2,,,,,,,0,,,,68,64
23272,note_off,,0,0,2,,,,,,,0,,,,66,64
23280,note_on,,8,0,2,,,,,,,0,,,,66,127
23280,note_on,,0,0,2,,,,,,,0,,,,68,127
23280,note_on,,0,0,2,,,,,,,0,,,,73,127
23512,note_off,,472,0,3,,,,,,,2,,,,51,64
23512,note_off,,472,0,4,,,,,,,1,,,,73,64
23512,note_off,,232,0,2,,,,,,,0,,,,73,64
23512,note_off,,0,0,2,,,,,,,0,,,,68,64
23512,note_off,,0,0,2,,,,,,,0,,,,66,64
23512,note_off,,472,0,1,,,,,,,3,,,,73,64
23520,note_on,,8,0,2,,,,,,,0,,,,66,127
23520,note_on,,0,0,2,,,,,,,0,,,,68,127
23520,note_on,,0,0,2,,,,,,,0,,,,72,127
23520,note_on,,8,0,1,,,,,,,3,,,,72,127
23520,note_on,,8,0,4,,,,,,,1,,,,72,127
23520,note_on,,8,0,3,,,,,,,2,,,,44,127
23752,note_off,,232,0,2,,,,,,,0,,,,72,64
23752,note_off,,0,0,2,,,,,,,0,,,,68,64
23752,note_off,,0,0,2,,,,,,,0,,,,66,64
23760,note_on,,8,0,2,,,,,,,0,,,,66,127
23760,note_on,,0,0,2,,,,,,,0,,,,68,127
23760,note_on,,0,0,2,,,,,,,0,,,,72,127
23992,note_off,,232,0,2,,,,,,,0,,,,72,64
23992,note_off,,0,0,2,,,,,,,0,,,,68,64
23992,note_off,,0,0,2,,,,,,,0,,,,66,64
23992,note_off,,472,0,3,,,,,,,2,,,,44,64
23992,note_off,,472,0,4,,,,,,,1,,,,72,64
23992,note_off,,472,0,1,,,,,,,3,,,,72,64
24000,note_on,,8,0,2,,,,,,,0,,,,66,127
24000,note_on,,0,0,2,,,,,,,0,,,,72,127
24000,note_on,,0,0,2,,,,,,,0,,,,68,127
24232,note_off,,232,0,2,,,,,,,0,,,,72,64
24232,note_off,,0,0,2,,,,,,,0,,,,68,64
24232,note_off,,0,0,2,,,,,,,0,,,,66,64
24240,note_on,,8,0,2,,,,,,,0,,,,66,127
24240,note_on,,0,0,2,,,,,,,0,,,,68,127
24240,note_on,,0,0,2,,,,,,,0,,,,72,127
24472,note_off,,232,0,2,,,,,,,0,,,,72,64
24472,note_off,,0,0,2,,,,,,,0,,,,68,64
24472,note_off,,0,0,2,,,,,,,0,,,,66,64
24480,note_on,,488,0,3,,,,,,,2,,,,52,127
24480,note_on,,0,0,2,,,,,,,0,,,,73,127
24480,note_on,,0,0,2,,,,,,,0,,,,68,127
24480,note_on,,8,0,2,,,,,,,0,,,,64,127
24480,note_on,,488,0,1,,,,,,,3,,,,75,127
24480,note_on,,488,0,4,,,,,,,1,,,,75,127
24712,note_off,,0,0,2,,,,,,,0,,,,68,64
24712,note_off,,232,0,1,,,,,,,3,,,,75,64
24712,note_off,,232,0,2,,,,,,,0,,,,73,64
24712,note_off,,232,0,4,,,,,,,1,,,,75,64
24712,note_off,,0,0,2,,,,,,,0,,,,64,64
24720,note_on,,8,0,2,,,,,,,0,,,,64,127
24720,note_on,,0,0,2,,,,,,,0,,,,73,127
24720,note_on,,0,0,2,,,,,,,0,,,,68,127
24720,note_on,,8,0,1,,,,,,,3,,,,73,127
24720,note_on,,8,0,4,,,,,,,1,,,,73,127
24832,note_off,,352,0,3,,,,,,,2,,,,52,64
24840,note_on,,8,0,3,,,,,,,2,,,,52,127
24952,note_off,,232,0,1,,,,,,,3,,,,73,64
24952,note_off,,112,0,3,,,,,,,2,,,,52,64
24952,note_off,,232,0,2,,,,,,,0,,,,73,64
24952,note_off,,0,0,2,,,,,,,0,,,,68,64
24952,note_off,,0,0,2,,,,,,,0,,,,64,64
24952,note_off,,232,0,4,,,,,,,1,,,,73,64
24960,note_on,,8,0,1,,,,,,,3,,,,71,127
24960,note_on,,8,0,4,,,,,,,1,,,,71,127
24960,note_on,,8,0,3,,,,,,,2,,,,54,127
24960,note_on,,8,0,2,,,,,,,0,,,,63,127
24960,note_on,,0,0,2,,,,,,,0,,,,69,127
24960,note_on,,0,0,2,,,,,,,0,,,,71,127
25192,note_off,,232,0,2,,,,,,,0,,,,71,64
25192,note_off,,0,0,2,,,,,,,0,,,,63,64
25192,note_off,,0,0,2,,,,,,,0,,,,69,64
25200,note_on,,0,0,2,,,,,,,0,,,,71,127
25200,note_on,,0,0,2,,,,,,,0,,,,69,127
25200,note_on,,8,0,2,,,,,,,0,,,,63,127
25432,note_off,,232,0,2,,,,,,,0,,,,71,64
25432,note_off,,0,0,2,,,,,,,0,,,,69,64
25432,note_off,,0,0,2,,,,,,,0,,,,63,64
25432,note_off,,472,0,3,,,,,,,2,,,,54,64
25440,note_on,,8,0,2,,,,,,,0,,,,63,127
25440,note_on,,0,0,2,,,,,,,0,,,,69,127
25440,note_on,,0,0,2,,,,,,,0,,,,71,127
25440,note_on,,8,0,3,,,,,,,2,,,,47,127
25672,note_off,,0,0,2,,,,,,,0,,,,69,64
25672,note_off,,0,0,2,,,,,,,0,,,,63,64
25672,note_off,,232,0,2,,,,,,,0,,,,71,64
25680,note_on,,0,0,2,,,,,,,0,,,,69,127
25680,note_on,,0,0,2,,,,,,,0,,,,71,127
25680,note_on,,8,0,2,,,,,,,0,,,,63,127
25912,note_off,,0,0,2,,,,,,,0,,,,69,64
25912,note_off,,0,0,2,,,,,,,0,,,,63,64
25912,note_off,,472,0,3,,,,,,,2,,,,47,64
25912,note_off,,232,0,2,,,,,,,0,,,,71,64
25920,note_on,,8,0,2,,,,,,,0,,,,63,127
25920,note_on,,0,0,2,,,,,,,0,,,,69,127
25920,note_on,,0,0,2,,,,,,,0,,,,71,127
26152,note_off,,0,0,2,,,,,,,0,,,,69,64
26152,note_off,,232,0,2,,,,,,,0,,,,71,64
26152,note_off,,0,0,2,,,,,,,0,,,,63,64
26160,note_on,,8,0,2,,,,,,,0,,,,63,127
26160,note_on,,0,0,2,,,,,,,0,,,,69,127
26160,note_on,,0,0,2,,,,,,,0,,,,71,127
26392,note_off,,0,0,2,,,,,,,0,,,,63,64
26392,note_off,,0,0,2,,,,,,,0,,,,69,64
26392,note_off,,232,0,2,,,,,,,0,,,,71,64
26392,note_off,,1432,0,1,,,,,,,3,,,,71,64
26392,note_off,,1432,0,4,,,,,,,1,,,,71,64
26400,note_on,,0,0,2,,,,,,,0,,,,69,127
26400,note_on,,0,0,2,,,,,,,0,,,,71,127
26400,note_on,,8,0,2,,,,,,,0,,,,66,127
26400,note_on,,488,0,3,,,,,,,2,,,,51,127
26400,note_on,,8,0,4,,,,,,,1,,,,66,127
26400,note_on,,8,0,1,,,,,,,3,,,,66,127
26632,note_off,,0,0,2,,,,,,,0,,,,66,64
26632,note_off,,0,0,2,,,,,,,0,,,,69,64
26632,note_off,,232,0,2,,,,,,,0,,,,71,64
26640,note_on,,0,0,2,,,,,,,0,,,,71,127
26640,note_on,,0,0,2,,,,,,,0,,,,69,127
26640,note_on,,8,0,2,,,,,,,0,,,,66,127
26752,note_off,,352,0,3,,,,,,,2,,,,51,64
26760,note_on,,8,0,3,,,,,,,2,,,,51,127
26872,note_off,,232,0,2,,,,,,,0,,,,71,64
26872,note_off,,0,0,2,,,,,,,0,,,,69,64
26872,note_off,,472,0,4,,,,,,,1,,,,66,64
26872,note_off,,112,0,3,,,,,,,2,,,,51,64
26872,note_off,,0,0,2,,,,,,,0,,,,66,64
26872,note_off,,472,0,1,,,,,,,3,,,,66,64
26880,note_on,,8,0,3,,,,,,,2,,,,52,127
26880,note_on,,8,0,1,,,,,,,3,,,,69,127
26880,note_on,,0,0,2,,,,,,,0,,,,69,127
26880,note_on,,8,0,2,,,,,,,0,,,,66,127
26880,note_on,,8,0,4,,,,,,,1,,,,69,127
26880,note_on,,0,0,2,,,,,,,0,,,,71,127
27112,note_off,,232,0,2,,,,,,,0,,,,71,64
27112,note_off,,0,0,2,,,,,,,0,,,,66,64
27112,note_off,,0,0,2,,,,,,,0,,,,69,64
27120,note_on,,8,0,2,,,,,,,0,,,,66,127
27120,note_on,,0,0,2,,,,,,,0,,,,69,127
27120,note_on,,0,0,2,,,,,,,0,,,,71,127
27352,note_off,,0,0,2,,,,,,,0,,,,69,64
27352,note_off,,0,0,2,,,,,,,0,,,,66,64
27352,note_off,,472,0,3,,,,,,,2,,,,52,64
27352,note_off,,232,0,2,,,,,,,0,,,,71,64
27352,note_off,,472,0,1,,,,,,,3,,,,69,64
27352,note_off,,472,0,4,,,,,,,1,,,,69,64
27360,note_on,,8,0,2,,,,,,,0,,,,64,127
27360,note_on,,0,0,2,,,,,,,0,,,,71,127
27360,note_on,,8,0,3,,,,,,,2,,,,40,127
27360,note_on,,8,0,1,,,,,,,3,,,,68,127
27360,note_on,,8,0,4,,,,,,,1,,,,68,127
27360,note_on,,0,0,2,,,,,,,0,,,,68,127
27592,note_off,,232,0,2,,,,,,,0,,,,71,64
27592,note_off,,0,0,2,,,,,,,0,,,,68,64
27592,note_off,,0,0,2,,,,,,,0,,,,64,64
27600,note_on,,8,0,2,,,,,,,0,,,,64,127
27600,note_on,,0,0,2,,,,,,,0,,,,68,127
27600,note_on,,0,0,2,,,,,,,0,,,,71,127
27832,note_off,,472,0,4,,,,,,,1,,,,68,64
27832,note_off,,472,0,3,,,,,,,2,,,,40,64
27832,note_off,,472,0,1,,,,,,,3,,,,68,64
27832,note_off,,0,0,2,,,,,,,0,,,,64,64
27832,note_off,,0,0,2,,,,,,,0,,,,68,64
27832,note_off,,232,0,2,,,,,,,0,,,,71,64
27840,note_on,,0,0,2,,,,,,,0,,,,71,127
27840,note_on,,0,0,2,,,,,,,0,,,,68,127
27840,note_on,,8,0,2,,,,,,,0,,,,64,127
28072,note_off,,232,0,2,,,,,,,0,,,,71,64
28072,note_off,,0,0,2,,,,,,,0,,,,68,64
28072,note_off,,0,0,2,,,,,,,0,,,,64,64
28080,note_on,,8,0,2,,,,,,,0,,,,64,127
28080,note_on,,0,0,2,,,,,,,0,,,,68,127
28080,note_on,,0,0,2,,,,,,,0,,,,71,127
28312,note_off,,232,0,2,,,,,,,0,,,,71,64
28312,note_off,,0,0,2,,,,,,,0,,,,68,64
28312,note_off,,0,0,2,,,,,,,0,,,,64,64
28320,note_on,,0,0,2,,,,,,,0,,,,68,127
28320,note_on,,0,0,2,,,,,,,0,,,,71,127
28320,note_on,,8,0,2,,,,,,,0,,,,64,127
28320,note_on,,488,0,3,,,,,,,2,,,,52,127
28320,note_on,,488,0,4,,,,,,,1,,,,64,127
28320,note_on,,488,0,1,,,,,,,3,,,,64,127
28552,note_off,,232,0,2,,,,,,,0,,,,71,64
28552,note_off,,0,0,2,,,,,,,0,,,,68,64
28552,note_off,,0,0,2,,,,,,,0,,,,64,64
28560,note_on,,0,0,2,,,,,,,0,,,,68,127
28560,note_on,,8,0,2,,,,,,,0,,,,64,127
28560,note_on,,0,0,2,,,,,,,0,,,,71,127
28672,note_off,,352,0,3,,,,,,,2,,,,52,64
28680,note_on,,8,0,3,,,,,,,2,,,,52,127
28792,note_off,,232,0,2,,,,,,,0,,,,71,64
28792,note_off,,0,0,2,,,,,,,0,,,,68,64
28792,note_off,,0,0,2,,,,,,,0,,,,64,64
28792,note_off,,472,0,4,,,,,,,1,,,,64,64
28792,note_off,,112,0,3,,,,,,,2,,,,52,64
28792,note_off,,472,0,1,,,,,,,3,,,,64,64
28800,note_on,,0,0,2,,,,,,,0,,,,71,127
28800,note_on,,8,0,3,,,,,,,2,,,,56,127
28800,note_on,,8,0,4,,,,,,,1,,,,71,127
28800,note_on,,8,0,2,,,,,,,0,,,,64,127
28800,note_on,,8,0,1,,,,,,,3,,,,71,127
28800,note_on,,0,0,2,,,,,,,0,,,,68,127
29032,note_off,,232,0,2,,,,,,,0,,,,71,64
29032,note_off,,0,0,2,,,,,,,0,,,,68,64
29032,note_off,,0,0,2,,,,,,,0,,,,64,64
29040,note_on,,0,0,2,,,,,,,0,,,,71,127
29040,note_on,,0,0,2,,,,,,,0,,,,68,127
29040,note_on,,8,0,2,,,,,,,0,,,,64,127
29272,note_off,,0,0,2,,,,,,,0,,,,64,64
29272,note_off,,232,0,2,,,,,,,0,,,,71,64
29272,note_off,,0,0,2,,,,,,,0,,,,68,64
29272,note_off,,472,0,4,,,,,,,1,,,,71,64
29272,note_off,,472,0,3,,,,,,,2,,,,56,64
29272,note_off,,472,0,1,,,,,,,3,,,,71,64
29280,note_on,,8,0,4,,,,,,,1,,,,68,127
29280,note_on,,8,0,2,,,,,,,0,,,,64,127
29280,note_on,,8,0,3,,,,,,,2,,,,52,127
29280,note_on,,0,0,2,,,,,,,0,,,,71,127
29280,note_on,,0,0,2,,,,,,,0,,,,68,127
29280,note_on,,8,0,1,,,,,,,3,,,,68,127
29512,note_off,,232,0,2,,,,,,,0,,,,71,64
29512,note_off,,0,0,2,,,,,,,0,,,,68,64
29512,note_off,,0,0,2,,,,,,,0,,,,64,64
29520,note_on,,0,0,2,,,,,,,0,,,,68,127
29520,note_on,,8,0,2,,,,,,,0,,,,64,127
29520,note_on,,0,0,2,,,,,,,0,,,,71,127
29752,note_off,,232,0,2,,,,,,,0,,,,71,64
29752,note_off,,0,0,2,,,,,,,0,,,,64,64
29752,note_off,,472,0,3,,,,,,,2,,,,52,64
29752,note_off,,472,0,1,,,,,,,3,,,,68,64
29752,note_off,,472,0,4,,,,,,,1,,,,68,64
29752,note_off,,0,0,2,,,,,,,0,,,,68,64
29760,note_on,,8,0,1,,,,,,,3,,,,74,127
29760,note_on,,8,0,2,,,,,,,0,,,,64,127
29760,note_on,,0,0,2,,,,,,,0,,,,68,127
29760,note_on,,0,0,2,,,,,,,0,,,,71,127
29760,note_on,,8,0,4,,,,,,,1,,,,74,127
29760,note_on,,8,0,3,,,,,,,2,,,,47,127
29992,note_off,,0,0,2,,,,,,,0,,,,64,64
29992,note_off,,232,0,2,,,,,,,0,,,,71,64
29992,note_off,,0,0,2,,,,,,,0,,,,68,64
30000,note_on,,8,0,2,,,,,,,0,,,,64,127
30000,note_on,,0,0,2,,,,,,,0,,,,71,127
30000,note_on,,0,0,2,,,,,,,0,,,,68,127
30232,note_off,,472,0,3,,,,,,,2,,,,47,64
30232,note_off,,472,0,1,,,,,,,3,,,,74,64
30232,note_off,,472,0,4,,,,,,,1,,,,74,64
30232,note_off,,232,0,2,,,,,,,0,,,,71,64
30232,note_off,,0,0,2,,,,,,,0,,,,68,64
30232,note_off,,0,0,2,,,,,,,0,,,,64,64
30240,note_on,,8,0,1,,,,,,,3,,,,71,127
30240,note_on,,8,0,3,,,,,,,2,,,,52,127
30240,note_on,,0,0,2,,,,,,,0,,,,68,127
30240,note_on,,0,0,2,,,,,,,0,,,,71,127
30240,note_on,,8,0,2,,,,,,,0,,,,64,127
30240,note_on,,8,0,4,,,,,,,1,,,,71,127
30472,note_off,,0,0,2,,,,,,,0,,,,68,64
30472,note_off,,0,0,2,,,,,,,0,,,,64,64
30472,note_off,,232,0,2,,,,,,,0,,,,71,64
30480,note_on,,0,0,2,,,,,,,0,,,,71,127
30480,note_on,,0,0,2,,,,,,,0,,,,68,127
30480,note_on,,8,0,2,,,,,,,0,,,,64,127
30712,note_off,,0,0,2,,,,,,,0,,,,64,64
30712,note_off,,232,0,2,,,,,,,0,,,,71,64
30712,note_off,,0,0,2,,,,,,,0,,,,68,64
30712,note_off,,472,0,4,,,,,,,1,,,,71,64
30712,note_off,,472,0,1,,,,,,,3,,,,71,64
30712,note_off,,472,0,3,,,,,,,2,,,,52,64
30720,note_on,,8,0,3,,,,,,,2,,,,44,127
30720,note_on,,8,0,1,,,,,,,3,,,,78,127
30720,note_on,,8,0,4,,,,,,,1,,,,78,127
30720,note_on,,0,0,2,,,,,,,0,,,,74,127
30720,note_on,,8,0,2,,,,,,,0,,,,64,127
30720,note_on,,0,0,2,,,,,,,0,,,,71,127
30952,note_off,,0,0,2,,,,,,,0,,,,64,64
30952,note_off,,0,0,2,,,,,,,0,,,,71,64
30952,note_off,,232,0,2,,,,,,,0,,,,74,64
30960,note_on,,0,0,2,,,,,,,0,,,,71,127
30960,note_on,,0,0,2,,,,,,,0,,,,74,127
30960,note_on,,8,0,2,,,,,,,0,,,,64,127
31192,note_off,,0,0,2,,,,,,,0,,,,71,64
31192,note_off,,0,0,2,,,,,,,0,,,,64,64
31192,note_off,,232,0,2,,,,,,,0,,,,74,64
31200,note_on,,0,0,2,,,,,,,0,,,,74,127
31200,note_on,,0,0,2,,,,,,,0,,,,71,127
31200,note_on,,8,0,2,,,,,,,0,,,,64,127
31432,note_off,,712,0,1,,,,,,,3,,,,78,64
31432,note_off,,0,0,2,,,,,,,0,,,,71,64
31432,note_off,,0,0,2,,,,,,,0,,,,64,64
31432,note_off,,712,0,4,,,,,,,1,,,,78,64
31432,note_off,,232,0,2,,,,,,,0,,,,74,64
31432,note_off,,712,0,3,,,,,,,2,,,,44,64
31440,note_on,,0,0,2,,,,,,,0,,,,71,127
31440,note_on,,0,0,2,,,,,,,0,,,,74,127
31440,note_on,,8,0,4,,,,,,,1,,,,74,127
31440,note_on,,8,0,1,,,,,,,3,,,,74,127
31440,note_on,,8,0,3,,,,,,,2,,,,47,127
31440,note_on,,8,0,2,,,,,,,0,,,,64,127
31672,note_off,,232,0,2,,,,,,,0,,,,74,64
31672,note_off,,232,0,4,,,,,,,1,,,,74,64
31672,note_off,,232,0,1,,,,,,,3,,,,74,64
31672,note_off,,0,0,2,,,,,,,0,,,,64,64
31672,note_off,,232,0,3,,,,,,,2,,,,47,64
31672,note_off,,0,0,2,,,,,,,0,,,,71,64
31680,note_on,,0,0,2,,,,,,,0,,,,71,127
31680,note_on,,8,0,4,,,,,,,1,,,,71,127
31680,note_on,,8,0,1,,,,,,,3,,,,71,127
31680,note_on,,8,0,3,,,,,,,2,,,,52,127
31680,note_on,,8,0,2,,,,,,,0,,,,64,127
31680,note_on,,0,0,2,,,,,,,0,,,,74,127
31912,note_off,,232,0,2,,,,,,,0,,,,74,64
31912,note_off,,0,0,2,,,,,,,0,,,,71,64
31912,note_off,,0,0,2,,,,,,,0,,,,64,64
31920,note_on,,8,0,2,,,,,,,0,,,,64,127
31920,note_on,,0,0,2,,,,,,,0,,,,74,127
31920,note_on,,0,0,2,,,,,,,0,,,,71,127
32152,note_off,,232,0,2,,,,,,,0,,,,74,64
32152,note_off,,472,0,4,,,,,,,1,,,,71,64
32152,note_off,,0,0,2,,,,,,,0,,,,71,64
32152,note_off,,472,0,1,,,,,,,3,,,,71,64
32152,note_off,,472,0,3,,,,,,,2,,,,52,64
