tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
20628,note_off,,,,,0,0,2,,,1,61,64
20640,note_on,,,,,0,0,2,,,1,66,80
20640,note_on,,,,,0,0,2,,,1,54,80
20640,note_on,,,,,0,0,2,,,1,70,80
20640,note_on,,,,,12,0,2,,,1,58,80
20832,note_off,,,,,0,0,2,,,1,58,64
20832,note_off,,,,,0,0,2,,,1,70,64
20832,note_off,,,,,192,0,2,,,1,66,64
20832,note_off,,,,,0,0,2,,,1,54,64
21060,note_on,,,,,228,0,2,,,1,61,80
21108,note_off,,,,,48,0,2,,,1,61,64
21120,note_on,,,,,12,0,2,,,1,46,80
21120,note_on,,,,,0,0,2,,,1,34,80
21120,note_on,,,,,0,0,2,,,1,52,80
21120,note_on,,,,,0,0,2,,,1,58,80
21120,note_on,,,,,0,0,2,,,1,42,80
21696,note_off,,,,,576,0,2,,,1,58,64
21696,note_off,,,,,0,0,2,,,1,52,64
21696,note_off,,,,,0,0,2,,,1,34,64
21696,note_off,,,,,0,0,2,,,1,46,64
21696,note_off,,,,,0,0,2,,,1,42,64
22020,note_on,,,,,324,0,2,,,1,61,80
22068,note_off,,,,,48,0,2,,,1,61,64
22080,note_on,,,,,0,0,2,,,1,53,80
22080,note_on,,,,,0,0,2,,,1,46,80
22080,note_on,,,,,0,0,2,,,1,34,80
22080,note_on,,,,,12,0,2,,,1,42,80
22080,note_on,,,,,0,0,2,,,1,61,80
22656,note_off,,,,,0,0,2,,,1,34,64
22656,note_off,,,,,0,0,2,,,1,42,64
22656,note_off,,,,,0,0,2,,,1,61,64
22656,note_off,,,,,0,0,2,,,1,46,64
22656,note_off,,,,,576,0,2,,,1,53,64
22800,note_on,,,,,2256,0,1,,,0,70,80
22992,note_off,,,,,192,0,1,,,0,70,64
23040,note_on,,,,,48,0,1,,,0,70,80
23040,note_on,,,,,384,0,2,,,1,58,80
23040,note_on,,,,,0,0,2,,,1,46,80
23328,note_off,,,,,0,0,2,,,1,58,64
23328,note_off,,,,,288,0,1,,,0,70,64
23328,note_off,,,,,288,0,2,,,1,46,64
23400,note_on,,,,,72,0,1,,,0,73,80
23400,note_on,,,,,72,0,2,,,1,61,80
23400,note_on,,,,,0,0,2,,,1,49,80
23496,note_off,,,,,96,0,1,,,0,73,64
23496,note_off,,,,,0,0,2,,,1,61,64
23496,note_off,,,,,96,0,2,,,1,49,64
23520,note_on,,,,,24,0,2,,,1,48,80
23520,note_on,,,,,0,0,2,,,1,60,80
23520,note_on,,,,,24,0,1,,,0,72,80
23712,note_off,,,,,0,0,2,,,1,48,64
23712,note_off,,,,,192,0,2,,,1,60,64
23712,note_off,,,,,192,0,1,,,0,72,64
23760,note_on,,,,,0,0,2,,,1,58,80
23760,note_on,,,,,48,0,2,,,1,46,80
23760,note_on,,,,,48,0,1,,,0,70,80
23952,note_off,,,,,192,0,2,,,1,58,64
23952,note_off,,,,,192,0,1,,,0,70,64
23952,note_off,,,,,0,0,2,,,1,46,64
24000,note_on,,,,,48,0,2,,,1,57,80
24000,note_on,,,,,0,0,2,,,1,45,80
24000,note_on,,,,,48,0,1,,,0,69,80
24384,note_off,,,,,384,0,1,,,0,69,64
24384,note_off,,,,,0,0,2,,,1,57,64
24384,note_off,,,,,384,0,2,,,1,45,64
24480,note_on,,,,,96,0,1,,,0,70,80
24480,note_on,,,,,96,0,2,,,1,46,80
24480,note_on,,,,,0,0,2,,,1,58,80
24672,note_off,,,,,192,0,2,,,1,58,64
24672,note_off,,,,,0,0,2,,,1,46,64
24672,note_off,,,,,192,0,1,,,0,70,64
24720,note_on,,,,,0,0,2,,,1,60,80
24720,note_on,,,,,48,0,1,,,0,72,80
24720,note_on,,,,,48,0,2,,,1,48,80
24912,note_off,,,,,192,0,2,,,1,60,64
24912,note_off,,,,,192,0,1,,,0,72,64
24912,note_off,,,,,0,0,2,,,1,48,64
24960,note_on,,,,,0,0,2,,,1,54,80
24960,note_on,,,,,48,0,2,,,1,42,80
24960,note_on,,,,,48,0,1,,,0,66,80
25296,note_off,,,,,0,0,2,,,1,42,64
25296,note_off,,,,,336,0,2,,,1,54,64
25296,note_off,,,,,336,0,1,,,0,66,64
25380,note_on,,,,,0,0,2,,,1,53,80
25380,note_on,,,,,84,0,1,,,0,65,80
25380,note_on,,,,,84,0,2,,,1,41,80
25428,note_off,,,,,48,0,2,,,1,53,64
25428,note_off,,,,,0,0,2,,,1,41,64
25428,note_off,,,,,48,0,1,,,0,65,64
25440,note_on,,,,,12,0,2,,,1,54,80
25440,note_on,,,,,0,0,2,,,1,42,80
25440,note_on,,,,,12,0,1,,,0,66,80
25632,note_off,,,,,192,0,1,,,0,66,64
25680,note_on,,,,,48,0,1,,,0,66,80
25776,note_off,,,,,0,0,2,,,1,54,64
25776,note_off,,,,,336,0,2,,,1,42,64
25824,note_off,,,,,144,0,1,,,0,66,64
25860,note_on,,,,,84,0,2,,,1,56,80
25860,note_on,,,,,0,0,2,,,1,44,80
25860,note_on,,,,,36,0,1,,,0,68,80
25908,note_off,,,,,48,0,2,,,1,44,64
25908,note_off,,,,,0,0,2,,,1,56,64
25908,note_off,,,,,48,0,1,,,0,68,64
25920,note_on,,,,,12,0,2,,,1,53,80
25920,note_on,,,,,0,0,2,,,1,41,80
25920,note_on,,,,,12,0,1,,,0,65,80
26496,note_off,,,,,576,0,1,,,0,65,64
26496,note_off,,,,,576,0,2,,,1,41,64
26496,note_off,,,,,0,0,2,,,1,53,64
26640,note_on,,,,,144,0,2,,,1,29,80
26640,note_on,,,,,0,0,2,,,1,41,80
26640,note_on,,,,,0,0,2,,,1,60,80
26640,note_on,,,,,0,0,2,,,1,69,80
26640,note_on,,,,,0,0,2,,,1,72,80
26832,note_off,,,,,0,0,2,,,1,29,64
26832,note_off,,,,,0,0,2,,,1,72,64
26832,note_off,,,,,0,0,2,,,1,69,64
26832,note_off,,,,,0,0,2,,,1,60,64
26832,note_off,,,,,192,0,2,,,1,41,64
26880,note_on,,,,,0,0,2,,,1,72,80
26880,note_on,,,,,48,0,2,,,1,42,80
26880,note_on,,,,,0,0,2,,,1,60,80
26880,note_on,,,,,0,0,2,,,1,70,80
26880,note_on,,,,,0,0,2,,,1,30,80
27216,note_off,,,,,336,0,2,,,1,30,64
27216,note_off,,,,,0,0,2,,,1,42,64
27300,note_on,,,,,84,0,2,,,1,29,80
27300,note_on,,,,,0,0,2,,,1,41,80
27348,note_off,,,,,0,0,2,,,1,29,64
27348,note_off,,,,,48,0,2,,,1,41,64
27360,note_on,,,,,0,0,2,,,1,42,80
27360,note_on,,,,,12,0,2,,,1,30,80
27648,note_off,,,,,288,0,2,,,1,60,64
27648,note_off,,,,,0,0,2,,,1,70,64
27648,note_off,,,,,0,0,2,,,1,72,64
27696,note_off,,,,,48,0,2,,,1,42,64
27696,note_off,,,,,0,0,2,,,1,30,64
27780,note_on,,,,,84,0,2,,,1,44,80
27780,note_on,,,,,0,0,2,,,1,32,80
27828,note_off,,,,,48,0,2,,,1,32,64
27828,note_off,,,,,0,0,2,,,1,44,64
27840,note_on,,,,,12,0,2,,,1,29,80
27840,note_on,,,,,0,0,2,,,1,72,80
27840,note_on,,,,,0,0,2,,,1,41,80
27840,note_on,,,,,0,0,2,,,1,69,80
27840,note_on,,,,,0,0,2,,,1,60,80
28416,note_off,,,,,0,0,2,,,1,29,64
28416,note_off,,,,,576,0,2,,,1,60,64
28416,note_off,,,,,0,0,2,,,1,69,64
28416,note_off,,,,,0,0,2,,,1,41,64
28416,note_off,,,,,0,0,2,,,1,72,64
28560,note_on,,,,,0,0,2,,,1,65,80
28560,note_on,,,,,2064,0,1,,,0,65,80
28560,note_on,,,,,144,0,2,,,1,53,80
28752,note_off,,,,,192,0,2,,,1,65,64
28752,note_off,,,,,0,0,2,,,1,53,64
28752,note_off,,,,,192,0,1,,,0,65,64
28800,note_on,,,,,48,0,1,,,0,70,80
28800,note_on,,,,,48,0,2,,,1,70,80
28800,note_on,,,,,0,0,2,,,1,50,80
28800,note_on,,,,,0,0,2,,,1,58,80
28800,note_on,,,,,0,0,2,,,1,65,80
29088,note_off,,,,,288,0,1,,,0,70,64
29088,note_off,,,,,288,0,2,,,1,65,64
29088,note_off,,,,,0,0,2,,,1,58,64
29088,note_off,,,,,0,0,2,,,1,50,64
29088,note_off,,,,,0,0,2,,,1,70,64
29160,note_on,,,,,0,0,2,,,1,70,80
29160,note_on,,,,,0,0,2,,,1,65,80
29160,note_on,,,,,0,0,2,,,1,50,80
29160,note_on,,,,,72,0,2,,,1,58,80
29160,note_on,,,,,72,0,1,,,0,70,80
29256,note_off,,,,,96,0,1,,,0,70,64
29256,note_off,,,,,96,0,2,,,1,70,64
29256,note_off,,,,,0,0,2,,,1,65,64
29256,note_off,,,,,0,0,2,,,1,50,64
29256,note_off,,,,,0,0,2,,,1,58,64
29280,note_on,,,,,24,0,2,,,1,58,80
29280,note_on,,,,,0,0,2,,,1,67,80
29280,note_on,,,,,0,0,2,,,1,51,80
29280,note_on,,,,,24,0,1,,,0,72,80
29280,note_on,,,,,0,0,2,,,1,72,80
29472,note_off,,,,,0,0,2,,,1,72,64
29472,note_off,,,,,0,0,2,,,1,67,64
29472,note_off,,,,,0,0,2,,,1,58,64
29472,note_off,,,,,192,0,2,,,1,51,64
29472,note_off,,,,,192,0,1,,,0,72,64
29520,note_on,,,,,48,0,1,,,0,70,80
29520,note_on,,,,,0,0,2,,,1,58,80
29520,note_on,,,,,0,0,2,,,1,65,80
29520,note_on,,,,,0,0,2,,,1,50,80
29520,note_on,,,,,48,0,2,,,1,70,80
29616,note_off,,,,,96,0,1,,,0,70,64
29640,note_on,,,,,24,0,1,,,0,70,80
29712,note_off,,,,,0,0,2,,,1,65,64
29712,note_off,,,,,0,0,2,,,1,50,64
29712,note_off,,,,,0,0,2,,,1,70,64
29712,note_off,,,,,192,0,2,,,1,58,64
29736,note_off,,,,,96,0,1,,,0,70,64
29760,note_on,,,,,48,0,2,,,1,74,80
29760,note_on,,,,,0,0,2,,,1,59,80
29760,note_on,,,,,0,0,2,,,1,53,80
29760,note_on,,,,,24,0,1,,,0,74,80
29760,note_on,,,,,0,0,2,,,1,65,80
30144,note_off,,,,,384,0,1,,,0,74,64
30144,note_off,,,,,0,0,2,,,1,74,64
30144,note_off,,,,,384,0,2,,,1,59,64
30240,note_on,,,,,0,0,2,,,1,57,80
30240,note_on,,,,,96,0,2,,,1,72,80
30240,note_on,,,,,96,0,1,,,0,72,80
30432,note_off,,,,,192,0,1,,,0,72,64
30432,note_off,,,,,192,0,2,,,1,57,64
30480,note_on,,,,,48,0,2,,,1,56,80
30480,note_on,,,,,48,0,1,,,0,72,80
30528,note_off,,,,,0,0,2,,,1,65,64
30528,note_off,,,,,48,0,2,,,1,53,64
30576,note_off,,,,,96,0,1,,,0,72,64
30600,note_on,,,,,24,0,1,,,0,72,80
30624,note_off,,,,,96,0,2,,,1,72,64
30672,note_off,,,,,48,0,2,,,1,56,64
30696,note_off,,,,,96,0,1,,,0,72,64
30720,note_on,,,,,48,0,2,,,1,75,80
30720,note_on,,,,,0,0,2,,,1,48,80
30720,note_on,,,,,0,0,2,,,1,55,80
30720,note_on,,,,,0,0,2,,,1,67,80
30720,note_on,,,,,0,0,2,,,1,63,80
30720,note_on,,,,,0,0,2,,,1,60,80
30720,note_on,,,,,24,0,1,,,0,75,80
30912,note_off,,,,,0,0,2,,,1,75,64
30912,note_off,,,,,192,0,2,,,1,48,64
30912,note_off,,,,,192,0,1,,,0,75,64
30960,note_on,,,,,0,0,2,,,1,50,80
30960,note_on,,,,,48,0,2,,,1,74,80
30960,note_on,,,,,48,0,1,,,0,74,80
31056,note_off,,,,,0,0,2,,,1,74,64
31056,note_off,,,,,96,0,2,,,1,50,64
31056,note_off,,,,,96,0,1,,,0,74,64
31080,note_on,,,,,0,0,2,,,1,51,80
31080,note_on,,,,,24,0,2,,,1,72,80
31080,note_on,,,,,24,0,1,,,0,72,80
31104,note_off,,,,,0,0,2,,,1,63,64
31104,note_off,,,,,24,0,2,,,1,67,64
31104,note_off,,,,,0,0,2,,,1,55,64
31104,note_off,,,,,0,0,2,,,1,60,64
31176,note_off,,,,,96,0,1,,,0,72,64
31176,note_off,,,,,72,0,2,,,1,51,64
31176,note_off,,,,,0,0,2,,,1,72,64
31200,note_on,,,,,24,0,2,,,1,74,80
31200,note_on,,,,,0,0,2,,,1,65,80
31200,note_on,,,,,0,0,2,,,1,62,80
31200,note_on,,,,,0,0,2,,,1,58,80
31200,note_on,,,,,0,0,2,,,1,53,80
31200,note_on,,,,,0,0,2,,,1,70,80
31200,note_on,,,,,24,0,1,,,0,74,80
31392,note_off,,,,,192,0,1,,,0,74,64
31392,note_off,,,,,192,0,2,,,1,53,64
31392,note_off,,,,,0,0,2,,,1,58,64
31392,note_off,,,,,0,0,2,,,1,62,64
31392,note_off,,,,,0,0,2,,,1,65,64
31392,note_off,,,,,0,0,2,,,1,70,64
31392,note_off,,,,,0,0,2,,,1,74,64
31440,note_on,,,,,0,0,2,,,1,57,80
31440,note_on,,,,,0,0,2,,,1,53,80
31440,note_on,,,,,0,0,2,,,1,72,80
31440,note_on,,,,,0,0,2,,,1,69,80
31440,note_on,,,,,0,0,2,,,1,60,80
31440,note_on,,,,,0,0,2,,,1,63,80
31440,note_on,,,,,48,0,1,,,0,72,80
31440,note_on,,,,,48,0,2,,,1,65,80
31632,note_off,,,,,192,0,1,,,0,72,64
31632,note_off,,,,,0,0,2,,,1,65,64
31632,note_off,,,,,0,0,2,,,1,63,64
31632,note_off,,,,,0,0,2,,,1,72,64
31632,note_off,,,,,0,0,2,,,1,53,64
31632,note_off,,,,,0,0,2,,,1,57,64
31632,note_off,,,,,192,0,2,,,1,60,64
31632,note_off,,,,,0,0,2,,,1,69,64
31680,note_on,,,,,48,0,1,,,0,70,80
31680,note_on,,,,,0,0,2,,,1,70,80
31680,note_on,,,,,0,0,2,,,1,58,80
31680,note_on,,,,,48,0,2,,,1,65,80
31680,note_on,,,,,0,0,2,,,1,53,80
31680,note_on,,,,,0,0,2,,,1,46,80
31680,note_on,,,,,0,0,2,,,1,62,80
31968,note_off,,,,,288,0,2,,,1,58,64
31968,note_off,,,,,0,0,2,,,1,53,64
31968,note_off,,,,,0,0,2,,,1,46,64
32040,note_on,,,,,72,0,2,,,1,46,80
32136,note_off,,,,,96,0,2,,,1,46,64
32160,note_on,,,,,0,0,2,,,1,46,80
32160,note_on,,,,,24,0,2,,,1,45,80
32256,note_off,,,,,0,0,2,,,1,65,64
32256,note_off,,,,,0,0,2,,,1,70,64
32256,note_off,,,,,576,0,1,,,0,70,64
32256,end_of_track,,,,,0,1,1,,,,,
32256,note_off,,,,,96,0,2,,,1,62,64
32352,note_off,,,,,96,0,2,,,1,46,64
32352,note_off,,,,,0,0,2,,,1,45,64
32400,note_on,,,,,48,0,2,,,1,46,80
32400,note_on,,,,,0,0,2,,,1,44,80
32400,note_on,,,,,0,0,2,,,1,58,80
32592,note_off,,,,,0,0,2,,,1,46,64
32592,note_off,,,,,0,0,2,,,1,44,64
32592,note_off,,,,,192,0,2,,,1,58,64
32640,note_on,,,,,48,0,2,,,1,46,80
32640,note_on,,,,,0,0,2,,,1,58,80
32640,note_on,,,,,0,0,2,,,1,42,80
32640,note_on,,,,,0,0,2,,,1,51,80
32640,note_on,,,,,0,0,2,,,1,63,80
32832,note_off,,,,,0,0,2,,,1,46,64
32832,note_off,,,,,0,0,2,,,1,42,64
32832,note_off,,,,,0,0,2,,,1,58,64
32832,note_off,,,,,192,0,2,,,1,63,64
32832,note_off,,,,,0,0,2,,,1,51,64
32880,note_on,,,,,48,0,2,,,1,65,80
32880,note_on,,,,,0,0,2,,,1,58,80
32880,note_on,,,,,0,0,2,,,1,53,80
32880,note_on,,,,,0,0,2,,,1,46,80
32880,note_on,,,,,0,0,2,,,1,41,80
32976,note_off,,,,,0,0,2,,,1,53,64
32976,note_off,,,,,0,0,2,,,1,65,64
32976,note_off,,,,,0,0,2,,,1,58,64
32976,note_off,,,,,0,0,2,,,1,46,64
32976,note_off,,,,,96,0,2,,,1,41,64
33000,note_on,,,,,24,0,2,,,1,58,80
33000,note_on,,,,,0,0,2,,,1,46,80
33000,note_on,,,,,0,0,2,,,1,54,80
33000,note_on,,,,,0,0,2,,,1,66,80
33000,note_on,,,,,0,0,2,,,1,39,80
33096,note_off,,,,,0,0,2,,,1,46,64
33096,note_off,,,,,0,0,2,,,1,54,64
33096,note_off,,,,,0,0,2,,,1,58,64
33096,note_off,,,,,96,0,2,,,1,39,64
33096,note_off,,,,,0,0,2,,,1,66,64
33120,note_on,,,,,24,0,2,,,1,49,80
33120,note_on,,,,,0,0,2,,,1,58,80
33120,note_on,,,,,0,0,2,,,1,65,80
33120,note_on,,,,,0,0,2,,,1,53,80
33120,note_on,,,,,0,0,2,,,1,41,80
33120,note_on,,,,,0,0,2,,,1,46,80
33312,note_off,,,,,0,0,2,,,1,49,64
33312,note_off,,,,,0,0,2,,,1,58,64
33312,note_off,,,,,0,0,2,,,1,65,64
33312,note_off,,,,,0,0,2,,,1,41,64
33312,note_off,,,,,192,0,2,,,1,46,64
33312,note_off,,,,,0,0,2,,,1,53,64
33360,note_on,,,,,48,0,2,,,1,57,80
33360,note_on,,,,,0,0,2,,,1,63,80
33360,note_on,,,,,0,0,2,,,1,65,80
33360,note_on,,,,,0,0,2,,,1,41,80
33360,note_on,,,,,0,0,2,,,1,48,80
33360,note_on,,,,,0,0,2,,,1,53,80
33552,note_off,,,,,0,0,2,,,1,63,64
33552,note_off,,,,,0,0,2,,,1,57,64
33552,note_off,,,,,0,0,2,,,1,65,64
33552,note_off,,,,,192,0,2,,,1,53,64
33552,note_off,,,,,0,0,2,,,1,48,64
33552,note_off,,,,,0,0,2,,,1,41,64
33600,note_on,,,,,0,0,2,,,1,41,80
33600,note_on,,,,,0,0,2,,,1,46,80
33600,note_on,,,,,0,0,2,,,1,53,80
33600,note_on,,,,,0,0,2,,,1,34,80
33600,note_on,,,,,0,0,2,,,1,61,80
33600,note_on,,,,,48,0,2,,,1,65,80
33600,note_on,,,,,0,0,2,,,1,58,80
34368,note_off,,,,,0,0,2,,,1,65,64
34368,note_off,,,,,768,0,2,,,1,34,64
34368,note_off,,,,,0,0,2,,,1,41,64
34368,note_off,,,,,0,0,2,,,1,46,64
34368,note_off,,,,,0,0,2,,,1,53,64
34368,note_off,,,,,0,0,2,,,1,58,64
34368,note_off,,,,,0,0,2,,,1,61,64
34368,end_of_track,,,,,0,1,2,,,,,
