tick,type,tempo,time,meta,track,control,value,channel,program,note,velocity
1392,note_on,,0,0,0,,,1,,78,95
1392,note_on,,0,0,0,,,2,,72,95
1392,note_on,,0,0,0,,,3,,50,95
1392,note_on,,0,0,0,,,4,,38,95
1416,note_on,,24,0,0,,,0,,84,0
1416,note_on,,0,0,0,,,0,,84,95
1416,note_on,,0,0,0,,,1,,78,0
1416,note_on,,0,0,0,,,2,,72,0
1416,note_on,,0,0,0,,,1,,78,95
1416,note_on,,0,0,0,,,2,,72,95
1440,note_on,,24,0,0,,,3,,50,0
1440,note_on,,0,0,0,,,0,,83,95
1440,note_on,,0,0,0,,,4,,38,0
1440,note_on,,0,0,0,,,0,,84,0
1440,note_on,,0,0,0,,,1,,78,0
1440,note_on,,0,0,0,,,2,,72,0
1440,note_on,,0,0,0,,,1,,79,95
1440,note_on,,0,0,0,,,2,,71,95
1440,note_on,,0,0,0,,,3,,55,95
1440,note_on,,0,0,0,,,4,,43,95
1464,note_on,,24,0,0,,,0,,83,0
1464,note_on,,0,0,0,,,0,,55,95
1464,note_on,,0,0,0,,,1,,79,0
1464,note_on,,0,0,0,,,2,,71,0
1464,note_on,,0,0,0,,,3,,55,0
1464,note_on,,0,0,0,,,4,,43,0
1476,note_on,,12,0,0,,,0,,55,0
1476,note_on,,0,0,0,,,0,,60,95
1488,note_on,,12,0,0,,,0,,60,0
1488,note_on,,0,0,0,,,0,,64,95
1500,note_on,,12,0,0,,,0,,64,0
1500,note_on,,0,0,0,,,0,,67,95
1512,note_on,,12,0,0,,,0,,67,0
1512,note_on,,0,0,0,,,0,,72,95
1524,note_on,,12,0,0,,,0,,72,0
1524,note_on,,0,0,0,,,0,,76,95
1536,note_on,,12,0,0,,,0,,76,0
1536,note_on,,0,0,0,,,0,,79,95
1536,note_on,,0,0,0,,,1,,76,95
1536,note_on,,0,0,0,,,2,,67,95
1536,note_on,,0,0,0,,,3,,48,95
1536,note_on,,0,0,0,,,4,,36,95
1584,note_on,,48,0,0,,,0,,79,0
1584,note_on,,0,0,0,,,0,,79,95
1584,note_on,,0,0,0,,,1,,76,0
1584,note_on,,0,0,0,,,2,,67,0
1584,note_on,,0,0,0,,,1,,76,95
1584,note_on,,0,0,0,,,2,,67,95
1608,note_on,,24,0,0,,,0,,79,0
1608,note_on,,0,0,0,,,0,,79,95
1608,note_on,,0,0,0,,,1,,76,0
1608,note_on,,0,0,0,,,2,,67,0
1608,note_on,,0,0,0,,,1,,76,95
1608,note_on,,0,0,0,,,2,,67,95
1632,note_on,,24,0,0,,,3,,48,0
1632,note_on,,0,0,0,,,0,,79,95
1632,note_on,,0,0,0,,,4,,36,0
1632,note_on,,0,0,0,,,0,,79,0
1632,note_on,,0,0,0,,,1,,76,0
1632,note_on,,0,0,0,,,2,,67,0
1632,note_on,,0,0,0,,,1,,74,95
1632,note_on,,0,0,0,,,2,,67,95
1632,note_on,,0,0,0,,,3,,47,95
1632,note_on,,0,0,0,,,4,,35,95
1680,note_on,,48,0,0,,,3,,47,0
1680,note_on,,0,0,0,,,4,,35,0
1680,note_on,,0,0,0,,,3,,59,95
1680,note_on,,0,0,0,,,4,,47,95
1704,note_on,,24,0,0,,,0,,79,0
1704,note_on,,0,0,0,,,0,,79,95
1704,note_on,,0,0,0,,,1,,74,0
1704,note_on,,0,0,0,,,2,,67,0
1704,note_on,,0,0,0,,,3,,59,0
1704,note_on,,0,0,0,,,4,,47,0
1704,note_on,,0,0,0,,,1,,74,95
1704,note_on,,0,0,0,,,2,,67,95
1704,note_on,,0,0,0,,,3,,59,95
1704,note_on,,0,0,0,,,4,,47,95
1728,note_on,,24,0,0,,,0,,79,0
1728,note_on,,0,0,0,,,0,,84,95
1728,note_on,,0,0,0,,,1,,74,0
1728,note_on,,0,0,0,,,2,,67,0
1728,note_on,,0,0,0,,,3,,59,0
1728,note_on,,0,0,0,,,4,,47,0
1728,note_on,,0,0,0,,,1,,79,95
1728,note_on,,0,0,0,,,2,,72,95
1728,note_on,,0,0,0,,,3,,57,95
1728,note_on,,0,0,0,,,4,,45,95
1776,note_on,,48,0,0,,,0,,84,0
1776,note_on,,0,0,0,,,0,,84,95
1776,note_on,,0,0,0,,,1,,79,0
1776,note_on,,0,0,0,,,2,,72,0
1776,note_on,,0,0,0,,,3,,57,0
1776,note_on,,0,0,0,,,4,,45,0
1776,note_on,,0,0,0,,,1,,78,95
1776,note_on,,0,0,0,,,2,,72,95
1776,note_on,,0,0,0,,,3,,50,95
1776,note_on,,0,0,0,,,4,,38,95
1800,note_on,,24,0,0,,,0,,84,0
1800,note_on,,0,0,0,,,0,,84,95
1800,note_on,,0,0,0,,,1,,78,0
1800,note_on,,0,0,0,,,2,,72,0
1800,note_on,,0,0,0,,,1,,78,95
1800,note_on,,0,0,0,,,2,,72,95
1824,note_on,,24,0,0,,,3,,50,0
1824,note_on,,0,0,0,,,0,,83,95
1824,note_on,,0,0,0,,,4,,38,0
1824,note_on,,0,0,0,,,0,,84,0
1824,note_on,,0,0,0,,,1,,78,0
1824,note_on,,0,0,0,,,2,,72,0
1824,note_on,,0,0,0,,,1,,79,95
1824,note_on,,0,0,0,,,2,,71,95
1824,note_on,,0,0,0,,,3,,55,95
1824,note_on,,0,0,0,,,4,,43,95
1848,note_on,,24,0,0,,,0,,83,0
1848,note_on,,0,0,0,,,0,,60,95
1848,note_on,,0,0,0,,,1,,79,0
1848,note_on,,0,0,0,,,2,,71,0
1848,note_on,,0,0,0,,,3,,55,0
1848,note_on,,0,0,0,,,4,,43,0
1860,note_on,,12,0,0,,,0,,60,0
1860,note_on,,0,0,0,,,0,,65,95
1872,note_on,,12,0,0,,,0,,65,0
1872,note_on,,0,0,0,,,0,,69,95
1884,note_on,,12,0,0,,,0,,69,0
1884,note_on,,0,0,0,,,0,,72,95
1896,note_on,,12,0,0,,,0,,72,0
1896,note_on,,0,0,0,,,0,,77,95
1908,note_on,,12,0,0,,,0,,77,0
1908,note_on,,0,0,0,,,0,,81,95
1920,note_on,,12,0,0,,,0,,81,0
1920,note_on,,0,0,0,,,0,,84,95
1920,note_on,,0,0,0,,,1,,81,95
1920,note_on,,0,0,0,,,2,,72,95
1920,note_on,,0,0,0,,,3,,53,95
1920,note_on,,0,0,0,,,4,,41,95
1968,note_on,,48,0,0,,,0,,84,0
1968,note_on,,0,0,0,,,0,,84,95
1968,note_on,,0,0,0,,,1,,81,0
1968,note_on,,0,0,0,,,2,,72,0
1968,note_on,,0,0,0,,,1,,81,95
1968,note_on,,0,0,0,,,2,,72,95
1992,note_on,,24,0,0,,,0,,84,0
1992,note_on,,0,0,0,,,0,,84,95
1992,note_on,,0,0,0,,,1,,81,0
1992,note_on,,0,0,0,,,2,,72,0
1992,note_on,,0,0,0,,,1,,81,95
1992,note_on,,0,0,0,,,2,,72,95
2016,note_on,,24,0,0,,,3,,53,0
2016,note_on,,0,0,0,,,0,,84,95
2016,note_on,,0,0,0,,,4,,41,0
2016,note_on,,0,0,0,,,0,,84,0
2016,note_on,,0,0,0,,,1,,81,0
2016,note_on,,0,0,0,,,2,,72,0
2016,note_on,,0,0,0,,,1,,79,95
2016,note_on,,0,0,0,,,2,,72,95
2016,note_on,,0,0,0,,,3,,52,95
2016,note_on,,0,0,0,,,4,,40,95
2064,note_on,,48,0,0,,,3,,52,0
2064,note_on,,0,0,0,,,4,,40,0
2064,note_on,,0,0,0,,,3,,64,95
2064,note_on,,0,0,0,,,4,,52,95
2088,note_on,,24,0,0,,,0,,84,0
2088,note_on,,0,0,0,,,0,,84,95
2088,note_on,,0,0,0,,,1,,79,0
2088,note_on,,0,0,0,,,2,,72,0
2088,note_on,,0,0,0,,,3,,64,0
2088,note_on,,0,0,0,,,4,,52,0
2088,note_on,,0,0,0,,,1,,79,95
2088,note_on,,0,0,0,,,2,,72,95
2088,note_on,,0,0,0,,,3,,64,95
2088,note_on,,0,0,0,,,4,,52,95
2112,note_on,,24,0,0,,,0,,84,0
2112,note_on,,0,0,0,,,0,,89,95
2112,note_on,,0,0,0,,,1,,79,0
2112,note_on,,0,0,0,,,2,,72,0
2112,note_on,,0,0,0,,,3,,64,0
2112,note_on,,0,0,0,,,4,,52,0
2112,note_on,,0,0,0,,,1,,83,95
2112,note_on,,0,0,0,,,2,,77,95
2112,note_on,,0,0,0,,,3,,62,95
2112,note_on,,0,0,0,,,4,,50,95
2160,note_on,,48,0,0,,,0,,89,0
2160,note_on,,0,0,0,,,0,,89,95
2160,note_on,,0,0,0,,,1,,83,0
2160,note_on,,0,0,0,,,2,,77,0
2160,note_on,,0,0,0,,,3,,62,0
2160,note_on,,0,0,0,,,4,,50,0
2160,note_on,,0,0,0,,,1,,83,95
2160,note_on,,0,0,0,,,2,,77,95
2160,note_on,,0,0,0,,,3,,55,95
2160,note_on,,0,0,0,,,4,,43,95
2184,note_on,,24,0,0,,,0,,89,0
2184,note_on,,0,0,0,,,0,,89,95
2184,note_on,,0,0,0,,,1,,83,0
2184,note_on,,0,0,0,,,2,,77,0
2184,note_on,,0,0,0,,,1,,83,95
2184,note_on,,0,0,0,,,2,,77,95
2208,note_on,,24,0,0,,,3,,55,0
2208,note_on,,0,0,0,,,0,,88,95
2208,note_on,,0,0,0,,,4,,43,0
2208,note_on,,0,0,0,,,0,,89,0
2208,note_on,,0,0,0,,,1,,83,0
2208,note_on,,0,0,0,,,2,,77,0
2208,note_on,,0,0,0,,,1,,84,95
2208,note_on,,0,0,0,,,2,,76,95
2208,note_on,,0,0,0,,,3,,60,95
2208,note_on,,0,0,0,,,4,,48,95
2256,note_on,,48,0,0,,,0,,88,0
2256,note_on,,0,0,0,,,0,,88,95
2256,note_on,,0,0,0,,,1,,84,0
2256,note_on,,0,0,0,,,2,,76,0
2256,note_on,,0,0,0,,,3,,60,0
2256,note_on,,0,0,0,,,4,,48,0
2256,note_on,,0,0,0,,,1,,81,95
2256,note_on,,0,0,0,,,2,,76,95
2256,note_on,,0,0,0,,,3,,53,95
2256,note_on,,0,0,0,,,4,,41,95
2280,note_on,,24,0,0,,,3,,53,0
2280,note_on,,0,0,0,,,4,,41,0
2280,note_on,,0,0,0,,,3,,53,95
2280,note_on,,0,0,0,,,4,,41,95
2304,note_on,,24,0,0,,,0,,88,0
2304,note_on,,0,0,0,,,0,,86,95
2304,note_on,,0,0,0,,,1,,81,0
2304,note_on,,0,0,0,,,2,,76,0
2304,note_on,,0,0,0,,,3,,53,0
2304,note_on,,0,0,0,,,4,,41,0
2304,note_on,,0,0,0,,,1,,81,95
2304,note_on,,0,0,0,,,2,,74,95
2304,note_on,,0,0,0,,,4,,59,95
2304,note_on,,0,0,0,,,5,,47,95
2352,note_on,,48,0,0,,,0,,86,0
2352,note_on,,0,0,0,,,0,,86,95
2352,note_on,,0,0,0,,,1,,81,0
2352,note_on,,0,0,0,,,2,,74,0
2352,note_on,,0,0,0,,,4,,59,0
2352,note_on,,0,0,0,,,5,,47,0
2352,note_on,,0,0,0,,,1,,80,95
2352,note_on,,0,0,0,,,2,,74,95
2352,note_on,,0,0,0,,,4,,52,95
2352,note_on,,0,0,0,,,5,,40,95
2376,note_on,,24,0,0,,,0,,86,0
2376,note_on,,0,0,0,,,0,,86,95
2376,note_on,,0,0,0,,,1,,80,0
2376,note_on,,0,0,0,,,2,,74,0
2376,note_on,,0,0,0,,,1,,80,95
2376,note_on,,0,0,0,,,2,,74,95
2400,note_on,,24,0,0,,,4,,52,0
2400,note_on,,0,0,0,,,0,,84,95
2400,note_on,,0,0,0,,,5,,40,0
2400,note_on,,0,0,0,,,0,,86,0
2400,note_on,,0,0,0,,,1,,80,0
2400,note_on,,0,0,0,,,2,,74,0
2400,note_on,,0,0,0,,,1,,81,95
2400,note_on,,0,0,0,,,2,,72,95
2400,note_on,,0,0,0,,,4,,57,95
2400,note_on,,0,0,0,,,5,,45,95
