tick,type,time,meta,track,tempo,note,velocity,channel
6270,note_off,30,0,2,,71,64,0
6300,note_on,0,0,2,,75,64,0
6300,note_off,30,0,2,,78,64,0
6330,note_off,30,0,2,,75,64,0
6330,note_on,0,0,2,,71,64,0
6360,note_off,0,0,1,,63,64,0
6360,note_off,120,0,1,,59,64,0
6360,note_on,0,0,2,,70,64,0
6360,note_on,0,0,1,,61,64,0
6360,note_off,30,0,2,,71,64,0
6360,note_on,0,0,1,,64,64,0
6390,note_off,30,0,1,,61,64,0
6390,note_on,0,0,2,,79,64,0
6390,note_off,30,0,2,,70,64,0
6390,note_off,0,0,1,,64,64,0
6420,note_on,30,0,1,,63,64,0
6420,note_on,0,0,1,,66,64,0
6420,note_on,0,0,2,,69,64,0
6420,note_off,30,0,2,,79,64,0
6450,note_off,30,0,1,,63,64,0
6450,note_off,0,0,1,,66,64,0
6450,note_off,30,0,2,,69,64,0
6450,note_on,0,0,2,,83,64,0
6480,note_off,30,0,2,,83,64,0
6480,note_on,30,0,1,,64,64,0
6480,note_on,0,0,1,,68,64,0
6510,note_on,30,0,2,,83,64,0
6540,note_on,0,0,2,,80,64,0
6540,note_off,30,0,2,,83,64,0
6570,note_on,0,0,2,,75,64,0
6570,note_off,30,0,2,,80,64,0
6600,note_off,30,0,2,,75,64,0
6600,note_off,0,0,1,,68,64,0
6600,note_on,0,0,1,,67,64,0
6600,note_on,0,0,1,,64,64,0
6600,note_on,0,0,2,,76,64,0
6600,note_off,120,0,1,,64,64,0
6630,note_on,0,0,2,,91,64,0
6630,note_off,30,0,2,,76,64,0
6660,note_on,0,0,1,,71,64,0
6660,note_on,0,0,1,,65,64,0
6660,note_off,0,0,1,,67,64,0
6660,note_off,60,0,1,,64,64,0
6660,note_on,0,0,2,,91,64,0
6660,note_off,30,0,2,,91,64,0
6675,note_off,15,0,2,,91,64,0
6690,note_on,15,0,2,,91,64,0
6705,note_off,15,0,2,,91,64,0
6720,note_off,0,0,1,,71,64,0
6720,note_on,0,0,1,,72,64,0
6720,note_on,0,0,1,,67,64,0
6720,note_on,0,0,1,,64,64,0
6720,note_on,15,0,2,,91,64,0
6720,note_off,60,0,1,,65,64,0
6750,note_off,30,0,2,,91,64,0
6750,note_on,0,0,2,,79,64,0
6780,note_on,0,0,2,,81,64,0
6780,note_off,30,0,2,,79,64,0
6810,note_on,0,0,2,,82,64,0
6810,note_off,30,0,2,,81,64,0
6840,note_on,0,0,2,,81,64,0
6840,note_off,120,0,1,,64,64,0
6840,note_off,0,0,1,,67,64,0
6840,note_off,0,0,1,,72,64,0
6840,note_on,0,0,1,,64,64,0
6840,note_on,0,0,1,,69,64,0
6840,note_on,0,0,1,,73,64,0
6840,note_off,30,0,2,,82,64,0
6870,note_off,30,0,2,,81,64,0
6870,note_on,0,0,2,,80,64,0
6900,note_off,60,0,1,,64,64,0
6900,note_off,0,0,1,,73,64,0
6900,note_on,0,0,1,,64,64,0
6900,note_on,0,0,1,,70,64,0
6900,note_on,0,0,1,,73,64,0
6900,note_off,30,0,2,,80,64,0
6900,note_off,0,0,1,,69,64,0
6900,note_on,0,0,2,,79,64,0
6930,note_off,30,0,2,,79,64,0
6930,note_on,0,0,2,,76,64,0
6960,note_on,0,0,2,,74,64,0
6960,note_on,0,0,1,,66,64,0
6960,note_off,0,0,1,,73,64,0
6960,note_off,0,0,1,,70,64,0
6960,note_off,60,0,1,,64,64,0
6960,note_on,0,0,1,,74,64,0
6960,note_on,0,0,1,,69,64,0
6960,note_off,30,0,2,,76,64,0
6990,note_on,0,0,2,,81,64,0
6990,note_off,30,0,2,,74,64,0
7020,note_off,30,0,2,,81,64,0
7020,note_on,0,0,2,,86,64,0
7050,note_off,30,0,2,,86,64,0
7050,note_on,0,0,2,,84,64,0
7080,note_on,0,0,1,,75,64,0
7080,note_off,0,0,1,,69,64,0
7080,note_off,0,0,1,,74,64,0
7080,note_on,0,0,1,,65,64,0
7080,note_on,0,0,1,,71,64,0
7080,note_off,30,0,2,,84,64,0
7080,note_on,0,0,2,,84,64,0
7080,note_off,120,0,1,,66,64,0
7110,note_off,30,0,2,,84,64,0
7110,note_on,0,0,2,,83,64,0
7140,note_on,0,0,2,,83,64,0
7140,note_off,30,0,2,,83,64,0
7140,note_off,0,0,1,,75,64,0
7140,note_on,0,0,1,,65,64,0
7140,note_off,0,0,1,,71,64,0
7140,note_on,0,0,1,,72,64,0
7140,note_on,0,0,1,,74,64,0
7140,note_off,60,0,1,,65,64,0
7170,note_on,0,0,2,,81,64,0
7170,note_off,30,0,2,,83,64,0
7200,note_off,0,0,1,,74,64,0
7200,note_on,0,0,2,,81,64,0
7200,note_off,30,0,2,,81,64,0
7200,note_off,60,0,1,,65,64,0
7200,note_off,0,0,1,,72,64,0
7200,note_on,0,0,1,,64,64,0
7200,note_on,0,0,1,,69,64,0
7200,note_on,0,0,1,,76,64,0
7200,note_on,0,0,1,,72,64,0
7230,note_off,30,0,2,,81,64,0
7230,note_on,0,0,2,,96,64,0
7260,note_off,30,0,2,,96,64,0
7260,note_on,0,0,2,,95,64,0
7290,note_off,30,0,2,,95,64,0
7290,note_on,0,0,2,,93,64,0
7320,note_off,30,0,2,,93,64,0
7320,note_on,0,0,2,,92,64,0
7320,note_off,120,0,1,,64,64,0
7320,note_off,0,0,1,,72,64,0
7320,note_off,0,0,1,,76,64,0
7320,note_on,0,0,1,,71,64,0
7320,note_on,0,0,1,,74,64,0
7320,note_on,0,0,1,,62,64,0
7320,note_on,0,0,1,,77,64,0
7320,note_off,0,0,1,,69,64,0
7350,note_on,0,0,2,,89,64,0
7350,note_off,30,0,2,,92,64,0
7380,note_off,0,0,1,,77,64,0
7380,note_off,30,0,2,,89,64,0
7380,note_on,0,0,1,,64,64,0
7380,note_on,0,0,1,,76,64,0
7380,note_off,60,0,1,,62,64,0
7380,note_on,0,0,2,,86,64,0
7410,note_on,0,0,2,,83,64,0
7410,note_off,30,0,2,,86,64,0
7440,note_on,0,0,1,,72,64,0
7440,note_on,0,0,1,,76,64,0
7440,note_off,30,0,2,,83,64,0
7440,note_on,0,0,2,,81,64,0
7440,note_on,0,0,1,,69,64,0
7440,note_off,0,0,1,,76,64,0
7440,note_off,0,0,1,,64,64,0
7440,note_off,0,0,1,,74,64,0
7440,note_off,60,0,1,,71,64,0
7470,note_on,0,0,2,,83,64,0
7470,note_off,30,0,2,,81,64,0
7500,note_on,0,0,2,,84,64,0
7500,note_off,30,0,2,,83,64,0
7530,note_off,30,0,2,,84,64,0
7530,note_on,0,0,2,,80,64,0
7560,note_off,0,0,1,,76,64,0
7560,note_on,0,0,2,,81,64,0
7560,note_off,30,0,2,,80,64,0
7560,note_off,120,0,1,,69,64,0
7560,note_off,0,0,1,,72,64,0
7590,note_off,30,0,2,,81,64,0
7590,note_on,0,0,2,,76,64,0
7620,note_on,0,0,2,,72,64,0
7620,note_off,30,0,2,,76,64,0
7650,note_off,30,0,2,,72,64,0
7650,note_on,0,0,2,,69,64,0
7680,note_off,30,0,2,,69,64,0
7680,end_of_track,7670,1,0,,,,
7680,end_of_track,120,1,1,,,,
7680,end_of_track,0,1,2,,,,
